"CAGDP9 Real GDP by county and metropolitan area 1/"
"Real GDP: Retail trade (Thousands of chained 2012 dollars)" 
"Bureau of Economic Analysis" 
"County"
"GeoFips","GeoName","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"39023","Clark, OH",351969,370055,378173,370793,363624,339372,325867,314408,303946,296891,298009,291739,309181,301063,306174,304998,316987,318939
"39025","Clermont, OH",462775,499349,544350,569950,577985,594744,569812,551625,531052,525550,524998,505621,522658,522868,535441,545593,576129,581088
"39027","Clinton, OH",108047,106321,113880,101603,99276,97424,97904,98143,96459,96226,98231,100348,104058,99383,99571,98628,106361,106595
"39029","Columbiana, OH",210732,217693,240328,236526,234020,223895,218261,216272,218664,228952,235058,239331,252491,263459,265678,262393,266986,262430
"39031","Coshocton, OH",53702,55706,60040,58826,62061,58424,57415,56218,57489,60247,60141,59732,63470,65179,66936,65099,66345,66528
"39033","Crawford, OH",79484,83106,90133,92887,92995,82326,78094,74607,76147,76941,74935,73158,74794,75739,77441,80136,83268,84337
"39035","Cuyahoga, OH",4726765,4805794,5124725,4845910,4645763,4304014,4176370,3838590,3701187,3749925,3652484,3514648,3617790,3690286,3814261,3912348,4061964,4085275
"39037","Darke, OH",105021,111292,118597,120275,115130,104755,97350,93328,94880,95534,98241,96753,102742,103777,107468,110848,116436,118461
"39039","Defiance, OH",136016,139950,147404,146968,142518,135514,138186,130360,125481,128243,130163,128008,132894,135598,141351,149349,160131,159826
"39041","Delaware, OH",364655,424444,529904,533640,558317,561598,532553,526973,521386,539947,571401,569841,611635,636880,690370,737890,784544,791038
"39043","Erie, OH",206042,210573,226938,240507,251109,247653,237945,222701,212618,214837,220594,218253,233201,237575,240863,257169,272919,275708
"39045","Fairfield, OH",252384,262546,286069,307967,307289,305405,306401,309414,297820,297363,309014,319821,342830,356084,366973,375684,393204,394867
"39047","Fayette, OH",92420,92415,98613,102451,110686,119494,123945,119508,113758,115683,114635,117254,124361,126278,128998,133362,137166,139045
"39049","Franklin, OH",5593737,5652354,5844697,5639448,5472102,4988917,4693883,4467210,4350743,4470354,4604562,4594954,4726280,4817310,4762979,4828599,5057183,4927007
"39051","Fulton, OH",94296,95083,97922,96827,97163,88472,85966,84985,83556,84625,89248,91280,93576,97634,100234,104275,106917,105464
"39053","Gallia, OH",76657,79585,85286,87513,89078,80296,76590,77403,78282,79044,76300,71448,73147,74950,77747,80895,82604,82373
"39055","Geauga, OH",165843,172825,195877,213445,232698,242516,246673,236199,244451,258605,258563,255700,264910,277147,273281,285468,302503,304891
"39057","Greene, OH",496916,533578,545983,524911,510809,500065,502158,485995,470700,458583,469415,470196,499892,503754,511152,519623,584123,596488
"39059","Guernsey, OH",83776,92126,97803,102502,105782,101727,101635,97509,97699,97304,99455,98268,104951,110749,111778,111313,112520,111368
"39061","Hamilton, OH",3135578,3272054,3412951,3341904,3330805,2965598,2749932,2622656,2479677,2479215,2554827,2521386,2638604,2640628,2733674,2718331,2870659,2871753
"39063","Hancock, OH",278732,299254,326671,338557,332234,315610,311056,301756,288767,281177,279990,275565,290312,297899,285684,296864,310465,308296
"39065","Hardin, OH",42275,43974,46993,52250,53217,49495,46510,45222,46473,48764,48732,46843,46327,45955,45852,47211,49376,50507
"39067","Harrison, OH",18749,18941,18059,17380,15365,15119,13417,13335,12769,13357,12787,12181,12505,13546,13601,13494,14340,14595
"39069","Henry, OH",57212,60883,65258,65912,68082,63388,61920,59795,62041,67534,69781,71166,74602,67648,69105,70773,75218,76090
"39071","Highland, OH",81569,85337,91494,89757,89066,83430,82738,81033,79946,78957,79177,80325,82466,84304,86534,87445,92255,99862
"39073","Hocking, OH",46316,52689,53470,51642,53147,50177,47456,43476,41326,41660,43952,43423,43157,43645,46123,50072,53939,54491
"39075","Holmes, OH",119529,126402,142921,148668,141441,126207,117474,112985,131121,149669,146055,148005,148079,162594,177458,188184,205630,213557
"39077","Huron, OH",123115,124369,124404,119739,123985,114164,107948,105911,105271,108824,108960,104448,111625,115451,125049,126399,130221,133066
"39079","Jackson, OH",75992,79481,82838,82093,82722,78863,76558,75350,77021,76458,72618,69212,70543,71430,74476,76852,79646,79876
"39081","Jefferson, OH",154427,163823,178699,179479,179360,168086,165928,155553,146143,143296,142624,139193,147033,152038,155400,155661,163364,164027
"39083","Knox, OH",101799,106698,115301,119443,124480,118994,124569,123518,123866,122624,125805,123364,128225,130143,131185,130828,134615,131349
"39085","Lake, OH",766377,780005,853710,868569,894434,849186,808560,779246,725358,672375,670439,665444,706427,706691,729785,742790,772107,774684
"39087","Lawrence, OH",105149,110198,113531,111993,109396,108471,110557,110937,112096,111064,106152,103416,104565,101504,99879,100383,104339,105895
"39089","Licking, OH",574539,574082,575066,547328,548809,477614,457930,454523,471885,481493,575054,573275,542575,565799,597304,613224,757056,657178
"39091","Logan, OH",95983,98669,108681,110165,110445,102085,98765,93235,93009,94505,94008,92716,94563,93037,97027,98953,107382,106299
"39093","Lorain, OH",641547,657231,703128,730165,749717,734352,718989,696153,668853,659136,678559,675252,700287,696812,714953,717431,749880,754654
"39095","Lucas, OH",1579424,1590123,1686211,1656560,1616352,1552815,1505300,1442240,1380439,1426413,1416988,1388148,1403871,1418231,1587695,1683690,1844887,1795960
"39097","Madison, OH",84954,88821,105769,125351,137908,142244,151744,140787,132392,140650,149843,150629,143484,148149,175115,193409,213703,205009
"39099","Mahoning, OH",770956,775346,847394,886177,818294,791115,751955,717479,680357,667111,679433,669515,706597,710628,732234,741062,779070,781808
"39101","Marion, OH",154663,154365,163761,159133,160447,146925,147139,143951,138128,137341,141008,137197,144851,147656,151132,151668,158755,161693
"39103","Medina, OH",416727,441397,483170,498265,504367,478069,474556,449806,443756,469013,504868,510952,522325,526064,536812,529019,540384,552992
"39105","Meigs, OH",31418,31776,34082,33084,32255,31171,30597,28705,31328,31814,31116,30927,34601,34464,36726,36682,36706,36690
"39107","Mercer, OH",92360,91704,99642,101613,109469,107529,104628,107241,104904,108102,111791,113068,121432,124516,120843,122600,128723,131544
"39109","Miami, OH",299816,308737,313654,287989,284224,269258,266729,266719,272155,269795,264985,263669,271417,276885,291210,297022,310343,303942
"39111","Monroe, OH",12976,12900,14318,14478,14467,14189,13927,13858,14229,14974,14499,16509,18456,17990,16640,16467,17426,17337
"39113","Montgomery, OH",1637859,1653520,1741838,1705033,1705109,1538692,1464095,1403248,1336489,1310593,1298786,1259482,1310268,1331802,1441679,1493118,1565209,1550483
"39115","Morgan, OH",15071,15656,16546,16466,16651,15682,14357,13595,15065,13923,12625,11899,12681,13036,13925,14748,14678,15154
"39117","Morrow, OH",39106,39720,42644,43523,46111,43689,43711,43021,42392,39596,38352,36962,38935,41989,42398,44391,45374,46740
"39119","Muskingum, OH",335934,352330,375361,346068,330963,299132,274254,261040,245404,238419,244275,237394,259589,271459,279243,300509,311021,306519
"39121","Noble, OH",15487,16193,16942,18705,20223,19693,18821,16206,15908,14905,14565,13668,15361,15049,15294,15017,16468,16305
"39123","Ottawa, OH",105499,101696,104755,100859,103921,101315,100870,94660,88932,88242,85991,85367,88668,88250,85939,88628,93253,93822
"39125","Paulding, OH",23483,27354,25502,26840,27173,27416,22355,21300,22871,24379,24509,24640,24102,24534,25961,25908,27536,27529
"39127","Perry, OH",29886,29600,31415,30837,32771,30695,29322,28624,29496,30213,30227,32485,36357,35656,36758,37674,39897,40743
"39129","Pickaway, OH",80162,84395,94978,96306,102438,93713,92767,86655,92078,95331,93382,89414,91818,92453,92270,95292,101612,103089
"39131","Pike, OH",44279,46152,50064,50899,50872,50180,48495,48504,48231,49802,47267,44643,45989,46770,52472,53969,54963,57400
"39133","Portage, OH",318660,333066,367020,350020,365089,325097,327361,323343,303258,313542,334529,315016,322779,325557,341035,353291,377379,376145
"39135","Preble, OH",67249,67592,70652,72377,79799,73015,69925,65153,62836,64890,70194,73648,78123,79737,81968,82157,87971,89306
"39137","Putnam, OH",59464,62960,66248,66809,66327,63632,62028,61649,64319,67773,67699,67592,67412,70667,71900,71759,74110,76473
"39139","Richland, OH",388157,401968,417355,409945,407114,393657,376705,360762,347416,347391,362759,348162,348355,357599,369626,377136,397463,400360
"39141","Ross, OH",187466,197255,212786,204551,211742,195933,195501,191003,186437,186686,190733,185972,195987,202067,221366,229954,239187,239829
"39143","Sandusky, OH",151263,161216,173298,163594,162844,152355,144746,140503,141662,140921,141165,137513,148579,155528,155202,156915,159634,161448
"39145","Scioto, OH",155254,158348,159531,160130,164524,156948,157896,156240,153024,151648,148388,151267,156683,158584,163158,168025,174499,176873
"39147","Seneca, OH",107476,110948,119457,121067,120869,113928,109156,108919,107737,112422,114441,116381,119822,123125,127469,128931,132880,133070
"39149","Shelby, OH",121624,135389,137095,135909,141100,113854,112554,103968,101329,101272,105424,106973,113285,111753,119153,123322,128260,126609
"39151","Stark, OH",1098923,1135681,1204322,1230719,1187484,1121996,1082406,1049351,1018738,1040426,1060650,1023480,1061555,1078510,1120917,1150106,1210247,1213510
"39153","Summit, OH",1798798,1857160,1983511,2169293,2104355,2015414,1942758,1869203,1659762,1626115,1711674,1733865,1860508,1972807,2126513,2200701,2314929,2311570
"39155","Trumbull, OH",559026,582457,615887,629622,637468,607586,583227,558236,531972,523803,522150,515761,532597,542935,568720,578167,608807,619149
"39157","Tuscarawas, OH",251498,255329,263632,269969,273454,259116,250756,237595,241077,243651,246409,244587,260550,266244,271755,274092,285423,283835
"39159","Union, OH",91514,93825,97194,92987,93191,89552,88169,94884,99969,104066,119630,124676,128265,132542,156956,171850,191207,190920
"39161","Van Wert, OH",57740,61454,60928,59888,62121,63396,58981,60955,60553,61464,57511,57018,56697,59104,61110,60992,62361,62861
"39163","Vinton, OH",7986,8623,8740,10384,10320,8810,8726,8382,8673,9097,7901,6919,7110,6895,6494,6491,6852,7835
"39165","Warren, OH",523090,551650,573534,599635,638181,646072,638773,598777,592458,598373,598146,603599,649728,714442,757590,773981,835716,842162
"39167","Washington, OH",162129,168752,175885,165576,163829,154680,153114,151127,146956,144954,147978,148887,158053,161938,165764,167194,175724,177688
"39169","Wayne, OH",260906,266879,287689,303042,302966,283214,268458,255542,247448,252249,247965,247638,267304,289392,303172,317129,336239,336594
"39171","Williams, OH",73940,73739,79695,76922,76794,71913,71322,76624,79552,81507,82327,84579,88467,93558,112282,121122,127646,132307
"39173","Wood, OH",302924,316792,318588,326354,335839,323235,319575,323606,313410,326010,334545,328476,342245,343558,357341,358835,373519,378877
"39175","Wyandot, OH",32643,34469,38912,42446,43784,44485,45681,43977,45846,45023,45893,43635,46203,47063,49028,49387,51993,52850
"55001","Adams, WI",19391,20773,20567,19078,18502,18969,19326,20501,20254,20663,20702,20779,21396,20701,19735,19538,21239,22252
"55003","Ashland, WI",46057,45653,48055,46513,46959,46095,43418,41269,41123,42020,43528,43702,44580,44903,44919,46673,50565,53564
"55005","Barron, WI",157751,166303,164732,143727,139030,143127,137334,133186,132177,132659,133208,130124,137235,137139,140723,148018,154823,162561
"55007","Bayfield, WI",30692,35620,35060,30150,29757,31760,30478,27853,26878,24856,21947,18722,19288,18675,18859,19891,21044,21247
"55009","Brown, WI",773671,823756,883542,876381,843326,823090,748087,743718,701442,689103,699816,692112,750047,780140,788383,799792,823809,857921
"55011","Buffalo, WI",12070,12338,13519,13204,13800,15114,13360,12188,11194,11217,11584,11325,11632,11365,12266,11729,12831,12985
"55013","Burnett, WI",21589,23177,25685,25515,26898,25497,24520,23276,23984,24546,24740,23110,24092,22956,21846,21134,23173,24341
"55015","Calumet, WI",56551,57947,58354,58014,53906,54960,55822,49598,49172,51655,52899,63641,62504,61318,67083,73250,78635,81957
"55017","Chippewa, WI",186400,222723,231637,209663,209008,210916,204580,196042,189252,191627,195417,190670,198793,202406,206057,217151,223417,235625
"55019","Clark, WI",64574,67620,67381,61643,60016,60802,59294,56492,55991,57100,56561,57405,63471,67433,66662,68259,69539,73531
"55021","Columbia, WI",130291,139522,149647,145876,140847,132713,125642,122945,120614,118740,123999,122938,128380,123876,128795,136789,144179,151883
"55023","Crawford, WI",75877,82205,86251,91401,96508,107720,107435,107268,96247,92946,90951,85614,90532,86287,83589,86427,84157,86462
"55025","Dane, WI",1741906,1802155,1878922,1868253,1852586,1827971,1715659,1703150,1618571,1614924,1656446,1608837,1737944,1815887,1911572,2031607,2132501,2224112
"55027","Dodge, WI",148475,154427,162389,159924,164438,170358,165366,161534,157867,153805,159026,155339,167996,163470,162948,165829,173591,180383
"55029","Door, WI",97641,100607,93281,87645,97760,95446,88215,86237,82648,84320,86240,84246,87179,88723,92381,97643,103626,108589
"55031","Douglas, WI",106976,109986,116846,115014,115110,110812,105386,99508,96408,97732,99922,97669,99429,98847,104623,106650,110576,113580
"55033","Dunn, WI",92840,97471,104019,98679,97048,98310,97666,93009,91914,90010,88193,85312,83804,82864,85693,93792,97332,101960
"55035","Eau Claire, WI",370978,340330,360029,373765,364400,365723,347455,345668,339980,347308,360760,363635,378528,376901,379138,384999,391753,396743
"55037","Florence, WI","(D)","(D)","(D)","(D)",6079,5800,5243,"(D)","(D)","(D)","(D)","(D)",4039,"(D)","(D)","(D)","(D)","(D)"
"55039","Fond du Lac, WI",246244,255465,272058,279890,279841,277081,265988,270475,259392,261452,263178,261559,268312,273910,278175,294284,306087,317966
"55041","Forest, WI",12377,12635,13348,13183,13931,15328,15506,12833,12240,12388,12059,12077,11918,11050,10748,11378,11875,12515
"55043","Grant, WI",100920,105254,103238,100771,100372,102119,95600,98029,99505,101745,105355,104407,109464,109849,111443,115558,118476,121969
"55045","Green, WI",162760,165890,177800,166402,170921,179141,180425,181695,180447,187584,193786,207528,199855,201575,199546,209359,215411,225689
"55047","Green Lake, WI",43936,46081,45736,44624,45171,42699,39067,38016,36557,35421,35446,35529,35914,36545,39432,42099,43706,45281
"55049","Iowa, WI",436718,556278,456130,440752,445716,383636,368433,372765,361066,329970,289203,282470,276345,267945,273779,258176,266257,292995
"55051","Iron, WI",25840,26833,28794,23235,22074,19522,17226,15004,14441,12865,12445,11632,11990,11590,10657,9883,9313,9828
"55053","Jackson, WI",32274,33045,35125,39260,39075,40644,43581,42415,43060,43058,41438,40297,40813,41100,41879,44540,46026,48319
"55055","Jefferson, WI",229749,246632,260326,237267,233887,233929,216993,211497,185884,180528,177148,175549,177311,180448,187608,196563,208082,214744
"55057","Juneau, WI",42868,46013,47011,48745,49796,49083,48064,47663,46717,48339,50457,49657,48732,47632,47874,50835,51922,54638
"55059","Kenosha, WI",316800,324698,332215,325183,320589,336947,330198,329201,319229,313345,321183,317077,339967,357801,389252,417852,433412,444255
"55061","Kewaunee, WI",33014,35015,36335,35356,32030,30979,27768,27228,26651,25530,25566,24621,25451,25984,27041,27530,28241,29104
"55063","La Crosse, WI",351210,366872,375274,404345,406488,402581,388857,397125,373091,377699,383751,368405,387217,374868,380614,398010,417393,429803
"55065","Lafayette, WI",13115,14346,16388,15897,16362,16797,15399,15201,15034,14991,14652,13836,14240,14465,14905,15050,15903,15693
"55067","Langlade, WI",62492,66448,70199,65912,62080,62705,60532,62003,62603,63030,64606,65236,69467,74555,77014,79597,81330,83415
"55069","Lincoln, WI",66947,69495,67650,57409,56128,56758,58598,62150,60271,57045,58197,55876,59963,61424,66312,70995,75373,77277
"55071","Manitowoc, WI",163634,171311,173056,163908,164514,168429,158838,160205,156147,150581,153392,149630,164671,167217,170116,176865,184425,189489
"55073","Marathon, WI",458883,487560,507928,493397,481879,480876,438336,427487,414385,412465,425322,427515,461205,471357,478857,445219,456827,476233
"55075","Marinette, WI",96042,103047,110276,108906,108171,106286,103474,105194,100408,93661,94664,92484,96348,97248,97249,101651,108763,113712
"55077","Marquette, WI",15679,16520,17841,18071,18118,17821,16037,15167,15276,14414,14401,13658,14037,13505,14090,15426,17640,18400
"55078","Menominee, WI","(D)","(D)","(D)","(D)",1866,1901,1938,"(D)","(D)","(D)","(D)","(D)",567,"(D)","(D)","(D)","(D)","(D)"
"55079","Milwaukee, WI",2514950,2622902,2666817,2570852,2498388,2490536,2375962,2327924,2197766,2155440,2210391,2206823,2362955,2384591,2421580,2501895,2545363,2618823
"55081","Monroe, WI",77474,81999,86916,89319,92898,93648,92056,95789,95115,94994,97343,94456,99226,99329,99628,104933,109281,115123
"55083","Oconto, WI",52001,56287,55959,52075,49427,45783,43830,45378,46527,44229,42427,41461,44521,45389,46674,47973,50114,51533
"55085","Oneida, WI",157651,172922,188641,196822,198662,202955,200788,195569,189405,184645,187273,183494,190710,190693,186761,190353,193385,199605
"55087","Outagamie, WI",668325,704239,736383,736677,747543,744384,715485,673278,640261,643331,644343,602986,625211,624538,650201,682577,697410,722797
"55089","Ozaukee, WI",256417,264086,261422,248856,244547,236562,221044,228416,236063,244238,235111,220032,218766,216517,228842,240085,246997,260197
"55091","Pepin, WI",18661,20070,20372,19979,19927,19081,17662,16972,16360,16264,17507,16950,16857,16311,17190,17936,21958,20421
"55093","Pierce, WI",48763,49116,49745,44645,41743,40386,40076,43279,43969,43544,42554,41837,43229,42274,43357,46224,48272,50555
"55095","Polk, WI",78677,83335,87080,82424,84109,82073,82903,83004,82192,82333,83710,80488,81695,79927,80803,85689,90751,96361
"55097","Portage, WI",196895,209946,223066,220144,217880,228215,224235,219680,211063,206721,208641,201370,208474,214756,227851,235526,248460,255701
"55099","Price, WI",37594,43686,44073,40298,36997,34428,28058,27858,27064,26404,25299,23986,24263,24262,24566,25487,26440,27938
"55101","Racine, WI",465173,481501,484184,476343,465661,455126,433741,434547,417813,406639,414944,401255,411290,406732,421128,447464,473535,495100
"55103","Richland, WI",41334,43573,44522,43322,43686,43922,41752,42666,39969,39329,38978,37283,38045,39497,39883,41538,41898,42503
"55105","Rock, WI",449387,467455,493572,498381,519367,510388,504437,480622,459298,450434,435462,357509,370567,376253,400874,423760,396746,417526
"55107","Rusk, WI",31210,32740,32633,24424,23473,24990,24516,26399,27536,27624,26404,24506,23923,24258,24919,25969,26951,28364
"55109","St. Croix, WI",172833,179930,192743,202676,203477,207698,193201,192285,190284,196892,205478,208209,212572,215007,225302,239105,249038,259960
"55111","Sauk, WI",242711,263002,277531,276096,271254,266074,254671,250184,243986,238249,242149,229556,238127,240816,249712,256549,267402,273534
"55113","Sawyer, WI",50156,56873,58794,59542,56632,56867,54749,51065,47507,48109,47268,48600,50738,51943,52620,57490,56652,58571
"55115","Shawano, WI",68477,69816,75406,76195,78488,80699,79625,76685,72981,71438,71043,70044,73704,74682,76477,81038,84628,88589
"55117","Sheboygan, WI",265522,277772,290359,300410,304181,310013,296520,301391,289558,285212,289638,281617,294893,291677,298475,312997,328155,344605
"55119","Taylor, WI",45784,47027,45404,41124,40512,41957,39413,39553,39888,41107,42317,41400,42562,41115,41768,43047,43850,45701
"55121","Trempealeau, WI",42081,48967,79724,109897,143667,131781,85410,43789,41803,51787,50806,44313,46892,49597,46558,52947,55840,55043
"55123","Vernon, WI",48780,51072,53185,53115,53777,54635,51396,50729,49393,49977,51190,50716,53190,53511,55328,58166,59766,61699
"55125","Vilas, WI",60579,64444,71129,78028,79959,77510,64794,57195,52884,51682,49665,48820,50328,48766,49268,52306,57460,63014
"55127","Walworth, WI",210663,217871,239460,243525,246986,236296,221195,216906,206500,200759,203973,206915,218388,219273,225066,243895,251757,263789
"55129","Washburn, WI",39341,41883,47149,45214,44557,42738,39349,39592,40199,42914,44738,41066,42053,40825,41606,40264,40676,43743
"55131","Washington, WI",311754,330995,352574,344536,344339,353481,344909,339955,331698,323980,332583,317673,335912,353837,370543,399037,422186,438464
"55133","Waukesha, WI",1392127,1435828,1569296,1570943,1599376,1735733,1704943,1605434,1580153,1608080,1589865,1468686,1518848,1510506,1600294,1594530,1666218,1728129
"55135","Waupaca, WI",105016,108321,112369,108741,107365,99775,89458,89402,87283,85754,86441,87448,94412,96735,103578,107568,111153,114428
"55137","Waushara, WI",36168,38019,40601,42482,42187,43492,40869,39229,36139,34748,34032,33468,35019,34488,33858,34446,35895,36626
"55139","Winnebago, WI",368248,369820,381694,410197,410231,390135,377894,386174,374200,366704,391216,389118,404230,415953,433443,461907,475641,489082
"55141","Wood, WI",291682,293522,309435,285221,271508,252680,237203,225787,217492,212495,213196,210762,202664,196082,194826,209736,217980,224806
"Legend / Footnotes:"
"1/ Real GDP is in thousands of chained 2012 dollars. Industry detail is based on the 2012 North American Industry Classification System (NAICS)."
"Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget bulletin no. 18-04 issued September 14, 2018."
"* For the All industry total and Government and government enterprises, the difference between the United States and Metropolitan and Nonmetropolitan portions reflects overseas activity, economic activity taking place outside the borders of the United States by the military and associated federal civilian support staff."
"(D) Not shown to avoid disclosure of confidential information; estimates are included in higher-level totals."
"Last updated: December 12, 2019 -- new statistics for 2001-2018."
