cty_fips,cal_yr,cty_pop,real_inc_pc,real_earn_pj,real_inflow_pc,real_outflow_pc
19001,1990,8397,32881.304784313725,33514.65254901961,4.189740425502105,1.8283426714022515
19001,1991,8430,30174.530660727545,30704.852264291017,4.2137532815333225,1.7776308672406764
19001,1992,8441,32433.907592190888,33509.98496023138,4.563641551587331,1.905138547065193
19001,1993,8483,28736.632352941175,27313.84733893557,4.689803895152307,1.9562571509801607
19001,1994,8380,33082.25563909774,34736.368421052626,4.895437481749503,2.1201810612449976
19001,1995,8366,29931.974086378737,26881.165581395348,5.106373146170665,2.221306236364084
19001,1996,8363,34931.49825468649,33671.695669036846,5.2782026534985995,2.2515983499517414
19001,1997,8310,34534.77151819322,32950.02672521957,5.597807497127465,2.2860954210056668
19001,1998,8305,35635.67962962963,30577.50604938272,6.097441463940361,2.5258520451014936
19001,1999,8298,36190.799028536734,30153.237158469943,6.439249697405524,2.7052726877077204
19001,2000,8223,39489.54176018901,33414.22764323685,6.761110923152963,2.9933909031178234
19001,2001,8132,38728.669248291575,35754.302733485194,6.820405087132922,3.023054383425193
19001,2002,8059,39791.57231288689,37857.340686550364,7.018091211529936,3.098970179339303
19001,2003,8050,38220.59857612268,37938.532968236585,7.108909050090821,3.3503819637669823
19001,2004,8019,43139.445195920554,46536.197208803,7.721601748718506,3.564029418322573
19001,2005,7932,39164.76127348643,39977.96398747391,8.119997010076254,3.6756270022750797
19001,2006,7924,39047.66562970396,38720.40702458604,8.531004578619818,3.7082844853504167
19001,2007,7871,41000.369352674294,40939.30199521228,9.075050778979925,3.831418713419541
19001,2008,7747,45747.95432051052,44690.34622526794,9.261679530086141,3.9733627103859916
19001,2009,7676,43345.29431471267,40507.144144611746,9.918636583178664,3.990014706856226
19001,2010,7679,41932.343485617595,38128.967115427055,10.48892667335162,4.161352487113822
19001,2011,7546,47902.066305885965,44027.72911608729,11.746225597671641,4.5340254029798555
19001,2012,7468,47816.07543824228,40035.867311558,12.896096498091472,4.772625042451941
19001,2013,7387,50896.19853331549,44186.60068456787,13.648063219170561,4.804784882834341
19001,2014,7367,49925.217265648906,40324.298561762604,14.636287923695056,5.019866598383057
19001,2015,7141,52377.67860718134,39239.708281681975,15.747563681180933,5.3148066023226
19001,2016,6998,51919.187308421664,36787.88060228653,16.119863969413846,5.458145475930108
19001,2017,7053,50927.80528235617,35441.105298358336,16.08116510673977,5.2740114435476295
19001,2018,7063,54079.291444280105,38135.00747540351,16.180121429434983,5.261267742052695
19003,1990,4845,30796.53505882353,33658.77976470588,3.231597013294482,2.8729496590380217
19003,1991,4748,29790.239643652563,31809.68893838159,3.3560714033306875,2.751468644790226
19003,1992,4687,31419.587707881416,33902.98712942877,3.648647040066052,2.6971559154788993
19003,1993,4634,28058.770448179268,27464.281932773105,3.8474790822673475,2.7812771936569183
19003,1994,4616,32494.912918660284,34508.15393028024,3.996582009616763,2.838385727198096
19003,1995,4578,29072.106976744184,25833.847441860464,4.225332131572492,2.789590719155168
19003,1996,4534,36228.10782159017,35945.36328377505,4.468586267257743,2.423589975503621
19003,1997,4503,35312.530489335004,33761.88368883312,4.758278699464542,2.471809676025268
19003,1998,4493,36209.2375308642,32187.94160493827,5.229979913885248,2.474888509698214
19003,1999,4498,36695.23873709775,33522.45440194292,5.453655311420876,2.7593190038181983
19003,2000,4476,41184.94270525694,39208.2489072652,5.855486107702061,2.621375167791257
19003,2001,4402,38461.890091116176,37635.022095671986,5.829710635774379,2.4094306895084965
19003,2002,4370,39844.00630275746,41000.46707934722,5.8173332011244625,2.4280550229283664
19003,2003,4365,37021.465388828045,37426.846111719606,5.809291273183958,2.3535910088338357
19003,2004,4307,43632.63413848631,50413.63478260869,6.235724116117005,2.7607884704037575
19003,2005,4226,39861.79217118998,41312.589039665974,6.538732194675174,2.441795817125717
19003,2006,4224,36237.397290516805,33540.11108881083,6.626657173212303,2.545947297548997
19003,2007,4195,39233.23269611722,34543.76853767997,6.824283261870617,2.853206689524432
19003,2008,4151,45086.79678000132,42288.46578751402,6.915605807342521,2.8960733961399123
19003,2009,4047,44637.36095841611,38807.18500658227,7.3431017556656775,2.7952310167967114
19003,2010,4023,44289.818012947835,39299.96910174354,7.671234535350959,2.5330189845451847
19003,2011,3994,56165.6027705064,57558.07068227336,8.155244798278357,2.531301733622827
19003,2012,3909,55341.82793339243,55014.670692848544,8.725611218209679,2.7758288935035917
19003,2013,3892,64351.14300389763,70811.61659019592,8.937480309021854,2.222529788764371
19003,2014,3877,70206.1680153684,80010.58923532012,9.292944403503162,2.4417634884300132
19003,2015,3753,77651.4024886367,84284.33547606571,9.733157747140533,2.8314320233901924
19003,2016,3692,70280.47950821395,72867.29740525676,9.762301089230528,2.775796049315616
19003,2017,3663,64169.50192231152,65779.4475559768,9.996950417684301,2.866708593760871
19003,2018,3645,68985.44940839817,71374.80354961095,9.94831158225438,2.9628046714562526
19005,1990,13836,30967.051764705884,35903.91639215686,2.351708688332228,1.864758714124563
19005,1991,13996,28462.5141796585,32013.36317743133,2.466068712388501,1.845535918312009
19005,1992,14123,30098.351843817785,34015.27346348517,2.8198130575658777,2.0018287528499865
19005,1993,14231,28569.885574229687,31366.519047619044,3.0037935981082047,1.9524339986855537
19005,1994,14248,30258.764730006835,34768.21230348598,3.227672202941123,2.2360895827184724
19005,1995,14484,29938.853023255815,32152.150963455148,3.438993505033851,2.2610396808576034
19005,1996,14468,32453.719198448613,34916.44085326439,3.681785118717741,2.331253745197703
19005,1997,14487,32453.17026348808,34411.369259723964,3.9790910364061958,2.4201597867477602
19005,1998,14611,33646.6,34908.746913580246,4.296094765401681,2.5321251872637816
19005,1999,14651,33393.59441408622,33891.748269581054,4.644563672646353,2.724506070132788
19005,2000,14674,34571.5031305375,34163.32274069698,4.973644896394094,2.952098906246817
19005,2001,14333,35082.196127562645,34528.002961275626,5.249875218266718,3.178698050455271
19005,2002,14289,35640.54811480023,34995.31873944851,5.6194855824691,3.4220455282904516
19005,2003,14345,35236.93975903615,35917.29901423878,5.816787062060468,3.38934634192526
19005,2004,14324,37214.23156199678,40495.674610842725,6.216192995686215,3.4940141151718755
19005,2005,14371,37522.14582463466,39603.78267223382,6.4724654833607875,3.567761188045573
19005,2006,14378,37581.49513296537,37924.337481184135,6.70620483697392,3.655409114820218
19005,2007,14335,38824.84474309,37426.65670453261,7.127720050705398,3.863303787817586
19005,2008,14325,39069.28728307898,36919.91535249371,7.353745319932432,3.5653619602377455
19005,2009,14263,38212.44355527455,35915.30049591145,7.479732666792816,3.222919941284023
19005,2010,14379,40733.97051791363,40388.85814389759,7.537433479082905,3.3866434394834086
19005,2011,14219,44300.37199292905,43895.50317152454,8.078409262940536,3.478493160854006
19005,2012,14147,44091.253939133254,42226.003282976795,8.391766425744205,3.5203841165591236
19005,2013,14064,45809.81841254494,44614.468812451705,8.534148986131271,3.475760505464975
19005,2014,14058,46166.47079324062,43716.74050525314,8.82076633522988,3.554504041091411
19005,2015,13858,48503.3224705747,45610.23467818544,9.248106584427733,3.6508698808174445
19005,2016,13850,47026.3251859545,42422.94289546603,9.380259184546045,3.7481277558199597
19005,2017,13804,46212.66107821777,41553.80125309272,9.793290541493567,3.7760536665786484
19005,2018,13832,47584.24257282489,41809.01654234454,9.998600654364774,3.762250336855033
19007,1990,13744,27516.11843137255,32716.877960784313,2.202915097354425,1.3114102011002307
19007,1991,13768,27009.89413511507,31763.574016332594,2.189409309947817,1.4272749243266398
19007,1992,13865,27663.609833694863,33704.614605929135,2.315779100139007,1.5786764792927566
19007,1993,13903,26809.982072829127,32473.93515406162,2.4202267471039334,1.660198633146706
19007,1994,13726,28634.72672590567,33940.27136021873,2.61937289609782,1.7828955012410153
19007,1995,13723,27868.293023255814,30552.798139534883,2.682925737836641,1.7845234483999144
19007,1996,13752,29855.480930833874,32788.328118939884,2.7286734575693616,1.8461643282631888
19007,1997,13677,29869.84140526976,32401.211417816812,2.7706540640217954,2.0311560708436414
19007,1998,13761,30746.85740740741,33365.41283950617,2.9662430235385204,2.237366210286541
19007,1999,13709,31063.114389799633,33373.16539162113,3.1351316901314568,2.3823561943693625
19007,2000,13696,32079.615357353807,34745.78239810986,3.345960483243261,2.4589059075715833
19007,2001,13578,31446.040432801823,33519.8430523918,3.38703706686181,2.5477136067959325
19007,2002,13420,32487.22622397299,35063.77422622398,3.4894129995211207,2.6778105482624057
19007,2003,13522,32178.15794085433,35989.58718510406,3.625089995728028,2.752858730237674
