city_fips,name,year,nominal_sales,population,real_sales,real_pk_sales
1923250,Eagle Grove,2019,27018394,3406,27689173,8129.53
1924420,Eldon,1980,3256549,1618,10805898,6678.55
1924420,Eldon,1981,3149984,1577,9349528,5928.68
1924420,Eldon,1982,2965382,1535,8130298,5296.61
1924420,Eldon,1983,3487378,1528,9219644,6033.8
1924420,Eldon,1984,2760420,1506,6997570,4646.46
1924420,Eldon,1985,2739038,1482,6706886,4525.56
1924420,Eldon,1986,2168865,1430,5107786,3571.88
1924420,Eldon,1987,2222270,1399,5163087,3690.56
1924420,Eldon,1988,2052520,1358,4579597,3372.31
1924420,Eldon,1989,2225187,1339,4751839,3548.8
1924420,Eldon,1990,2381809,1321,4834979,3660.09
1924420,Eldon,1991,2366833,1298,4547763,3503.67
1924420,Eldon,1992,2769716,1293,5183354,4008.78
1924420,Eldon,1993,3174380,1282,5753453,4487.87
1924420,Eldon,1994,3150598,1272,5573737,4381.87
1924420,Eldon,1995,2774935,1251,4772151,3814.67
1924420,Eldon,1996,1946759,1228,3257015,2652.29
1924420,Eldon,1997,2259622,1206,3668980,3042.27
1924420,Eldon,1998,2638319,1188,4215122,3548.08
1924420,Eldon,1999,2950931,1174,4637280,3949.98
1924420,Eldon,2000,2663216,1164,4071433,3497.79
1924420,Eldon,2001,2640934,1144,3892520,3402.55
1924420,Eldon,2002,2780428,1132,4049693,3577.47
1924420,Eldon,2003,2613569,1113,3704512,3328.4
1924420,Eldon,2004,2862514,1106,3976789,3595.65
1924420,Eldon,2005,3425684,1097,4627534,4218.35
1924420,Eldon,2006,3418545,1081,4439477,4106.82
1924420,Eldon,2007,2872971,1070,3655099,3415.98
1924420,Eldon,2008,3080548,1043,3757800,3602.88
1924420,Eldon,2009,3489521,1050,4261525,4058.6
1924420,Eldon,2010,3532642,1032,4203995,4073.64
1924420,Eldon,2011,3431990,1029,4015913,3902.73
1924420,Eldon,2012,3303527,1018,3752683,3686.33
1924420,Eldon,2013,3397491,1015,3795504,3739.41
1924420,Eldon,2014,3678375,1008,4046263,4014.15
1924420,Eldon,2015,3787936,923,4176384,4524.79
1924420,Eldon,2016,3724627,924,4053400,4386.8
1924420,Eldon,2017,3394672,921,3605038,3914.26
1924420,Eldon,2018,3562472,915,3705706,4049.95
1924420,Eldon,2019,4097243,915,4198964,4589.03
1924465,Eldora,1980,18238796,3958,60520066,15290.57
1924465,Eldora,1981,17328212,3887,51432200,13231.85
1924465,Eldora,1982,15941043,3868,43706152,11299.42
1924465,Eldora,1983,15012474,3930,39688749,10098.92
1924465,Eldora,1984,15858242,3952,40200100,10172.09
1924465,Eldora,1985,15977223,3961,39122279,9876.87
1924465,Eldora,1986,16320997,3879,38436765,9908.94
1924465,Eldora,1987,15695280,3841,36465461,9493.74
1924465,Eldora,1988,16529902,3789,36881631,9733.87
1924465,Eldora,1989,17225403,3793,36784479,9697.99
1924465,Eldora,1990,18212192,3770,36970036,9806.38
1924465,Eldora,1991,19272159,3731,37030588,9925.11
1924465,Eldora,1992,16336209,3726,30572217,8205.1
1924465,Eldora,1993,19299759,3695,34980137,9466.88
1924465,Eldora,1994,18998506,3690,33610344,9108.49
1924465,Eldora,1995,19758923,3691,33980096,9206.2
1924465,Eldora,1996,18902301,3674,31624393,8607.62
1924465,Eldora,1997,20033343,3632,32528418,8956.06
1924465,Eldora,1998,20657149,3601,33002983,9164.95
1924465,Eldora,1999,21219782,3558,33346108,9372.15
1924465,Eldora,2000,21163537,3522,32354085,9186.28
1924465,Eldora,2001,15908200,3459,23447382,6778.66
1924465,Eldora,2002,19009051,3417,27686677,8102.63
1924465,Eldora,2003,19019374,3346,26958348,8056.89
1924465,Eldora,2004,18463295,3307,25650403,7756.4
1924465,Eldora,2005,17970215,3255,24274797,7457.69
1924465,Eldora,2006,17400321,3191,22596844,7081.43
1924465,Eldora,2007,23648799,3166,30086868,9503.12
1924465,Eldora,2008,22591431,3099,27558109,8892.58
1924465,Eldora,2009,23208545,3113,28343088,9104.75
1924465,Eldora,2010,22456604,3042,26724317,8785.11
1924465,Eldora,2011,16646036,3032,19478211,6424.21
1924465,Eldora,2012,17094934,3001,19419206,6470.91
1924465,Eldora,2013,17677947,2991,19748904,6602.78
1924465,Eldora,2014,18112889,2965,19924424,6719.87
1924465,Eldora,2015,19272810,2688,21249212,7905.21
1924465,Eldora,2016,19576817,2668,21304864,7985.33
1924465,Eldora,2017,18539295,2644,19688164,7446.36
1924465,Eldora,2018,19519124,2629,20303918,7723.06
1924465,Eldora,2019,18475499,2612,18934186,7248.92
1924690,Elkader,1980,19973092,2188,66274816,30290.14
1924690,Elkader,1981,18186947,2125,53981028,25402.84
1924690,Elkader,1982,19213914,2084,52679504,25278.07
1924690,Elkader,1983,20119658,2087,53190704,25486.68
1924690,Elkader,1984,21170704,2067,53667009,25963.72
1924690,Elkader,1985,19263709,2044,47169661,23077.13
1924690,Elkader,1986,18046328,1984,42500006,21421.37
1924690,Elkader,1987,19986815,1961,46436153,23679.83
1924690,Elkader,1988,19843778,1935,44275574,22881.43
1924690,Elkader,1989,18053494,1923,38552849,20048.28
1924690,Elkader,1990,16187427,1883,32859842,17450.79
1924690,Elkader,1991,16298523,1841,31316880,17010.8
1924690,Elkader,1992,18050166,1828,33779783,18479.09
1924690,Elkader,1993,18104510,1816,32813790,18069.27
1924690,Elkader,1994,19872541,1814,35156603,19380.71
1924690,Elkader,1995,19788631,1798,34031186,18927.24
1924690,Elkader,1996,20894746,1783,34957842,19606.19
1924690,Elkader,1997,21380383,1768,34715626,19635.54
1924690,Elkader,1998,19839096,1754,31696017,18070.71
1924690,Elkader,1999,22451002,1733,35280925,20358.29
1924690,Elkader,2000,23602142,1694,36082141,21299.97
1924690,Elkader,2001,22720485,1640,33488132,20419.59
1924690,Elkader,2002,21744506,1615,31670867,19610.44
1924690,Elkader,2003,22467075,1576,31845172,20206.33
1924690,Elkader,2004,20716904,1560,28781262,18449.53
1924690,Elkader,2005,25336488,1539,34225417,22238.74
1924690,Elkader,2006,24020052,1507,31193527,20699.09
1924690,Elkader,2007,32597881,1494,41472218,27759.18
1924690,Elkader,2008,38262224,1459,46674092,31990.47
1924690,Elkader,2009,31327264,1462,38257952,26168.23
1924690,Elkader,2010,30189219,1423,35926459,25246.98
1924690,Elkader,2011,30801767,1407,36042414,25616.5
1924690,Elkader,2012,37128594,1383,42176696,30496.53
1924690,Elkader,2013,39385065,1364,43998992,32257.33
1924690,Elkader,2014,39142551,1344,43057338,32036.71
1924690,Elkader,2015,44647264,1243,49225783,39602.4
1924690,Elkader,2016,40689219,1241,44280858,35681.59
1924690,Elkader,2017,39029996,1242,41448662,33372.51
1924690,Elkader,2018,47285582,1223,49186766,40218.12
1924690,Elkader,2019,41347780,1217,42374312,34818.66
1925590,Emmetsburg,1980,24558331,5935,81489580,13730.34
1925590,Emmetsburg,1981,23987621,5837,71198120,12197.72
1925590,Emmetsburg,1982,23969599,5732,65718343,11465.17
1925590,Emmetsburg,1983,24156751,5761,63863639,11085.51
1925590,Emmetsburg,1984,24677901,5684,62557633,11005.92
1925590,Emmetsburg,1985,21530863,5569,52721078,9466.88
1925590,Emmetsburg,1986,19768479,5352,46555757,8698.76
1925590,Emmetsburg,1987,19904420,5197,46244722,8898.35
1925590,Emmetsburg,1988,19231636,5067,42909759,8468.47
1925590,Emmetsburg,1989,19788312,5025,42257516,8409.46
1925590,Emmetsburg,1990,20726656,4934,42074299,8527.42
1925590,Emmetsburg,1991,21242473,4847,40816458,8420.97
1925590,Emmetsburg,1992,21236371,4841,39742571,8209.58
1925590,Emmetsburg,1993,23164550,4799,41984936,8748.68
1925590,Emmetsburg,1994,25214209,4786,44606573,9320.22
1925590,Emmetsburg,1995,24610787,4711,42324013,8984.08
1925590,Emmetsburg,1996,26492832,4631,44323690,9571.08
1925590,Emmetsburg,1997,27008803,4600,43854570,9533.6
1925590,Emmetsburg,1998,27334324,4584,43670801,9526.79
1925590,Emmetsburg,1999,27693406,4548,43519170,9568.86
1925590,Emmetsburg,2000,27071433,4561,41385873,9073.86
1925590,Emmetsburg,2001,27422292,4553,40418210,8877.27
1925590,Emmetsburg,2002,27749745,4532,40417496,8918.25
1925590,Emmetsburg,2003,27072177,4453,38372513,8617.23
1925590,Emmetsburg,2004,26872746,4444,37333355,8400.84
1925590,Emmetsburg,2005,29088097,4447,39293222,8835.89
1925590,Emmetsburg,2006,30771529,4395,39961300,9092.45
1925590,Emmetsburg,2007,35730281,4398,45457372,10335.92
1925590,Emmetsburg,2008,35865865,4339,43750899,10083.18
1925590,Emmetsburg,2009,34938727,4409,42668397,9677.57
1925590,Emmetsburg,2010,34320207,4348,40842511,9393.4
1925590,Emmetsburg,2011,36649311,4322,42884865,9922.46
1925590,Emmetsburg,2012,38193530,4275,43386423,10148.87
1925590,Emmetsburg,2013,39321746,4228,43928255,10389.84
1925590,Emmetsburg,2014,44193436,4205,48613381,11560.85
1925590,Emmetsburg,2015,42363886,3796,46708247,12304.6
1925590,Emmetsburg,2016,40131280,3745,43673670,11661.86
1925590,Emmetsburg,2017,40243511,3759,42737378,11369.35
1925590,Emmetsburg,2018,40599645,3691,42232011,11441.89
1925590,Emmetsburg,2019,41311814,3684,42337453,11492.25
1925860,Estherville,1980,45512018,9725,151018212,15528.86
1925860,Estherville,1981,47152604,9498,139954552,14735.16
1925860,Estherville,1982,46070703,9349,126313764,13510.94
1925860,Estherville,1983,43802054,9329,115800282,12412.94
1925860,Estherville,1984,46224201,9205,117176765,12729.69
1925860,Estherville,1985,42774008,9092,104737642,11519.76
1925860,Estherville,1986,42436968,8737,99941183,11438.84
1925860,Estherville,1987,48082135,8565,111711115,13042.75
1925860,Estherville,1988,47761045,8482,106564773,12563.64
1925860,Estherville,1989,51539917,8464,110062387,13003.59
1925860,Estherville,1990,53957874,8368,109532368,13089.43
1925860,Estherville,1991,53836812,8333,103445016,12413.9
1925860,Estherville,1992,55583827,8401,104021736,12382.07
1925860,Estherville,1993,57830840,8338,104816373,12570.93
1925860,Estherville,1994,61328914,8260,108497263,13135.26
1925860,Estherville,1995,62816181,8170,108027136,13222.42
1925860,Estherville,1996,66944324,8071,112000840,13876.95
1925860,Estherville,1997,69909226,7990,113512584,14206.83
1925860,Estherville,1998,69481318,7946,111007128,13970.19
1925860,Estherville,1999,72780347,7849,114371642,14571.49
1925860,Estherville,2000,76121004,7737,116371165,15040.86
1925860,Estherville,2001,79203030,7587,116738771,15386.68
1925860,Estherville,2002,77703535,7546,113175177,14998.04
1925860,Estherville,2003,77820132,7442,110303431,14821.75
1925860,Estherville,2004,73442270,7365,102030748,13853.46
1925860,Estherville,2005,65186148,7298,88055735,12065.74
1925860,Estherville,2006,65358335,7211,84877292,11770.53
1925860,Estherville,2007,65583253,7203,83437416,11583.7
1925860,Estherville,2008,69683170,7140,85002866,11905.16
1925860,Estherville,2009,74002817,7234,90374831,12493.06
1925860,Estherville,2010,69777985,7077,83038780,11733.61
1925860,Estherville,2011,69778744,6977,81650976,11702.88
1925860,Estherville,2012,70481824,6815,80064719,11748.31
1925860,Estherville,2013,69193559,6758,77299526,11438.23
1925860,Estherville,2014,71228448,6643,78352262,11794.71
1925860,Estherville,2015,72445708,5977,79874921,13363.71
1925860,Estherville,2016,71136925,5890,77416185,13143.66
1925860,Estherville,2017,73069870,5794,77597967,13392.81
1925860,Estherville,2018,72131486,5713,75031635,13133.49
1925860,Estherville,2019,71821111,5666,73604197,12990.5
1926265,Exira,1980,3318248,1268,11010628,8683.46
1926265,Exira,1981,2856821,1239,8479385,6843.73
1926265,Exira,1982,2872886,1230,7876699,6403.82
1926265,Exira,1983,3981861,1246,10526918,8448.57
1926265,Exira,1984,2609054,1261,6613862,5244.93
1926265,Exira,1985,2637106,1270,6457292,5084.48
1926265,Exira,1986,2583412,1243,6084065,4894.66
1926265,Exira,1987,2850922,1234,6623659,5367.63
1926265,Exira,1988,2670029,1221,5957387,4879.1
1926265,Exira,1989,2576540,1224,5502146,4495.22
1926265,Exira,1990,2931424,1213,5950676,4905.75
1926265,Exira,1991,2787152,1185,5355387,4519.31
1926265,Exira,1992,2938426,1156,5499085,4756.99
1926265,Exira,1993,2818175,1117,5107844,4572.82
1926265,Exira,1994,2868630,1089,5074906,4660.15
1926265,Exira,1995,3326187,1062,5720158,5386.21
1926265,Exira,1996,3333774,1034,5577553,5394.15
1926265,Exira,1997,3742689,1009,6077056,6022.85
1926265,Exira,1998,3748831,989,5989336,6055.95
1926265,Exira,1999,3530854,969,5548607,5726.12
1926265,Exira,2000,3728496,949,5699996,6006.32
1926265,Exira,2001,3942822,927,5811396,6269.04
1926265,Exira,2002,3856294,925,5616691,6072.1
1926265,Exira,2003,4270709,917,6053367,6601.27
1926265,Exira,2004,3746620,921,5205047,5651.52
1926265,Exira,2005,3408651,921,4604525,4999.48
1926265,Exira,2006,3385379,913,4396406,4815.34
1926265,Exira,2007,3691496,921,4696456,5099.3
1926265,Exira,2008,3768539,918,4597044,5007.67
1926265,Exira,2009,3625046,939,4427033,4714.63
1926265,Exira,2010,3731928,929,4441154,4780.57
1926265,Exira,2011,3794593,918,4440209,4836.83
1926265,Exira,2012,4029222,886,4577046,5165.97
1926265,Exira,2013,4061566,871,4537375,5209.39
1926265,Exira,2014,3994899,859,4394443,5115.77
1926265,Exira,2015,4029787,776,4443036,5725.56
1926265,Exira,2016,4225133,787,4598086,5842.55
1926265,Exira,2017,4272065,780,4536802,5816.41
1926265,Exira,2018,4333601,767,4507840,5877.24
1926265,Exira,2019,4395647,769,4504777,5857.97
1926445,Fairfield,1980,53403273,12039,177203014,14719.08
1926445,Fairfield,1981,53998882,11869,160275122,13503.68
1926445,Fairfield,1982,54267291,11822,148786655,12585.57
1926445,Fairfield,1983,56078138,12060,148254787,12293.1
1926445,Fairfield,1984,59450844,12147,150705852,12406.84
1926445,Fairfield,1985,63292148,12311,154978938,12588.66
1926445,Fairfield,1986,66675711,12251,157024636,12817.29
1926445,Fairfield,1987,70691799,12431,164241036,13212.21
1926445,Fairfield,1988,75652016,12501,168795300,13502.54
1926445,Fairfield,1989,80395551,12612,171682975,13612.67
1926445,Fairfield,1990,75511205,12543,153284785,12220.74
1926445,Fairfield,1991,75626544,12363,145313008,11753.86
1926445,Fairfield,1992,77574825,12312,145176545,11791.47
1926445,Fairfield,1993,84222450,12268,152650242,12442.96
1926445,Fairfield,1994,87541378,12248,154869853,12644.5
1926445,Fairfield,1995,94190189,12078,161982091,13411.33
1926445,Fairfield,1996,99718153,11907,166832918,14011.33
1926445,Fairfield,1997,100111374,11796,162552232,13780.28
1926445,Fairfield,1998,103783133,11693,165809571,14180.24
1926445,Fairfield,1999,110512197,11449,173665858,15168.65
1926445,Fairfield,2000,112118271,11237,171402545,15253.41
1926445,Fairfield,2001,104221279,11044,153613619,13909.24
1926445,Fairfield,2002,109841914,10962,159984717,14594.48
1926445,Fairfield,2003,116432105,10803,165032625,15276.56
1926445,Fairfield,2004,128808155,10790,178948613,16584.67
1926445,Fairfield,2005,132082619,10740,178421834,16612.83
1926445,Fairfield,2006,122225123,10611,158727076,14958.73
1926445,Fairfield,2007,128491946,10658,163472158,15337.98
1926445,Fairfield,2008,122214665,10535,149083298,14151.24
1926445,Fairfield,2009,123923437,10672,151339640,14181
1926445,Fairfield,2010,114321026,10510,136046899,12944.52
1926445,Fairfield,2011,109558603,10512,128199024,12195.49
1926445,Fairfield,2012,115605244,10449,131323238,12568.02
1926445,Fairfield,2013,121780813,10412,136047333,13066.4
1926445,Fairfield,2014,121860072,10381,134047737,12912.8
1926445,Fairfield,2015,130550514,10101,143938300,14249.91
1926445,Fairfield,2016,130797260,10205,142342740,13948.33
1926445,Fairfield,2017,135153014,10306,143528367,13926.68
1926445,Fairfield,2018,129325042,10341,134524739,13008.87
1926445,Fairfield,2019,127722330,10425,130893263,12555.71
1927165,Fayette,1980,2828211,1948,9384584,4817.55
1927165,Fayette,1981,2843600,1899,8440144,4444.52
1927165,Fayette,1982,3107761,1860,8520664,4581
1927165,Fayette,1983,3502191,1865,9258806,4964.51
1927165,Fayette,1984,2563751,1841,6499021,3530.16
1927165,Fayette,1985,2521107,1806,6173254,3418.19
1927165,Fayette,1986,2859422,1736,6734082,3879.08
1927165,Fayette,1987,2645621,1704,6146675,3607.2
1927165,Fayette,1988,2573189,1674,5741317,3429.7
1927165,Fayette,1989,2664330,1672,5689620,3402.88
1927165,Fayette,1990,2939636,1658,5967346,3599.12
1927165,Fayette,1991,3282594,1659,6307357,3801.9
1927165,Fayette,1992,3299038,1685,6173948,3664.06
1927165,Fayette,1993,3804710,1665,6895904,4141.68
1927165,Fayette,1994,3873773,1644,6853110,4168.56
1927165,Fayette,1995,3745508,1644,6441278,3918.05
1927165,Fayette,1996,3961957,1643,6628531,4034.41
1927165,Fayette,1997,4627959,1626,7514481,4621.45
1927165,Fayette,1998,4727720,1619,7553262,4665.39
1927165,Fayette,1999,5292661,1598,8317222,5204.77
1927165,Fayette,2000,5700185,1576,8714246,5529.34
1927165,Fayette,2001,5965079,1548,8792037,5679.61
1927165,Fayette,2002,5411260,1529,7881499,5154.68
1927165,Fayette,2003,5278420,1521,7481712,4918.94
1927165,Fayette,2004,4759041,1535,6611567,4307.21
1927165,Fayette,2005,4881278,1529,6593802,4312.49
1927165,Fayette,2006,4842021,1509,6288068,4167.04
1927165,Fayette,2007,4794168,1505,6099316,4052.7
1927165,Fayette,2008,4414610,1486,5385153,3623.93
1927165,Fayette,2009,5117786,1513,6250019,4130.88
1927165,Fayette,2010,5361918,1490,6380911,4282.49
1927165,Fayette,2011,4943072,1513,5784092,3822.93
1927165,Fayette,2012,5410955,1560,6146643,3940.16
1927165,Fayette,2013,6232623,1581,6962770,4404.03
1927165,Fayette,2014,6276531,1600,6904269,4315.17
1927165,Fayette,2015,7736895,1455,8530304,5862.75
1927165,Fayette,2016,7030189,1346,7650744,5684.06
1927165,Fayette,2017,5796690,1379,6155907,4464.04
1927165,Fayette,2018,5182805,1444,5391187,3733.51
1927165,Fayette,2019,5848488,1441,5993687,4159.39
1928380,Forest City,1980,19497677,5546,64697292,11665.58
1928380,Forest City,1981,16800422,5349,49865656,9322.43
1928380,Forest City,1982,15149229,5260,41535206,7896.43
1928380,Forest City,1983,15707985,5352,41527484,7759.25
1928380,Forest City,1984,16603396,5421,42089040,7764.07
1928380,Forest City,1985,16310809,5481,39939107,7286.83
1928380,Forest City,1986,16064893,5425,37833627,6973.94
1928380,Forest City,1987,16163075,5420,37552308,6928.47
1928380,Forest City,1988,16351928,5400,36484535,6756.4
1928380,Forest City,1989,18130827,5479,38717992,7066.62
1928380,Forest City,1990,18039090,5497,36618645,6661.57
1928380,Forest City,1991,18263097,5420,35091721,6474.49
1928380,Forest City,1992,19214525,5361,35958810,6707.48
1928380,Forest City,1993,22224628,5295,40281360,7607.43
1928380,Forest City,1994,23566718,5279,41691989,7897.71
1928380,Forest City,1995,26909777,5270,46277664,8781.34
1928380,Forest City,1996,27568674,5257,46123621,8773.75
1928380,Forest City,1997,25831923,5246,41943653,7995.36
1928380,Forest City,1998,26915339,5215,43001408,8245.72
1928380,Forest City,1999,28106509,5129,44168346,8611.49
1928380,Forest City,2000,29077546,5112,44452749,8695.76
1928380,Forest City,2001,32326541,5053,47646671,9429.38
1928380,Forest City,2002,36565632,4962,53257833,10733.14
1928380,Forest City,2003,39400407,4875,55846732,11455.74
1928380,Forest City,2004,38651534,4872,53697209,11021.59
1928380,Forest City,2005,38242569,4864,51659403,10620.77
1928380,Forest City,2006,40459947,4793,52543118,10962.47
1928380,Forest City,2007,42722253,4735,54352814,11478.95
1928380,Forest City,2008,44865106,4638,54728604,11800.04
1928380,Forest City,2009,39051714,4691,47691320,10166.56
1928380,Forest City,2010,39892718,4612,47474037,10293.59
1928380,Forest City,2011,41980361,4558,49122946,10777.3
1928380,Forest City,2012,43858026,4475,49821079,11133.2
1928380,Forest City,2013,45757248,4432,51117671,11533.77
1928380,Forest City,2014,51049103,4379,56154708,12823.64
1928380,Forest City,2015,54619886,4065,60221084,14814.53
1928380,Forest City,2016,56731631,4056,61739335,15221.73
1928380,Forest City,2017,53978524,4065,57323542,14101.73
1928380,Forest City,2018,57077307,4090,59372181,14516.43
1928380,Forest City,2019,56303501,4025,57701335,14335.74
1928515,Fort Dodge,1980,204464805,37726,678456164,17983.78
1928515,Fort Dodge,1981,199640941,37014,592558123,16009.03
1928515,Fort Dodge,1982,202798481,36216,556020157,15352.89
1928515,Fort Dodge,1983,212436208,36122,561621444,15547.91
1928515,Fort Dodge,1984,220891236,35516,559951711,15766.18
1928515,Fort Dodge,1985,224479008,35002,549665628,15703.83
1928515,Fort Dodge,1986,221468941,34025,521570440,15329.04
1928515,Fort Dodge,1987,230514054,33711,535562365,15886.87
1928515,Fort Dodge,1988,225997392,33224,504246940,15177.19
1928515,Fort Dodge,1989,242672103,32999,518221070,15704.14
1928515,Fort Dodge,1990,288012203,32522,584653477,17977.17
1928515,Fort Dodge,1991,290636797,32056,558445552,17420.94
1928515,Fort Dodge,1992,303788482,32049,568521583,17739.14
1928515,Fort Dodge,1993,315601040,31784,572015835,17996.97
1928515,Fort Dodge,1994,332250989,31483,587786746,18669.97
1928515,Fort Dodge,1995,355701272,31097,611711649,19671.08
1928515,Fort Dodge,1996,360744393,30746,603541460,19629.92
1928515,Fort Dodge,1997,367706717,30336,597050518,19681.25
1928515,Fort Dodge,1998,389183057,30298,621779993,20522.15
1928515,Fort Dodge,1999,440200073,30537,691758245,22653.12
1928515,Fort Dodge,2000,438231649,30590,669953428,21901.06
1928515,Fort Dodge,2001,441345254,30161,650506712,21567.81
1928515,Fort Dodge,2002,432821108,30018,630403822,21000.86
1928515,Fort Dodge,2003,413500407,29573,586101727,19818.81
1928515,Fort Dodge,2004,422905458,29335,587527593,20028.21
1928515,Fort Dodge,2005,429188834,28984,579763330,20002.88
1928515,Fort Dodge,2006,452151066,28600,587183838,20530.9
1928515,Fort Dodge,2007,455521664,28627,579531339,20244.22
1928515,Fort Dodge,2008,454324307,28241,554206534,19624.18
1928515,Fort Dodge,2009,442534221,28636,540438285,18872.69
1928515,Fort Dodge,2010,424853495,28071,505593787,18011.25
1928515,Fort Dodge,2011,434453192,27876,508371537,18236.89
1928515,Fort Dodge,2012,465632089,27497,528940657,19236.3
1928515,Fort Dodge,2013,468365789,27225,523234447,19218.9
1928515,Fort Dodge,2014,478729582,26970,526609051,19525.73
1928515,Fort Dodge,2015,497427681,24633,548438244,22264.37
1928515,Fort Dodge,2016,497373230,24438,541276387,22148.96
1928515,Fort Dodge,2017,503426486,24337,534623531,21967.52
1928515,Fort Dodge,2018,483455749,24156,502893773,20818.59
1928515,Fort Dodge,2019,498000398,23888,510364138,21364.88
1928605,Fort Madison,1980,49095804,17420,162909949,9351.89
1928605,Fort Madison,1981,47778757,16941,141813049,8371
1928605,Fort Madison,1982,53576277,16525,146892076,8889.08
1928605,Fort Madison,1983,56291465,16519,148818764,9008.95
1928605,Fort Madison,1984,62237689,16288,157770408,9686.3
1928605,Fort Madison,1985,64418707,16020,157737462,9846.28
1928605,Fort Madison,1986,67449494,15582,158846934,10194.26
1928605,Fort Madison,1987,71487657,15437,166090084,10759.22
1928605,Fort Madison,1988,74398612,15100,165998696,10993.29
1928605,Fort Madison,1989,74264010,14885,158589200,10654.3
1928605,Fort Madison,1990,75494236,14561,153250339,10524.71
1928605,Fort Madison,1991,78249091,14367,150352114,10465.1
1928605,Fort Madison,1992,83476313,14469,156220819,10796.93
1928605,Fort Madison,1993,90737165,14396,164457934,11423.86
1928605,Fort Madison,1994,91381155,14355,161662820,11261.78
1928605,Fort Madison,1995,94962810,14322,163310794,11402.79
1928605,Fort Madison,1996,94657081,14189,158365518,11161.15
1928605,Fort Madison,1997,95956939,13991,155806618,11136.2
1928605,Fort Madison,1998,96383500,13882,153987515,11092.6
1928605,Fort Madison,1999,95708060,13732,150401701,10952.64
1928605,Fort Madison,2000,99030596,13550,151394559,11173.03
1928605,Fort Madison,2001,97402304,13240,143563009,10843.13
1928605,Fort Madison,2002,98845440,13081,143968356,11005.91
1928605,Fort Madison,2003,97068050,12843,137585721,10712.9
1928605,Fort Madison,2004,105034851,12805,145921203,11395.64
1928605,Fort Madison,2005,101647447,12741,137308936,10776.94
1928605,Fort Madison,2006,100868979,12571,130993021,10420.25
1928605,Fort Madison,2007,98232185,12582,124974582,9932.81
1928605,Fort Madison,2008,104962575,12367,128038373,10353.23
1928605,Fort Madison,2009,111253841,12480,135867086,10886.79
1928605,Fort Madison,2010,107293833,12289,127684239,10390.12
1928605,Fort Madison,2011,103427094,12267,121024294,9865.84
1928605,Fort Madison,2012,103579216,12189,117662120,9653.14
1928605,Fort Madison,2013,98562730,12182,110109271,9038.69
1928605,Fort Madison,2014,104712434,12125,115185102,9499.8
1928605,Fort Madison,2015,115268136,10709,127088734,11867.47
1928605,Fort Madison,2016,126689888,10643,137872810,12954.32
1928605,Fort Madison,2017,119364934,10497,126761909,12076.01
1928605,Fort Madison,2018,111077348,10381,115543370,11130.27
1928605,Fort Madison,2019,115227280,10321,118088001,11441.53
1929955,Garner,1980,21902377,3677,72676580,19765.18
1929955,Garner,1981,18702889,3668,55512405,15134.24
1929955,Garner,1982,18292830,3627,50154134,13827.99
1929955,Garner,1983,21951611,3669,58033871,15817.35
1929955,Garner,1984,20446344,3685,51830781,14065.34
1929955,Garner,1985,21610282,3717,52915546,14236.09
1929955,Garner,1986,21193885,3663,49912660,13626.17
1929955,Garner,1987,23433343,3661,54443607,14871.24
1929955,Garner,1988,23044184,3649,51416342,14090.53
1929955,Garner,1989,23751399,3671,50720603,13816.56
1929955,Garner,1990,22164520,3636,44993106,12374.34
1929955,Garner,1991,22712625,3578,43641289,12197.12
1929955,Garner,1992,22420752,3560,41959067,11786.25
1929955,Garner,1993,23952488,3497,43413046,12414.37
1929955,Garner,1994,25372619,3446,44886816,13025.77
1929955,Garner,1995,26823158,3422,46128703,13480.04
1929955,Garner,1996,28497772,3409,47678044,13985.93
1929955,Garner,1997,26915513,3385,43703093,12910.81
1929955,Garner,1998,26558348,3387,42431059,12527.62
1929955,Garner,1999,28251801,3396,44396667,13073.22
1929955,Garner,2000,27818010,3400,42527214,12508
1929955,Garner,2001,23994729,3371,35366263,10491.33
1929955,Garner,2002,24210930,3381,35263213,10429.82
1929955,Garner,2003,24629578,3391,34910336,10295
1929955,Garner,2004,23086151,3434,32072773,9339.77
1929955,Garner,2005,23417638,3462,31633367,9137.31
1929955,Garner,2006,25475817,3460,33084049,9561.86
1929955,Garner,2007,25586186,3475,32551683,9367.39
1929955,Garner,2008,25870303,3450,31557834,9147.2
1929955,Garner,2009,36125352,3510,44117545,12569.1
1929955,Garner,2010,42877037,3461,51025504,14742.99
1929955,Garner,2011,47322398,3468,55373883,15967.09
1929955,Garner,2012,49605259,3441,56349721,16375.97
1929955,Garner,2013,43636550,3424,48748535,14237.31
1929955,Garner,2014,44197376,3418,48617715,14224.02
1929955,Garner,2015,41193189,3101,45417497,14646.08
1929955,Garner,2016,41921778,3073,45622215,14846.15
1929955,Garner,2017,41813000,3047,44404127,14573.06
1929955,Garner,2018,43269176,3038,45008875,14815.3
1929955,Garner,2019,67328406,3033,68999953,22749.74
1930225,George,1980,7540879,1583,25022183,15806.81
1930225,George,1981,5536450,1556,16432844,10560.95
1930225,George,1982,4964358,1515,13610965,8984.14
1930225,George,1983,4954340,1518,13097878,8628.38
1930225,George,1984,4864285,1495,12330796,8248.02
1930225,George,1985,4601691,1464,11267830,7696.61
1930225,George,1986,4229756,1410,9961287,7064.74
1930225,George,1987,4770997,1384,11084645,8009.14
1930225,George,1988,4892270,1361,10915667,8020.33
1930225,George,1989,4963260,1349,10598935,7856.88
