Annual taxable retail sales in nominal dollars by county (see previous page for cities),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa Department of Revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Sales and Use Tax Reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Latest publication date:  December, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIPS,Area Name,FY 1976,FY 1977,FY 1978,FY 1979,FY 1980,FY 1981,FY 1982,FY 1983,FY 1984,FY 1985,FY 1986,FY 1987,FY 1988,FY 1989,FY 1990,FY 1991,FY 1992,FY 1993,FY 1994,FY 1995,FY 1996,FY 1997,FY 1998,FY 1999,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014
19093,Ida,"24,928,109","25,592,709","28,512,897","33,617,835","36,165,859","33,914,155","35,036,005","40,108,498","40,182,591","38,384,059","37,501,728","39,669,026","40,395,760","39,365,141","39,621,920","37,963,582","39,421,590","38,975,727","41,437,349","40,881,799","43,876,385","46,529,482","48,342,240","43,666,599","42,115,703","43,669,299","45,986,186","43,057,283","42,987,333","37,869,740","39,717,134","38,482,729","42,137,556","42,457,163","40,699,806","42,778,490","42,553,741","42,298,370","45,015,721"
19095,Iowa,"47,584,863","53,654,758","57,211,574","67,374,268","71,150,241","72,885,748","72,273,222","73,470,262","75,791,041","75,419,315","74,754,150","79,993,211","80,706,455","84,727,983","88,592,951","97,625,632","132,034,971","139,685,542","151,367,002","155,415,766","158,096,352","173,123,759","192,773,542","182,313,692","178,945,652","169,370,959","168,708,916","166,260,407","166,160,227","158,516,952","157,940,776","158,233,725","176,961,130","176,104,219","166,817,432","172,780,361","186,275,378","193,194,653","193,035,364"
19097,Jackson,"42,005,578","49,763,408","54,803,176","63,978,614","70,290,647","70,055,651","70,644,666","72,316,797","72,310,856","70,849,406","71,890,296","73,571,857","72,677,015","73,797,926","74,678,001","81,868,619","83,996,378","87,116,815","89,658,026","89,642,080","91,263,473","95,796,398","94,171,311","97,252,522","103,773,387","108,543,699","106,545,899","104,258,899","102,650,784","102,522,410","103,249,607","109,023,318","111,232,011","115,486,776","113,993,269","115,119,613","120,997,865","120,184,285","122,845,765"
19099,Jasper,"91,447,428","104,211,848","110,458,424","129,367,982","142,568,676","138,110,261","140,163,807","145,657,467","154,195,485","157,393,322","155,797,605","158,692,495","163,802,152","165,037,087","184,093,773","195,290,012","198,033,747","191,104,206","178,299,615","183,027,038","184,654,445","198,533,368","196,765,447","206,814,762","225,295,774","298,042,605","323,261,971","331,119,966","332,522,082","330,184,794","327,603,240","336,538,630","338,251,889","334,567,349","324,951,680","314,790,819","319,585,190","317,173,842","317,465,229"
19101,Jefferson,"39,160,668","45,353,926","48,974,323","54,132,239","60,701,536","61,175,910","61,546,949","63,436,993","66,137,602","70,224,751","73,452,114","77,942,642","82,583,563","87,148,984","82,231,037","82,649,515","85,676,901","92,559,711","97,032,283","105,397,474","113,811,811","118,347,451","126,320,885","137,716,300","141,682,347","143,769,434","138,180,679","146,772,475","160,358,338","168,636,764","162,212,299","172,876,079","170,209,177","162,098,422","144,854,607","140,901,862","147,929,134","153,574,304","150,375,841"
19103,Johnson,"205,261,834","240,714,894","268,594,780","289,910,718","312,659,473","330,529,220","354,494,374","391,592,974","424,457,513","441,736,690","456,819,025","502,854,090","519,389,963","570,841,197","613,172,110","642,077,010","673,408,165","717,876,037","772,370,350","823,495,973","861,676,382","906,771,258","931,763,719","1,109,473,172","1,202,338,269","1,266,080,631","1,275,762,928","1,307,586,279","1,445,692,621","1,486,208,625","1,547,811,205","1,621,152,715","1,692,334,795","1,725,364,609","1,538,475,640","1,587,451,852","1,659,266,775","1,690,889,383","1,710,398,839"
19105,Jones,"49,072,986","55,509,091","60,263,035","69,347,093","78,123,412","72,001,859","75,034,073","76,402,234","76,165,189","78,818,490","79,136,705","87,083,997","89,054,123","94,619,784","92,129,955","97,746,717","97,654,371","101,439,402","107,356,901","109,902,175","111,796,527","114,452,627","117,701,695","116,972,077","124,496,107","126,505,054","127,235,488","125,680,043","133,202,244","133,497,606","131,506,433","140,499,260","132,059,297","143,495,059","139,242,937","128,691,282","138,043,700","136,784,496","141,414,684"
19107,Keokuk,"26,302,719","32,002,556","33,841,243","38,876,201","41,745,336","38,379,547","39,107,010","39,109,277","34,767,117","34,708,904","33,991,384","34,660,336","32,994,010","31,002,098","30,821,416","31,430,340","32,504,282","33,334,188","32,071,840","29,652,662","29,426,328","31,130,518","30,073,751","31,384,724","30,274,313","32,943,841","33,891,687","32,060,292","32,352,722","32,380,034","31,448,744","33,099,651","34,708,389","35,500,913","35,789,625","38,353,427","39,709,710","39,590,531","39,569,383"
19109,Kossuth,"72,090,334","78,400,965","82,342,975","96,508,817","109,439,748","103,426,046","108,917,776","105,581,722","103,302,266","96,613,806","92,345,078","94,109,441","86,927,530","85,700,595","90,253,311","90,979,257","92,129,206","95,240,340","98,010,736","103,323,299","104,675,595","104,059,311","107,857,841","108,535,145","105,106,740","108,686,706","107,059,040","109,260,212","118,587,810","113,898,953","124,336,578","132,595,483","134,638,462","136,904,049","133,498,802","138,890,566","148,963,595","151,700,543","152,750,476"
19111,Lee,"113,631,097","133,718,438","148,801,689","165,807,259","178,255,519","183,718,782","186,548,596","190,952,898","189,823,258","196,585,591","198,937,097","210,295,365","208,515,433","213,593,059","218,900,997","229,320,300","238,471,406","246,996,503","261,161,947","270,770,727","274,464,364","281,742,070","274,543,373","297,653,608","279,268,175","288,688,590","275,323,044","271,608,938","291,706,987","283,979,282","294,017,326","294,787,513","305,813,680","314,029,749","297,601,535","296,395,404","311,623,293","300,551,475","308,842,040"
19113,Linn,"588,899,411","656,240,488","728,817,403","826,830,935","946,042,897","943,120,857","965,138,280","997,094,029","1,062,946,874","1,137,896,194","1,177,697,023","1,252,167,367","1,318,651,967","1,418,936,807","1,510,739,662","1,595,334,597","1,658,848,818","1,766,900,484","1,928,496,138","2,078,460,698","2,213,181,251","2,239,273,073","2,422,904,500","2,548,435,843","2,619,355,256","2,787,699,405","2,721,092,559","2,751,305,193","2,832,703,823","2,872,536,488","2,925,785,751","3,015,781,128","3,112,522,080","3,486,814,554","3,204,096,833","3,425,263,882","3,528,183,182","3,584,912,520","3,662,186,316"
19115,Louisa,"18,764,951","21,572,566","23,152,530","25,213,406","29,452,778","30,752,051","30,320,006","31,196,099","28,106,111","28,204,113","29,028,152","26,964,797","25,989,311","26,767,781","25,917,907","25,743,902","26,506,759","27,381,247","26,381,090","26,416,856","26,299,236","25,438,517","26,852,216","26,829,052","25,272,884","25,839,473","27,873,134","25,760,517","26,457,269","28,244,649","28,906,949","30,621,370","33,562,953","28,746,179","29,659,100","29,566,907","31,177,514","31,406,521","32,654,283"
19117,Lucas,"22,384,179","23,873,149","25,900,963","29,537,098","33,718,217","34,461,797","35,479,922","33,786,863","34,098,078","34,066,914","33,339,715","44,276,944","48,894,989","51,560,546","48,075,070","54,185,177","54,316,056","54,747,667","33,197,765","36,545,110","32,059,516","35,919,085","39,044,087","38,415,365","40,248,785","37,556,146","38,735,126","37,942,113","36,641,764","35,931,734","34,710,496","40,185,118","39,901,820","39,513,791","38,795,222","39,425,890","43,251,719","46,012,992","47,139,721"
19119,Lyon,"24,656,767","28,150,769","30,994,369","37,621,191","41,047,969","36,638,174","35,025,373","37,910,497","35,517,187","33,422,581","32,059,954","36,479,802","35,571,013","35,351,366","35,353,693","38,852,031","40,228,693","41,267,025","42,910,134","42,454,002","42,465,320","45,153,151","48,403,251","49,575,252","49,377,171","51,726,175","54,307,900","53,029,605","52,745,649","54,919,337","58,215,616","61,075,550","60,346,889","62,178,005","59,826,568","70,649,216","85,617,292","85,424,709","85,390,987"
19121,Madison,"20,761,979","25,118,826","26,710,097","30,747,086","33,406,179","32,701,262","31,958,288","32,788,926","30,776,825","29,291,324","29,610,550","34,001,427","36,016,493","37,330,482","40,672,111","43,413,123","45,258,429","48,877,113","49,475,438","53,352,111","55,759,245","58,895,360","61,466,623","68,639,555","74,131,081","80,141,117","78,342,518","73,756,384","76,006,033","76,473,427","80,450,677","79,874,478","81,512,172","76,620,112","70,127,909","71,238,315","75,263,296","75,234,028","82,075,470"
19123,Mahaska,"64,098,399","74,527,818","80,033,172","94,507,408","100,306,000","95,233,996","95,334,054","101,462,307","100,940,729","105,286,297","106,861,076","111,311,248","113,533,859","113,330,944","115,980,930","126,208,797","134,896,269","139,372,086","142,947,601","138,412,280","139,350,145","147,754,437","151,691,454","157,367,034","157,465,927","161,312,107","158,603,524","151,022,679","152,466,277","161,088,483","167,460,511","171,649,213","176,306,471","172,302,505","168,949,446","175,442,228","178,634,690","177,476,109","181,398,422"
19125,Marion,"69,833,464","76,451,711","78,930,771","91,855,735","101,191,457","98,000,438","101,690,599","104,278,653","107,850,812","111,754,415","116,986,110","122,885,074","128,943,009","133,484,786","135,722,530","140,513,866","143,812,056","150,109,296","160,545,765","167,594,777","177,424,810","185,448,190","191,928,794","198,853,302","208,148,301","218,990,450","208,815,922","223,559,421","221,213,117","224,283,515","229,032,893","238,190,990","251,580,846","244,273,910","245,030,335","249,716,915","261,683,454","269,660,451","276,458,125"
19127,Marshall,"134,250,316","145,994,151","156,430,725","172,364,041","179,747,921","184,688,408","186,336,681","194,252,082","198,309,647","204,644,055","203,215,880","204,248,849","218,790,354","233,427,717","244,137,122","258,648,375","262,118,716","272,526,510","304,752,174","306,775,790","315,917,997","318,594,987","328,338,801","340,707,831","341,335,124","345,407,321","353,539,464","347,686,741","333,245,445","329,775,383","336,815,292","334,897,482","349,978,209","348,367,544","324,325,683","327,832,928","348,039,169","346,378,427","353,314,461"
19129,Mills,"18,106,657","21,246,299","24,137,004","28,510,059","31,897,390","32,109,317","32,896,494","34,737,968","34,274,793","33,943,891","33,910,655","35,907,597","34,095,308","34,430,946","35,613,738","36,698,351","37,188,634","36,734,582","34,496,003","34,130,637","34,811,952","35,243,232","35,311,962","40,359,246","45,620,988","49,684,162","48,547,301","47,179,255","46,133,674","46,015,755","51,061,144","50,357,868","51,914,171","54,027,146","54,481,761","61,126,702","68,526,045","71,487,444","75,276,663"
19131,Mitchell,"28,542,656","31,923,629","34,375,959","41,375,494","45,004,308","41,839,647","42,814,226","44,167,370","42,582,062","40,365,308","38,686,722","42,885,298","42,933,034","40,746,770","41,727,260","44,965,538","45,883,573","47,274,340","48,949,421","51,118,418","52,053,231","54,637,800","54,758,711","51,707,629","52,893,941","54,887,317","53,140,441","53,981,895","51,786,358","53,631,345","55,724,691","60,576,691","60,107,930","60,934,459","60,526,266","61,724,493","67,912,508","65,552,782","67,049,735"
19133,Monona,"33,516,402","36,664,840","38,987,441","44,726,903","48,389,773","43,537,104","42,516,324","43,369,407","43,139,123","38,952,880","40,394,965","41,339,241","39,105,838","39,468,523","38,643,423","39,492,379","39,586,947","42,402,952","41,879,359","42,336,013","44,558,909","48,321,142","46,863,280","49,102,947","50,565,812","52,759,986","50,373,669","49,757,916","50,232,322","51,105,401","49,051,723","52,316,926","45,944,692","45,248,206","45,942,789","46,674,833","47,367,423","47,216,479","48,573,109"
19135,Monroe,"16,928,318","18,801,142","20,320,766","23,891,325","26,435,870","26,157,512","26,850,579","26,348,331","27,733,397","27,266,238","27,771,159","28,594,932","28,480,098","29,438,370","30,841,579","32,008,698","30,360,719","33,572,464","34,448,099","36,816,394","37,088,040","35,603,243","33,435,658","37,903,243","38,592,247","38,914,633","38,275,200","37,805,377","35,440,987","33,937,230","29,620,640","31,557,014","33,758,142","35,391,226","36,543,428","38,089,888","37,920,739","39,194,208","40,254,307"
19137,Montgomery,"39,003,893","44,073,909","44,711,169","50,627,724","57,156,691","57,633,411","57,744,093","57,305,255","61,978,299","61,030,887","59,336,812","63,849,932","68,896,315","74,155,644","75,486,614","76,265,538","76,006,788","81,138,648","83,428,519","83,985,578","79,511,850","81,423,194","76,773,380","81,037,731","81,092,531","81,230,019","79,189,106","70,819,791","70,394,762","68,070,730","68,147,712","72,898,667","77,141,258","77,924,496","77,978,218","71,668,816","76,649,839","74,544,403","78,466,445"
19139,Muscatine,"107,509,253","122,275,689","132,349,130","147,896,751","158,679,037","168,646,198","181,151,669","184,404,951","191,858,536","196,882,683","190,343,276","191,408,671","202,908,988","217,170,844","227,816,905","236,877,296","246,437,837","263,206,835","273,462,169","280,603,048","282,162,294","297,911,200","314,690,368","342,313,915","343,928,974","369,996,463","350,910,720","353,898,779","366,768,211","371,251,119","392,446,833","404,033,761","441,734,051","439,501,124","428,855,765","437,211,619","452,214,326","436,675,581","444,810,487"
19141,O'Brien,"46,083,794","49,528,103","57,692,105","64,540,881","71,512,485","66,445,188","68,400,306","71,440,019","69,581,835","66,241,112","64,917,175","74,709,466","78,519,136","76,942,334","74,887,053","75,176,182","75,288,062","77,911,871","80,220,890","80,554,135","83,886,367","88,100,238","90,993,679","90,564,525","88,852,742","98,458,932","100,139,714","99,891,070","95,995,609","101,563,278","101,513,434","102,057,599","110,735,543","105,741,628","104,988,351","107,460,665","114,868,878","111,822,254","120,335,255"
19143,Osceola,"19,011,615","20,699,884","24,402,443","28,828,749","30,335,303","28,275,723","27,679,944","29,012,188","28,821,097","25,073,189","23,995,570","24,704,666","25,117,244","25,134,978","26,642,222","26,370,421","26,836,853","28,013,363","28,005,435","29,717,356","30,197,275","31,699,438","32,126,247","32,651,253","32,923,223","34,977,610","34,169,909","33,913,708","33,376,610","30,819,151","32,742,101","35,229,860","35,250,321","32,912,766","32,263,296","32,464,233","36,596,341","38,501,176","41,690,637"
19145,Page,"58,007,600","67,460,774","69,121,691","77,812,366","85,982,521","81,692,480","79,120,521","80,767,805","80,489,413","79,467,817","77,236,944","80,516,418","78,680,974","80,945,781","79,735,220","80,540,746","79,563,538","81,741,253","86,444,146","89,142,115","94,039,942","91,837,527","92,563,797","90,369,992","93,509,279","92,341,160","82,401,494","83,090,519","82,943,619","85,819,136","88,247,254","93,820,944","90,792,712","91,577,370","91,091,205","101,702,913","127,991,369","120,281,352","118,353,909"
19147,Palo Alto,"30,277,348","33,377,842","36,019,913","41,047,810","44,313,718","42,448,079","41,933,812","43,884,027","41,407,000","37,311,482","36,188,469","37,729,656","35,530,223","35,701,017","36,153,155","37,122,981","37,006,986","38,217,644","42,559,260","44,277,957","46,702,924","50,388,233","56,352,865","56,809,099","49,477,337","52,384,851","57,535,051","53,101,851","50,198,359","55,104,271","70,074,272","77,367,218","70,447,086","70,052,105","59,808,109","66,967,716","84,467,193","82,533,407","90,358,892"
19149,Plymouth,"58,404,686","58,951,027","64,905,614","74,816,685","82,242,352","77,700,333","78,787,324","83,083,711","84,768,159","84,749,383","84,397,415","91,430,852","93,700,179","95,461,502","98,164,296","103,938,111","110,586,731","114,590,031","117,751,103","119,418,325","123,705,193","132,592,127","139,315,201","139,461,497","140,160,486","145,387,623","144,524,168","148,942,143","153,343,970","162,047,339","170,469,542","167,974,291","171,272,568","170,371,019","167,595,521","171,132,773","181,642,223","180,139,294","185,910,513"
19151,Pocahontas,"31,207,497","34,022,957","34,923,674","40,477,175","44,047,174","41,998,505","41,383,352","43,489,610","41,634,796","40,124,638","35,190,877","32,172,795","32,286,572","31,573,207","31,380,320","32,240,149","34,171,317","33,626,613","34,333,967","34,724,588","35,719,209","37,030,473","39,011,671","38,443,293","36,771,036","37,103,913","36,105,883","34,253,059","35,100,602","34,713,254","34,914,406","37,247,526","41,962,771","40,769,362","37,413,554","39,426,951","43,119,936","40,505,162","41,100,019"
19153,Polk,"1,320,625,621","1,474,085,663","1,639,611,072","1,819,133,034","2,020,684,393","2,026,193,232","2,102,475,415","2,223,882,225","2,477,747,293","2,617,998,676","2,815,295,804","3,055,114,841","3,274,059,301","3,575,391,736","3,790,040,728","3,915,048,619","4,105,172,883","4,354,545,646","4,661,428,538","4,910,377,803","5,167,365,801","5,396,506,317","5,527,384,919","5,848,487,617","6,061,141,319","6,111,400,178","6,052,831,767","6,190,408,769","6,035,166,288","6,173,622,849","6,462,999,009","6,473,577,745","6,571,608,660","6,471,322,547","6,341,034,117","6,563,580,934","6,786,896,931","6,969,991,553","7,291,651,292"
19155,Pottawattamie,"170,559,678","205,980,904","226,951,125","259,504,307","282,253,176","298,491,516","302,821,220","327,569,409","345,159,918","352,289,722","352,173,656","386,699,463","410,263,139","433,049,878","449,014,478","453,756,313","468,758,999","486,825,622","514,986,531","572,585,803","628,561,614","670,768,299","710,840,574","781,694,955","822,906,092","848,199,568","888,558,365","869,679,049","871,223,808","917,290,086","968,391,180","1,025,836,382","1,012,047,947","977,543,022","1,002,616,112","997,225,688","1,103,978,385","1,094,395,226","1,143,624,875"
19157,Poweshiek,"50,107,099","55,901,932","61,149,050","70,229,597","78,111,967","78,015,231","86,976,099","93,526,716","95,285,952","99,389,844","101,570,450","107,868,247","111,866,968","130,018,228","131,984,729","143,671,360","149,608,442","149,251,863","110,457,387","105,832,513","116,789,566","116,894,363","113,821,232","118,793,507","122,964,660","124,292,482","124,193,472","120,691,356","116,307,482","116,849,922","123,918,065","137,013,089","141,787,579","144,166,440","145,556,817","147,407,447","147,083,881","148,296,259","153,579,969"
19159,Ringgold,"11,095,128","14,082,877","14,123,555","17,980,218","19,803,558","18,140,424","19,120,021","17,993,734","16,844,048","16,237,536","17,080,814","17,617,166","17,377,163","17,478,539","17,483,252","18,537,237","19,202,059","19,017,197","18,744,644","17,655,451","18,587,482","19,350,040","20,059,277","20,504,218","20,879,790","23,912,779","43,292,742","39,713,681","28,896,734","31,144,452","29,771,448","35,519,451","35,094,390","43,402,740","43,956,741","54,291,132","53,542,920","45,636,218","52,454,343"
19161,Sac,"39,932,672","42,598,355","45,431,515","51,907,529","56,079,650","50,378,420","49,046,906","52,239,829","47,064,257","45,043,557","41,334,401","43,189,805","42,388,733","42,984,185","43,552,761","46,294,528","48,003,600","46,608,548","48,552,954","49,656,976","51,337,712","55,028,593","56,551,205","57,217,631","59,574,532","59,437,095","58,724,760","54,337,541","52,197,788","54,483,241","55,140,917","57,056,450","61,618,411","63,217,928","62,483,937","61,694,330","63,760,326","61,466,672","59,968,196"
19163,Scott,"508,681,244","575,987,129","664,376,981","738,275,403","807,558,033","831,452,228","860,718,512","869,367,526","919,087,187","985,001,133","1,007,054,795","1,033,879,781","1,089,181,150","1,126,018,974","1,287,839,008","1,301,825,899","1,405,851,317","1,424,689,044","1,492,965,413","1,571,658,886","1,664,344,186","1,702,868,814","1,789,174,205","1,863,004,151","1,919,044,340","1,961,635,926","1,947,298,559","2,049,636,950","2,185,793,190","2,220,571,254","2,283,300,161","2,317,619,606","2,349,373,899","2,397,888,096","2,290,880,745","2,379,338,801","2,465,349,431","2,484,179,993","2,538,092,944"
19165,Shelby,"36,194,378","40,057,730","42,134,787","52,400,317","59,446,573","56,783,906","56,945,740","60,830,860","57,777,080","55,106,713","55,476,378","57,033,444","56,109,752","56,998,033","56,203,950","58,802,686","58,524,471","61,531,888","62,942,787","63,128,250","64,242,293","69,183,683","69,913,217","73,773,007","76,034,516","76,655,156","73,839,773","72,717,200","70,574,573","70,350,853","70,634,090","71,694,851","76,219,991","77,008,973","76,415,189","79,867,455","86,089,993","82,845,848","83,351,630"
19167,Sioux,"76,382,646","82,006,264","90,760,633","110,305,603","122,808,892","112,337,568","114,240,159","119,995,460","119,259,684","112,661,687","108,194,312","115,980,752","118,989,279","121,720,044","131,335,841","145,237,533","152,952,992","159,047,222","170,152,801","172,687,126","179,194,195","192,999,809","205,846,301","205,029,791","212,185,468","216,378,769","223,184,709","219,603,181","241,260,323","255,919,817","277,379,938","284,547,514","308,264,497","306,485,665","291,913,844","304,679,588","332,792,575","329,736,870","349,137,449"
19169,Story,"169,513,460","199,425,377","214,752,692","244,783,966","265,745,307","275,837,717","285,652,520","302,691,248","315,650,076","326,020,888","342,868,676","360,154,307","372,803,744","391,866,435","415,954,454","447,244,651","459,128,597","487,569,712","502,977,034","534,161,817","545,718,915","585,142,298","641,553,710","682,114,498","723,038,823","718,538,641","712,816,568","733,591,820","751,741,274","757,675,123","794,340,209","828,336,996","850,690,543","859,450,955","843,152,477","857,329,183","898,976,506","911,639,639","957,715,675"
19171,Tama,"45,826,187","52,361,523","54,905,698","63,275,516","73,328,442","69,246,923","70,289,399","70,523,916","68,449,461","64,313,736","66,496,654","69,240,282","62,037,288","63,407,408","63,989,291","65,081,684","67,879,978","68,677,211","71,761,322","74,002,564","75,125,825","76,858,399","83,371,971","80,770,756","81,014,109","87,517,839","89,859,178","92,163,947","84,184,349","73,929,687","101,081,267","102,243,621","106,118,752","80,478,718","71,678,731","68,895,588","79,914,752","75,076,996","75,690,855"
19173,Taylor,"13,356,240","16,051,566","17,499,794","20,307,186","21,979,050","19,756,674","20,289,811","19,803,101","18,456,083","16,692,413","16,283,623","17,011,589","15,620,599","15,229,953","15,364,136","16,332,118","16,750,281","17,386,122","18,085,054","18,294,124","18,270,070","18,793,341","19,707,375","20,589,465","21,396,348","23,279,973","22,752,931","22,459,694","21,451,868","20,733,661","20,911,471","22,446,286","22,191,800","23,051,972","23,429,575","24,981,085","24,888,995","24,513,481","25,174,070"
19175,Union,"34,768,472","41,693,938","45,618,527","50,963,115","57,759,524","55,235,783","55,854,097","58,013,632","57,828,006","56,762,120","59,144,035","60,966,365","61,889,610","61,868,543","65,874,250","74,231,925","74,814,223","77,896,106","83,936,539","87,991,337","95,736,591","197,151,474","122,802,390","108,266,381","108,590,143","112,448,821","107,648,183","106,931,324","107,777,632","107,395,006","116,027,148","117,386,209","117,811,916","127,541,196","120,485,261","116,535,197","120,951,969","121,712,716","120,334,328"
19177,Van Buren,"12,338,415","13,814,303","14,734,149","17,155,960","19,058,549","17,960,821","16,249,209","15,279,293","14,612,610","15,454,713","14,965,859","14,143,900","14,302,780","14,493,016","16,425,603","16,649,748","18,728,861","18,123,288","20,771,355","19,772,284","20,282,809","21,887,814","21,457,995","22,762,719","25,084,348","25,266,919","26,633,992","22,340,935","21,683,591","22,049,194","21,749,773","24,838,460","26,533,736","28,007,469","28,170,107","29,619,067","29,569,710","30,501,066","32,427,278"
19179,Wapello,"105,032,019","118,265,825","123,840,497","137,807,543","152,252,561","158,105,544","153,275,387","160,938,738","164,613,058","172,254,775","174,116,676","171,954,651","174,806,835","187,688,971","215,578,192","229,517,358","237,380,231","250,743,146","265,925,953","251,758,986","269,928,604","280,638,748","295,460,652","294,826,884","300,815,107","307,805,400","300,975,994","302,684,490","298,700,287","338,300,273","345,326,087","354,455,035","358,531,149","369,817,092","361,050,807","368,069,248","380,862,186","385,065,970","394,799,612"
19181,Warren,"41,545,510","48,330,215","52,767,305","62,639,343","67,242,856","64,938,100","68,111,920","69,169,951","72,009,804","73,868,665","75,344,430","77,164,983","80,649,785","85,799,804","90,159,910","101,873,489","105,619,409","109,292,799","116,949,403","122,788,381","129,298,462","131,523,678","137,321,168","158,417,837","179,472,903","188,754,080","192,513,240","197,190,821","200,155,402","208,560,494","212,920,499","215,606,176","222,050,826","227,622,442","225,792,336","233,030,815","249,376,876","254,310,241","268,926,086"
19183,Washington,"62,343,043","70,674,566","74,460,675","82,222,260","88,182,716","84,782,755","86,440,412","91,764,457","86,879,479","88,034,019","85,998,073","89,930,145","91,975,992","87,828,134","90,647,928","98,229,437","99,698,783","101,636,828","105,080,934","102,606,502","105,901,050","111,773,657","111,302,487","120,095,122","122,656,441","121,015,991","119,952,967","123,987,382","125,746,502","122,006,183","124,380,009","140,694,658","147,940,077","159,220,294","158,053,156","163,144,022","175,637,849","177,852,368","183,916,833"
19185,Wayne,"13,504,011","15,682,953","16,771,205","20,269,324","23,070,689","20,934,509","21,524,349","20,026,522","17,966,390","17,780,060","18,432,802","18,274,219","17,658,229","17,869,048","18,264,874","19,188,250","19,264,676","20,276,496","20,444,456","21,944,337","23,540,329","23,978,573","22,693,458","21,330,475","21,005,236","20,679,456","21,783,871","22,754,452","22,195,562","23,171,828","22,865,766","22,498,598","23,639,990","25,762,737","25,320,738","25,939,404","28,528,169","26,209,976","28,040,964"
19187,Webster,"174,811,323","191,540,457","208,577,397","227,554,857","254,230,978","247,917,753","246,174,898","253,874,689","257,287,242","259,767,516","255,481,079","266,148,770","259,214,320","276,212,793","328,584,544","325,443,187","335,770,553","346,381,709","363,490,349","387,355,576","393,145,408","402,039,130","418,353,291","470,718,858","467,285,307","468,001,070","457,206,512","437,097,174","444,632,402","454,268,990","479,655,626","482,240,702","482,419,664","471,050,690","452,214,233","462,448,513","497,347,607","496,992,941","508,594,795"
19189,Winnebago,"33,304,368","38,918,164","40,702,067","45,442,306","48,482,723","46,619,616","46,165,969","47,980,388","50,595,869","49,020,084","47,665,061","50,193,204","49,377,078","51,661,768","52,375,608","53,569,445","53,635,889","54,834,797","57,707,852","62,372,364","63,246,116","62,101,592","61,678,400","67,707,236","69,103,611","72,528,502","75,149,789","69,554,671","64,219,073","64,424,274","65,530,043","66,275,432","69,048,036","71,609,711","70,894,086","73,588,615","75,255,853","75,433,115","81,192,004"
19191,Winneshiek,"43,175,720","48,924,975","55,716,588","64,565,421","71,449,959","72,659,529","76,599,029","77,727,431","76,499,877","77,660,130","79,416,796","89,507,613","93,392,789","95,732,514","101,029,814","107,755,683","111,085,402","113,819,392","117,471,465","120,932,059","123,798,877","132,937,321","135,412,759","144,906,072","151,551,216","155,353,328","158,630,613","151,793,844","154,833,887","166,107,927","177,082,128","184,582,098","191,209,192","202,877,291","188,806,151","186,990,391","199,287,042","201,500,711","206,283,778"
19193,Woodbury,"379,390,605","428,305,381","446,326,701","489,380,580","506,609,252","521,630,357","539,269,898","562,915,150","583,755,681","594,905,535","601,706,237","631,237,739","663,737,116","705,212,309","736,919,712","755,292,659","790,551,007","837,626,949","898,319,797","947,587,261","991,630,033","1,006,885,520","1,059,067,725","1,111,273,446","1,130,618,047","1,155,544,828","1,147,698,184","1,143,254,465","1,166,768,177","1,193,115,717","1,239,908,750","1,297,438,518","1,389,519,496","1,435,082,705","1,412,347,496","1,450,964,146","1,504,848,899","1,558,513,511","1,583,966,510"
19195,Worth,"18,287,313","20,480,393","21,424,784","26,176,853","28,614,344","25,689,762","23,555,441","25,169,490","22,480,664","20,512,028","27,317,604","24,106,214","19,392,988","19,111,704","18,339,104","18,926,663","19,249,174","19,165,541","20,580,812","21,261,846","21,883,017","22,566,964","23,774,595","24,046,002","24,360,814","26,469,215","24,335,336","20,478,107","21,556,669","23,647,207","22,920,393","27,370,384","28,705,120","30,529,997","30,530,319","33,846,674","39,731,861","42,098,025","40,491,931"
19197,Wright,"55,718,494","59,697,577","63,555,105","71,445,143","74,328,781","72,873,535","77,785,883","76,053,840","73,436,518","67,785,905","63,808,987","63,295,295","63,016,952","62,190,966","64,257,285","67,997,114","71,129,736","72,755,986","76,183,123","78,117,973","83,060,010","86,381,432","82,105,633","87,012,005","83,575,567","89,508,992","87,949,375","82,714,470","81,387,408","81,508,969","84,678,700","88,667,175","93,449,021","90,368,171","83,777,582","91,766,737","92,377,790","90,903,859","94,061,857"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taxable sales measure the reported sales of goods and services that are subject to the statewide retail sales tax.  Because many retail transactions are exempt or otherwise excluded from the state sales tax, the values reported here do not capture all retail activity occurring within a given locality.   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
