FIPS,Area Name,FY 1976,FY 1977,FY 1978,FY 1979,FY 1980,FY 1981,FY 1982,FY 1983,FY 1984,FY 1985,FY 1986,FY 1987,FY 1988,FY 1989,FY 1990,FY 1991,FY 1992,FY 1993,FY 1994,FY 1995,FY 1996,FY 1997,FY 1998,FY 1999,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014
1909685,Burt,"587,865","704,007","835,927","937,893","833,495","752,267","696,791","828,532","827,003","970,836","1,164,059","1,194,237","1,404,695","1,123,380","1,038,428","1,129,513","1,318,475","1,715,955","1,916,231","1,892,420","1,666,885","1,884,969","2,087,468","2,347,256","2,491,912","2,061,967","2,390,516","2,250,364","2,126,078","2,281,451","2,737,247","2,932,928","3,351,142","3,845,306","3,677,321","3,481,359","3,950,445","3,211,808","3,541,992"
1909730,Bussey,"280,686","309,602","337,969","328,025","317,845","374,852","325,925","441,204","413,268","474,913","523,451","449,000","554,803","712,587","731,002","804,471","655,287","609,709","570,360","556,681","508,766","524,850","400,820","621,236","610,545","766,939","901,295","715,854","1,004,977","859,975","725,966","805,064","814,672","852,267","768,606","780,335","759,688","649,472","642,580"
1909820,Calamus,"2,251,778","2,013,064","1,781,835","1,781,688","1,955,803","1,807,444","1,437,923","1,501,427","1,226,140","1,268,564","1,325,598","1,736,307","1,262,144","1,185,124","1,239,420","1,289,765","1,386,292","1,593,199","2,153,352","2,065,980","2,039,496","2,086,724","2,056,016","2,225,759","2,472,127","2,513,841","2,215,082","2,392,199","2,753,629","2,852,493","2,032,827","2,355,908","2,571,168","2,321,652","2,728,062","3,111,582","2,522,312","2,706,795","2,605,638"
1909955,Callender,"803,014","816,940","790,425","938,495","1,193,671","1,980,068","1,155,716","958,597","1,097,094","935,964","487,292","697,739","888,699","893,623","837,638","873,550","545,826","590,103","581,352","552,266","420,022","489,503","557,985","559,395","578,601","536,807","453,548","354,536","328,863","343,327","282,541","381,444","895,060","1,312,929","1,249,072","1,457,793","1,654,240","1,366,468","1,786,153"
1910045,Calmar,"3,512,759","3,866,838","4,274,461","4,579,138","4,969,610","4,771,397","5,337,586","5,942,177","5,879,785","5,818,904","5,590,560","5,256,452","5,473,931","5,712,415","5,229,234","6,703,004","7,068,643","6,804,160","6,994,931","6,418,740","6,206,751","7,825,171","7,449,818","8,113,691","9,781,654","9,680,451","10,128,644","9,054,424","8,581,728","8,842,782","10,625,677","10,311,641","9,626,553","9,568,715","10,325,782","9,637,136","11,327,889","10,890,470","11,104,265"
1910090,Calumet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,621,635"
1910135,Camanche,"3,289,584","4,001,745","4,091,293","4,765,620","5,186,878","4,893,138","4,596,822","4,138,792","4,460,894","5,293,488","4,909,953","4,605,069","5,084,463","6,019,887","5,673,181","6,321,014","8,748,239","11,948,903","11,093,639","11,504,368","10,309,619","8,528,177","8,829,684","9,037,837","10,640,170","8,822,542","9,377,685","10,202,224","8,934,016","8,116,623","9,770,507","10,584,153","9,918,026","10,336,360","10,411,965","10,836,614","11,076,372","10,572,350","12,001,151"
1910225,Cambridge,"500,168","522,176","526,770","475,649","647,081","637,842","492,404","637,630","552,415","589,601","809,100","668,491","650,728","716,215","753,868","657,957","560,352","650,495","669,922","691,614","633,485","699,573","1,079,000","1,177,014","1,084,921","992,154","1,033,317","973,229","914,404","826,457","1,050,434","1,141,338","1,401,570","1,433,127","1,229,722","1,339,979","1,418,584","1,385,323","1,514,931"
1910450,Cantril,"509,478","481,657","512,421","732,958","903,752","712,387","622,805","568,857","493,437","537,799","654,931","567,643","591,338","649,159","602,952","827,991","893,392","932,709","1,104,134","1,162,359","1,173,769","1,164,948","1,313,350","1,477,815","1,670,964","1,723,192","2,148,619","2,163,844","2,268,563","2,622,595","3,143,165","3,535,151","4,260,878","5,264,623","5,514,983","6,067,391","6,927,124","7,202,565","8,211,870"
1910585,Carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910765,Carlisle,"3,388,653","3,927,684","4,207,758","4,536,033","5,910,338","5,718,382","5,830,804","6,017,529","6,370,720","6,397,987","6,861,078","6,840,163","7,521,126","8,215,287","8,549,910","9,500,593","9,512,296","9,663,981","10,837,038","11,826,198","12,077,205","11,992,348","12,054,665","12,980,470","13,376,386","13,734,152","12,961,031","12,802,438","13,271,217","14,116,878","14,976,276","17,759,693","16,803,685","15,730,321","14,159,568","16,178,308","15,352,941","16,401,374","20,699,685"
1911035,Carpenter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911080,Carroll,"50,097,000","55,201,679","60,594,264","68,803,877","76,315,991","74,801,406","78,456,827","84,075,667","87,176,507","84,688,503","82,279,181","90,700,697","95,479,806","99,940,527","104,322,379","106,489,097","110,146,442","121,009,989","131,170,136","132,443,867","138,751,146","148,242,547","155,555,465","161,384,732","165,109,551","164,919,631","169,733,850","171,653,197","176,493,390","179,070,351","179,762,169","192,038,589","198,899,947","205,906,352","209,675,117","213,627,228","225,274,029","223,224,209","227,646,399"
1911170,Carson,"3,288,111","2,690,172","1,425,279","1,397,404","1,447,553","1,336,125","1,508,814","1,534,662","1,403,340","1,009,526","928,519","993,942","1,038,377","1,090,502","1,057,027","991,836","1,057,119","1,008,318","1,288,808","1,365,533","1,507,611","1,582,732","1,893,321","2,178,287","2,801,752","2,522,976","3,031,412","2,091,886","1,655,981","1,641,046","2,040,347","2,246,787","2,333,134","2,409,224","2,419,292","2,500,814","2,391,558","2,007,470","2,087,057"
1911215,Carter Lake,"1,913,199","3,270,361","3,490,717","4,262,978","5,138,155","6,671,990","5,468,842","4,288,697","5,618,029","5,450,485","5,204,959","5,047,077","4,992,588","4,866,428","4,740,522","4,766,564","6,069,189","5,751,437","6,230,084","6,666,159","7,247,341","6,868,395","7,559,551","8,781,295","8,732,675","10,725,076","11,273,070","11,126,188","11,047,304","12,629,388","13,837,544","17,049,067","17,885,720","17,482,236","15,964,724","14,903,474","16,228,777","17,438,571","22,362,782"
1911305,Cascade,"7,002,466","8,092,050","8,451,867","10,099,561","11,535,099","10,522,529","10,307,311","11,278,222","9,630,233","9,824,631","8,826,074","9,936,905","10,122,933","8,969,124","9,164,775","9,717,067","10,166,425","10,164,474","11,410,378","12,167,062","12,794,670","13,442,349","13,264,835","14,361,840","14,668,677","16,496,200","17,376,574","16,225,507","18,410,567","19,033,678","18,518,071","21,265,665","23,663,947","21,300,458","18,940,175","20,210,732","26,090,889","26,726,390","26,417,114"
1911395,Casey,"699,644","870,672","1,075,760","1,264,140","1,564,117","1,374,188","1,405,367","1,463,596","1,473,665","1,311,485","1,330,428","1,583,775","1,528,814","1,542,472","1,329,496","1,409,971","1,619,655","1,676,928","1,517,890","1,630,541","1,477,686","1,622,563","1,647,025","1,956,165","2,003,353","1,846,814","1,848,414","1,723,820","1,704,605","1,917,566","2,749,043","2,958,737","2,153,731","1,855,211","1,713,584","1,942,547","1,925,566","1,701,400","1,794,257"
1911485,Castalia,"291,050","297,258","316,391","331,789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"198,791","200,244","209,883","221,898","185,429",NA,"203,831","193,414",NA,"244,027","236,704","280,562","262,368","258,313","209,441","209,203","240,170","260,054","260,485","258,800"
1911530,Castana,NA,NA,"594,683","879,715","639,488","617,470","784,333","573,451","180,381","196,965","313,697","358,106","273,870","235,190","156,288","197,112","184,566","155,511","182,650","147,072","141,702","188,091","203,277","209,390","242,273","218,537","366,779","253,986","290,134","356,094","417,023","413,554","599,348","791,546","755,957","837,854","488,092","435,087","409,010"
1911755,Cedar Falls,"96,105,092","113,565,034","127,992,374","136,831,890","153,305,622","157,677,119","163,235,353","158,285,129","159,315,978","178,514,528","169,502,935","185,240,649","200,942,883","222,026,695","243,609,142","249,013,041","255,763,080","268,049,044","273,781,705","290,559,908","293,813,835","305,658,861","326,762,202","320,334,472","341,773,499","352,826,193","364,351,423","390,859,800","396,581,087","412,704,062","435,305,861","448,139,320","469,306,254","502,350,238","498,012,054","516,979,844","541,544,871","570,668,895","613,905,657"
1912000,Cedar Rapids,"505,107,435","559,919,512","623,105,810","702,165,897","803,379,687","802,988,823","827,716,905","855,012,531","911,912,679","984,013,700","1,012,673,562","1,076,746,333","1,116,442,280","1,202,639,232","1,287,988,980","1,362,869,759","1,417,555,746","1,514,526,560","1,652,804,766","1,780,237,976","1,901,584,865","1,899,726,174","2,067,374,080","2,168,032,296","2,219,700,114","2,212,107,033","2,292,872,816","2,328,162,903","2,391,869,138","2,398,164,606","2,389,930,799","2,444,556,779","2,576,719,329","2,894,772,434","2,645,431,179","2,862,052,345","2,931,285,364","2,972,504,516","3,044,201,403"
1912225,Center Junction,"107,618","138,379","138,198","162,247",NA,"272,941","289,795",NA,NA,NA,NA,NA,NA,NA,NA,NA,"298,028","315,242","308,630",NA,NA,"264,393",NA,"374,991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912270,Center Point,"2,000,526","2,501,819","2,711,598","3,147,894","3,598,713","3,520,089","3,751,577","3,462,367","3,659,638","3,918,529","4,619,871","4,632,038","4,073,026","4,372,122","5,006,006","5,141,749","6,113,519","7,129,616","7,827,451","7,663,012","9,142,689","9,083,552","10,561,878","11,983,044","14,100,279","11,143,266","13,420,190","12,822,014","18,457,097","14,929,334","15,285,397","15,973,295","16,714,687","16,809,962","16,647,195","17,734,153","19,623,063","19,626,551","20,717,981"
1912315,Centerville,"31,456,305","34,184,692","37,133,282","41,178,774","44,542,595","46,012,606","44,564,075","45,471,041","45,412,675","44,550,734","46,958,070","52,796,577","48,937,777","49,532,047","48,067,780","51,575,476","57,744,159","62,053,145","60,935,236","58,068,878","58,103,237","61,839,764","61,921,138","67,578,311","72,591,268","69,513,016","72,212,122","72,578,009","74,197,845","73,569,358","76,579,199","78,303,858","77,999,579","82,646,710","80,428,129","81,750,740","88,132,164","86,640,212","88,692,971"
1912495,Central City,"2,048,685","2,149,795","2,236,831","2,514,898","2,677,846","3,211,686","2,576,044","2,160,657","2,144,174","1,752,280","2,357,107","2,322,415","2,219,134","2,593,862","2,810,526","3,043,620","3,217,801","3,196,492","3,128,934","3,318,214","3,406,987","3,711,306","3,658,075","3,713,342","4,266,068","3,527,391","4,306,143","3,787,167","3,841,762","3,722,585","3,897,487","3,896,787","4,803,054","5,096,273","5,121,199","6,035,524","6,456,959","4,991,703","5,464,437"
1912630,Centralia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912720,Chariton,"19,258,590","19,581,296","20,922,802","22,876,601","26,325,240","26,347,223","26,878,577","26,256,610","26,998,483","27,430,903","27,728,968","37,850,908","43,932,707","47,416,009","43,992,451","49,722,274","49,525,001","49,676,660","28,130,420","32,472,379","27,916,994","31,136,955","34,584,052","34,096,618","36,092,260","30,790,690","34,741,380","34,036,748","32,772,375","32,361,179","31,370,988","37,220,257","37,383,164","36,828,059","36,417,660","36,921,671","40,506,092","43,058,978","44,103,083"
1912765,Charles City,"36,084,191","40,775,398","46,518,519","50,355,243","53,775,089","52,648,845","56,401,928","56,395,059","59,451,224","58,362,688","55,016,264","55,800,200","58,375,935","62,602,824","62,665,414","64,790,127","65,302,556","66,859,223","66,900,284","66,516,429","75,667,428","83,956,009","86,523,404","85,835,127","88,909,293","88,563,237","81,420,678","82,682,799","83,103,438","79,235,707","76,011,759","83,321,356","86,190,890","83,602,286","81,039,443","81,929,714","86,938,601","87,802,054","94,386,069"
1912855,Charlotte,"820,056","1,077,373","1,241,120","1,477,882","1,617,627","1,440,394","1,455,558","1,439,931","1,409,704","1,462,420","1,292,348","1,313,336","1,721,280","1,874,176","1,710,856","1,725,309","1,921,687","2,192,604","2,310,063","2,482,620","2,388,805","2,235,383","2,396,259","3,172,743","3,495,571","3,128,496","2,489,769","2,841,803","2,967,480","2,757,821","2,650,214","2,270,739","3,141,349","2,550,525","2,836,418","3,145,519","3,902,584","4,104,593","3,864,223"
1912900,Charter Oak,"2,791,669","2,834,708","3,765,202","4,224,896","3,116,608","3,365,145","3,451,038","3,735,280","3,780,884","3,673,706","3,667,986","2,813,819","1,563,141","1,778,295","2,189,716","3,479,043","3,602,983","3,540,036","3,620,510","3,739,807","3,843,897","3,816,560","3,201,946","2,356,387","3,581,638","3,593,984","4,358,820","3,800,068","3,388,026","2,818,957","2,715,507","2,501,311","2,685,374","2,914,168","2,930,105","2,812,729","2,981,457","2,714,899","2,652,628"
1912945,Chatsworth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912990,Chelsea,"1,616,451","1,434,235","1,631,024","2,177,144","2,547,187","2,446,960","2,253,157","2,417,338","2,267,165","2,355,209","1,713,983","1,688,455","1,824,016","1,638,437","1,451,594","1,468,228","1,287,804","1,739,647","1,571,580","1,480,462","1,328,325","1,613,130","1,299,725","1,214,333","962,203","809,351","996,422","931,932","965,748","719,818","779,128","894,828","918,930","963,984","938,697","961,494","881,993","1,042,446","1,157,697"
1913080,Cherokee,"32,864,922","36,958,612","39,913,913","44,640,983","47,897,633","47,778,216","49,502,210","54,966,323","52,418,862","50,000,930","49,746,526","49,344,781","48,898,491","51,728,144","50,319,304","53,600,327","54,335,382","55,787,745","57,821,843","59,098,852","62,060,669","61,497,264","63,894,440","65,613,544","64,449,320","61,559,771","60,629,153","65,210,315","59,591,198","60,540,532","59,706,599","63,057,552","65,568,190","67,136,337","66,779,387","69,765,526","72,076,162","72,636,413","72,082,449"
1913125,Chester,"421,907","472,223","719,091","561,250","610,116","587,333","607,055","560,023","1,007,142","1,245,922","978,879","1,046,127","1,395,931","1,269,535","1,225,045","1,132,805","1,234,845","1,383,904","1,224,427","1,492,417","1,150,601","1,148,056","918,021","1,204,828","1,180,255","860,336","939,977","1,410,607","1,251,807","1,197,512","1,179,221","1,113,965","950,543","892,449","842,941","629,379","674,120","587,373","820,619"
1913215,Chillicothe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913350,Churdan,"990,449","987,260","1,079,094","1,121,558","1,738,970","2,038,670","1,034,734","1,038,416","1,122,870","1,033,876","942,324","978,759","935,195","930,335","898,002","775,973","900,000","902,641","904,329","905,648","1,021,913","1,070,912","1,091,934","1,170,214","1,010,658","998,286","1,142,182","954,502","725,546","665,742","808,978","841,532","1,022,919","1,065,492","1,027,284","1,125,622","1,149,783","1,275,079","1,217,601"
1913395,Cincinnati,"143,513","159,870","222,855","208,894","178,711","176,713","188,781","273,089","269,227","271,524","269,247","175,702",NA,"488,069","771,367","675,554","610,214",NA,NA,"594,281","334,504","313,217","305,364","312,699",NA,"318,914","350,231",NA,NA,"726,541","742,146","683,653","598,897","570,155","517,517","450,973","472,976","537,297","700,610"
1913485,Clare,"501,844","543,222","651,760","614,553","593,992",NA,"292,602","348,047","446,646","436,960","451,516","344,490","223,706",NA,NA,NA,NA,NA,NA,"290,077",NA,NA,"343,118","411,742","398,191","370,604","411,845","475,516","476,030","470,004","462,014","396,205","437,838","410,369","435,902","483,924","529,943","353,653","500,974"
1913530,Clarence,"3,817,540","4,283,262","4,442,620","4,549,956","5,178,769","4,397,938","4,317,994","4,057,606","3,511,974","3,389,784","3,496,732","3,395,219","3,449,356","3,069,846","3,199,662","3,343,656","3,641,049","3,816,927","3,704,540","4,330,246","5,113,608","6,713,112","6,474,649","5,355,920","5,204,997","5,613,304","6,235,286","6,912,109","6,181,111","4,369,739","3,971,419","4,174,468","3,932,418","4,096,450","4,677,501","4,714,383","5,042,112","4,667,193","4,734,870"
1913575,Clarinda,"21,376,758","25,300,243","25,898,013","28,875,395","34,053,347","32,770,788","30,341,199","31,975,819","32,466,206","32,969,912","34,143,674","36,164,317","35,188,768","35,593,637","36,551,671","37,407,340","35,345,630","36,128,277","36,293,385","38,463,290","37,792,696","37,701,479","37,073,796","37,548,129","43,128,942","41,916,204","37,614,984","39,565,543","39,643,928","40,972,597","43,360,404","48,849,530","47,432,021","49,002,032","49,317,876","54,503,024","58,339,912","55,600,364","58,596,116"
1913620,Clarion,"17,022,347","17,138,684","19,678,071","21,711,605","19,699,663","19,430,490","23,648,318","20,596,329","20,284,622","19,031,650","17,918,879","17,004,974","17,648,695","17,946,835","18,351,086","20,089,275","21,594,850","22,619,539","23,007,450","22,832,022","22,735,620","23,090,232","22,365,515","22,499,410","22,559,090","24,439,033","25,430,956","22,504,318","21,194,411","22,975,339","23,558,435","23,617,789","28,171,083","25,799,280","24,543,917","25,953,840","27,001,572","28,849,958","27,964,627"
1913755,Clarksville,"2,815,624","3,067,654","3,254,653","3,813,167","3,896,906","3,662,040","4,334,062","4,169,941","4,262,457","4,154,367","4,195,958","4,251,358","4,508,952","4,627,872","4,613,048","4,672,090","4,993,836","5,008,814","5,212,797","5,598,071","5,042,502","4,578,519","4,940,327","4,541,620","4,581,879","4,354,352","4,370,082","4,338,019","4,589,149","4,737,586","4,946,271","5,041,804","5,323,013","5,398,817","5,181,747","5,557,771","5,581,211","5,383,842","4,852,779"
1913845,Clayton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913980,Clearfield,"979,304","1,169,613","1,291,603","1,562,053","1,492,836","1,514,155","1,710,521","1,529,301","1,142,193","1,048,835","1,066,297","1,208,189","893,208","917,561","932,569","1,017,623","1,032,032","896,735","891,859","760,349","851,856","895,389","868,224","856,206","815,789","846,711","799,832","887,253","815,992","818,980","745,319","685,024","652,213","647,983","629,284","685,766","1,137,312","1,067,728","1,253,782"
1914025,Clear Lake,"25,859,160","30,404,905","32,292,881","34,369,803","36,895,981","37,219,715","40,120,894","43,392,642","45,309,094","48,758,782","45,830,959","45,909,386","46,155,298","48,138,899","48,043,543","49,223,013","51,268,778","55,980,587","59,205,928","61,037,173","62,080,445","67,748,974","71,661,575","78,722,130","77,182,776","79,797,401","75,624,101","72,479,838","74,670,602","71,410,330","79,516,448","82,201,503","84,616,738","90,535,100","85,824,488","87,706,542","97,120,810","97,275,426","104,800,267"
1914115,Cleghorn,"695,035","589,487","818,077","1,519,073","1,075,794","1,314,631","1,012,450","972,119","839,933","802,072","1,067,035","802,049","1,074,240","871,707","632,960","697,996","633,592","591,446","556,856","536,077","541,830","1,234,424","1,202,696","1,332,963","1,427,855","1,298,699","1,072,839","986,438","752,892","600,646","617,459","626,325","569,104","697,487","584,426","703,635","732,588","621,970","750,272"
1914160,Clemons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"191,273","297,059","356,152","363,693","275,427",NA,"322,530","320,985","341,891",NA,NA,NA,NA,"96,654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914250,Clermont,"2,531,580","3,475,881","4,252,269","4,769,282","5,405,362","4,969,527","5,735,471","5,717,856","5,659,155","4,728,186","4,291,236","4,033,878","4,011,921","3,252,342","3,252,805","4,481,541","4,418,664","3,856,258","4,068,009","4,163,570","3,842,447","3,895,612","4,245,105","4,446,000","4,983,052","4,795,689","5,213,606","4,895,246","4,813,812","5,245,365","4,490,954","4,754,566","4,916,679","4,958,326","4,887,421","5,013,016","4,941,470","4,361,591","4,836,041"
1914430,Clinton,"114,907,319","127,554,894","139,479,042","155,400,863","167,494,529","177,157,135","180,106,295","180,036,815","183,973,010","184,167,790","192,233,894","194,688,462","203,575,718","217,744,563","221,612,541","232,753,520","234,703,541","238,349,760","245,289,264","250,780,396","263,466,475","272,743,160","268,680,001","279,791,575","280,299,580","316,727,857","301,042,712","284,789,008","286,452,266","307,687,905","369,990,763","402,279,180","419,045,325","397,751,108","379,453,337","375,233,200","364,684,477","366,199,401","358,879,327"
1914475,Clio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914520,Clive,"5,459,745","5,721,563","5,044,936","5,910,721","7,619,270","8,574,205","9,977,144","10,146,488","8,754,565","9,326,860","9,398,566","10,731,628","13,485,227","15,671,888","20,887,034","44,871,989","61,979,489","71,541,813","101,949,527","108,668,458","114,022,330","170,936,602","181,778,664","203,321,505","233,698,420","251,043,212","267,067,029","287,768,328","307,349,308","312,122,861","336,614,007","352,157,029","373,898,249","333,760,777","389,696,001","408,432,413","390,334,556","401,957,952","414,574,277"
1914655,Clutier,"398,196","421,877","463,916","415,221","504,319","482,983","566,121","679,098","539,348","552,564","578,512","593,155","554,515","480,116","440,131","607,720","609,026","664,674","685,353","742,462","626,523","719,341","673,325","669,176","588,064","674,963","762,714","775,737","712,495","578,472","526,995","615,455","573,071","544,902","396,664","429,801","617,793","543,919","551,729"
1914880,Coburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914925,Coggon,"2,382,122","2,485,534","2,719,565","3,328,558","3,774,538","3,460,976","3,627,375","4,014,871","3,336,130","2,793,504","2,228,635","2,425,791","1,600,243","1,343,573","1,503,385","1,489,473","1,629,378","1,747,532","2,126,893","2,154,941","2,468,463","2,541,961","2,534,910","2,463,229","2,256,160","2,091,498","1,957,087","2,377,966","2,212,031","2,189,581","1,836,576","2,337,954","2,556,430","5,360,874","4,929,260","3,808,856","4,210,295","4,208,441","3,375,979"
1914970,Coin,"266,445","349,365","399,076","462,864","478,275","496,793","506,922","540,786","503,574","405,913","467,701","444,411","406,208","391,407","387,526","405,790","435,964","470,402","488,260","450,589","357,016","333,892","293,885","290,859","281,475","319,030","283,171","247,608","409,385","429,596","342,401","327,483","265,755","375,792","448,394","604,006","563,976","479,078","451,523"
