PropertyID,SitusFullStreetAddress,SitusCity,SitusState,SitusZIP5,SitusLatitude,SitusLongitude,SitusGeoStatusCode,PropertyClassID,LandUseCode,MobileHomeInd,LotSizeSqFt,Owner1CorpInd,OwnerOccupied,Owner1OwnershipRights,BuildingArea,SumBuildingSqFt,YearBuilt,EffectiveYearBuilt,Bedrooms,TotalRooms,BathTotalCalc,SiteInfluenceCode,BasementCode,BuildingClassCode,BuildingConditionCode,DeckInd,ExteriorWallsCode,InteriorWallsCode,Garage,PoolCode,BuildingQualityCode,StoriesNbrCode,StyleCode,CurrentSaleContractDate,CurrentSaleDocumentType,CurrentSalesPrice,CurrentSalesPriceCode,PrevSaleContractDate,PrevSaleDocumentType,PrevSalesPrice,PrevSalesPriceCode
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
