id,address,match.code,po_box,box,mi,mile,exception,rr,need_match,no_address
470589326,100 S COURT ST # 201 FAIRFIELD IA 52556,4,0,0,0,0,0,0,1,0
258329416,100 S COURT ST # 201 FAIRFIELD IA 52556,4,0,0,0,0,0,0,1,0
470589342,100 S COURT ST # 201 FAIRFIELD IA 52556,4,0,0,0,0,0,0,1,0
377261847,100 S COURT ST # 201 FAIRFIELD IA 52556,4,0,0,0,0,0,0,1,0
470589334,100 S COURT ST # 201 FAIRFIELD IA 52556,4,0,0,0,0,0,0,1,0
145013041,100 S FEDERAL AVE # 110 MASON CITY IA 50401,4,0,0,0,0,0,0,1,0
316804228,100 S FEDERAL AVE # 118A MASON CITY IA 50401,4,0,0,0,0,0,0,1,0
573383106,100 S FEDERAL AVE # 118A MASON CITY IA 50401,4,0,0,0,0,0,0,1,0
425479532,100 S FEDERAL AVE # 207 MASON CITY IA 50401,4,0,0,0,0,0,0,1,0
966251951,100 S FEDERAL AVE # 208 MASON CITY IA 50401,4,0,0,0,0,0,0,1,0
312486160,100 S FEDERAL AVE # 302 MASON CITY IA 50401,4,0,0,0,0,0,0,1,0
701580029,100 S FEDERAL AVE # 311 MASON CITY IA 50401,4,0,0,0,0,0,0,1,0
314571118,100 S FEDERAL AVE # 311 MASON CITY IA 50401,4,0,0,0,0,0,0,1,0
416537369,100 S FEDERAL AVE # 311 MASON CITY IA 50401,4,0,0,0,0,0,0,1,0
713700144,100 S FEDERAL AVE # 402 MASON CITY IA 50401,4,0,0,0,0,0,0,1,0
145000980,100 S FEDERAL AVE # 402 MASON CITY IA 50401,4,0,0,0,0,0,0,1,0
573383445,100 S FEDERAL AVE # 408 MASON CITY IA 50401,4,0,0,0,0,0,0,1,0
314571159,100 S FEDERAL AVE # 411 MASON CITY IA 50401,4,0,0,0,0,0,0,1,0
425409398,100 S FRONT ST MONTEZUMA IA 50171,X,0,0,0,0,0,0,1,0
433697999,100 S FRONT ST MONTEZUMA IA 50171,X,0,0,0,0,0,0,1,0
433697999,100 S FRONT STREET MONTEZUMA IA 50171,X,0,0,0,0,0,0,1,0
145512646,100 S KEOKUK WASHINGTON RD KEOTA IA 52248,X,0,0,0,0,0,0,1,0
639700806,100 S MAIN ST ALGONA IA 50511,X,0,0,0,0,0,0,1,0
843424680,100 S MAIN ST NW NEW HAMPTON IA 50659,X,0,0,0,0,0,0,1,0
860216712,100 S MAIN ST ODEBOLT IA 51458,2,0,0,0,0,0,0,1,0
843585944,100 S OSAGE ST CRESTON IA 50801,X,0,0,0,0,0,0,1,0
580843860,100 S OSAGE ST CRESTON IA 50801,X,0,0,0,0,0,0,1,0
580844140,100 S OSAGE ST CRESTON IA 50801,X,0,0,0,0,0,0,1,0
402513717,100 S PENNSYLVANIA AVE MASON CITY IA 50401,X,0,0,0,0,0,0,1,0
401332835,100 S PENNSYLVANIA AVE MASON CITY IA 50401,X,0,0,0,0,0,0,1,0
401332835,100 S PENNSYLVANIA AVE MASON CITY IA 50401,2,0,0,0,0,0,0,1,0
466789690,100 S STATE ST SAC CITY IA 50583,X,0,0,0,0,0,0,1,0
860214451,100 S STATE ST SAC CITY IA 50583,X,0,0,0,0,0,0,1,0
306985805,100 S STATE ST SAC CITY IA 50583,X,0,0,0,0,0,0,1,0
487843047,100 S STATE ST SAC CITY IA 50583,X,0,0,0,0,0,0,1,0
