NAME,ST,stabbr,pop_2010,pop_2000,pop_1990,pop_1980,pop_1970,pop_1960,pop_1950,pop_1940,pop_1930,pop_1920,pop_1910,pop_1900
New Albany,Ohio,oh,7713,3711,1621,409,513,307,268,221,215,200,215,224
Newburgh,Ohio,oh,0,0,0,0,0,0,0,0,0,0,5813,5909
Niles,Ohio,oh,19266,20932,21128,23072,21581,19545,16773,16273,16314,13080,8361,7468
North Collge Hill,Ohio,oh,9397,10082,11002,11114,12363,12035,7921,5231,4139,1104,0,0
North Olmsted,Ohio,oh,32718,34113,34204,36480,34861,16290,6604,3487,2624,1419,1030,0
North Ridgeville,Ohio,oh,29465,22338,21564,21237,13152,8057,0,0,0,0,0,0
North Royalton,Ohio,oh,30444,28648,23197,17671,12807,9290,3939,2559,1897,1262,0,0
Norwalk,Ohio,oh,17012,16238,14731,14348,13386,12900,9775,8211,7776,7379,7856,7074
Oakwood,Ohio,oh,3667,3662,3392,3786,3499,3283,0,0,0,0,0,0
Oakwood,Ohio,oh,608,607,709,886,804,686,542,466,452,443,496,342
Oberlin,Ohio,oh,8286,8195,8191,8660,8761,8198,7062,4305,4292,4286,4365,4082
Orange Township,Ohio,oh,1339,1258,1123,1171,1075,1238,1134,956,994,1098,1692,2200
Osnaburg Township,Ohio,oh,0,5886,5781,0,6067,5409,4496,3483,3078,2147,2127,2166
Ottawa,Ohio,oh,4460,4367,3999,3874,3622,3245,2962,2342,2169,2167,2182,2322
Oxford,Ohio,oh,21371,21943,19013,17655,15868,7828,6944,2756,2588,2146,2017,2009
Painesville,Ohio,oh,19563,17503,15699,16351,16536,16116,14432,12235,10944,7272,5501,5024
Paris Township,Ohio,oh,0,5969,5907,0,6038,4994,4173,3679,3224,2689,2351,2382
Perkins Township,Ohio,oh,12202,12578,10793,10989,10451,8955,4382,3687,3292,3064,3534,3063
Perry Township,Ohio,oh,996,1022,912,896,617,693,636,674,617,656,766,825
Perrysburg,Ohio,oh,20623,16945,12551,10196,7693,5519,4006,3457,3182,2429,1913,1766
Pigeon Creek,Ohio,oh,882,945,1008,0,0,0,0,0,0,0,0,0
Pike Township,Ohio,oh,3961,4088,3931,0,4027,3523,2828,2272,2043,1584,1272,1491
Reynoldsburg,Ohio,oh,35893,32069,25748,19519,13921,7793,724,652,562,491,431,339
Richland Township,Ohio,oh,3573,3758,3671,0,0,0,0,0,0,0,0,0
Richwood,Ohio,oh,2229,2156,2186,2181,2072,2137,1866,1628,1573,1601,1728,1640
Riverside,Ohio,oh,25201,23545,1500,1500,0,0,0,0,0,0,0,2200
Rockport,Ohio,oh,0,0,0,0,0,0,0,0,0,0,3179,0
Rocky River,Ohio,oh,20213,20735,21110,21084,22958,18097,11237,8291,5632,1861,1174,1319
Rose Township,Ohio,oh,1537,1603,1384,1289,1181,1373,1230,1234,1072,1314,1218,1638
Rossford,Ohio,oh,6293,6406,5861,5978,5302,4408,3963,3912,0,0,0,0
Sandusky,Ohio,oh,25793,27844,29764,31360,32674,31989,29375,24874,24022,22897,19989,19664
Sandy Township,Ohio,oh,3675,3679,3630,0,4115,4326,3587,2772,2315,1875,1624,1417
Solon,Ohio,oh,23348,21802,18548,14341,11147,6333,2570,1508,1027,887,0,0
South Russell,Ohio,oh,3819,4022,3402,2784,2673,1276,349,231,141,0,0,0
Springfield,Ohio,oh,60608,65358,70487,72563,81926,82723,78508,70662,68743,60840,46921,38253
St. Bernard,Ohio,oh,4368,4924,5344,5396,6080,6778,7066,7387,7487,6312,5002,3384
St. Henry,Ohio,oh,2427,1804,1325,1096,841,711,612,514,421,304,145,82
Stow,Ohio,oh,34837,32139,27702,25299,19847,12194,0,1500,0,0,0,0
Streetsboro,Ohio,oh,16028,12311,9932,9055,7966,5767,1107,894,709,715,674,672
Strongsville,Ohio,oh,44750,43858,35308,28577,15182,8504,3504,2200,1349,0,0,200
Sugar Creek Township,Ohio,oh,0,6740,6489,0,6132,5802,5056,4681,4425,3821,3073,2554
Sunbury,Ohio,oh,4389,2630,0,0,2512,0,0,0,0,0,0,0
Tallmadge,Ohio,oh,17537,16390,14870,15238,15274,10246,5821,3452,0,0,0,0
The Village Of Indian Hill,Ohio,oh,5785,5907,5383,5521,5651,4526,2090,0,0,0,0,0
Tiffin,Ohio,oh,17963,18135,18604,19567,21596,21478,18952,16102,16428,14375,11894,10989
Tippicanoe City,Ohio,oh,0,0,0,0,0,0,3304,2879,2559,0,0,0
Trotwood,Ohio,oh,24431,27420,8816,7809,6997,4992,1066,800,660,422,348,0
Troy,Ohio,oh,25058,21999,19478,19008,17186,13685,10661,9697,8675,7260,6122,5881
Twinsburg,Ohio,oh,18795,17006,9606,7632,6432,4098,2689,1747,1240,0,0,0
Twinsburg Heights,Ohio,oh,925,0,0,0,0,0,0,0,0,0,0,0
Union Township,Ohio,oh,977,1059,900,830,482,460,515,497,432,513,513,578
Urbana,Ohio,oh,11793,11613,11353,10774,11237,10461,9335,8335,7742,7621,7739,6808
Van Wert,Ohio,oh,10846,10690,10891,11035,11320,11323,10354,9227,8472,8100,7157,6422
Vermilion,Ohio,oh,10594,10927,11127,11012,9872,4785,2214,1616,1484,1436,1369,1184
Wadsworth,Ohio,oh,21567,18437,15718,15166,13142,10635,7966,6495,5920,4742,3073,1764
Warren,Ohio,oh,41558,46832,50793,56629,63494,59648,49856,42837,41062,27050,11081,8529
Washington Court House,Ohio,oh,14192,13524,12983,12682,12495,12388,0,0,0,0,0,0
Washington Township,Ohio,oh,1239,1061,813,772,697,601,536,542,525,523,601,634
Wauseon,Ohio,oh,7332,7091,6322,6170,4932,4311,3494,3016,2889,3035,2650,2148
Waverly City,Ohio,oh,4408,4433,4477,4603,4858,3830,1679,1757,1603,1625,1803,1854
Wayne Township,Ohio,oh,716,737,617,0,0,0,0,0,0,0,0,0
West Cleveland,Ohio,oh,0,0,0,0,0,0,0,0,0,0,0,0
West Park,Ohio,oh,0,0,0,0,0,0,0,0,0,8581,0,0
West View,Ohio,oh,0,0,0,0,2523,0,0,0,0,0,0,0
Westerville,Ohio,oh,36120,35318,30269,22960,12530,7011,4112,3146,2879,2480,1903,1462
Wilmington,Ohio,oh,12520,11921,11199,10442,10051,8915,7387,5971,5332,5037,4491,3613
Windham,Ohio,oh,2209,2806,2943,3721,3360,3777,3946,316,374,314,261,283
Woodlawn,Ohio,oh,3294,2816,2674,2715,3251,3007,1335,0,0,0,0,0
Woodsfield,Ohio,oh,2384,2598,2832,3145,3239,2956,2410,2442,2317,2394,2502,1801
Xenia,Ohio,oh,25719,24164,24664,24712,25373,20445,12877,10633,10507,9110,8706,8696
Youngstown,Ohio,oh,66982,82026,95787,115511,139788,166689,168330,167720,170002,132358,79066,44885
Apex,North Carolina,nc,37476,20212,4968,2847,2192,1400,1065,977,863,926,681,349
Asheville,North Carolina,nc,83393,68889,61607,54022,57929,60186,53000,51310,50193,28504,18762,14694
Belmont,North Carolina,nc,10076,8705,8434,4607,4814,5007,5330,4356,4121,2941,1176,145
Cajah'S Mountain,North Carolina,nc,2823,2683,2429,0,0,0,0,0,0,0,0,0
Carrboro,North Carolina,nc,19582,16782,11553,7336,3472,1997,1795,1455,1242,1129,0,0
Chimney Rock,North Carolina,nc,113,175,0,0,0,0,0,0,0,0,0,0
Clemmons,North Carolina,nc,18627,13827,6020,7401,0,0,0,0,0,0,0,0
Denton,North Carolina,nc,1636,1450,1292,949,1017,852,766,677,540,559,320,0
Eden,North Carolina,nc,15527,15908,15238,15672,15871,3382,0,0,0,0,0,0
Fort Bragg,North Carolina,nc,0,29200,34700,0,47000,0,0,0,0,0,0,0
Greensboro,North Carolina,nc,269666,223891,183894,155642,144076,119574,74389,59319,53569,19861,15895,10035
Havelock,North Carolina,nc,20735,22442,20268,17718,5283,2433,0,0,0,0,0,0
Huntersville,North Carolina,nc,46773,24960,3014,1300,1538,1004,916,800,800,833,591,533
Jacksonville,North Carolina,nc,70145,66715,30013,18237,16289,13491,3960,900,783,656,505,300
Kannapolis,North Carolina,nc,42625,36910,29696,35564,36293,34647,28400,25000,0,0,0,0
Kernersville,North Carolina,nc,23123,17126,10836,6802,4815,2942,2396,2103,1754,1219,1128,652
La Grange,North Carolina,nc,2873,2844,2805,3147,2558,2133,1852,1647,1500,1399,1007,853
Lexington,North Carolina,nc,18931,19953,16581,15711,17205,16093,13571,10550,9652,5254,4163,1440
Longview,North Carolina,nc,4871,4722,3229,3587,3360,2997,2291,1489,1262,755,243,0
Matthews,North Carolina,nc,27198,22127,13651,1648,800,609,589,500,454,310,396,378
Monroe,North Carolina,nc,32797,26228,16127,12639,11282,10882,10140,6475,6100,4084,4082,2427
Mooresboro,North Carolina,nc,311,314,294,405,0,0,0,0,270,228,0,144
Mount Olive,North Carolina,nc,4589,4567,4582,4876,4914,4626,3732,2929,2685,2297,1071,617
Nashville,North Carolina,nc,5352,4309,3617,2678,1670,1423,1302,1171,1137,939,750,479
Oak Ridge,North Carolina,nc,6185,3988,0,0,0,0,0,0,0,0,0,161
Oxford,North Carolina,nc,8461,8338,7913,7603,7178,6978,6685,3991,4101,3606,3018,2059
Pinehurst,North Carolina,nc,13124,9706,5103,3421,1056,1124,1016,0,0,0,0,0
Roanoke Rapids,North Carolina,nc,15754,16957,15722,14702,13508,13320,8156,8545,3404,3369,1670,1009
Rocky Mount,North Carolina,nc,57477,55893,48997,41283,34284,32147,27697,25568,21412,12742,8051,2937
Rolesville,North Carolina,nc,3786,907,572,381,533,358,288,0,0,0,170,155
Ruth,North Carolina,nc,440,329,366,381,360,529,324,318,297,175,205,0
Rutherford College,North Carolina,nc,1341,1293,1126,1108,0,0,0,0,330,275,229,0
Salem,North Carolina,nc,0,0,0,0,0,0,0,0,0,0,5533,3642
Southern Shores,North Carolina,nc,2714,2201,617,395,0,0,0,0,0,0,0,0
Stokesdale,North Carolina,nc,5047,3267,2134,0,0,0,0,0,238,179,159,0
Swepsonville,North Carolina,nc,1154,922,1195,0,0,0,0,0,0,0,0,441
Thomasville,North Carolina,nc,26757,19788,15915,14144,15230,15190,11154,11041,10090,5676,3877,800
Williamston,North Carolina,nc,5511,5843,5503,6159,6570,6924,4975,3966,2731,1800,1574,912
Winston,North Carolina,nc,0,0,0,0,0,0,0,0,0,0,17167,10008
Winston-Salem,North Carolina,nc,229617,185776,143485,131885,133683,111135,87881,79815,75274,48395,22700,13700
Alexandria Township,Minnesota,mn,0,4760,4014,0,0,0,0,0,0,0,0,0
Arden Hills,Minnesota,mn,9552,9652,9199,8012,5628,3930,0,0,0,0,0,0
Arnold,Minnesota,mn,2960,3032,2891,0,0,0,0,0,0,0,0,0
Atwater,Minnesota,mn,1133,1079,1053,1128,956,899,880,815,694,735,600,588
Austin,Minnesota,mn,24718,23314,21907,23020,25074,27908,23100,18307,12276,10118,6960,5474
Banning,Minnesota,mn,0,0,0,0,0,0,0,0,0,44,149,0
Beaver Falls,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,0,189
Beltrami,Minnesota,mn,107,101,133,134,171,186,199,213,226,219,149,0
Blakeley,Minnesota,mn,759,759,732,761,641,645,664,607,553,568,432,411
Bloomington,Minnesota,mn,82893,85172,86335,81831,81970,50498,9902,3647,2645,1330,1161,1085
Brunswick,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,0,0
Burnsville,Minnesota,mn,60306,60220,51288,35674,19940,2716,583,495,490,419,385,358
Cambridge,Minnesota,mn,8111,5520,5094,3287,3467,2728,1790,1592,1183,1080,900,737
Campbell,Minnesota,mn,158,241,233,286,339,365,391,328,313,424,303,239
Carlton,Minnesota,mn,862,810,923,862,884,862,652,700,687,700,597,449
Champlin,Minnesota,mn,23089,22193,16849,9006,4700,1300,828,400,0,0,0,0
Collegeville Township,Minnesota,mn,3343,3516,1624,3075,2371,1812,1457,892,869,777,606,655
Cordova,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,0,0
Crystal,Minnesota,mn,22151,22698,23788,25543,30925,24283,5713,2373,1865,814,0,1100
Detroit Lakes,Minnesota,mn,8569,7348,6635,7106,5797,5633,5787,5015,3675,3426,2807,2060
Dresbach,Minnesota,mn,0,0,0,0,0,0,0,0,0,176,174,285
Duluth,Minnesota,mn,86265,86918,85493,92811,100578,106884,104511,101065,101453,98917,78466,52969
Eagan,Minnesota,mn,64206,63557,47409,20700,10398,0,0,0,0,0,0,0
Edina,Minnesota,mn,47941,47425,46075,46073,44031,28501,9744,5855,3138,1833,1191,749
Elko New Market,Minnesota,mn,4110,3972,0,0,0,0,0,0,0,0,0,0
Erskine,Minnesota,mn,503,437,424,585,571,614,608,581,511,457,324,156
Euclid,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,0,0
Fairmount,Minnesota,mn,10666,10889,11265,11506,10751,9745,8193,6988,5521,4630,2958,3040
Farris,Minnesota,mn,0,0,0,0,0,0,0,0,0,84,143,135
Fertile,Minnesota,mn,842,893,859,869,955,968,890,907,800,800,614,587
Fisher,Minnesota,mn,435,435,413,453,383,326,302,333,297,305,328,410
Forest City,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,0,0
Forest Lake,Minnesota,mn,18375,6856,5833,4596,3207,2347,1766,1120,916,800,540,241
Fosston,Minnesota,mn,1527,1575,1529,1599,1684,1704,1424,1271,978,1014,1075,864
Franconia,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,0,0
Garden City,Minnesota,mn,255,0,0,0,0,0,0,0,0,0,0,0
Gary,Minnesota,mn,214,215,200,241,265,262,278,300,308,333,251,0
Golden Valley,Minnesota,mn,20371,20281,20971,22775,24246,14559,5551,2048,1320,830,692,680
Granada,Minnesota,mn,303,317,374,377,381,418,403,431,397,387,333,309
Greenleaf,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,0,0
Gully,Minnesota,mn,66,106,117,116,96,168,183,164,138,0,0,0
Hawley,Minnesota,mn,2067,1882,1655,1634,1371,1270,1196,1122,958,939,800,526
Hibbing,Minnesota,mn,16361,17071,18046,21193,20744,17731,16276,16385,15666,15089,8832,2481
High Forest,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,127,139
Homer,Minnesota,mn,181,0,0,0,0,0,0,0,0,0,0,0
International Falls,Minnesota,mn,6424,6703,8324,5611,6439,6778,6269,5626,5036,3448,1487,0
Inver Grove Heights,Minnesota,mn,33880,29751,22477,17171,12148,700,0,0,0,0,0,0
Island Lake,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,41,0
Island View,Minnesota,mn,0,0,150,101,44,13,18,0,0,0,0,0
Keewatin,Minnesota,mn,1068,1164,1118,1443,1382,1651,1807,1942,1807,1879,695,0
Kerkhoven,Minnesota,mn,759,759,735,761,641,645,664,607,553,568,432,411
Knife River,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,491,0
La Crescent,Minnesota,mn,4830,4923,4311,3674,3142,2624,1229,815,520,373,372,0
Lansing,Minnesota,mn,181,0,0,0,0,0,0,0,0,0,0,0
Leetonia,Minnesota,mn,0,0,0,0,0,0,0,396,0,0,0,0
Lindstrom,Minnesota,mn,4442,3015,2461,1972,1260,835,729,637,561,523,522,395
Lino Lakes,Minnesota,mn,20216,11791,7807,4966,3692,2329,0,0,0,0,0,0
Litchfield,Minnesota,mn,6574,6562,6041,5904,5262,5078,4608,3920,2880,2790,2333,2280
Luce,Minnesota,mn,0,0,0,0,0,0,0,0,0,135,139,0
Manannah,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,0,0
Mankato,Minnesota,mn,39309,32427,31477,28651,30895,23797,18809,15654,14038,12469,10365,10599
Maple Grove,Minnesota,mn,61567,50365,38736,20525,6275,2213,1778,1251,1113,1083,1211,1237
Maplewood,Minnesota,mn,38018,34947,30954,26990,25186,18519,13200,0,0,0,0,0
Medina,Minnesota,mn,4892,4005,3096,2623,2396,1472,1166,1045,0,0,0,0
Mendota Heights,Minnesota,mn,11071,11434,9431,7288,6165,5028,0,0,0,0,0,0
Mentor,Minnesota,mn,153,150,185,219,236,281,321,287,265,255,222,0
Minnetonka,Minnesota,mn,49734,51301,48370,38683,35737,25037,0,0,0,0,0,0
Montgomery,Minnesota,mn,2956,2794,2399,2349,2281,2118,1913,1741,1570,1297,1267,979
Moorhead,Minnesota,mn,38065,32177,32295,29998,29687,22934,14870,9491,7651,5720,4540,3730
Mounds View,Minnesota,mn,12155,12738,12541,12593,9988,6416,0,0,0,0,0,0
Nary,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,49,94
New Prague,Minnesota,mn,7321,4559,3569,2952,2680,2533,1915,1645,1548,1540,1554,1228
Nisswa,Minnesota,mn,1971,1953,1391,1407,1011,742,578,400,214,0,0,0
Norwood Young America,Minnesota,mn,3549,3108,0,0,0,0,0,0,0,0,0,0
Oakport,Minnesota,mn,1387,1334,0,0,0,0,0,0,0,0,0,0
Ottawa,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,0,246
Pine City,Minnesota,mn,3123,3043,2613,2489,2143,1972,1937,1708,1343,1303,1258,993
Pleasant Grove,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,0,0
Plymouth,Minnesota,mn,70576,65894,50889,31615,18077,9576,5813,2989,1683,1275,1221,1154
Proctorknott,Minnesota,mn,3057,2852,2974,3180,3123,2963,2693,2468,2521,2378,2243,784
Reads Landing,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,0,0
Redby,Minnesota,mn,1334,957,787,0,0,0,0,0,208,93,92,0
Redwood Falls City,Minnesota,mn,5254,5459,4859,5210,4774,4285,3813,3270,2552,2421,1666,1661
Rhinehart Township,Minnesota,mn,139,91,132,98,416,220,148,125,149,165,225,160
Rice Lake,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,0,0
Richfield,Minnesota,mn,35228,34439,35710,37851,47231,42523,17502,6750,3344,2411,2673,0
Ronneby,Minnesota,mn,67,16,58,56,59,84,72,107,75,76,132,156
Rush City,Minnesota,mn,3079,2112,1497,1198,1130,1108,1175,1020,908,971,964,987
Saint Charles,Minnesota,mn,3735,3295,2642,2184,1942,1882,1548,1507,1311,1351,1159,1304
Saint Francis,Minnesota,mn,7218,4910,2538,1184,897,0,0,0,0,0,0,0
Saint Joseph,Minnesota,mn,6534,4681,3294,2994,1786,1487,1246,1055,1009,717,706,549
Saint Michael,Minnesota,mn,16399,9099,2506,1519,1023,707,487,389,385,406,401,305
Saint Paul Park,Minnesota,mn,5279,5070,4965,4864,5587,3267,2438,1096,982,900,832,0
Sandstone,Minnesota,mn,2849,1549,2057,1594,1641,1552,1097,1559,1083,1200,1818,1187
Sauk Center,Minnesota,mn,4317,3930,3581,3709,3750,3573,3140,3016,2716,2699,2154,2220
Savage,Minnesota,mn,26911,21115,9606,3954,3611,1094,389,222,214,206,271,179
Shakopee,Minnesota,mn,37076,20568,11739,9941,6876,5201,3185,2418,2023,1988,2302,2000
Shieldsville,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,0,0
Shoreview,Minnesota,mn,25043,25377,24587,17300,10978,7157,0,0,0,0,0,0
South International Falls,Minnesota,mn,0,0,0,2806,0,2624,0,0,0,0,0,0
St. Anthony,Minnesota,mn,8226,8012,7727,7981,9239,5064,1406,1507,0,0,0,0
St. Anthony,Minnesota,mn,86,90,81,78,66,72,66,90,62,161,0,0
St. Cloud,Minnesota,mn,65842,59107,48812,42566,39691,33815,28410,24173,21000,15873,10600,8683
Tenney,Minnesota,mn,5,6,4,19,24,35,62,89,80,102,185,0
Trail,Minnesota,mn,46,62,77,97,99,100,0,0,0,0,0,0
Trimont,Minnesota,mn,747,754,745,805,835,942,876,791,0,0,0,0
Twin Valley,Minnesota,mn,821,865,821,907,868,841,899,844,657,676,543,356
Veseli,Minnesota,mn,0,0,0,0,0,0,0,0,0,179,235,249
Waite Park,Minnesota,mn,6715,6568,5020,3496,2824,2016,1639,1427,1318,953,406,317
Wasioja,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,0,0
Watab,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,0,0
Wells,Minnesota,mn,2343,2494,2465,2777,2791,2897,2475,2127,1795,1894,1755,2017
West Duluth,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,0,0
West Minneapolis,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,3022,0
Wheatland,Minnesota,mn,0,0,0,0,0,0,0,0,0,0,85,135
White Bear Lake,Minnesota,mn,23797,24325,24704,22538,23313,12849,3646,2858,2600,2022,1505,1400
Woodbury,Minnesota,mn,61961,46463,20075,10297,6184,3014,0,0,0,0,0,0
Worthington,Minnesota,mn,12764,11283,9977,10243,9825,9015,7923,5918,3878,3481,2385,2386
Albion Township,Michigan,mi,1123,1200,1256,1413,1582,1374,0,0,0,0,0,0
Alcona Township,Michigan,mi,968,1089,906,811,486,381,0,0,0,0,0,0
Allegan Township,Michigan,mi,4406,4050,3976,3464,2970,2404,0,0,0,0,0,0
Allendale Charter Township,Michigan,mi,20708,13042,8022,6080,3554,2238,1663,1377,1325,1307,1489,1429
Argentine Township,Michigan,mi,6913,6521,4651,4180,2901,2106,0,0,0,0,0,0
Athens Township,Michigan,mi,2554,2571,2515,2294,2136,1975,0,0,0,0,0,0
Atlas Township,Michigan,mi,7993,7257,5551,4891,3089,2210,0,0,0,0,0,0
Au Sable,Michigan,mi,0,0,0,0,0,0,0,0,0,0,0,0
Au Train Township,Michigan,mi,1138,1172,1047,928,545,508,0,0,0,0,0,0
Bangor Township,Michigan,mi,14641,15547,16028,0,0,0,0,0,0,0,0,0
Bath Township,Michigan,mi,11598,7541,6387,5746,4832,3732,0,0,0,0,0,0
Bedford Charter Township,Michigan,mi,9357,9517,9810,10157,10817,10486,0,0,0,0,0,0
Berkeley,Michigan,mi,14970,15531,16960,18637,21879,23275,17931,6406,5571,0,0,0
Bloomfield,Michigan,mi,0,43000,42100,0,0,0,0,0,0,0,0,0
Burlington Township,Michigan,mi,1941,1929,1773,1909,1528,1455,0,0,0,0,0,0
Burt Township,Michigan,mi,522,480,508,539,424,457,0,0,0,0,0,0
Burton,Michigan,mi,29999,30308,27617,29976,32540,29700,18171,10909,6727,2154,987,1145
Caledonia Township,Michigan,mi,1161,1203,987,1065,763,654,0,0,0,0,0,0
Calumet Township,Michigan,mi,6489,6997,7015,7965,8271,9192,10283,13362,16033,22369,32845,25991
Canton,Michigan,mi,90173,76366,57047,48616,11057,5313,0,0,0,0,0,0
Canton,Michigan,mi,0,76400,57000,0,0,0,0,0,0,0,0,0
Casco Township,Michigan,mi,2823,3019,2856,2839,2304,2009,0,0,0,0,0,0
Cheshire Township,Michigan,mi,2199,2335,1967,1797,1322,1034,0,0,0,0,0,0
Clarence Township,Michigan,mi,1985,2032,2051,1916,1392,1211,0,0,0,0,0,0
Clarendon Township,Michigan,mi,1139,1114,1100,1176,1137,1095,0,0,0,0,0,0
Clarkston,Michigan,mi,882,962,1005,968,1034,769,722,653,639,419,345,360
Clayton Township,Michigan,mi,7581,7546,7368,7269,5305,2680,0,0,0,0,0,0
Clinton,Michigan,mi,0,95600,85900,0,0,0,0,0,0,0,0,0
Clyde Township,Michigan,mi,2084,2104,2001,2099,1575,1575,0,0,0,0,0,0
Convis Township,Michigan,mi,1636,1666,1739,1734,1287,1068,0,0,0,0,0,0
Curtis Township,Michigan,mi,1236,1378,1128,1082,718,664,0,0,0,0,0,0
Davison Township,Michigan,mi,19575,17722,14671,13708,8260,4948,0,0,0,0,0,0
Dearborn,Michigan,mi,98153,97775,89286,90660,104199,112007,94994,63589,50358,2470,911,844
Dearborn Heights,Michigan,mi,57774,58264,60838,67706,80069,61118,20235,8052,1345,0,0,0
Delhi Charter Township,Michigan,mi,25877,22569,19190,17144,13795,16590,0,0,0,0,0,0
Delray,Michigan,mi,0,0,0,0,0,0,0,0,0,0,0,4573
Delta Charter Township,Michigan,mi,32408,29682,26129,23822,17396,7627,0,0,0,0,0,0
Dewitt,Michigan,mi,4507,4702,3964,3165,1829,1238,824,651,476,0,0,0
DeWitt Charter Township,Michigan,mi,14321,12143,10448,10038,9909,7649,0,0,0,0,0,0
Dorr Township,Michigan,mi,7439,6579,5453,5014,3055,2313,0,0,0,0,0,0
East Lansing,Michigan,mi,48579,46525,50677,51392,47540,30198,20325,5839,4380,1889,802,0
East Saginaw,Michigan,mi,0,0,0,0,0,0,0,0,0,0,0,0
Eastpointe,Michigan,mi,32442,34077,35283,38280,45920,45756,21461,8600,5955,0,0,0
Eckford Township,Michigan,mi,1303,1282,1217,1273,1330,1261,0,0,0,0,0,0
Emmett Charter Township,Michigan,mi,11770,11979,10764,11155,10881,9087,0,0,0,0,0,0
Farmington Hills,Michigan,mi,79740,82111,74611,58056,0,0,0,0,0,0,0,0
Fillmore Township,Michigan,mi,2681,2756,2710,2307,2126,1877,0,0,0,0,0,0
Flint Township,Michigan,mi,31929,33691,34081,35405,31175,19178,0,0,0,0,0,0
Ford,Michigan,mi,0,0,0,0,0,0,0,0,0,4294,0,0
Forest Hills,Michigan,mi,0,20900,16700,0,0,0,0,0,0,0,0,0
Fort Gratiot,Michigan,mi,0,0,0,0,0,0,0,0,0,0,0,0
Fredonia Township,Michigan,mi,1626,1723,1741,1755,1442,1206,0,0,0,0,0,0
Gaines Township,Michigan,mi,6820,6491,5391,5209,3379,2271,0,0,0,0,0,0
Galien Township,Michigan,mi,1452,1611,0,0,0,0,0,0,0,0,0,0
Ganges Township,Michigan,mi,2530,2524,2124,2009,2061,1672,0,0,0,0,0,0
Gibraltar,Michigan,mi,4656,4264,4297,4458,3325,2196,0,0,0,0,0,0
Grand Island Township,Michigan,mi,47,45,21,23,32,40,0,0,0,0,0,0
Greenbush Township,Michigan,mi,1409,1499,1371,1292,760,536,0,0,0,0,0,0
Grosse Point,Michigan,mi,5421,5670,5681,5901,6637,6631,6283,6179,5173,2084,830,343
Grosse Point Farms,Michigan,mi,9479,9764,10092,10551,11701,12172,9410,7217,3533,1649,862,817
Grosse Point Park,Michigan,mi,11555,12443,12857,13562,15641,15457,13075,12646,11174,1355,290,0
Grosse Point Woods,Michigan,mi,16135,17080,17715,18886,21878,18580,10381,2805,961,0,0,0
Gun Plain Township,Michigan,mi,5895,5637,4754,4298,3231,2796,0,0,0,0,0,0
Gustin Township,Michigan,mi,795,832,823,796,613,696,0,0,0,0,0,0
Harrison,Michigan,mi,0,24500,24700,0,0,0,0,0,0,0,0,0
Hawes Township,Michigan,mi,1107,1167,1035,996,811,624,0,0,0,0,0,0
Haynes Township,Michigan,mi,722,724,549,569,416,368,0,0,0,0,0,0
Heath Township,Michigan,mi,3317,3100,2297,1962,1450,1283,0,0,0,0,0,0
Holland,Michigan,mi,33051,35048,30745,26281,26337,24777,15858,14616,14346,12183,10490,7790
Holt,Michigan,mi,23973,11315,11744,0,0,0,0,0,0,0,0,0
Homer Township,Michigan,mi,3015,3010,2875,3041,2714,2614,0,0,0,0,0,0
Hopkins Township,Michigan,mi,2601,2671,2350,2109,2084,1766,0,0,0,0,0,0
Jackson,Michigan,mi,33534,36316,38303,39739,45484,50720,51088,49656,55187,48374,31433,25180
Laketown Township,Michigan,mi,5505,5562,4888,4332,2175,1814,0,0,0,0,0,0
Lansing Charter Township,Michigan,mi,8126,8458,8919,10097,11270,14387,17627,14274,8518,2815,1760,1353
Lapeer,Michigan,mi,8841,9072,7759,6198,6270,6160,6143,5365,5008,4723,3946,3297
Laurium,Michigan,mi,1977,2126,2268,2678,2868,3058,3211,3929,4916,6606,8537,5643
Lee Township,Michigan,mi,4015,4114,2672,2249,1934,1327,0,0,0,0,0,0
Lee Township,Michigan,mi,1213,1257,1281,1186,1104,1221,0,0,0,0,0,0
Leighton Township,Michigan,mi,4934,3652,3069,2772,2354,1951,0,0,0,0,0,0
Leroy Township,Michigan,mi,3712,3240,3026,2929,2679,2239,0,0,0,0,0,0
