geoid,name,st,cty_fips,cz,pop2010,rucc,cbsa,csa,metro_type,msp,msp_yr,msp_accr,msp_affl,jobs_02,jobs_03,jobs_04,jobs_05,jobs_06,jobs_07,jobs_08,jobs_09,jobs_10,jobs_11,jobs_12,jobs_13,jobs_14,jobs_15
4813108,Carthage,Texas,48365,163,6779,6,0,0,0,1,2001,1,0,5380,5122,5090,4950,5367,5215,5666,5789,6376,5732,5726,5696,5862,5720
4815004,Cisco,Texas,48133,632,3899,6,0,0,0,0,0,0,0,1105,1130,1152,1281,1284,1227,1265,1291,1223,1179,1304,1222,1710,1699
4815160,Clarksville,Texas,48387,386,3285,6,0,0,0,1,2003,1,0,1646,1662,1719,1674,1807,1809,1702,1677,1529,1609,1281,1407,1343,1397
4815472,Clifton,Texas,48035,283,3442,6,0,0,0,1,1995,1,0,1498,1575,1709,1652,1652,1220,1193,1225,1157,1105,1289,1298,1334,1405
4815916,Coleman,Texas,48083,511,4709,6,0,0,0,0,0,0,0,1352,1301,1295,1419,1395,1723,1728,1661,1674,1584,1680,1635,1608,1709
4816168,Columbus,Texas,48089,588,3655,6,0,0,0,0,0,0,0,2394,2521,2314,2399,2446,2473,2399,2286,2356,2747,2578,2503,2660,2593
4817036,Corrigan,Texas,48373,118,1595,6,0,0,0,0,0,0,0,280,314,304,343,444,508,1051,1144,1243,613,740,647,1378,1399
4817216,Cotulla,Texas,48283,557,3603,6,0,0,0,1,2007,1,0,760,781,751,1004,933,908,896,907,936,1796,993,1073,1449,1292
4817516,Crane,Texas,48103,97,3353,6,0,0,0,0,0,0,0,708,702,695,770,754,686,745,547,1014,803,656,669,725,539
4818092,Cuero,Texas,48123,149,6841,6,0,0,0,1,2013,1,0,3335,3522,3557,3519,3535,3559,3553,2601,3699,4003,3714,3744,3973,4059
4818464,Daingerfield,Texas,48343,286,2560,6,0,0,0,0,0,0,0,1039,1047,1089,1075,1112,1130,1140,1078,1150,1115,2328,2533,1073,1020
4820428,Dilley,Texas,48163,557,3894,6,0,0,0,0,0,0,0,294,201,238,279,249,214,229,252,494,485,877,921,865,1032
4821844,Eagle Lake,Texas,48089,588,3639,6,0,0,0,0,0,0,0,757,772,799,851,847,673,694,724,693,706,570,608,679,701
4822132,Eastland,Texas,48133,632,3960,6,0,0,0,0,0,0,0,2067,1994,2022,2198,2337,2456,2370,2287,1839,2075,2105,2148,2343,2324
4822720,Edna,Texas,48239,149,5499,6,0,0,0,0,0,0,0,1675,1687,1769,1779,1813,1755,1849,1768,1626,1520,1597,1675,1506,1567
4826028,Flatonia,Texas,48149,588,1383,6,0,0,0,0,0,0,0,144,158,140,165,176,190,175,225,260,379,677,705,651,707
4826268,Floydada,Texas,48153,419,3038,6,0,0,0,0,0,0,0,1143,1102,1060,1047,1046,1080,1058,979,951,843,854,823,823,831
4827984,Gainesville,Texas,48097,447,16002,6,23620,206,Micropolitan Statistical Area,0,0,0,0,8428,8500,9184,9820,11185,11659,12398,11450,11363,12510,13188,13014,12752,11308
4829432,Giddings,Texas,48287,27,4881,6,0,0,0,0,0,0,0,3263,3317,3394,3434,3596,3525,3457,3706,3360,4237,4312,4499,4734,5350
4830116,Gonzales,Texas,48177,690,7237,6,0,0,0,1,1988,1,0,3417,3643,3319,3474,3558,3765,3583,3589,3435,3572,3832,3736,3546,3797
4830308,Gorman,Texas,48133,632,1083,6,0,0,0,0,0,0,0,211,233,202,176,153,145,156,157,150,230,273,273,280,296
4830476,Grand Saline,Texas,48467,42,3136,6,0,0,0,1,2004,1,0,1308,1219,1264,1228,1164,1272,1340,1330,1272,1244,1336,1303,1180,826
4831280,Groesbeck,Texas,48293,485,4328,6,0,0,0,0,0,0,0,1582,1539,1562,1671,1800,1985,2228,2523,3063,2044,2002,1990,1673,1514
4831868,Hallettsville,Texas,48285,149,2550,6,0,0,0,0,0,0,0,1586,1544,1619,1622,1594,1549,1487,1654,1074,1286,1629,1741,2150,1979
4831952,Hamilton,Texas,48193,534,3095,6,0,0,0,0,0,0,0,1452,1412,1516,1339,1478,1417,1574,1461,1576,1556,1478,1393,1301,1266
4832696,Haskell,Texas,48207,490,3322,6,0,0,0,0,0,0,0,1045,980,885,1212,1272,1251,1369,1305,1287,1120,1107,1087,1076,1017
4833320,Hereford,Texas,48117,585,15370,6,25820,0,Micropolitan Statistical Area,0,0,0,0,5669,5509,5377,5551,5646,5795,6077,6461,6222,6250,3856,3859,4158,4136
4833548,Hico,Texas,48193,534,1379,6,0,0,0,0,0,0,0,415,395,412,431,476,471,595,596,304,260,387,347,357,383
4834088,Hillsboro,Texas,48217,283,8456,6,0,0,0,1,2001,1,0,4952,5128,4975,4716,4692,4232,4390,4660,4713,5305,4790,5155,4591,4881
4834700,Honey Grove,Texas,48147,433,1668,6,0,0,0,0,0,0,0,294,277,311,327,335,435,413,418,403,238,228,225,184,193
4835180,Hubbard,Texas,48217,283,1423,6,0,0,0,0,0,0,0,296,270,312,340,313,233,253,290,312,251,437,363,344,370
4837084,Itasca,Texas,48217,283,1644,6,0,0,0,0,0,0,0,265,230,226,248,243,177,183,187,206,218,357,359,354,390
4837168,Jacksboro,Texas,48237,608,4511,6,0,0,0,0,0,0,0,852,921,957,974,1159,1269,1700,1517,1373,1576,1520,1653,1439,1428
4837216,Jacksonville,Texas,48073,475,14544,6,27380,540,Micropolitan Statistical Area,0,0,0,0,9407,9323,8927,9038,8864,9471,8931,8160,8215,8717,9198,9203,8538,8405
4837420,Jasper,Texas,48241,118,7590,6,0,0,0,0,0,0,0,6189,5742,5718,5633,5849,6063,5948,5804,6380,6448,5407,5520,5421,5129
4838452,Karnes City,Texas,48255,226,3042,6,0,0,0,0,0,0,0,840,710,710,766,743,779,800,796,719,608,724,740,783,1250
4838860,Kenedy,Texas,48255,226,3296,6,0,0,0,0,0,0,0,1359,1276,1143,1170,1226,1206,1167,1166,1120,1151,1339,1475,1733,1960
4839004,Kermit,Texas,48495,97,5708,6,0,0,0,0,0,0,0,1511,1342,1451,1435,1412,1470,1519,1388,1512,1692,1676,1673,1634,1636
4839460,Kirbyville,Texas,48241,118,2142,6,0,0,0,0,0,0,0,697,715,704,619,667,733,795,786,686,846,942,946,958,1001
4840276,La Grange,Texas,48149,588,4641,6,0,0,0,1,1996,1,0,2820,2666,2742,2790,2864,2605,2593,2594,2541,2703,2904,2905,3087,2927
4842352,Leonard,Texas,48147,433,1990,6,0,0,0,0,0,0,0,210,124,217,192,233,326,334,350,423,403,409,432,553,387
4842448,Levelland,Texas,48219,270,13542,6,30220,352,Micropolitan Statistical Area,1,1998,1,0,5684,5622,5722,5725,5891,6123,6664,6871,6584,6728,7026,6892,7548,7379
4842844,Linden,Texas,48067,286,1988,6,0,0,0,1,2017,1,0,770,884,1048,1092,1042,873,789,710,974,1133,940,873,851,778
4843024,Littlefield,Texas,48279,405,6372,6,0,0,0,0,0,0,0,2389,2306,2263,2273,2377,2392,2326,2081,2163,2184,1515,1529,2123,1390
4843132,Livingston,Texas,48373,118,5335,6,0,0,0,1,2005,1,0,4912,4750,4626,4496,4353,4343,5119,4641,4362,4147,4315,4426,4522,4064
4843252,Lockney,Texas,48153,419,1842,6,0,0,0,0,0,0,0,531,541,564,646,620,356,383,524,605,644,600,699,576,532
4845780,McLean,Texas,48179,273,778,6,37420,0,Micropolitan Statistical Area,0,0,0,0,109,112,111,102,114,245,207,247,156,84,460,405,864,622
4845996,Madisonville,Texas,48313,387,4396,6,0,0,0,0,0,0,0,1992,1898,1898,1829,1868,1341,1389,1481,1883,1764,1813,1857,2037,2254
4846584,Marble Falls,Texas,48053,27,6077,6,0,0,0,0,0,0,0,5097,6864,6243,6317,6699,7255,7509,7012,7191,7250,6974,6950,6147,6097
4847760,Meridian,Texas,48035,283,1493,6,0,0,0,0,0,0,0,435,381,448,617,449,237,334,227,703,696,238,227,325,588
4847916,Mexia,Texas,48293,485,7459,6,0,0,0,0,0,0,0,4033,3628,4080,3962,3989,4159,4051,3873,4072,3869,3795,3752,3890,3359
4848648,Mineola,Texas,48499,286,4515,6,0,0,0,1,1989,1,0,1663,1693,1736,1783,1889,1884,1908,1925,1960,1887,1663,1698,1575,1575
4848684,Mineral Wells,Texas,48363,102,16788,6,33420,206,Micropolitan Statistical Area,0,0,0,0,6924,7105,7303,7233,7451,7409,7340,7010,7234,7200,7245,7204,7482,7311
4848936,Monahans,Texas,48475,97,6953,6,0,0,0,0,0,0,0,2625,2386,2401,2437,2490,3182,3058,3013,2630,2892,1887,1945,2844,2530
4850472,Navasota,Texas,48185,160,7049,6,0,0,0,0,0,0,0,3101,2936,3147,3359,3519,3541,3654,3246,3144,3652,3574,3710,1921,3185
4851588,Nixon,Texas,48177,690,2385,6,0,0,0,0,0,0,0,651,697,824,741,768,706,655,675,644,653,745,732,769,648
4851648,Nocona,Texas,48337,447,3033,6,0,0,0,0,0,0,0,1163,983,1051,1110,1080,1086,1156,1174,1032,938,1102,1094,1069,1100
4854912,Pampa,Texas,48179,273,17994,6,37420,0,Micropolitan Statistical Area,0,0,0,0,6694,6482,6587,6444,7203,7367,7176,6550,5869,5907,4872,5126,4857,4964
4856384,Pearsall,Texas,48163,557,9146,6,0,0,0,0,0,0,0,2266,2195,2235,2277,2396,2684,2808,2691,2936,3132,2879,2867,3703,3788
4857908,Pittsburg,Texas,48063,286,4497,6,0,0,0,1,1987,1,0,3741,3864,3926,3640,3624,3006,2942,3372,2920,2614,3211,3160,3161,2829
4858916,Port Lavaca,Texas,48057,149,12248,6,38920,544,Micropolitan Statistical Area,0,0,0,0,3651,3561,3590,3494,3573,3580,3484,3612,3216,3644,4315,4207,4403,4538
4859012,Post,Texas,48169,270,5376,6,0,0,0,0,0,0,0,1200,1219,838,1213,1330,1272,1305,1368,1504,1539,1602,1638,1713,1681
4860632,Ranger,Texas,48133,632,2468,6,0,0,0,0,0,0,0,562,573,621,614,570,555,508,601,605,652,591,612,557,794
4860836,Raymondville,Texas,48489,291,11284,6,39700,154,Micropolitan Statistical Area,0,0,0,0,1929,1874,1585,1844,1914,2116,2257,2346,2489,2728,2399,2567,2446,1902
4861436,Refugio,Texas,48391,99,2890,6,0,0,0,0,0,0,0,1100,1077,1116,1126,1088,1232,1367,1470,1446,1561,1536,1555,1620,1426
4862252,Rising Star,Texas,48133,632,835,6,0,0,0,0,0,0,0,81,71,80,82,100,100,130,84,89,87,130,164,141,186
4862672,Rockdale,Texas,48331,27,5595,6,0,0,0,0,0,0,0,3622,3524,3549,3638,3564,3512,4576,3246,2741,2561,2004,2062,2594,2613
4863176,Roscoe,Texas,48353,86,1322,6,45020,0,Micropolitan Statistical Area,0,0,0,0,272,225,183,201,168,205,197,189,185,244,318,342,390,411
4863788,Runge,Texas,48255,226,1031,6,0,0,0,0,0,0,0,46,33,31,32,21,83,91,85,105,119,213,185,199,212
4863848,Rusk,Texas,48073,475,5551,6,27380,540,Micropolitan Statistical Area,0,0,0,0,1801,1488,2080,2889,2949,3179,3302,3217,3612,3657,2999,2899,2867,2782
4864004,Sabinal,Texas,48463,506,1695,6,46620,0,Micropolitan Statistical Area,0,0,0,0,120,149,180,168,190,282,287,249,185,177,273,231,304,286
4864184,St. Jo,Texas,48337,447,1043,6,0,0,0,0,0,0,0,8,21,14,14,10,82,79,99,123,69,116,120,117,135
4865672,Santa Anna,Texas,48083,511,1099,6,0,0,0,0,0,0,0,167,171,160,179,173,165,150,180,237,198,211,195,420,272
4866188,Schulenburg,Texas,48149,588,2852,6,0,0,0,0,0,0,0,1742,1723,1738,1764,1639,1725,1658,1482,1599,1840,1767,1846,2084,2082
4867640,Shiner,Texas,48285,149,2069,6,0,0,0,0,0,0,0,330,470,445,422,371,792,788,339,1069,881,564,625,757,852
4870772,Sudan,Texas,48279,405,958,6,0,0,0,0,0,0,0,170,188,190,205,244,215,209,192,223,198,148,142,118,155
4870904,Sulphur Springs,Texas,48223,286,15449,6,44860,206,Micropolitan Statistical Area,0,0,0,0,8889,8981,8974,8978,9235,9452,9447,9514,9694,9723,9712,9901,9549,10031
4871540,Sweetwater,Texas,48353,86,10906,6,45020,0,Micropolitan Statistical Area,0,0,0,0,4041,4127,4172,4117,4380,4410,4609,5028,5058,5093,4992,4764,4812,4968
4872776,Thorndale,Texas,48331,27,1336,6,0,0,0,0,0,0,0,51,37,27,27,20,33,39,44,86,92,76,104,121,94
4873868,Tulia,Texas,48437,419,4967,6,0,0,0,0,0,0,0,1711,1726,1618,1586,1572,1501,1429,1402,1368,1568,1391,1356,1302,1318
4874588,Uvalde,Texas,48463,506,15751,6,46620,0,Micropolitan Statistical Area,1,2011,1,0,7204,7373,7625,7143,7877,6580,6514,6393,6402,7254,5939,5885,6012,5509
4875308,Vernon,Texas,48487,453,11002,6,46900,0,Micropolitan Statistical Area,1,2011,1,0,5556,4266,5334,5779,5859,5903,5793,6053,6262,6176,5092,5039,5276,5239
4876024,Waelder,Texas,48177,690,1065,6,0,0,0,0,0,0,0,180,193,153,86,83,83,79,8,12,491,612,613,586,532
4876348,Walnut Springs,Texas,48035,283,827,6,0,0,0,0,0,0,0,52,42,39,52,64,44,34,281,57,101,27,19,48,22
4877020,Weimar,Texas,48089,588,2151,6,0,0,0,0,0,0,0,1410,1255,1315,1352,1405,1496,1398,1293,1351,1203,1408,1445,1475,1274
4878664,Whitney,Texas,48217,283,2087,6,0,0,0,0,0,0,0,849,907,942,962,968,992,954,985,946,858,1024,1137,908,798
4879564,Wills Point,Texas,48467,42,3524,6,0,0,0,0,0,0,0,1193,1206,1291,1289,1330,1294,1281,1170,836,1097,1425,1504,1576,1425
4879768,Wink,Texas,48495,97,940,6,0,0,0,0,0,0,0,27,28,30,28,22,28,60,87,193,205,183,214,194,184
4879816,Winnsboro,Texas,48499,286,3434,6,0,0,0,1,2003,1,0,2468,2483,2296,2266,2414,1943,1743,2124,1628,1914,1937,1923,1907,1853
4879876,Winters,Texas,48399,193,2562,6,0,0,0,0,0,0,0,553,652,612,603,630,674,648,606,613,584,665,709,580,645
4880176,Woodsboro,Texas,48391,99,1512,6,0,0,0,0,0,0,0,111,144,138,104,107,100,123,149,214,316,236,250,291,361
4880212,Woodville,Texas,48457,118,2586,6,0,0,0,0,0,0,0,1370,1493,1555,1534,1437,1340,1411,1495,2378,2402,1775,1826,1666,1537
4880560,Yoakum,Texas,48285,149,5815,6,0,0,0,0,0,0,0,2785,2472,2473,2505,2429,2469,2248,2137,2341,2573,2477,2368,2591,2651
4880584,Yorktown,Texas,48123,149,2092,6,0,0,0,0,0,0,0,382,390,390,403,398,444,430,452,483,468,438,429,464,598
5107832,Blackstone,Virginia,51135,403,3621,6,0,0,0,1,2007,1,0,2353,2184,2092,2104,2311,1769,1586,1618,2098,2137,1557,1497,1517,1568
5111032,Buena Vista,Virginia,51530,441,6650,6,0,0,0,0,0,0,0,2412,2540,2666,2503,3245,2840,2703,1945,2315,2266,2450,2764,2777,2772
5117440,Clifton Forge,Virginia,51005,441,3884,6,0,0,0,0,0,0,0,1003,1024,943,992,892,1011,997,841,652,781,869,875,912,943
5118400,Colonial Beach,Virginia,51193,330,3542,6,0,0,0,0,0,0,0,378,394,375,405,550,497,490,343,451,426,586,590,646,623
5119728,Covington,Virginia,51580,441,5961,6,0,0,0,0,0,0,0,4829,4624,4637,4490,4240,4542,4610,4024,3687,3749,3367,3494,3471,3483
5120160,Crewe,Virginia,51135,403,2326,6,0,0,0,0,0,0,0,647,580,678,620,615,458,604,402,562,573,497,512,491,436
5125808,Emporia,Virginia,51595,261,5927,6,0,0,0,0,0,0,0,5616,4873,4555,5112,4842,5062,5061,4890,4309,4902,4951,3784,4335,4287
5127440,Farmville,Virginia,51147,434,8216,6,0,0,0,1,2011,1,0,6381,6457,6730,6120,6814,8039,8482,8388,7423,6804,6279,6600,6520,6588
5129600,Franklin,Virginia,51620,39,8582,6,0,0,0,1,1985,1,0,3862,3778,4035,3899,4072,4238,3763,4257,4033,4404,4042,3996,3730,4193
5144520,Lawrenceville,Virginia,51025,403,1438,6,0,0,0,0,0,0,0,1530,1526,1452,1550,1526,1398,1522,1497,953,1507,1594,1454,1168,1169
5145512,Lexington,Virginia,51678,441,7042,6,0,0,0,1,2016,1,0,4557,3794,3972,4116,4049,4316,4319,4188,5103,4743,3884,4034,3934,4583
5147528,Luray,Virginia,51139,454,4895,6,0,0,0,1,2004,1,0,4923,4061,3807,4088,3694,3457,3691,3484,3699,3694,3610,3345,3360,3259
5159496,Orange,Virginia,51137,31,4721,6,0,0,0,1,1992,1,0,2340,2405,2401,2147,2142,3311,3003,3314,2986,3453,3914,3911,3888,3867
5171776,Shenandoah,Virginia,51139,454,2373,6,0,0,0,0,0,0,0,746,593,617,627,669,629,549,445,420,496,515,436,423,394
5173712,South Boston,Virginia,51083,403,8142,6,0,0,0,1,2004,1,0,7180,6791,6654,6651,6511,5899,5610,5416,5528,5533,4062,4459,5171,5257
5176000,Strasburg,Virginia,51171,178,6398,6,0,0,0,0,0,0,0,3155,3185,3070,3094,2914,2370,2731,2145,2051,2556,2269,2274,2334,2494
5187712,Woodstock,Virginia,51171,178,5097,6,0,0,0,0,0,0,0,4272,4142,4188,4291,4355,4559,4607,4538,4422,4845,4647,4470,4493,4453
5188000,Wytheville,Virginia,51197,342,8211,6,0,0,0,1,2016,1,0,8613,9072,9027,9430,9265,9257,9299,8581,8402,7426,8781,8532,8388,8407
5501725,Amery,Wisconsin,55095,567,2902,6,0,0,0,0,0,0,0,2354,2392,2235,2529,2473,2262,2195,1965,1214,1274,2767,2769,2751,2537
5502250,Antigo,Wisconsin,55067,263,8234,6,0,0,0,0,0,0,0,5967,6056,6141,6116,6350,6321,6339,3953,5884,6178,5433,5216,5351,5389
5502500,Arcadia,Wisconsin,55121,204,2925,6,0,0,0,0,0,0,0,1520,1540,1548,1729,1868,1912,1908,2150,2115,2174,1744,1684,1799,1799
5504875,Barron,Wisconsin,55005,517,3423,6,0,0,0,0,0,0,0,1580,1530,1503,1436,1355,1359,1352,4007,3894,3869,3824,3773,3781,3810
5506925,Berlin,Wisconsin,55047,233,5524,6,0,0,0,0,0,0,0,3272,3236,3553,3656,3678,3632,3702,3559,3672,3832,3269,3065,3027,3007
5507900,Black River Falls,Wisconsin,55053,204,3622,6,0,0,0,0,0,0,0,7127,6831,7208,6689,6785,3066,3049,5830,5333,2326,3295,3251,3295,3286
5508850,Boscobel,Wisconsin,55043,470,3231,6,38420,0,Micropolitan Statistical Area,0,0,0,0,2411,2189,2234,2095,2130,2178,2045,1702,1902,1887,1497,1547,1548,1557
5514325,Chetek,Wisconsin,55005,517,2221,6,0,0,0,0,0,0,0,1236,1384,1408,1436,1429,1478,1441,1330,661,1371,1282,1315,1288,1247
5515725,Clintonville,Wisconsin,55135,233,4559,6,0,0,0,0,0,0,0,2267,1834,2303,2044,2400,2089,1709,3258,2021,1933,3793,3572,3642,3746
5517950,Cuba City,Wisconsin,55043,470,2086,6,38420,0,Micropolitan Statistical Area,0,0,0,0,544,560,531,475,382,416,415,439,491,502,740,802,805,786
5518025,Cumberland,Wisconsin,55005,517,2170,6,0,0,0,0,0,0,0,1722,1716,1544,1501,1501,1120,1110,1496,828,1182,1315,1224,1347,1282
5525600,Fennimore,Wisconsin,55043,470,2497,6,38420,0,Micropolitan Statistical Area,0,0,0,0,1489,1376,1269,1259,1232,1370,1342,1425,1146,1096,1335,1316,1218,1355
5528200,Galesville,Wisconsin,55121,204,1481,6,0,0,0,0,0,0,0,1044,945,969,941,921,402,395,316,1098,644,869,862,621,801
5534825,Hillsboro,Wisconsin,55123,186,1417,6,0,0,0,0,0,0,0,430,447,429,424,431,394,379,385,410,436,645,801,654,752
5536800,Independence,Wisconsin,55121,204,1336,6,0,0,0,0,0,0,0,279,223,229,210,194,176,185,240,170,151,391,351,300,338
5540850,Ladysmith,Wisconsin,55107,517,3414,6,0,0,0,1,2013,1,0,3157,3278,3305,3274,2795,2432,2338,3080,3088,3094,3097,3055,2895,3126
5542250,Lancaster,Wisconsin,55043,470,3868,6,38420,0,Micropolitan Statistical Area,0,0,0,0,3275,3325,3336,3306,3256,3215,3074,2972,3066,3039,2485,2409,2564,2543
5549300,Marinette,Wisconsin,55075,111,10968,6,31940,0,Micropolitan Statistical Area,0,0,0,0,9669,9661,9722,10641,10898,11098,10732,9284,10207,10005,10367,10447,10740,10879
5549400,Marion,Wisconsin,55135,233,1260,6,0,0,0,0,0,0,0,901,847,1005,891,944,485,391,404,2176,958,809,793,864,825
5550425,Medford,Wisconsin,55119,366,4326,6,0,0,0,0,0,0,0,7731,7732,8214,7797,7763,7443,7336,6679,7041,6716,6109,6007,5862,6134
5551025,Menomonie,Wisconsin,55033,204,16264,6,32860,232,Micropolitan Statistical Area,1,2015,1,0,11861,12001,12186,12592,12633,12378,11871,11670,11802,12364,12756,12729,12888,12543
5551250,Merrill,Wisconsin,55069,366,9661,6,32980,554,Micropolitan Statistical Area,0,0,0,0,7274,7064,7174,7025,7000,7043,7121,6506,6138,6378,5720,5832,5970,5899
5555800,Neillsville,Wisconsin,55019,366,2463,6,0,0,0,0,0,0,0,3007,3052,3134,3100,3048,2698,2671,2626,2420,2618,2598,2483,2619,2588
5556925,New London,Wisconsin,55135,233,7295,6,0,0,0,0,0,0,0,4133,4083,4989,5108,4635,3824,3836,4471,4379,5065,3676,3694,3590,3149
5557325,Niagara,Wisconsin,55075,111,1624,6,31940,0,Micropolitan Statistical Area,0,0,0,0,1127,1133,1068,1093,1096,873,877,592,777,541,691,662,625,575
5560575,Osseo,Wisconsin,55121,204,1701,6,0,0,0,0,0,0,0,408,428,439,485,426,475,476,656,526,441,1712,1720,1769,1795
5560825,Owen,Wisconsin,55019,366,940,6,0,0,0,0,0,0,0,236,222,215,197,185,196,206,207,198,394,378,391,364,351
5562175,Peshtigo,Wisconsin,55075,111,3502,6,31940,0,Micropolitan Statistical Area,0,0,0,0,2250,2161,2090,2125,2098,1873,1981,2055,919,1957,1713,1633,1831,1822
5563250,Platteville,Wisconsin,55043,470,11224,6,38420,0,Micropolitan Statistical Area,1,1999,1,0,5115,5077,5303,5289,5363,5200,5293,5284,5313,5489,5302,5246,5284,5507
5565600,Princeton,Wisconsin,55047,233,1214,6,0,0,0,0,0,0,0,374,369,334,405,417,402,348,360,591,642,377,352,339,339
5566625,Redgranite,Wisconsin,55137,233,2149,6,0,0,0,0,0,0,0,489,485,493,570,577,368,300,134,341,85,994,902,504,524
5567275,Rib Lake,Wisconsin,55119,366,910,6,0,0,0,0,0,0,0,333,287,297,305,274,236,232,218,156,162,296,290,277,337
5567350,Rice Lake,Wisconsin,55005,517,8438,6,0,0,0,1,1991,1,0,9052,8947,8629,9015,8936,8560,8411,5742,8251,8704,8185,8192,8723,8851
5567625,Richland Center,Wisconsin,55103,470,5184,6,0,0,0,0,0,0,0,3814,4398,4273,4338,4444,4663,4845,4022,4575,4564,3998,3950,3936,3854
5570550,St. Croix Falls,Wisconsin,55095,567,2133,6,0,0,0,0,0,0,0,828,791,782,750,712,1001,1001,801,833,1998,1833,1815,1769,2014
5572925,Shawano,Wisconsin,55115,100,9305,6,43020,267,Micropolitan Statistical Area,0,0,0,0,6518,6688,6546,6974,6896,6892,6606,6559,6585,6288,5585,5663,5635,5901
5575325,Sparta,Wisconsin,55081,186,9522,6,0,0,0,0,0,0,0,6070,7013,6683,7304,7133,4134,3871,3963,6273,4573,6166,5952,6345,6706
5577875,Sturgeon Bay,Wisconsin,55029,100,9144,6,0,0,0,1,1994,1,0,7238,6875,7072,7547,7566,7659,7847,7683,7316,7174,7113,7266,7156,7385
5579625,Thorp,Wisconsin,55019,366,1621,6,0,0,0,0,0,0,0,574,561,546,548,577,627,663,984,993,1028,1014,1043,949,1090
5580075,Tomah,Wisconsin,55081,186,9093,6,0,0,0,0,0,0,0,6650,6813,6908,6951,7015,6671,6902,6589,7622,7765,6959,6974,7011,6762
5580125,Tomahawk,Wisconsin,55069,366,3397,6,32980,554,Micropolitan Statistical Area,1,2008,1,0,2973,2956,2999,3062,2915,3000,3039,3004,2890,2968,2159,2217,2273,2234
5582925,Viroqua,Wisconsin,55123,186,4362,6,0,0,0,1,1989,1,0,3477,3486,3286,3529,3645,3762,3825,3647,3716,3691,3409,3350,3353,3517
5584375,Waupaca,Wisconsin,55135,233,6069,6,0,0,0,0,0,0,0,5536,5318,5145,5033,4942,5075,4841,4275,5011,4184,6029,5932,5898,5920
5584625,Wautoma,Wisconsin,55137,233,2218,6,0,0,0,0,0,0,0,1228,909,883,864,1158,1202,1090,1126,1327,2321,1683,1576,1585,1624
5585475,Westby,Wisconsin,55123,186,2200,6,0,0,0,0,0,0,0,1083,1070,1068,1148,1120,1080,1003,1038,1128,729,995,946,1044,1077
5586400,Weyauwega,Wisconsin,55135,233,1900,6,0,0,0,0,0,0,0,1109,1056,925,828,802,854,950,808,903,838,1020,906,966,982
5586725,Whitehall,Wisconsin,55121,204,1558,6,0,0,0,0,0,0,0,3971,3750,3813,4093,1771,4341,4105,3548,3659,3711,4892,4922,5161,5156
801090,Alamosa,Colorado,8003,264,8780,7,0,0,0,0,0,0,0,5280,5327,5111,5515,5703,5482,5988,5889,6090,5434,5551,5016,5713,5836
803620,Aspen,Colorado,8097,183,6658,7,24060,233,Micropolitan Statistical Area,0,0,0,0,8949,7997,9675,9861,10097,10887,10659,9693,9180,9232,8593,8921,10402,10096
810600,Burlington,Colorado,8063,626,4254,7,0,0,0,0,0,0,0,1731,1771,1842,1447,1547,1552,1437,1338,1421,1703,1673,1421,1569,1270
817760,Craig,Colorado,8081,414,9464,7,18780,525,Micropolitan Statistical Area,0,0,0,0,3064,3526,3634,3236,3881,3300,3557,3757,3621,3457,2767,3117,3155,2845
818310,Crested Butte,Colorado,8051,633,1487,7,0,0,0,0,0,0,0,1959,1070,1122,1218,1397,1369,1121,1090,1016,1067,1110,1182,1336,1361
819795,Del Norte,Colorado,8105,264,1686,7,0,0,0,0,0,0,0,667,599,594,555,551,402,571,574,317,358,473,496,507,550
833640,Gunnison,Colorado,8051,633,5854,7,0,0,0,0,0,0,0,2765,2802,3062,3188,3189,4081,4149,3733,3410,3336,2888,2821,3303,3172
843110,Lamar,Colorado,8099,500,7804,7,0,0,0,0,0,0,0,4022,3789,3738,3453,3196,3095,3374,3156,2944,2730,2607,2276,2940,2776
843660,Las Animas,Colorado,8011,500,2410,7,0,0,0,0,0,0,0,620,694,483,495,491,515,461,695,873,657,542,558,572,622
851635,Monte Vista,Colorado,8105,264,4444,7,0,0,0,0,0,0,0,1594,1444,1555,1476,1490,1418,1343,1362,1510,1605,1273,1253,1453,1382
855155,Oak Creek,Colorado,8107,414,884,7,44460,525,Micropolitan Statistical Area,0,0,0,0,31,55,42,38,37,54,58,56,39,46,248,244,224,226
856860,Pagosa Springs,Colorado,8007,423,1727,7,0,0,0,0,0,0,0,1006,1004,1391,1375,1325,949,855,1115,1298,1241,1586,1837,1806,2149
867280,Salida,Colorado,8015,697,5236,7,0,0,0,0,0,0,0,2896,2406,2874,2906,2815,2576,2930,2882,2969,3033,2615,2652,2815,2817
873825,Steamboat Springs,Colorado,8107,414,12088,7,44460,525,Micropolitan Statistical Area,0,0,0,0,9848,9111,9141,10874,11639,12023,11498,11392,10457,10721,10196,10729,10605,11101
873935,Sterling,Colorado,8075,571,14777,7,44540,0,Micropolitan Statistical Area,0,0,0,0,6496,6562,6504,6681,6737,6484,6845,6677,6805,6651,5564,6092,6283,6011
878610,Trinidad,Colorado,8071,613,9096,7,0,0,0,0,0,0,0,4086,4253,4099,4000,3984,4330,3950,3929,3295,3691,3566,2965,3650,3166
886310,Wray,Colorado,8125,579,2342,7,0,0,0,0,0,0,0,1178,1177,1144,1127,1171,1096,1168,1259,1120,1202,1088,1201,1287,1295
