fips,name,st,county,rucc,pop_2010,pop_1940,pop_1930,pop_1920,pop_1910,pop_1900
3900464,Adena,Ohio,39081,3,759,1703,1286,724,570,0
3901000,Akron,Ohio,39153,2,199110,244791,255040,208435,69067,42728
3901042,Albany,Ohio,39009,4,828,551,471,465,546,548
3901154,Alexandria,Ohio,39089,1,517,425,450,415,414,420
3901210,Alger,Ohio,39065,6,860,811,857,787,730,462
3901420,Alliance,Ohio,39151,2,22322,22405,23047,21603,15083,8974
3901630,Amanda,Ohio,39045,1,737,561,557,531,484,0
3901672,Amberley,Ohio,39061,1,3585,0,0,0,0,0
3901742,Amelia,Ohio,39025,1,4801,550,427,658,417,0
3901784,Amesville,Ohio,39009,4,154,286,298,273,267,0
3901798,Amherst,Ohio,39093,1,12021,2896,2844,2485,2106,1758
3901938,Amsterdam,Ohio,39081,3,511,1177,1171,1271,1041,0
3902050,Andover,Ohio,39007,4,1145,945,906,921,902,815
3902092,Anna,Ohio,39149,4,1567,485,462,463,460,451
3902120,Ansonia,Ohio,39037,6,1174,712,651,807,656,676
3902148,Antioch,Ohio,39111,8,86,145,138,133,169,212
3902204,Antwerp,Ohio,39125,6,1736,1086,1024,1096,1187,1206
3902232,Apple Creek,Ohio,39169,4,1173,510,459,382,400,387
3902274,Aquilla,Ohio,39055,1,340,0,0,0,0,0
3902316,Arcadia,Ohio,39063,4,590,481,490,376,380,425
3902330,Arcanum,Ohio,39037,6,2129,1188,1149,1311,1361,1225
3902344,Archbold,Ohio,39051,2,4346,1236,1185,1125,1082,958
3902400,Arlington,Ohio,39063,4,1455,752,701,606,798,738
3902428,Arlington Heights,Ohio,39061,1,745,1222,1214,730,468,360
3902568,Ashland,Ohio,39005,4,20362,12453,11141,9249,6795,4087
3902568,Ashland,Ohio,39005,4,21780,12453,11141,9249,6795,4087
3902582,Ashley,Ohio,39041,1,1330,762,734,786,706,700
3902638,Ashtabula,Ohio,39007,4,19124,21405,23301,22082,18266,12949
3902680,Ashville,Ohio,39129,1,4097,1101,1085,1032,972,654
3902722,Athalia,Ohio,39087,2,373,263,205,233,226,346
3902736,Athens,Ohio,39009,4,23832,7696,7252,6418,5463,3066
3902820,Attica,Ohio,39147,4,899,780,783,658,719,694
3903086,Aurora,Ohio,39133,2,15548,518,0,0,0,0
3903184,Austintown,Ohio,39099,2,29677,0,0,0,0,0
3903184,Austintown,Ohio,39099,2,0,0,0,0,0,0
3903352,Avon,Ohio,39093,1,21193,2118,1826,1460,0,0
3903464,Avon Lake,Ohio,39093,1,22581,2274,1610,904,0,0
3903562,Bailey Lakes,Ohio,39005,4,371,0,0,0,0,0
3903585,Bainbridge,Ohio,39055,1,860,913,735,862,883,954
3903604,Bainbridge,Ohio,39141,4,860,913,735,862,883,954
3903646,Bairdstown,Ohio,39173,2,130,176,172,158,240,298
3903744,Baltic,Ohio,39157,4,795,492,545,406,377,0
3903758,Baltimore,Ohio,39045,1,2966,835,720,566,551,460
3903828,Barberton,Ohio,39153,2,26550,24028,23934,18811,9410,4354
3903926,Barnesville,Ohio,39013,3,4193,5002,4602,4865,4233,3721
3903940,Barnhill,Ohio,39157,4,396,394,438,513,506,811
3904150,Batavia,Ohio,39025,1,1509,1320,1119,1088,1034,1029
3904192,Batesville,Ohio,39121,7,71,194,214,220,282,312
3904402,Bay View,Ohio,39043,4,632,0,0,0,0,0
3904416,Bay Village,Ohio,39035,1,15651,3356,2294,751,450,0
3904458,Beach City,Ohio,39151,2,1033,812,725,658,671,364
3904500,Beachwood,Ohio,39035,1,11953,372,249,225,0,0
3904542,Beallsville,Ohio,39111,8,409,450,479,555,564,554
3904696,Beaver,Ohio,39131,7,449,305,295,278,286,262
3904720,Beavercreek,Ohio,39057,2,45193,0,0,0,0,0
3904752,Beaverdam,Ohio,39003,3,382,377,360,394,455,477
3904878,Bedford,Ohio,39035,1,13074,7390,6814,2677,1783,1486
3904920,Bedford Heights,Ohio,39035,1,10751,0,0,0,0,0
3905074,Bellaire,Ohio,39013,3,4278,13799,13327,15061,12946,9912
3905102,Bellbrook,Ohio,39057,2,6943,410,389,286,283,352
3905116,Belle Center,Ohio,39091,6,813,835,861,909,889,962
3905130,Bellefontaine,Ohio,39091,6,13370,9808,9543,9336,8238,6649
3905158,Belle Valley,Ohio,39121,7,223,617,603,1050,689,0
3905228,Bellevue,Ohio,39143,4,8202,6127,6256,5776,5209,4101
3905284,Bellville,Ohio,39139,3,1918,1199,987,998,1056,1039
3905312,Belmont,Ohio,39013,3,453,697,674,680,572,422
3905396,Belmore,Ohio,39137,6,143,238,251,269,298,334
3905410,Beloit,Ohio,39099,2,978,706,694,589,510,0
3905424,Belpre,Ohio,39167,4,6441,1717,1724,1317,1249,0
3905550,Bentleyville,Ohio,39035,1,864,117,83,0,0,0
3905662,Benton Ridge,Ohio,39063,4,299,304,245,240,352,359
3905690,Berea,Ohio,39035,1,19093,6025,5697,2959,2609,2510
3905718,Bergholz,Ohio,39081,3,664,1122,918,1215,1011,0
3905732,Berkey,Ohio,39095,2,237,248,261,201,0,0
3905900,Berlin Heights,Ohio,39043,4,714,552,569,514,554,625
3906068,Bethel,Ohio,39025,1,2711,1604,1312,1340,1201,850
3906138,Bethesda,Ohio,39013,3,1256,1127,1159,1182,0,0
3906194,Bettsville,Ohio,39147,4,661,692,656,451,486,492
3906222,Beverly,Ohio,39167,4,1313,671,600,566,720,712
3906278,Bexley,Ohio,39049,1,13057,8705,7396,1342,682,0
3906670,Blacklick Estates,Ohio,39049,1,8682,0,0,0,0,0
3906810,Blakeslee,Ohio,39171,6,96,164,146,121,169,239
3906908,Blanchester,Ohio,39027,6,4243,1785,1597,1671,1813,1788
3907062,Bloomdale,Ohio,39173,2,678,575,578,509,602,740
3907188,Bloomingburg,Ohio,39047,6,938,567,543,552,610,636
3907202,Bloomingdale,Ohio,39081,3,202,339,265,191,185,189
3907286,Bloomville,Ohio,39147,4,956,750,700,645,754,819
3907300,Blue Ash,Ohio,39061,1,12114,0,0,0,0,0
3907426,Bluffton,Ohio,39003,3,4125,2077,2035,1950,1953,1783
3907454,Boardman,Ohio,39099,2,35376,0,0,0,0,0
3907454,Boardman,Ohio,39099,2,0,0,0,0,0,0
3907594,Bolivar,Ohio,39157,4,994,596,506,519,567,0
3907790,Boston Heights,Ohio,39153,2,1300,369,309,0,0,0
3907832,Botkins,Ohio,39149,4,1155,502,488,557,579,420
3907916,Bowerston,Ohio,39067,6,398,447,440,500,514,526
3907930,Bowersville,Ohio,39057,2,312,316,310,312,297,370
3907972,Bowling Green,Ohio,39173,2,30028,7190,6688,5788,5222,5067
3908084,Bradford,Ohio,39109,2,1842,1775,1732,2356,1844,1254
3908112,Bradner,Ohio,39173,2,985,890,836,786,890,1148
3908168,Brady Lake,Ohio,39133,2,464,166,78,0,0,0
3908336,Bratenahl,Ohio,39035,1,1197,1350,1308,1000,690,0
3908364,Brecksville,Ohio,39035,1,13656,1900,1308,0,0,0
3908392,Bremen,Ohio,39045,1,1425,1176,1232,1134,925,466
3908504,Brewster,Ohio,39151,2,2112,1534,1464,928,0,0
3908532,Brice,Ohio,39049,1,114,0,0,0,0,0
3908560,Bridgeport,Ohio,39013,3,1831,4853,4655,3977,3974,3963
3909064,Broadview Heights,Ohio,39035,1,19400,1141,689,0,0,0
3909246,Brooklyn,Ohio,39035,1,11169,1108,784,0,0,0
3909274,Brooklyn Heights,Ohio,39035,1,1543,496,413,605,400,0
3909288,Brook Park,Ohio,39035,1,19212,1122,837,861,0,0
3909316,Brookside,Ohio,39013,3,632,975,882,426,383,249
3909358,Brookville,Ohio,39113,2,5884,1653,1403,1336,1187,869
3909386,Broughton,Ohio,39125,6,120,131,113,111,195,226
3909680,Brunswick,Ohio,39103,1,34255,0,0,0,0,0
3909680,Brunswick,Ohio,39103,1,34255,1100,0,0,0,1200
3909792,Bryan,Ohio,39171,6,8545,5404,4689,4252,3641,3131
3909834,Buchtel,Ohio,39009,4,558,775,799,1178,1180,0
3909890,Buckeye Lake,Ohio,39089,1,2746,0,0,0,0,0
3909974,Buckland,Ohio,39011,4,233,287,242,258,364,349
3910030,Bucyrus,Ohio,39033,4,12362,9727,10027,10425,8122,6560
3910030,Bucyrus,Ohio,39033,4,12362,9727,10027,10425,8122,6569
3910254,Burbank,Ohio,39169,4,207,348,299,300,351,325
3910282,Burgoon,Ohio,39143,4,172,267,246,208,0,0
3910296,Burkettsville,Ohio,39107,7,244,220,155,218,236,0
3910436,Burton,Ohio,39055,1,1455,761,597,592,650,727
3910436,Burton,Ohio,39055,1,1452,761,597,592,650,727
3910632,Butler,Ohio,39139,3,933,695,634,622,730,567
3910674,Butlerville,Ohio,39165,1,163,93,68,97,96,125
3910716,Byesville,Ohio,39059,6,2438,2418,2638,2775,3156,1267
3910800,Cadiz,Ohio,39067,6,3353,2808,2597,2084,1971,1755
3910884,Cairo,Ohio,39003,3,524,440,374,380,386,338
3910940,Caldwell,Ohio,39121,7,1748,1705,1778,1706,1430,927
3910954,Caledonia,Ohio,39101,4,577,629,526,492,562,682
3910996,Cambridge,Ohio,39059,6,10635,15044,16129,13104,11327,8241
3911024,Camden,Ohio,39135,6,2046,991,888,904,899,905
3911066,Campbell,Ohio,39099,2,8235,13785,14673,11237,4972,0
3911304,Canal Fulton,Ohio,39151,2,5479,1115,1160,1057,978,1172
3911332,Canal Winchester,Ohio,39049,1,7101,1046,906,791,740,662
3911360,Canfield,Ohio,39099,2,7515,1141,1015,806,685,672
3912000,Canton,Ohio,39151,2,73007,108401,104906,87091,50217,30667
3912084,Cardington,Ohio,39117,1,2047,1304,1192,1109,1349,1354
3912112,Carey,Ohio,39175,7,3674,2984,2722,2488,2225,1816
3912168,Carlisle,Ohio,39165,1,4915,0,0,0,0,0
3912252,Carroll,Ohio,39045,1,524,337,351,348,284,223
3912280,Carrollton,Ohio,39019,2,3241,2548,2286,2192,1730,1271
3912462,Casstown,Ohio,39109,2,267,306,298,291,265,262
3912476,Castalia,Ohio,39043,4,852,0,0,0,0,0
3912504,Castine,Ohio,39037,6,130,124,91,146,142,0
3912560,Catawba,Ohio,39023,3,272,279,244,258,234,231
3912700,Cecil,Ohio,39125,6,188,266,250,263,290,326
3912784,Cedarville,Ohio,39057,2,4019,1034,940,1028,1059,1189
3912868,Celina,Ohio,39107,7,10400,4841,4664,4226,3493,2815
3913036,Centerburg,Ohio,39083,4,1773,779,761,775,723,706
3913169,Centerville,Ohio,39053,6,23999,561,400,335,353,290
3913169,Centerville,Ohio,39053,6,103,113,127,96,143,198
3913190,Centerville,Ohio,39113,2,23999,561,400,335,353,290
3913190,Centerville,Ohio,39113,2,103,113,127,96,143,198
3913358,Chagrin Falls,Ohio,39035,1,4113,2505,2739,2237,1931,1586
3913358,Chagrin Falls,Ohio,39035,1,4104,2505,2739,2237,1931,1586
3913484,Champion Heights,Ohio,39155,2,0,0,0,0,0,0
3913554,Chardon,Ohio,39055,1,5148,2001,1818,1566,1542,1360
3913694,Chatfield,Ohio,39033,4,189,216,236,239,270,298
3913778,Chauncey,Ohio,39009,4,1049,1234,1269,1178,821,0
3913834,Cherry Fork,Ohio,39001,6,155,219,195,0,0,0
3913904,Chesapeake,Ohio,39087,2,745,1068,1094,821,541,0
3913932,Cheshire,Ohio,39053,6,132,0,0,0,0,0
3914086,Chesterhill,Ohio,39115,6,289,442,431,427,410,480
3914114,Chesterville,Ohio,39117,1,228,188,184,155,229,230
3914128,Cheviot,Ohio,39061,1,8375,9043,8046,4108,1930,0
3914156,Chickasaw,Ohio,39107,7,290,141,149,214,309,310
3914184,Chillicothe,Ohio,39141,4,21901,20129,18340,15831,14508,12976
3914226,Chilo,Ohio,39025,1,63,0,0,0,0,0
3914254,Chippewa Lake,Ohio,39103,1,711,42,22,0,0,0
3914296,Christiansburg,Ohio,39021,6,526,536,482,473,0,0
3915000,Cincinnati,Ohio,39061,1,296943,455610,451160,401247,363591,325902
3915000,Cincinnati,Ohio,39061,1,296945,455610,451160,401247,363591,325902
3915070,Circleville,Ohio,39129,1,13314,7982,7369,7049,6744,6991
3915070,Circleville,Ohio,39129,1,13314,7989,7369,7049,6744,6991
3915210,Clarington,Ohio,39111,8,384,490,506,607,784,905
3915336,Clarksburg,Ohio,39141,4,455,390,400,420,558,551
3915406,Clarksville,Ohio,39027,6,548,430,401,410,425,465
3915588,Clay Center,Ohio,39123,4,276,0,0,0,0,0
3915644,Clayton,Ohio,39113,2,13209,0,0,0,0,0
3916000,Cleveland,Ohio,39035,1,396815,878336,900429,796841,560653,381768
3916014,Cleveland Heights,Ohio,39035,1,46121,54992,50945,15236,2955,0
3916014,Cleveland Heights,Ohio,39035,1,46238,54992,50945,15236,2955,0
3916028,Cleves,Ohio,39061,1,3234,1871,1711,1454,1423,1328
3916056,Clifton,Ohio,39057,2,152,187,190,214,239,262
3916182,Clinton,Ohio,39153,2,1214,367,404,312,305,0
3916266,Cloverdale,Ohio,39137,6,168,185,227,180,222,0
3916308,Clyde,Ohio,39143,4,6325,3174,3159,3099,2815,2515
3916378,Coal Grove,Ohio,39087,2,2165,2351,2181,1851,1759,1191
3916378,Coal Grove,Ohio,39087,2,2069,2351,2181,1851,1759,1191
3916434,Coalton,Ohio,39079,7,479,623,646,790,1111,1625
3916532,Coldwater,Ohio,39107,7,4427,2019,1787,1531,869,627
3916532,Coldwater,Ohio,39107,7,4427,2449,1516,974,1114,1515
3916700,College Corner,Ohio,39017,1,407,379,375,348,379,378
3916700,College Corner,Ohio,39135,6,407,379,375,348,379,378
3917036,Columbiana,Ohio,39029,4,6384,2687,2485,2114,1582,1339
3918000,Columbus,Ohio,39049,1,787033,306087,290564,237031,181511,125560
3918014,Columbus Grove,Ohio,39137,6,2137,1737,1633,1768,1802,1935
3918070,Commercial Point,Ohio,39129,1,1582,207,211,220,234,245
3918266,Conesville,Ohio,39031,6,347,0,0,0,0,0
3918308,Congress,Ohio,39169,4,185,157,126,123,164,198
3918350,Conneaut,Ohio,39007,4,12841,9355,9691,9343,8319,7133
3918504,Continental,Ohio,39137,6,1153,1059,897,1093,1074,1104
3918546,Convoy,Ohio,39161,6,1085,817,876,932,741,690
3918588,Coolville,Ohio,39009,4,496,463,475,457,370,315
3918770,Corning,Ohio,39127,1,583,1433,1411,1628,1564,1401
3918812,Cortland,Ohio,39155,2,7104,1014,940,750,612,620
3918840,Corwin,Ohio,39165,1,421,163,138,136,146,131
3918868,Coshocton,Ohio,39031,6,11216,11509,10908,10847,9603,6473
3919050,Covington,Ohio,39109,2,2584,1945,1807,1885,1848,1791
3919106,Craig Beach,Ohio,39099,2,1180,198,0,0,0,0
3919330,Crestline,Ohio,39033,4,4630,4337,4425,4313,3807,3282
3919344,Creston,Ohio,39169,4,2171,1110,1029,894,970,893
3919400,Cridersville,Ohio,39011,4,1852,581,559,493,526,581
3919456,Crooksville,Ohio,39127,1,2534,2890,3251,3311,3028,835
3919554,Crown City,Ohio,39053,6,413,364,292,288,295,284
3919694,Cumberland,Ohio,39059,6,367,421,556,636,609,618
3919750,Custar,Ohio,39173,2,179,250,257,316,345,293
3919778,Cuyahoga Falls,Ohio,39153,2,49652,20546,19797,10200,4020,3186
3919806,Cuyahoga Heights,Ohio,39035,1,638,674,710,739,0,0
3919820,Cygnet,Ohio,39173,2,597,569,523,589,699,896
3919974,Dalton,Ohio,39169,4,1830,774,656,611,599,666
3920114,Danville,Ohio,39083,4,1044,790,764,383,373,298
3920212,Darbyville,Ohio,39129,1,222,256,222,206,233,250
3921000,Dayton,Ohio,39113,2,141527,210718,200982,152559,116577,85333
3921000,Dayton,Ohio,39113,2,141759,210718,200982,152559,116577,85333
3921266,Deer Park,Ohio,39061,1,5736,3510,2642,824,0,0
3921294,Deersville,Ohio,39067,6,79,118,108,115,187,256
3921308,Defiance,Ohio,39039,4,16494,9744,8818,8876,7327,7579
3921378,De Graff,Ohio,39091,6,1285,796,849,932,10821,150
3921378,De Graff,Ohio,39091,6,1285,796,849,932,1082,1150
3921434,Delaware,Ohio,39041,1,34753,8944,8675,8756,9076,7940
3921560,Dellroy,Ohio,39019,2,356,335,342,338,373,400
3921602,Delphos,Ohio,39003,3,7101,5746,5672,5745,5038,4517
3921616,Delta,Ohio,39051,2,3103,1773,1778,1543,169,1230
3921616,Delta,Ohio,39051,2,3103,1773,1778,1543,1689,1230
3921714,Dennison,Ohio,39157,4,2655,4413,4529,5524,4008,3763
3921812,Deshler,Ohio,39069,6,1799,1570,1538,1514,1515,1628
3921910,Dexter City,Ohio,39121,7,129,191,209,212,235,278
3922008,Dillonvale,Ohio,39061,1,665,1652,1434,1643,1519,0
3922022,Dillonvale,Ohio,39081,3,665,1652,1434,1643,1519,0
3922288,Donnelsville,Ohio,39023,3,304,254,210,166,202,200
3922456,Dover,Ohio,39157,4,12826,9691,9716,8101,6621,5422
3922456,Dover,Ohio,39157,4,12826,3200,0,0,0,0
3922568,Doylestown,Ohio,39169,4,3051,1259,1150,1037,877,1057
3922610,Dresden,Ohio,39119,4,1529,1350,1362,1434,1549,1600
3922694,Dublin,Ohio,39049,1,41751,237,224,211,239,275
3922946,Dunkirk,Ohio,39065,6,875,922,905,894,1109,1222
3922974,Dupont,Ohio,39137,6,318,217,206,270,334,370
3923324,East Canton,Ohio,39151,2,1591,919,962,574,448,558
3923380,East Cleveland,Ohio,39035,1,17843,39495,39667,27292,9179,2757
3923618,Eastlake,Ohio,39085,1,18577,0,0,0,0,0
3923730,East Liverpool,Ohio,39029,4,11195,23555,23329,21411,20387,16485
3923940,East Palestine,Ohio,39029,4,4721,5123,5215,5750,3537,2493
3924052,East Sparta,Ohio,39151,2,819,690,0,0,0,0
3924234,Eaton,Ohio,39135,6,8407,3552,3347,3210,3187,3155
3924486,Edgerton,Ohio,39171,6,2012,1082,989,987,1072,1043
3924598,Edison,Ohio,39117,1,437,419,380,386,387,347
3924640,Edon,Ohio,39171,6,834,635,581,610,678,740
3924766,Eldorado,Ohio,39135,6,509,311,292,322,321,358
3924794,Elgin,Ohio,39161,6,57,116,112,115,129,208
3924808,Elida,Ohio,39003,3,1905,551,542,509,447,440
3925144,Elmore,Ohio,39123,4,1410,1103,1107,937,937,1025
3925186,Elmwood Place,Ohio,39061,1,2188,4248,4562,3991,3423,2532
3925256,Elyria,Ohio,39093,1,54533,25120,25633,20474,14825,8791
3925368,Empire,Ohio,39081,3,299,618,703,491,509,509
3925396,Englewood,Ohio,39113,2,13465,531,415,351,0,0
3925452,Enon,Ohio,39023,3,2415,281,280,241,249,295
3925704,Euclid,Ohio,39035,1,48920,17866,12751,3363,1953,0
3925802,Evendale,Ohio,39061,1,2767,0,0,0,0,0
3925914,Fairborn,Ohio,39057,2,32352,0,0,0,0,0
3925942,Fairfax,Ohio,39061,1,1699,0,0,0,0,0
3925970,Fairfield,Ohio,39017,1,42510,0,0,0,0,0
3925970,Fairfield,Ohio,39017,1,42510,2549,0,0,0,300
3926166,Fairlawn,Ohio,39153,2,7437,0,0,0,0,0
3926306,Fairport Harbor,Ohio,39085,1,3109,4528,4972,4211,2263,2073
3926348,Fairview,Ohio,39059,6,83,206,217,231,346,291
3926348,Fairview,Ohio,39059,6,16826,4700,3689,642,0,0
3926446,Fairview Park,Ohio,39035,1,16826,4700,3689,642,0,0
3926656,Farmersville,Ohio,39113,2,1009,464,446,479,437,440
3926768,Fayette,Ohio,39051,2,1283,912,347,936,915,886
3926796,Fayetteville,Ohio,39015,1,330,394,330,349,370,323
3926880,Felicity,Ohio,39025,1,818,641,580,606,578,695
3927048,Findlay,Ohio,39063,4,41202,20228,19363,17021,14858,17613
3927412,Fletcher,Ohio,39109,2,473,436,407,369,376,375
3927538,Florida,Ohio,39069,6,232,216,173,159,234,276
3927552,Flushing,Ohio,39013,3,879,1217,1119,1026,868,653
3927636,Forest,Ohio,39065,6,1461,1083,1103,1143,1285,1155
3927706,Forest Park,Ohio,39061,1,18720,0,0,0,0,0
3927818,Fort Jennings,Ohio,39137,6,485,326,318,275,336,322
3927832,Fort Loramie,Ohio,39149,4,1478,507,427,472,489,444
3927902,Fort Recovery,Ohio,39107,7,1430,1123,1118,1092,1193,1097
3927902,Fort Recovery,Ohio,39107,7,1430,822,796,754,708,698
3927944,Fort Shawnee,Ohio,39003,3,3726,0,0,0,0,0
3928014,Fostoria,Ohio,39147,4,13441,13453,12790,9987,9597,7730
3928182,Frankfort,Ohio,39141,4,1064,839,764,776,734,717
3928476,Franklin,Ohio,39165,1,11771,4511,4491,3071,2659,2724
3928574,Frazeysburg,Ohio,39119,4,1326,640,679,667,614,730
3928616,Fredericksburg,Ohio,39169,4,423,485,483,480,507,511
3928658,Fredericktown,Ohio,39083,4,2493,1297,1257,1194,1021,890
3928798,Freeport,Ohio,39067,6,369,562,578,626,624,690
3928826,Fremont,Ohio,39143,4,16734,14710,13422,12468,9939,8439
3929050,Fulton,Ohio,39117,1,258,0,0,0,0,0
3929064,Fultonham,Ohio,39119,4,176,240,165,168,210,245
3929106,Gahanna,Ohio,39049,1,33248,425,417,347,294,276
3929148,Galena,Ohio,39041,1,653,355,376,0,0,0
3929162,Galion,Ohio,39033,4,10512,8685,7674,7374,7214,7282
3929204,Gallipolis,Ohio,39053,6,3641,7832,7106,6070,5560,5432
3929246,Gambier,Ohio,39083,4,2391,470,498,433,537,751
3929288,Gann,Ohio,39083,4,125,187,277,342,341,250
3929428,Garfield Heights,Ohio,39035,1,28849,16989,15989,2550,0,0
3929428,Garfield Heights,Ohio,39035,1,28849,16989,15589,2550,0,0
3929442,Garrettsville,Ohio,39133,2,2325,1264,1179,1119,1001,1145
3929498,Gates Mills,Ohio,39035,1,2270,906,581,0,0,0
3929610,Geneva,Ohio,39007,4,6215,4171,3791,3081,2496,2342
3929652,Geneva-on-the-Lake,Ohio,39007,4,1288,172,102,0,0,0
3929722,Genoa,Ohio,39123,4,2336,1455,1437,971,817,824
3929778,Georgetown,Ohio,39015,1,4331,1848,1531,1670,1580,1529
3929932,Germantown,Ohio,39113,2,5547,2095,2029,1827,1778,1702
3929974,Gettysburg,Ohio,39037,6,513,440,418,375,320,246
3930072,Gibsonburg,Ohio,39143,4,2581,2169,2129,1737,1864,1791
3930114,Gilboa,Ohio,39137,6,184,209,201,235,345,346
3930198,Girard,Ohio,39155,2,9958,9805,9859,6556,3736,2630
3930198,Girard,Ohio,39155,2,9958,9805,9859,6555,3736,2630
3930282,Glandorf,Ohio,39137,6,1001,483,455,499,558,749
3930380,Glendale,Ohio,39061,1,2155,2359,2300,1759,1741,1545
3930436,Glenford,Ohio,39127,1,173,231,180,0,0,0
3930506,Glenmont,Ohio,39075,7,272,281,279,287,269,209
3930632,Glenwillow,Ohio,39035,1,923,218,215,200,0,0
3930660,Gloria Glens Park,Ohio,39103,1,425,6,0,0,0,0
3930674,Glouster,Ohio,39009,4,1791,2847,2903,3140,2527,2155
3930702,Gnadenhutten,Ohio,39157,4,1288,876,870,530,560,547
3930786,Golf Manor,Ohio,39061,1,3611,0,0,0,0,0
3930912,Gordon,Ohio,39037,6,212,178,137,153,181,177
3931150,Grafton,Ohio,39093,1,6636,971,935,900,955,1098
3931206,Grand Rapids,Ohio,39173,2,965,614,589,517,574,549
3931234,Grand River,Ohio,39085,1,399,305,314,248,203,332
3931304,Grandview Heights,Ohio,39049,1,6536,6960,6358,1185,489,0
3931402,Granville,Ohio,39089,1,5646,1502,1407,1440,1394,1425
3931402,Granville,Ohio,39089,1,5646,1502,1467,1440,1394,1425
3931458,Gratiot,Ohio,39089,1,221,0,0,0,0,0
3931472,Gratis,Ohio,39135,6,881,435,365,372,410,375
3931542,Graysville,Ohio,39111,8,76,170,192,187,166,174
3931860,Green,Ohio,39153,2,25699,0,0,0,0,0
3931948,Green Camp,Ohio,39101,4,374,327,362,278,308,369
3932088,Greenfield,Ohio,39071,6,4639,4228,3871,4344,4228,3979
3932158,Greenhills,Ohio,39061,1,3615,2677,0,0,0,0
3932256,Green Springs,Ohio,39143,4,1368,930,750,830,833,816
3932256,Green Springs,Ohio,39147,4,1368,930,750,830,833,816
3932340,Greenville,Ohio,39037,6,13227,7745,7036,7104,6237,5501
3932368,Greenwich,Ohio,39077,4,1476,996,956,827,876,849
3932592,Grove City,Ohio,39049,1,35575,1787,1546,905,837,656
3932592,Grove City,Ohio,39049,1,35575,1800,1546,905,837,656
3932606,Groveport,Ohio,39049,1,5363,1052,946,671,643,519
3932620,Grover Hill,Ohio,39125,6,402,478,414,530,676,655
3932956,Hamden,Ohio,39163,8,879,924,883,837,1019,838
3932984,Hamersville,Ohio,39015,1,546,349,267,235,276,242
3933012,Hamilton,Ohio,39017,1,62477,50592,52176,39675,35279,23914
3933012,Hamilton,Ohio,39017,1,62447,50592,52176,39675,35279,23914
3933096,Hamler,Ohio,39069,6,576,475,535,560,596,574
3933194,Hanging Rock,Ohio,39087,2,221,481,550,591,662,665
3933292,Hanover,Ohio,39089,1,921,325,355,321,331,314
3933306,Hanoverton,Ohio,39029,4,408,292,287,266,317,399
3933376,Harbor View,Ohio,39095,2,123,361,292,0,0,0
3933656,Harpster,Ohio,39175,7,204,203,239,240,239,0
3933740,Harrisburg,Ohio,39049,1,320,294,276,258,286,247
3933838,Harrison,Ohio,39061,1,9897,1656,1449,1309,1368,1456
3934090,Harrisville,Ohio,39067,6,235,442,380,356,364,256
3934118,Harrod,Ohio,39003,3,417,422,421,389,474,370
3934202,Hartford,Ohio,39089,1,397,353,354,400,410,414
3934328,Hartville,Ohio,39151,2,2944,0,0,0,0,0
3934384,Harveysburg,Ohio,39165,1,546,354,361,355,359,435
3934412,Haskins,Ohio,39173,2,1188,447,466,427,391,449
3934552,Haviland,Ohio,39125,6,215,210,202,270,233,186
3934636,Hayesville,Ohio,39005,4,448,363,382,247,338,332
3934748,Heath,Ohio,39089,1,10310,0,0,0,0,0
3934790,Hebron,Ohio,39089,1,2336,723,757,683,677,455
3934860,Helena,Ohio,39143,4,224,268,238,209,305,0
3934888,Hemlock,Ohio,39127,1,155,353,282,497,452,581
3935098,Hicksville,Ohio,39039,4,3581,2549,2445,2378,2395,2520
3935168,Higginsport,Ohio,39015,1,251,373,374,353,417,650
3935210,Highland,Ohio,39071,6,254,262,231,235,272,265
3935252,Highland Heights,Ohio,39035,1,8345,356,281,0,0,0
3935255,Highland Hills,Ohio,39035,1,1130,0,0,0,0,0
3935476,Hilliard,Ohio,39049,1,28435,583,465,451,370,376
3935476,Hilliard,Ohio,39049,1,28234,583,465,451,370,376
3935532,Hills and Dales,Ohio,39151,2,221,98,84,0,0,0
3935560,Hillsboro,Ohio,39071,6,6605,4713,4040,4356,4296,4535
3935658,Hiram,Ohio,39133,2,1406,389,441,453,422,659
3935854,Holgate,Ohio,39069,6,1109,1050,951,1039,1095,1237
3935864,Holiday City,Ohio,39171,6,52,0,0,0,0,0
3935882,Holland,Ohio,39095,2,1764,607,503,0,0,0
3935896,Hollansburg,Ohio,39037,6,227,280,261,262,287,275
3935924,Holloway,Ohio,39013,3,338,733,772,974,786,0
3935994,Holmesville,Ohio,39075,7,372,375,342,359,320,304
3936260,Hopedale,Ohio,39067,6,950,901,742,561,391,365
3936568,Hoytville,Ohio,39173,2,303,361,341,367,404,431
3936582,Hubbard,Ohio,39155,2,7874,4189,4080,3320,1699,1230
3936610,Huber Heights,Ohio,39113,2,38101,0,0,0,0,0
3936651,Hudson,Ohio,39153,2,22262,1417,1324,1134,1021,983
3936651,Hudson,Ohio,39153,2,22262,1417,1324,1134,1031,983
3936918,Hunting Valley,Ohio,39035,1,705,374,401,0,0,0
3936918,Hunting Valley,Ohio,39035,1,707,374,401,0,0,0
3936988,Huntsville,Ohio,39091,6,431,353,398,339,328,408
3937016,Huron,Ohio,39043,4,7149,1827,1699,1703,1756,1708
