city_fips,name,st,cty_fips,cbsa_fips,cz,rucc,pop_2010,msp,msp_yr,msp_accr,msp_affl,cty_seat
3930072,Gibsonburg,Ohio,39143,23380,77,4,2581,0,0,0,0,0
3930674,Glouster,Ohio,39009,11900,442,4,1791,0,0,0,0,0
3932088,Greenfield,Ohio,39071,0,400,6,4639,0,0,0,0,0
3932340,Greenville,Ohio,39037,24820,38,6,13227,0,0,0,0,1
3935098,Hicksville,Ohio,39039,19580,432,4,3581,0,0,0,0,0
3935560,Hillsboro,Ohio,39071,0,400,6,6605,0,0,0,0,1
3935854,Holgate,Ohio,39069,0,432,6,1109,0,0,0,0,0
3937016,Huron,Ohio,39043,41780,417,4,7149,0,0,0,0,0
3937842,Jackson,Ohio,39079,27160,327,7,6397,0,0,0,0,1
3938500,Jefferson,Ohio,39007,11780,170,4,3120,0,0,0,0,1
3939886,Kenton,Ohio,39065,0,536,6,8262,0,0,0,0,1
3942560,Leetonia,Ohio,39029,41400,296,4,1959,0,0,0,0,0
3942602,Leipsic,Ohio,39137,0,404,6,2093,0,0,0,0,0
3942938,Lewisburg,Ohio,39135,0,38,6,1820,0,0,0,0,0
3943554,Lima,Ohio,39003,30620,404,3,38771,0,0,0,0,1
3944030,Lisbon,Ohio,39029,41400,296,4,2821,0,0,0,0,1
3945066,Loudonville,Ohio,39005,11740,391,4,2641,0,0,0,0,0
3945696,McArthur,Ohio,39163,0,327,8,1701,0,0,0,0,1
3945808,McComb,Ohio,39063,22300,536,4,1648,0,0,0,0,0
3945822,McConnelsville,Ohio,39115,0,10,6,1784,0,0,0,0,1
3947012,Manchester,Ohio,39001,0,89,6,2023,0,0,0,0,0
3947138,Mansfield,Ohio,39139,31900,391,3,47821,0,0,0,0,1
3947502,Marblehead,Ohio,39123,38840,77,4,903,0,0,0,0,0
3947628,Marietta,Ohio,39167,31930,81,4,14085,1,2013,1,0,1
3947754,Marion,Ohio,39101,32020,391,4,36837,0,0,0,0,1
3948104,Martins Ferry,Ohio,39013,48540,222,3,6915,0,0,0,0,0
3948706,Mechanicsburg,Ohio,39021,46500,38,6,1644,0,0,0,0,0
3949756,Middleport,Ohio,39105,0,442,6,2530,0,0,0,0,0
3950372,Millersburg,Ohio,39075,0,148,7,3025,1,2006,1,0,1
3950904,Mingo Junction,Ohio,39081,48260,213,3,3454,0,0,0,0,0
3950918,Minster,Ohio,39011,47540,404,4,2805,0,0,0,0,0
3951618,Monroeville,Ohio,39077,35940,417,4,1400,0,0,0,0,0
3951772,Montpelier,Ohio,39171,0,432,6,4072,0,0,0,0,0
3953102,Mount Vernon,Ohio,39083,34540,10,4,16990,1,2009,1,0,1
3953550,Napoleon,Ohio,39069,0,432,6,8749,0,0,0,0,1
3953886,Nelsonville,Ohio,39009,11900,442,4,5392,0,0,0,0,0
3954166,New Boston,Ohio,39145,39020,327,4,2272,0,0,0,0,0
3954194,New Bremen,Ohio,39011,47540,404,4,2978,0,0,0,0,0
3954334,New Carlisle,Ohio,39023,44220,38,3,5785,0,0,0,0,0
3954432,Newcomerstown,Ohio,39157,35420,148,4,3822,0,0,0,0,0
3954446,New Concord,Ohio,39119,49780,10,4,2491,0,0,0,0,0
3954908,New London,Ohio,39077,35940,417,4,2461,0,0,0,0,0
3955216,New Philadelphia,Ohio,39157,35420,148,4,17288,0,0,0,0,1
3957302,Norwalk,Ohio,39077,35940,417,4,17012,0,0,0,0,1
3957582,Oak Harbor,Ohio,39123,38840,77,4,2759,0,0,0,0,0
3957596,Oak Hill,Ohio,39079,27160,327,7,1551,0,0,0,0,0
3958828,Orrville,Ohio,39169,49300,148,4,8380,0,0,0,0,0
3958982,Ottawa,Ohio,39137,0,404,6,4460,0,0,0,0,1
3961252,Paulding,Ohio,39125,0,432,6,3605,0,0,0,0,1
3961322,Payne,Ohio,39125,0,432,6,1194,0,0,0,0,0
3961420,Peebles,Ohio,39001,0,89,6,1782,0,0,0,0,0
3963800,Plymouth,Ohio,39139,31900,391,3,1857,0,0,0,0,0
3964024,Pomeroy,Ohio,39105,0,442,6,1852,0,0,0,0,1
3964150,Port Clinton,Ohio,39123,38840,77,4,6056,1,2015,0,1,1
3964304,Portsmouth,Ohio,39145,39020,327,4,20226,1,2007,1,0,1
3964542,Powhatan Point,Ohio,39013,48540,222,3,1592,0,0,0,0,0
3964780,Prospect,Ohio,39101,32020,391,4,1112,0,0,0,0,0
3967356,Rittman,Ohio,39169,49300,148,4,6491,0,0,0,0,0
3967874,Rockford,Ohio,39107,16380,404,7,1120,0,0,0,0,0
3969400,Sabina,Ohio,39027,48940,400,6,2564,0,0,0,0,0
3969526,St. Clairsville,Ohio,39013,48540,222,3,5184,0,0,0,0,1
3969680,St. Marys,Ohio,39011,47540,404,4,8332,0,0,0,0,0
3969708,St. Paris,Ohio,39021,46500,38,6,2089,0,0,0,0,0
3969834,Salem,Ohio,39029,41400,296,4,12303,0,0,0,0,0
3970100,Salineville,Ohio,39029,41400,296,4,1311,0,0,0,0,0
3970380,Sandusky,Ohio,39043,41780,417,4,25793,0,0,0,0,1
3970814,Scio,Ohio,39067,0,148,6,763,0,0,0,0,0
3971640,Shadyside,Ohio,39013,48540,222,3,3785,0,0,0,0,0
3972102,Shelby,Ohio,39139,31900,391,3,9317,0,0,0,0,0
3972396,Shreve,Ohio,39169,49300,148,4,1514,0,0,0,0,0
3972424,Sidney,Ohio,39149,43380,38,4,21229,0,0,0,0,1
3972760,Smithfield,Ohio,39081,48260,213,3,869,0,0,0,0,0
3973124,South Charleston,Ohio,39023,44220,38,3,1693,0,0,0,0,0
3973894,South Zanesville,Ohio,39119,49780,10,4,1989,0,0,0,0,0
3974034,Spencerville,Ohio,39003,30620,404,3,2223,0,0,0,0,0
3974118,Springfield,Ohio,39023,44220,38,3,60608,0,0,0,0,1
3974608,Steubenville,Ohio,39081,48260,213,3,18659,0,0,0,0,1
3974958,Strasburg,Ohio,39157,35420,148,4,2608,0,0,0,0,0
3975140,Stryker,Ohio,39171,0,432,6,1335,0,0,0,0,0
3976778,Tiffin,Ohio,39147,45660,536,4,17963,1,2015,1,0,1
3976806,Tiltonsville,Ohio,39081,48260,213,3,1372,0,0,0,0,0
3977112,Toronto,Ohio,39081,48260,213,3,5091,0,0,0,0,0
3978176,Uhrichsville,Ohio,39157,35420,148,4,5413,0,0,0,0,0
3978624,Union City,Ohio,39037,24820,38,6,1666,0,0,0,0,0
3979044,Upper Sandusky,Ohio,39175,0,536,7,6596,0,0,0,0,1
3979072,Urbana,Ohio,39021,46500,38,6,11793,1,2014,0,1,1
3979562,Van Wert,Ohio,39161,46780,404,6,10846,1,2004,1,0,1
3979912,Versailles,Ohio,39037,24820,38,6,2687,0,0,0,0,0
3980766,Wapakoneta,Ohio,39011,47540,404,4,9867,0,0,0,0,1
3981718,Washington Court House,Ohio,39047,47920,400,6,14192,0,0,0,0,0
3981942,Waverly City,Ohio,39131,0,327,7,4408,0,0,0,0,1
3982712,Wellston,Ohio,39079,27160,327,7,5663,0,0,0,0,0
3982740,Wellsville,Ohio,39029,41400,296,4,3541,0,0,0,0,0
3983608,West Lafayette,Ohio,39031,18740,148,6,2321,0,0,0,0,0
3983734,West Liberty,Ohio,39091,13340,536,6,1805,0,0,0,0,0
3984294,West Union,Ohio,39001,0,89,6,3241,0,0,0,0,1
3985232,Willard,Ohio,39077,35940,417,4,6236,0,0,0,0,0
3985792,Wilmington,Ohio,39027,48940,400,6,12520,1,2014,0,1,1
3986436,Woodsfield,Ohio,39111,0,222,8,2384,0,0,0,0,1
3986492,Woodville,Ohio,39143,23380,77,4,2135,0,0,0,0,0
3986548,Wooster,Ohio,39169,49300,148,4,26119,1,2004,1,0,1
3987178,Yorkville,Ohio,39081,48260,213,3,1079,0,0,0,0,0
3988084,Zanesville,Ohio,39119,49780,10,4,25487,0,0,0,0,1
5500275,Adams,Wisconsin,55001,0,223,8,1967,0,0,0,0,0
5501225,Alma,Wisconsin,55011,0,204,8,781,0,0,0,0,1
5501550,Altoona,Wisconsin,55035,20740,204,3,6706,0,0,0,0,0
5501725,Amery,Wisconsin,55095,0,567,6,2902,0,0,0,0,0
5502250,Antigo,Wisconsin,55067,0,263,6,8234,0,0,0,0,1
5502375,Appleton,Wisconsin,55087,11540,233,3,72623,0,0,0,0,1
5502500,Arcadia,Wisconsin,55121,0,204,6,2925,0,0,0,0,0
5503225,Ashland,Wisconsin,55003,0,279,7,8216,0,0,0,0,1
5503825,Augusta,Wisconsin,55035,20740,204,3,1550,0,0,0,0,0
5504625,Baraboo,Wisconsin,55111,12660,223,4,12048,0,0,0,0,1
5504875,Barron,Wisconsin,55005,0,517,6,3423,0,0,0,0,1
5505900,Beaver Dam,Wisconsin,55027,13180,70,4,16214,0,0,0,0,0
5506500,Beloit,Wisconsin,55105,27500,545,3,36966,1,1988,1,0,0
5506925,Berlin,Wisconsin,55047,0,233,6,5524,0,0,0,0,0
5507900,Black River Falls,Wisconsin,55053,0,204,6,3622,0,0,0,0,1
5508225,Bloomer,Wisconsin,55017,20740,204,3,3539,0,0,0,0,0
5508850,Boscobel,Wisconsin,55043,38420,470,6,3231,0,0,0,0,0
5509725,Brillion,Wisconsin,55015,11540,233,3,3148,0,0,0,0,0
5511200,Burlington,Wisconsin,55101,39540,58,3,10464,0,0,0,0,0
5512325,Campbellsport,Wisconsin,55039,22540,233,3,2016,0,0,0,0,0
5514325,Chetek,Wisconsin,55005,0,517,6,2221,0,0,0,0,0
5514475,Chilton,Wisconsin,55015,11540,233,3,3933,0,0,0,0,1
5514575,Chippewa Falls,Wisconsin,55017,20740,204,3,13661,1,1989,1,0,1
5515725,Clintonville,Wisconsin,55135,0,233,6,4559,0,0,0,0,0
5517100,Cornell,Wisconsin,55017,20740,204,3,1467,0,0,0,0,0
5517425,Crandon,Wisconsin,55041,0,263,9,1920,0,0,0,0,1
5517950,Cuba City,Wisconsin,55043,38420,470,6,2086,0,0,0,0,0
5518025,Cumberland,Wisconsin,55005,0,517,6,2170,0,0,0,0,0
5518875,Darlington,Wisconsin,55065,0,545,8,2451,1,1996,1,0,1
5519450,Delavan,Wisconsin,55127,48580,58,4,8463,0,0,0,0,0
5521225,Durand,Wisconsin,55091,0,204,8,1931,0,0,0,0,1
5521625,Eagle River,Wisconsin,55125,0,263,9,1398,1,1999,1,0,1
5522300,Eau Claire,Wisconsin,55035,20740,204,3,65883,0,0,0,0,1
5522575,Edgerton,Wisconsin,55105,27500,545,3,5461,0,0,0,0,0
5523300,Elkhorn,Wisconsin,55127,48580,58,4,10084,0,0,0,0,1
5523800,Elroy,Wisconsin,55057,0,223,7,1442,0,0,0,0,0
5524550,Evansville,Wisconsin,55105,27500,545,3,5012,0,0,0,0,0
5525600,Fennimore,Wisconsin,55043,38420,470,6,2497,0,0,0,0,0
5526275,Fond du Lac,Wisconsin,55039,22540,233,3,43021,1,2004,1,0,1
5526675,Fort Atkinson,Wisconsin,55055,48020,70,4,12368,0,0,0,0,0
5527000,Fox Lake,Wisconsin,55027,13180,70,4,1519,0,0,0,0,0
5528200,Galesville,Wisconsin,55121,0,204,6,1481,0,0,0,0,0
5533450,Hayward,Wisconsin,55113,0,517,7,2318,0,0,0,0,1
5534825,Hillsboro,Wisconsin,55123,0,186,6,1417,0,0,0,0,0
5535750,Horicon,Wisconsin,55027,13180,70,4,3655,0,0,0,0,0
5536525,Hurley,Wisconsin,55051,0,130,9,1547,0,0,0,0,1
5536800,Independence,Wisconsin,55121,0,204,6,1336,0,0,0,0,0
5537825,Janesville,Wisconsin,55105,27500,545,3,63575,0,0,0,0,1
5537900,Jefferson,Wisconsin,55055,48020,70,4,7973,0,0,0,0,1
5538675,Juneau,Wisconsin,55027,13180,70,4,2814,0,0,0,0,1
5538800,Kaukauna,Wisconsin,55087,11540,233,3,15462,0,0,0,0,0
5539525,Kiel,Wisconsin,55071,31820,586,4,3738,0,0,0,0,0
5539650,Kimberly,Wisconsin,55087,11540,233,3,6468,0,0,0,0,0
5540275,Kohler,Wisconsin,55117,43100,586,3,2120,0,0,0,0,0
5540775,La Crosse,Wisconsin,55063,29100,186,3,51320,1,2014,1,0,1
5540850,Ladysmith,Wisconsin,55107,0,517,6,3414,1,2013,1,0,1
5541450,Lake Geneva,Wisconsin,55127,48580,58,4,7651,0,0,0,0,0
5541675,Lake Mills,Wisconsin,55055,48020,70,4,5708,1,2006,1,0,0
5542250,Lancaster,Wisconsin,55043,38420,470,6,3868,0,0,0,0,1
5544950,Little Chute,Wisconsin,55087,11540,233,3,10449,0,0,0,0,0
5548500,Manitowoc,Wisconsin,55071,31820,586,4,33736,0,0,0,0,1
5549300,Marinette,Wisconsin,55075,31940,111,6,10968,0,0,0,0,1
5549400,Marion,Wisconsin,55135,0,233,6,1260,0,0,0,0,0
5549675,Marshfield,Wisconsin,55141,49220,366,4,19118,1,1990,1,0,0
5550025,Mauston,Wisconsin,55057,0,223,7,4423,0,0,0,0,1
5550200,Mayville,Wisconsin,55027,13180,70,4,5154,1,2018,1,0,0
5550425,Medford,Wisconsin,55119,0,366,6,4326,0,0,0,0,1
5550825,Menasha,Wisconsin,55139,36780,233,3,17353,0,0,0,0,0
5551025,Menomonie,Wisconsin,55033,32860,204,6,16264,1,2015,1,0,1
5551250,Merrill,Wisconsin,55069,32980,366,6,9661,0,0,0,0,1
5552200,Milton,Wisconsin,55105,27500,545,3,5546,0,0,0,0,0
5553600,Mondovi,Wisconsin,55011,0,204,8,2777,0,0,0,0,0
5553875,Montello,Wisconsin,55077,0,223,8,1495,0,0,0,0,1
5554075,Montreal,Wisconsin,55051,0,130,9,807,0,0,0,0,0
5554500,Mosinee,Wisconsin,55073,48140,366,3,3988,0,0,0,0,0
5555750,Neenah,Wisconsin,55139,36780,233,3,25501,0,0,0,0,0
5555800,Neillsville,Wisconsin,55019,0,366,6,2463,0,0,0,0,1
5555875,Nekoosa,Wisconsin,55141,49220,366,4,2580,0,0,0,0,0
5556800,New Holstein,Wisconsin,55015,11540,233,3,3236,0,0,0,0,0
5556900,New Lisbon,Wisconsin,55057,0,223,7,2554,0,0,0,0,0
5556925,New London,Wisconsin,55135,0,233,6,7295,0,0,0,0,0
5557325,Niagara,Wisconsin,55075,31940,111,6,1624,0,0,0,0,0
5558000,North Fond du Lac,Wisconsin,55039,22540,233,3,5014,0,0,0,0,0
5559875,Omro,Wisconsin,55139,36780,233,3,3517,1,2011,1,0,0
5559925,Onalaska,Wisconsin,55063,29100,186,3,17736,0,0,0,0,0
5560500,Oshkosh,Wisconsin,55139,36780,233,3,66083,0,0,0,0,1
5560575,Osseo,Wisconsin,55121,0,204,6,1701,0,0,0,0,0
5560825,Owen,Wisconsin,55019,0,366,6,940,0,0,0,0,0
5561200,Park Falls,Wisconsin,55099,0,279,9,2462,0,0,0,0,0
5562175,Peshtigo,Wisconsin,55075,31940,111,6,3502,0,0,0,0,0
5562450,Phillips,Wisconsin,55099,0,279,9,1478,0,0,0,0,1
5563250,Platteville,Wisconsin,55043,38420,470,6,11224,1,1999,1,0,0
5563700,Plymouth,Wisconsin,55117,43100,586,3,8445,0,0,0,0,0
5564175,Port Edwards,Wisconsin,55141,49220,366,4,1818,0,0,0,0,0
5565050,Prairie du Chien,Wisconsin,55023,0,470,7,5911,0,0,0,0,1
5565100,Prairie du Sac,Wisconsin,55111,12660,223,4,3972,0,0,0,0,0
5565600,Princeton,Wisconsin,55047,0,233,6,1214,0,0,0,0,0
5566150,Randolph,Wisconsin,55027,13180,70,4,1811,0,0,0,0,0
5566625,Redgranite,Wisconsin,55137,0,233,6,2149,0,0,0,0,0
5566800,Reedsburg,Wisconsin,55111,12660,223,4,9200,0,0,0,0,0
5567200,Rhinelander,Wisconsin,55085,0,263,7,7798,0,0,0,0,1
5567275,Rib Lake,Wisconsin,55119,0,366,6,910,0,0,0,0,0
5567350,Rice Lake,Wisconsin,55005,0,517,6,8438,1,1991,1,0,0
5567625,Richland Center,Wisconsin,55103,0,470,6,5184,0,0,0,0,1
5568175,Ripon,Wisconsin,55039,22540,233,3,7733,1,1988,1,0,0
5570550,St. Croix Falls,Wisconsin,55095,0,567,6,2133,0,0,0,0,0
5571650,Sauk City,Wisconsin,55111,12660,223,4,3410,0,0,0,0,0
5572150,Schofield,Wisconsin,55073,48140,366,3,2169,0,0,0,0,0
5572670,Seymour,Wisconsin,55035,20740,204,3,1418,0,0,0,0,0
5572725,Seymour,Wisconsin,55087,11540,233,3,3451,0,0,0,0,0
5572925,Shawano,Wisconsin,55115,43020,100,6,9305,0,0,0,0,1
5572975,Sheboygan,Wisconsin,55117,43100,586,3,49288,0,0,0,0,1
5573025,Sheboygan Falls,Wisconsin,55117,43100,586,3,7775,1,1988,1,0,0
5573825,Shullsburg,Wisconsin,55065,0,545,8,1226,1,2016,1,0,0
5575325,Sparta,Wisconsin,55081,0,186,6,9522,0,0,0,0,1
5575625,Spooner,Wisconsin,55129,0,517,7,2682,0,0,0,0,0
5576625,Stanley,Wisconsin,55017,20740,204,3,3608,0,0,0,0,0
5577200,Stevens Point,Wisconsin,55097,44620,366,4,26717,0,0,0,0,1
5577750,Stratford,Wisconsin,55073,48140,366,3,1578,0,0,0,0,0
5577875,Sturgeon Bay,Wisconsin,55029,0,100,6,9144,1,1994,1,0,1
5579625,Thorp,Wisconsin,55019,0,366,6,1621,0,0,0,0,0
5580075,Tomah,Wisconsin,55081,0,186,6,9093,0,0,0,0,0
5580125,Tomahawk,Wisconsin,55069,32980,366,6,3397,1,2008,1,0,0
5581325,Two Rivers,Wisconsin,55071,31820,586,4,11712,1,1996,1,0,0
5582925,Viroqua,Wisconsin,55123,0,186,6,4362,1,1989,1,0,1
5583525,Washburn,Wisconsin,55007,0,279,8,2117,0,0,0,0,1
5583925,Waterloo,Wisconsin,55055,48020,70,4,3333,0,0,0,0,0
5583975,Watertown,Wisconsin,55055,48020,70,4,23861,1,2000,1,0,0
5584375,Waupaca,Wisconsin,55135,0,233,6,6069,0,0,0,0,1
5584425,Waupun,Wisconsin,55027,13180,70,4,11340,0,0,0,0,0
5584475,Wausau,Wisconsin,55073,48140,366,3,39106,1,2002,1,0,1
5584625,Wautoma,Wisconsin,55137,0,233,6,2218,0,0,0,0,1
5585475,Westby,Wisconsin,55123,0,186,6,2200,0,0,0,0,0
5586275,West Salem,Wisconsin,55063,29100,186,3,4799,0,0,0,0,0
5586400,Weyauwega,Wisconsin,55135,0,233,6,1900,0,0,0,0,0
5586725,Whitehall,Wisconsin,55121,0,204,6,1558,0,0,0,0,1
5586925,Whitewater,Wisconsin,55127,48580,58,4,14390,0,0,0,0,0
5588200,Wisconsin Rapids,Wisconsin,55141,49220,366,4,18367,0,0,0,0,1
