city_fips,town,year,population
1959475,"Orange City, IA",2010,6004
1959475,"Orange City, IA",2011,6121
1959475,"Orange City, IA",2012,6155
1959475,"Orange City, IA",2013,6129
1959475,"Orange City, IA",2014,6116
1959475,"Orange City, IA",2015,6122
1959475,"Orange City, IA",2016,6173
1959475,"Orange City, IA",2017,6072
1959475,"Orange City, IA",2018,6062
1959475,"Orange City, IA",2019,6182
1959745,"Osage, IA",1990,3439
1959745,"Osage, IA",1991,3461
1959745,"Osage, IA",1992,3443
1959745,"Osage, IA",1993,3514
1959745,"Osage, IA",1994,3538
1959745,"Osage, IA",1995,3554
1959745,"Osage, IA",1996,3593
1959745,"Osage, IA",1997,3608
1959745,"Osage, IA",1998,3604
1959745,"Osage, IA",1999,3640
1959745,"Osage, IA",2000,3451
1959745,"Osage, IA",2001,3446
1959745,"Osage, IA",2002,3499
1959745,"Osage, IA",2003,3521
1959745,"Osage, IA",2004,3560
1959745,"Osage, IA",2005,3546
1959745,"Osage, IA",2006,3571
1959745,"Osage, IA",2007,3583
1959745,"Osage, IA",2008,3600
1959745,"Osage, IA",2009,3602
1959745,"Osage, IA",2010,3619
1959745,"Osage, IA",2011,3618
1959745,"Osage, IA",2012,3623
1959745,"Osage, IA",2013,3611
1959745,"Osage, IA",2014,3616
1959745,"Osage, IA",2015,3591
1959745,"Osage, IA",2016,3586
1959745,"Osage, IA",2017,3553
1959745,"Osage, IA",2018,3551
1959745,"Osage, IA",2019,3555
1959835,"Osceola, IA",1990,4164
1959835,"Osceola, IA",1991,4200
1959835,"Osceola, IA",1992,4239
1959835,"Osceola, IA",1993,4227
1959835,"Osceola, IA",1994,4143
1959835,"Osceola, IA",1995,4155
1959835,"Osceola, IA",1996,4228
1959835,"Osceola, IA",1997,4232
1959835,"Osceola, IA",1998,4270
1959835,"Osceola, IA",1999,4314
1959835,"Osceola, IA",2000,4659
1959835,"Osceola, IA",2001,4802
1959835,"Osceola, IA",2002,4818
1959835,"Osceola, IA",2003,4863
1959835,"Osceola, IA",2004,4886
1959835,"Osceola, IA",2005,4830
1959835,"Osceola, IA",2006,4848
1959835,"Osceola, IA",2007,4833
1959835,"Osceola, IA",2008,4878
1959835,"Osceola, IA",2009,4891
1959835,"Osceola, IA",2010,4929
1959835,"Osceola, IA",2011,5006
1959835,"Osceola, IA",2012,5020
1959835,"Osceola, IA",2013,4964
1959835,"Osceola, IA",2014,4933
1959835,"Osceola, IA",2015,4942
1959835,"Osceola, IA",2016,5013
1959835,"Osceola, IA",2017,5084
1959835,"Osceola, IA",2018,5230
1959835,"Osceola, IA",2019,5242
1959925,"Oskaloosa, IA",1990,10632
1959925,"Oskaloosa, IA",1991,10623
1959925,"Oskaloosa, IA",1992,10631
1959925,"Oskaloosa, IA",1993,10662
1959925,"Oskaloosa, IA",1994,10666
1959925,"Oskaloosa, IA",1995,10672
1959925,"Oskaloosa, IA",1996,10617
1959925,"Oskaloosa, IA",1997,10647
1959925,"Oskaloosa, IA",1998,10671
1959925,"Oskaloosa, IA",1999,10762
1959925,"Oskaloosa, IA",2000,10938
1959925,"Oskaloosa, IA",2001,11223
1959925,"Oskaloosa, IA",2002,11270
1959925,"Oskaloosa, IA",2003,11154
1959925,"Oskaloosa, IA",2004,11204
1959925,"Oskaloosa, IA",2005,11337
1959925,"Oskaloosa, IA",2006,11275
1959925,"Oskaloosa, IA",2007,11357
1959925,"Oskaloosa, IA",2008,11456
1959925,"Oskaloosa, IA",2009,11427
1959925,"Oskaloosa, IA",2010,11463
1959925,"Oskaloosa, IA",2011,11570
1959925,"Oskaloosa, IA",2012,11533
1959925,"Oskaloosa, IA",2013,11557
1959925,"Oskaloosa, IA",2014,11530
1959925,"Oskaloosa, IA",2015,11570
1959925,"Oskaloosa, IA",2016,11514
1959925,"Oskaloosa, IA",2017,11547
1959925,"Oskaloosa, IA",2018,11448
1959925,"Oskaloosa, IA",2019,11506
1960465,"Ottumwa, IA",1990,24488
1960465,"Ottumwa, IA",1991,24604
1960465,"Ottumwa, IA",1992,24710
1960465,"Ottumwa, IA",1993,24786
1960465,"Ottumwa, IA",1994,24712
1960465,"Ottumwa, IA",1995,24460
1960465,"Ottumwa, IA",1996,24429
1960465,"Ottumwa, IA",1997,24326
1960465,"Ottumwa, IA",1998,24235
1960465,"Ottumwa, IA",1999,24213
1960465,"Ottumwa, IA",2000,24998
1960465,"Ottumwa, IA",2001,24843
1960465,"Ottumwa, IA",2002,24786
1960465,"Ottumwa, IA",2003,24794
1960465,"Ottumwa, IA",2004,24808
1960465,"Ottumwa, IA",2005,24964
1960465,"Ottumwa, IA",2006,24952
1960465,"Ottumwa, IA",2007,24775
1960465,"Ottumwa, IA",2008,24776
1960465,"Ottumwa, IA",2009,24885
1960465,"Ottumwa, IA",2010,25023
1960465,"Ottumwa, IA",2011,24894
1960465,"Ottumwa, IA",2012,24836
1960465,"Ottumwa, IA",2013,24875
1960465,"Ottumwa, IA",2014,24800
1960465,"Ottumwa, IA",2015,24810
1960465,"Ottumwa, IA",2016,24648
1960465,"Ottumwa, IA",2017,24436
1960465,"Ottumwa, IA",2018,24415
1960465,"Ottumwa, IA",2019,24368
1961590,"Parkersburg, IA",1990,1804
1961590,"Parkersburg, IA",1991,1833
1961590,"Parkersburg, IA",1992,1846
1961590,"Parkersburg, IA",1993,1875
1961590,"Parkersburg, IA",1994,1897
1961590,"Parkersburg, IA",1995,1907
1961590,"Parkersburg, IA",1996,1909
1961590,"Parkersburg, IA",1997,1908
1961590,"Parkersburg, IA",1998,1899
1961590,"Parkersburg, IA",1999,1890
1961590,"Parkersburg, IA",2000,1889
1961590,"Parkersburg, IA",2001,1869
1961590,"Parkersburg, IA",2002,1855
1961590,"Parkersburg, IA",2003,1858
1961590,"Parkersburg, IA",2004,1867
1961590,"Parkersburg, IA",2005,1868
1961590,"Parkersburg, IA",2006,1867
1961590,"Parkersburg, IA",2007,1874
1961590,"Parkersburg, IA",2008,1874
1961590,"Parkersburg, IA",2009,1847
1961590,"Parkersburg, IA",2010,1870
1961590,"Parkersburg, IA",2011,1919
1961590,"Parkersburg, IA",2012,1928
1961590,"Parkersburg, IA",2013,1940
1961590,"Parkersburg, IA",2014,1945
1961590,"Parkersburg, IA",2015,1944
1961590,"Parkersburg, IA",2016,1930
1961590,"Parkersburg, IA",2017,1943
1961590,"Parkersburg, IA",2018,1940
1961590,"Parkersburg, IA",2019,1928
1961905,"Paullina, IA",1990,1134
1961905,"Paullina, IA",1991,1144
1961905,"Paullina, IA",1992,1144
1961905,"Paullina, IA",1993,1139
1961905,"Paullina, IA",1994,1130
1961905,"Paullina, IA",1995,1122
1961905,"Paullina, IA",1996,1098
1961905,"Paullina, IA",1997,1091
1961905,"Paullina, IA",1998,1079
1961905,"Paullina, IA",1999,1048
1961905,"Paullina, IA",2000,1124
1961905,"Paullina, IA",2001,1085
1961905,"Paullina, IA",2002,1076
1961905,"Paullina, IA",2003,1072
1961905,"Paullina, IA",2004,1059
1961905,"Paullina, IA",2005,1060
1961905,"Paullina, IA",2006,1062
1961905,"Paullina, IA",2007,1054
1961905,"Paullina, IA",2008,1049
1961905,"Paullina, IA",2009,1056
1961905,"Paullina, IA",2010,1056
1961905,"Paullina, IA",2011,1036
1961905,"Paullina, IA",2012,1029
1961905,"Paullina, IA",2013,1021
1961905,"Paullina, IA",2014,1017
1961905,"Paullina, IA",2015,1004
1961905,"Paullina, IA",2016,1002
1961905,"Paullina, IA",2017,983
1961905,"Paullina, IA",2018,981
1961905,"Paullina, IA",2019,977
1962040,"Pella, IA",1990,9270
1962040,"Pella, IA",1991,9446
1962040,"Pella, IA",1992,9453
1962040,"Pella, IA",1993,9536
1962040,"Pella, IA",1994,9580
1962040,"Pella, IA",1995,9730
1962040,"Pella, IA",1996,9666
1962040,"Pella, IA",1997,9680
1962040,"Pella, IA",1998,9835
1962040,"Pella, IA",1999,9970
1962040,"Pella, IA",2000,9832
1962040,"Pella, IA",2001,10110
1962040,"Pella, IA",2002,10121
1962040,"Pella, IA",2003,10139
1962040,"Pella, IA",2004,10165
1962040,"Pella, IA",2005,10160
1962040,"Pella, IA",2006,10459
1962040,"Pella, IA",2007,10297
1962040,"Pella, IA",2008,10367
1962040,"Pella, IA",2009,10395
1962040,"Pella, IA",2010,10352
1962040,"Pella, IA",2011,10331
1962040,"Pella, IA",2012,10340
1962040,"Pella, IA",2013,10203
1962040,"Pella, IA",2014,10371
1962040,"Pella, IA",2015,10198
1962040,"Pella, IA",2016,10231
1962040,"Pella, IA",2017,10245
1962040,"Pella, IA",2018,10208
1962040,"Pella, IA",2019,10237
1963975,"Pocahontas, IA",1990,2085
1963975,"Pocahontas, IA",1991,2106
1963975,"Pocahontas, IA",1992,2091
1963975,"Pocahontas, IA",1993,2065
1963975,"Pocahontas, IA",1994,2064
1963975,"Pocahontas, IA",1995,2067
1963975,"Pocahontas, IA",1996,2037
1963975,"Pocahontas, IA",1997,2020
1963975,"Pocahontas, IA",1998,2020
1963975,"Pocahontas, IA",1999,2014
1963975,"Pocahontas, IA",2000,1970
1963975,"Pocahontas, IA",2001,1951
1963975,"Pocahontas, IA",2002,1937
1963975,"Pocahontas, IA",2003,1906
1963975,"Pocahontas, IA",2004,1880
1963975,"Pocahontas, IA",2005,1853
1963975,"Pocahontas, IA",2006,1832
1963975,"Pocahontas, IA",2007,1838
1963975,"Pocahontas, IA",2008,1814
1963975,"Pocahontas, IA",2009,1799
1963975,"Pocahontas, IA",2010,1789
1963975,"Pocahontas, IA",2011,1756
1963975,"Pocahontas, IA",2012,1750
1963975,"Pocahontas, IA",2013,1747
1963975,"Pocahontas, IA",2014,1752
1963975,"Pocahontas, IA",2015,1723
1963975,"Pocahontas, IA",2016,1691
1963975,"Pocahontas, IA",2017,1687
1963975,"Pocahontas, IA",2018,1656
1963975,"Pocahontas, IA",2019,1634
1964290,"Postville, IA",1990,1472
1964290,"Postville, IA",1991,1553
1964290,"Postville, IA",1992,1570
1964290,"Postville, IA",1993,1585
1964290,"Postville, IA",1994,1581
1964290,"Postville, IA",1995,1606
1964290,"Postville, IA",1996,1609
1964290,"Postville, IA",1997,1623
1964290,"Postville, IA",1998,1654
1964290,"Postville, IA",1999,1662
1964290,"Postville, IA",2000,2273
1964290,"Postville, IA",2001,2213
1964290,"Postville, IA",2002,2206
1964290,"Postville, IA",2003,2216
1964290,"Postville, IA",2004,2217
1964290,"Postville, IA",2005,2224
1964290,"Postville, IA",2006,2227
1964290,"Postville, IA",2007,2223
1964290,"Postville, IA",2008,2223
1964290,"Postville, IA",2009,2217
1964290,"Postville, IA",2010,2227
1964290,"Postville, IA",2011,2193
1964290,"Postville, IA",2012,2171
1964290,"Postville, IA",2013,2159
1964290,"Postville, IA",2014,2149
1964290,"Postville, IA",2015,2109
1964290,"Postville, IA",2016,2099
1964290,"Postville, IA",2017,2086
1964290,"Postville, IA",2018,2083
1964290,"Postville, IA",2019,2053
1964650,"Primghar, IA",1990,950
1964650,"Primghar, IA",1991,954
1964650,"Primghar, IA",1992,955
1964650,"Primghar, IA",1993,952
1964650,"Primghar, IA",1994,947
1964650,"Primghar, IA",1995,940
1964650,"Primghar, IA",1996,921
1964650,"Primghar, IA",1997,914
1964650,"Primghar, IA",1998,904
1964650,"Primghar, IA",1999,885
1964650,"Primghar, IA",2000,891
1964650,"Primghar, IA",2001,890
1964650,"Primghar, IA",2002,886
1964650,"Primghar, IA",2003,891
1964650,"Primghar, IA",2004,885
1964650,"Primghar, IA",2005,889
1964650,"Primghar, IA",2006,895
1964650,"Primghar, IA",2007,893
1964650,"Primghar, IA",2008,894
1964650,"Primghar, IA",2009,905
1964650,"Primghar, IA",2010,909
1964650,"Primghar, IA",2011,897
1964650,"Primghar, IA",2012,890
1964650,"Primghar, IA",2013,885
1964650,"Primghar, IA",2014,884
1964650,"Primghar, IA",2015,870
1964650,"Primghar, IA",2016,871
1964650,"Primghar, IA",2017,861
1964650,"Primghar, IA",2018,859
1964650,"Primghar, IA",2019,856
1966135,"Red Oak, IA",1990,6264
1966135,"Red Oak, IA",1991,6227
1966135,"Red Oak, IA",1992,6196
1966135,"Red Oak, IA",1993,6264
1966135,"Red Oak, IA",1994,6244
1966135,"Red Oak, IA",1995,6258
1966135,"Red Oak, IA",1996,6256
1966135,"Red Oak, IA",1997,6235
1966135,"Red Oak, IA",1998,6227
1966135,"Red Oak, IA",1999,6158
1966135,"Red Oak, IA",2000,6197
1966135,"Red Oak, IA",2001,6079
1966135,"Red Oak, IA",2002,5982
1966135,"Red Oak, IA",2003,5937
1966135,"Red Oak, IA",2004,5934
1966135,"Red Oak, IA",2005,5955
1966135,"Red Oak, IA",2006,5945
1966135,"Red Oak, IA",2007,5847
1966135,"Red Oak, IA",2008,5771
1966135,"Red Oak, IA",2009,5769
1966135,"Red Oak, IA",2010,5742
1966135,"Red Oak, IA",2011,5676
1966135,"Red Oak, IA",2012,5629
1966135,"Red Oak, IA",2013,5561
1966135,"Red Oak, IA",2014,5551
1966135,"Red Oak, IA",2015,5426
1966135,"Red Oak, IA",2016,5410
1966135,"Red Oak, IA",2017,5396
1966135,"Red Oak, IA",2018,5305
1966135,"Red Oak, IA",2019,5276
1966315,"Reinbeck, IA",1990,1605
1966315,"Reinbeck, IA",1991,1596
1966315,"Reinbeck, IA",1992,1613
1966315,"Reinbeck, IA",1993,1610
1966315,"Reinbeck, IA",1994,1625
1966315,"Reinbeck, IA",1995,1636
1966315,"Reinbeck, IA",1996,1642
1966315,"Reinbeck, IA",1997,1641
1966315,"Reinbeck, IA",1998,1634
1966315,"Reinbeck, IA",1999,1646
1966315,"Reinbeck, IA",2000,1751
1966315,"Reinbeck, IA",2001,1734
1966315,"Reinbeck, IA",2002,1731
1966315,"Reinbeck, IA",2003,1716
1966315,"Reinbeck, IA",2004,1711
1966315,"Reinbeck, IA",2005,1704
1966315,"Reinbeck, IA",2006,1698
1966315,"Reinbeck, IA",2007,1672
1966315,"Reinbeck, IA",2008,1668
1966315,"Reinbeck, IA",2009,1670
1966315,"Reinbeck, IA",2010,1664
1966315,"Reinbeck, IA",2011,1675
1966315,"Reinbeck, IA",2012,1662
1966315,"Reinbeck, IA",2013,1649
1966315,"Reinbeck, IA",2014,1646
1966315,"Reinbeck, IA",2015,1643
1966315,"Reinbeck, IA",2016,1636
1966315,"Reinbeck, IA",2017,1634
1966315,"Reinbeck, IA",2018,1633
1966315,"Reinbeck, IA",2019,1626
1966405,"Remsen, IA",1990,1513
1966405,"Remsen, IA",1991,1533
1966405,"Remsen, IA",1992,1549
1966405,"Remsen, IA",1993,1567
1966405,"Remsen, IA",1994,1585
1966405,"Remsen, IA",1995,1606
1966405,"Remsen, IA",1996,1639
1966405,"Remsen, IA",1997,1664
1966405,"Remsen, IA",1998,1672
1966405,"Remsen, IA",1999,1677
1966405,"Remsen, IA",2000,1762
1966405,"Remsen, IA",2001,1756
1966405,"Remsen, IA",2002,1734
1966405,"Remsen, IA",2003,1733
1966405,"Remsen, IA",2004,1735
1966405,"Remsen, IA",2005,1716
1966405,"Remsen, IA",2006,1708
1966405,"Remsen, IA",2007,1689
1966405,"Remsen, IA",2008,1679
1966405,"Remsen, IA",2009,1665
1966405,"Remsen, IA",2010,1663
1966405,"Remsen, IA",2011,1650
1966405,"Remsen, IA",2012,1647
1966405,"Remsen, IA",2013,1645
1966405,"Remsen, IA",2014,1640
1966405,"Remsen, IA",2015,1635
1966405,"Remsen, IA",2016,1648
1966405,"Remsen, IA",2017,1635
1966405,"Remsen, IA",2018,1622
1966405,"Remsen, IA",2019,1617
1968070,"Rockford, IA",1990,863
1968070,"Rockford, IA",1991,877
1968070,"Rockford, IA",1992,883
1968070,"Rockford, IA",1993,876
1968070,"Rockford, IA",1994,871
1968070,"Rockford, IA",1995,863
1968070,"Rockford, IA",1996,859
1968070,"Rockford, IA",1997,857
1968070,"Rockford, IA",1998,851
1968070,"Rockford, IA",1999,840
1968070,"Rockford, IA",2000,907
1968070,"Rockford, IA",2001,894
1968070,"Rockford, IA",2002,892
1968070,"Rockford, IA",2003,891
1968070,"Rockford, IA",2004,885
1968070,"Rockford, IA",2005,880
1968070,"Rockford, IA",2006,882
1968070,"Rockford, IA",2007,875
1968070,"Rockford, IA",2008,865
1968070,"Rockford, IA",2009,859
1968070,"Rockford, IA",2010,860
1968070,"Rockford, IA",2011,852
1968070,"Rockford, IA",2012,849
1968070,"Rockford, IA",2013,846
1968070,"Rockford, IA",2014,845
1968070,"Rockford, IA",2015,838
1968070,"Rockford, IA",2016,834
1968070,"Rockford, IA",2017,827
1968070,"Rockford, IA",2018,828
1968070,"Rockford, IA",2019,822
1968160,"Rock Rapids, IA",1990,2601
1968160,"Rock Rapids, IA",1991,2690
1968160,"Rock Rapids, IA",1992,2697
1968160,"Rock Rapids, IA",1993,2704
1968160,"Rock Rapids, IA",1994,2701
1968160,"Rock Rapids, IA",1995,2693
1968160,"Rock Rapids, IA",1996,2716
1968160,"Rock Rapids, IA",1997,2727
1968160,"Rock Rapids, IA",1998,2742
1968160,"Rock Rapids, IA",1999,2735
1968160,"Rock Rapids, IA",2000,2573
1968160,"Rock Rapids, IA",2001,2558
1968160,"Rock Rapids, IA",2002,2557
1968160,"Rock Rapids, IA",2003,2564
1968160,"Rock Rapids, IA",2004,2566
1968160,"Rock Rapids, IA",2005,2563
1968160,"Rock Rapids, IA",2006,2547
1968160,"Rock Rapids, IA",2007,2536
1968160,"Rock Rapids, IA",2008,2538
1968160,"Rock Rapids, IA",2009,2542
1968160,"Rock Rapids, IA",2010,2549
1968160,"Rock Rapids, IA",2011,2567
1968160,"Rock Rapids, IA",2012,2568
1968160,"Rock Rapids, IA",2013,2561
1968160,"Rock Rapids, IA",2014,2560
1968160,"Rock Rapids, IA",2015,2566
1968160,"Rock Rapids, IA",2016,2550
1968160,"Rock Rapids, IA",2017,2547
1968160,"Rock Rapids, IA",2018,2546
1968160,"Rock Rapids, IA",2019,2522
1968205,"Rock Valley, IA",1990,2540
1968205,"Rock Valley, IA",1991,2574
1968205,"Rock Valley, IA",1992,2619
1968205,"Rock Valley, IA",1993,2666
1968205,"Rock Valley, IA",1994,2689
1968205,"Rock Valley, IA",1995,2698
1968205,"Rock Valley, IA",1996,2702
1968205,"Rock Valley, IA",1997,2707
1968205,"Rock Valley, IA",1998,2715
1968205,"Rock Valley, IA",1999,2717
1968205,"Rock Valley, IA",2000,2702
1968205,"Rock Valley, IA",2001,2966
1968205,"Rock Valley, IA",2002,3007
1968205,"Rock Valley, IA",2003,3039
1968205,"Rock Valley, IA",2004,3083
1968205,"Rock Valley, IA",2005,3124
1968205,"Rock Valley, IA",2006,3180
1968205,"Rock Valley, IA",2007,3226
1968205,"Rock Valley, IA",2008,3274
1968205,"Rock Valley, IA",2009,3324
1968205,"Rock Valley, IA",2010,3354
1968205,"Rock Valley, IA",2011,3518
1968205,"Rock Valley, IA",2012,3557
1968205,"Rock Valley, IA",2013,3648
1968205,"Rock Valley, IA",2014,3696
1968205,"Rock Valley, IA",2015,3756
1968205,"Rock Valley, IA",2016,3792
1968205,"Rock Valley, IA",2017,3816
1968205,"Rock Valley, IA",2018,3839
1968205,"Rock Valley, IA",2019,3854
1968295,"Rockwell City, IA",1990,1981
1968295,"Rockwell City, IA",1991,1981
1968295,"Rockwell City, IA",1992,1979
1968295,"Rockwell City, IA",1993,1961
1968295,"Rockwell City, IA",1994,1960
1968295,"Rockwell City, IA",1995,1926
1968295,"Rockwell City, IA",1996,1918
1968295,"Rockwell City, IA",1997,1898
1968295,"Rockwell City, IA",1998,1883
1968295,"Rockwell City, IA",1999,1872
1968295,"Rockwell City, IA",2000,2264
1968295,"Rockwell City, IA",2001,2161
1968295,"Rockwell City, IA",2002,2090
1968295,"Rockwell City, IA",2003,2025
1968295,"Rockwell City, IA",2004,1985
1968295,"Rockwell City, IA",2005,1939
1968295,"Rockwell City, IA",2006,1884
1968295,"Rockwell City, IA",2007,1832
1968295,"Rockwell City, IA",2008,1786
1968295,"Rockwell City, IA",2009,1731
1968295,"Rockwell City, IA",2010,1709
1968295,"Rockwell City, IA",2011,2190
1968295,"Rockwell City, IA",2012,2161
1968295,"Rockwell City, IA",2013,2154
1968295,"Rockwell City, IA",2014,2137
1968295,"Rockwell City, IA",2015,2128
1968295,"Rockwell City, IA",2016,2122
1968295,"Rockwell City, IA",2017,2103
1968295,"Rockwell City, IA",2018,2094
1968295,"Rockwell City, IA",2019,2082
1969645,"Sac City, IA",1990,2492
1969645,"Sac City, IA",1991,2485
1969645,"Sac City, IA",1992,2471
1969645,"Sac City, IA",1993,2433
1969645,"Sac City, IA",1994,2432
1969645,"Sac City, IA",1995,2406
1969645,"Sac City, IA",1996,2392
1969645,"Sac City, IA",1997,2366
1969645,"Sac City, IA",1998,2352
1969645,"Sac City, IA",1999,2321
1969645,"Sac City, IA",2000,2368
1969645,"Sac City, IA",2001,2354
1969645,"Sac City, IA",2002,2304
1969645,"Sac City, IA",2003,2283
1969645,"Sac City, IA",2004,2273
1969645,"Sac City, IA",2005,2250
1969645,"Sac City, IA",2006,2261
1969645,"Sac City, IA",2007,2233
1969645,"Sac City, IA",2008,2231
1969645,"Sac City, IA",2009,2211
1969645,"Sac City, IA",2010,2220
1969645,"Sac City, IA",2011,2196
1969645,"Sac City, IA",2012,2176
1969645,"Sac City, IA",2013,2143
1969645,"Sac City, IA",2014,2151
1969645,"Sac City, IA",2015,2127
1969645,"Sac City, IA",2016,2103
1969645,"Sac City, IA",2017,2095
1969645,"Sac City, IA",2018,2071
1969645,"Sac City, IA",2019,2068
1970410,"Sanborn, IA",1990,1345
1970410,"Sanborn, IA",1991,1355
1970410,"Sanborn, IA",1992,1362
1970410,"Sanborn, IA",1993,1356
1970410,"Sanborn, IA",1994,1354
1970410,"Sanborn, IA",1995,1358
1970410,"Sanborn, IA",1996,1340
1970410,"Sanborn, IA",1997,1342
1970410,"Sanborn, IA",1998,1360
1970410,"Sanborn, IA",1999,1377
1970410,"Sanborn, IA",2000,1353
1970410,"Sanborn, IA",2001,1349
1970410,"Sanborn, IA",2002,1349
1970410,"Sanborn, IA",2003,1357
1970410,"Sanborn, IA",2004,1351
1970410,"Sanborn, IA",2005,1362
1970410,"Sanborn, IA",2006,1374
1970410,"Sanborn, IA",2007,1372
1970410,"Sanborn, IA",2008,1376
1970410,"Sanborn, IA",2009,1396
1970410,"Sanborn, IA",2010,1404
1970410,"Sanborn, IA",2011,1389
1970410,"Sanborn, IA",2012,1387
1970410,"Sanborn, IA",2013,1377
1970410,"Sanborn, IA",2014,1379
1970410,"Sanborn, IA",2015,1385
1970410,"Sanborn, IA",2016,1395
1970410,"Sanborn, IA",2017,1377
1970410,"Sanborn, IA",2018,1380
1970410,"Sanborn, IA",2019,1381
1972210,"Sheffield, IA",1990,1174
1972210,"Sheffield, IA",1991,1137
1972210,"Sheffield, IA",1992,1125
1972210,"Sheffield, IA",1993,1135
1972210,"Sheffield, IA",1994,1118
1972210,"Sheffield, IA",1995,1121
1972210,"Sheffield, IA",1996,1125
1972210,"Sheffield, IA",1997,1113
1972210,"Sheffield, IA",1998,1110
1972210,"Sheffield, IA",1999,1098
1972210,"Sheffield, IA",2000,930
1972210,"Sheffield, IA",2001,950
1972210,"Sheffield, IA",2002,978
1972210,"Sheffield, IA",2003,1001
1972210,"Sheffield, IA",2004,1037
1972210,"Sheffield, IA",2005,1066
1972210,"Sheffield, IA",2006,1082
1972210,"Sheffield, IA",2007,1113
1972210,"Sheffield, IA",2008,1130
1972210,"Sheffield, IA",2009,1151
1972210,"Sheffield, IA",2010,1172
1972210,"Sheffield, IA",2011,1176
1972210,"Sheffield, IA",2012,1160
1972210,"Sheffield, IA",2013,1162
1972210,"Sheffield, IA",2014,1151
1972210,"Sheffield, IA",2015,1137
1972210,"Sheffield, IA",2016,1121
1972210,"Sheffield, IA",2017,1118
1972210,"Sheffield, IA",2018,1109
1972210,"Sheffield, IA",2019,1106
1972390,"Sheldon, IA",1990,4937
1972390,"Sheldon, IA",1991,4956
1972390,"Sheldon, IA",1992,4992
1972390,"Sheldon, IA",1993,4993
1972390,"Sheldon, IA",1994,5004
1972390,"Sheldon, IA",1995,5000
1972390,"Sheldon, IA",1996,4966
1972390,"Sheldon, IA",1997,4999
1972390,"Sheldon, IA",1998,4972
1972390,"Sheldon, IA",1999,4852
1972390,"Sheldon, IA",2000,4914
1972390,"Sheldon, IA",2001,5018
1972390,"Sheldon, IA",2002,5013
1972390,"Sheldon, IA",2003,5041
1972390,"Sheldon, IA",2004,5016
1972390,"Sheldon, IA",2005,5051
1972390,"Sheldon, IA",2006,5093
1972390,"Sheldon, IA",2007,5084
1972390,"Sheldon, IA",2008,5094
1972390,"Sheldon, IA",2009,5162
1972390,"Sheldon, IA",2010,5188
1972390,"Sheldon, IA",2011,5136
1972390,"Sheldon, IA",2012,5120
1972390,"Sheldon, IA",2013,5087
1972390,"Sheldon, IA",2014,5099
1972390,"Sheldon, IA",2015,5069
1972390,"Sheldon, IA",2016,5067
1972390,"Sheldon, IA",2017,5073
1972390,"Sheldon, IA",2018,5099
1972390,"Sheldon, IA",2019,5082
1972525,"Shenandoah, IA",1990,5572
1972525,"Shenandoah, IA",1991,5582
1972525,"Shenandoah, IA",1992,5525
1972525,"Shenandoah, IA",1993,5512
1972525,"Shenandoah, IA",1994,5550
1972525,"Shenandoah, IA",1995,5523
1972525,"Shenandoah, IA",1996,5593
1972525,"Shenandoah, IA",1997,5549
1972525,"Shenandoah, IA",1998,5531
1972525,"Shenandoah, IA",1999,5481
1972525,"Shenandoah, IA",2000,5546
1972525,"Shenandoah, IA",2001,5498
1972525,"Shenandoah, IA",2002,5394
1972525,"Shenandoah, IA",2003,5344
1972525,"Shenandoah, IA",2004,5295
1972525,"Shenandoah, IA",2005,5305
1972525,"Shenandoah, IA",2006,5319
1972525,"Shenandoah, IA",2007,5285
1972525,"Shenandoah, IA",2008,5219
1972525,"Shenandoah, IA",2009,5141
1972525,"Shenandoah, IA",2010,5150
1972525,"Shenandoah, IA",2011,5130
1972525,"Shenandoah, IA",2012,5072
1972525,"Shenandoah, IA",2013,5044
1972525,"Shenandoah, IA",2014,5009
1972525,"Shenandoah, IA",2015,5001
1972525,"Shenandoah, IA",2016,4957
1972525,"Shenandoah, IA",2017,4881
1972525,"Shenandoah, IA",2018,4866
1972525,"Shenandoah, IA",2019,4820
1972975,"Sibley, IA",1990,2815
1972975,"Sibley, IA",1991,2835
1972975,"Sibley, IA",1992,2829
1972975,"Sibley, IA",1993,2842
1972975,"Sibley, IA",1994,2840
1972975,"Sibley, IA",1995,2816
1972975,"Sibley, IA",1996,2826
1972975,"Sibley, IA",1997,2831
1972975,"Sibley, IA",1998,2804
1972975,"Sibley, IA",1999,2795
1972975,"Sibley, IA",2000,2796
1972975,"Sibley, IA",2001,2807
1972975,"Sibley, IA",2002,2804
1972975,"Sibley, IA",2003,2819
1972975,"Sibley, IA",2004,2825
1972975,"Sibley, IA",2005,2806
1972975,"Sibley, IA",2006,2815
1972975,"Sibley, IA",2007,2792
1972975,"Sibley, IA",2008,2823
1972975,"Sibley, IA",2009,2800
1972975,"Sibley, IA",2010,2798
1972975,"Sibley, IA",2011,2738
1972975,"Sibley, IA",2012,2687
1972975,"Sibley, IA",2013,2697
1972975,"Sibley, IA",2014,2702
1972975,"Sibley, IA",2015,2663
1972975,"Sibley, IA",2016,2635
1972975,"Sibley, IA",2017,2595
1972975,"Sibley, IA",2018,2607
1972975,"Sibley, IA",2019,2574
1973065,"Sidney, IA",1990,1253
1973065,"Sidney, IA",1991,1282
1973065,"Sidney, IA",1992,1286
1973065,"Sidney, IA",1993,1279
1973065,"Sidney, IA",1994,1280
1973065,"Sidney, IA",1995,1262
