cty_fips,cal_yr,cty_pop
1001,1969,23819
1001,1970,24661
1001,1971,25503
1001,1972,27156
1001,1973,28453
1001,1974,29261
1001,1975,29716
1001,1976,29892
1001,1977,30457
1001,1978,30879
1001,1979,32050
1001,1980,32217
1001,1981,31985
1001,1982,32038
1001,1983,32057
1001,1984,32130
1001,1985,32248
1001,1986,32895
1001,1987,33266
1001,1988,33637
1001,1989,33996
1001,1990,34353
1001,1991,35010
1001,1992,35985
1001,1993,36953
1001,1994,38186
1001,1995,39112
1001,1996,40207
1001,1997,41238
1001,1998,42106
1001,1999,42963
1001,2000,44021
1001,2001,44889
1001,2002,45909
1001,2003,46800
1001,2004,48366
1001,2005,49676
1001,2006,51328
1001,2007,52405
1001,2008,53277
1001,2009,54135
1001,2010,54754
1001,2011,55208
1001,2012,54936
1001,2013,54713
1001,2014,54876
1001,2015,54838
1001,2016,55242
1001,2017,55443
1001,2018,55601
1003,1969,58915
1003,1970,59531
1003,1971,60147
1003,1972,62441
1003,1973,64201
1003,1974,66073
1003,1975,67860
1003,1976,70239
1003,1977,72395
1003,1978,74549
1003,1979,76583
1003,1980,78949
1003,1981,80292
1003,1982,82330
1003,1983,83980
1003,1984,86753
1003,1985,89403
1003,1986,91308
1003,1987,93214
1003,1988,94652
1003,1989,96203
1003,1990,98955
1003,1991,102420
1003,1992,106595
1003,1993,111416
1003,1994,116565
1003,1995,120896
1003,1996,125412
1003,1997,130164
1003,1998,134444
1003,1999,137555
1003,2000,141342
1003,2001,144875
1003,2002,147957
1003,2003,151509
1003,2004,156266
1003,2005,160970
1003,2006,168121
1003,2007,172404
1003,2008,175827
1003,2009,179406
1003,2010,183111
1003,2011,186540
1003,2012,190143
1003,2013,194886
1003,2014,199189
1003,2015,202995
1003,2016,207712
1003,2017,212619
1003,2018,218022
1005,1969,22199
1005,1970,22644
1005,1971,23089
1005,1972,22852
1005,1973,23453
1005,1974,23434
1005,1975,24872
1005,1976,25607
1005,1977,24687
1005,1978,24522
1005,1979,24429
1005,1980,24739
1005,1981,24744
1005,1982,24775
1005,1983,24796
1005,1984,24954
1005,1985,25001
1005,1986,24942
1005,1987,25105
1005,1988,25231
1005,1989,25337
1005,1990,25505
1005,1991,26506
1005,1992,26941
1005,1993,27371
1005,1994,27751
1005,1995,27854
1005,1996,28298
1005,1997,28415
1005,1998,28841
1005,1999,28866
1005,2000,29015
1005,2001,28863
1005,2002,28653
1005,2003,28594
1005,2004,28287
1005,2005,28027
1005,2006,27861
1005,2007,27757
1005,2008,27808
1005,2009,27657
1005,2010,27330
1005,2011,27350
1005,2012,27174
1005,2013,26944
1005,2014,26758
1005,2015,26294
1005,2016,25819
1005,2017,25158
1005,2018,24881
1007,1969,13739
1007,1970,13824
1007,1971,13909
1007,1972,14085
1007,1973,14657
1007,1974,14379
1007,1975,14770
1007,1976,14760
1007,1977,15254
1007,1978,15342
1007,1979,15539
1007,1980,15745
1007,1981,15835
1007,1982,16017
1007,1983,16001
1007,1984,16090
1007,1985,16156
1007,1986,15919
1007,1987,16163
1007,1988,16137
1007,1989,16358
1007,1990,16697
1007,1991,17071
1007,1992,17403
1007,1993,17757
1007,1994,18053
1007,1995,18507
1007,1996,18885
1007,1997,19388
1007,1998,19851
1007,1999,20560
1007,2000,19913
1007,2001,21028
1007,2002,21199
1007,2003,21399
1007,2004,21721
1007,2005,22042
1007,2006,22099
1007,2007,22438
1007,2008,22705
1007,2009,22941
1007,2010,22872
1007,2011,22747
1007,2012,22664
1007,2013,22516
1007,2014,22541
1007,2015,22562
1007,2016,22576
1007,2017,22555
1007,2018,22400
1009,1969,26267
1009,1970,27042
1009,1971,27817
1009,1972,29295
1009,1973,30359
1009,1974,31542
1009,1975,32221
1009,1976,33050
1009,1977,34222
1009,1978,34846
1009,1979,35961
1009,1980,36536
1009,1981,36642
1009,1982,36356
1009,1983,36427
1009,1984,36790
1009,1985,37417
1009,1986,37996
1009,1987,38017
1009,1988,38248
1009,1989,38771
1009,1990,39473
1009,1991,40190
1009,1992,40822
1009,1993,41866
1009,1994,42520
1009,1995,44060
1009,1996,45344
1009,1997,47055
1009,1998,48824
1009,1999,50237
1009,2000,51107
1009,2001,51845
1009,2002,52551
1009,2003,53457
1009,2004,54124
1009,2005,54624
1009,2006,55485
1009,2007,56240
1009,2008,57055
1009,2009,57341
1009,2010,57373
1009,2011,57554
1009,2012,57570
1009,2013,57611
1009,2014,57521
1009,2015,57522
1009,2016,57517
1009,2017,57827
1009,2018,57840
1011,1969,12069
1011,1970,11736
1011,1971,11403
1011,1972,11447
1011,1973,11274
1011,1974,11145
1011,1975,11099
1011,1976,11112
1011,1977,11016
1011,1978,10956
1011,1979,10802
1011,1980,10601
1011,1981,10680
1011,1982,10639
1011,1983,10686
1011,1984,10823
1011,1985,10779
1011,1986,10458
1011,1987,10893
1011,1988,11180
1011,1989,11171
1011,1990,11032
1011,1991,11188
1011,1992,11125
1011,1993,11219
1011,1994,11370
1011,1995,11431
1011,1996,11574
1011,1997,11624
1011,1998,11655
1011,1999,11755
1011,2000,11581
1011,2001,11358
1011,2002,11256
1011,2003,11316
1011,2004,11056
1011,2005,11011
1011,2006,10776
1011,2007,11011
1011,2008,10953
1011,2009,10987
1011,2010,10878
1011,2011,10677
1011,2012,10607
1011,2013,10551
1011,2014,10665
1011,2015,10400
1011,2016,10381
1011,2017,10176
1011,2018,10138
1013,1969,22088
1013,1970,21966
1013,1971,21844
1013,1972,21527
1013,1973,21237
1013,1974,21151
1013,1975,21169
1013,1976,21355
1013,1977,20877
1013,1978,20918
1013,1979,21210
1013,1980,21772
1013,1981,22183
1013,1982,22399
1013,1983,22386
1013,1984,22440
1013,1985,22425
1013,1986,22340
1013,1987,22406
1013,1988,22210
1013,1989,22038
1013,1990,21886
1013,1991,21755
1013,1992,21794
1013,1993,21813
1013,1994,21851
1013,1995,21824
1013,1996,21863
1013,1997,21840
1013,1998,21718
1013,1999,21605
1013,2000,21325
1013,2001,21139
1013,2002,20803
1013,2003,20833
1013,2004,20870
1013,2005,20830
1013,2006,20815
1013,2007,20894
1013,2008,20949
1013,2009,20867
1013,2010,20942
1013,2011,20878
1013,2012,20687
1013,2013,20374
1013,2014,20343
1013,2015,20176
1013,2016,20029
1013,2017,19898
1013,2018,19680
1015,1969,102757
1015,1970,103193
1015,1971,103629
1015,1972,103849
1015,1973,105032
1015,1974,105922
1015,1975,106996
1015,1976,112761
1015,1977,112796
1015,1978,116470
1015,1979,116739
1015,1980,120025
1015,1981,120818
1015,1982,122114
1015,1983,121249
1015,1984,121738
1015,1985,118646
1015,1986,117699
1015,1987,118096
1015,1988,117268
1015,1989,116378
1015,1990,116118
1015,1991,115247
1015,1992,115804
1015,1993,116324
1015,1994,116161
1015,1995,116790
1015,1996,116684
1015,1997,117254
1015,1998,117179
1015,1999,114910
1015,2000,111081
1015,2001,111266
1015,2002,111625
1015,2003,112705
1015,2004,113462
1015,2005,114477
1015,2006,115388
1015,2007,116211
1015,2008,117274
1015,2009,118363
1015,2010,118477
1015,2011,117797
1015,2012,117257
1015,2013,116541
1015,2014,115995
1015,2015,115536
1015,2016,115018
1015,2017,114664
1015,2018,114277
1017,1969,36403
1017,1970,36337
1017,1971,36271
1017,1972,36074
1017,1973,36948
1017,1974,37536
1017,1975,37536
1017,1976,37943
1017,1977,38367
1017,1978,38732
1017,1979,39303
1017,1980,39228
1017,1981,39386
1017,1982,39337
1017,1983,39261
1017,1984,39071
1017,1985,38613
1017,1986,37982
1017,1987,37752
1017,1988,37383
1017,1989,37209
1017,1990,36884
1017,1991,36913
1017,1992,37045
1017,1993,37026
1017,1994,37066
1017,1995,37179
1017,1996,36907
1017,1997,36698
1017,1998,36808
1017,1999,36527
1017,2000,36571
1017,2001,36274
1017,2002,35965
1017,2003,35680
1017,2004,35463
1017,2005,35279
1017,2006,34945
1017,2007,34847
1017,2008,34563
1017,2009,34384
1017,2010,34122
1017,2011,34030
1017,2012,34104
1017,2013,34143
1017,2014,33980
1017,2015,34007
1017,2016,33771
1017,2017,33758
1017,2018,33615
1019,1969,15034
1019,1970,15782
1019,1971,16530
1019,1972,16858
1019,1973,17239
1019,1974,17661
1019,1975,18072
1019,1976,18565
1019,1977,18429
1019,1978,18597
1019,1979,18649
1019,1980,18887
1019,1981,19309
1019,1982,19529
1019,1983,19136
1019,1984,18986
1019,1985,18891
1019,1986,18985
1019,1987,19229
1019,1988,19518
1019,1989,19465
1019,1990,19643
1019,1991,19876
1019,1992,20181
1019,1993,20712
1019,1994,21214
1019,1995,21871
1019,1996,22387
1019,1997,22911
1019,1998,23351
1019,1999,23605
1019,2000,24006
1019,2001,24182
1019,2002,24403
1019,2003,24591
1019,2004,24887
1019,2005,25031
1019,2006,25466
1019,2007,25553
1019,2008,25636
1019,2009,25854
1019,2010,25974
1019,2011,25994
1019,2012,25963
1019,2013,26025
1019,2014,25902
1019,2015,25739
1019,2016,25776
1019,2017,25815
1019,2018,26032
1021,1969,24882
1021,1970,25259
1021,1971,25636
1021,1972,26439
1021,1973,27242
1021,1974,27930
1021,1975,28570
1021,1976,29042
1021,1977,29306
1021,1978,29915
1021,1979,30475
1021,1980,30647
1021,1981,30703
1021,1982,30362
1021,1983,30735
1021,1984,31078
1021,1985,31560
1021,1986,31923
1021,1987,31992
1021,1988,32310
1021,1989,32368
1021,1990,32550
1021,1991,33200
1021,1992,33503
1021,1993,34072
1021,1994,34739
1021,1995,35537
1021,1996,36467
1021,1997,37302
1021,1998,38069
1021,1999,38862
1021,2000,39897
1021,2001,40197
1021,2002,40683
1021,2003,41079
1021,2004,41534
1021,2005,41946
1021,2006,42318
1021,2007,42881
1021,2008,43239
1021,2009,43484
1021,2010,43653
1021,2011,43687
1021,2012,43582
1021,2013,43634
1021,2014,43769
1021,2015,43717
1021,2016,43896
1021,2017,44117
1021,2018,44153
1023,1969,16610
1023,1970,16559
1023,1971,16508
1023,1972,16686
1023,1973,16991
1023,1974,16818
1023,1975,17230
1023,1976,17447
1023,1977,17327
1023,1978,16931
1023,1979,16910
1023,1980,16800
1023,1981,16672
1023,1982,16371
1023,1983,16593
1023,1984,16618
1023,1985,16708
1023,1986,16728
1023,1987,16556
1023,1988,16476
1023,1989,16165
1023,1990,15994
1023,1991,16044
1023,1992,16206
1023,1993,16228
1023,1994,16215
1023,1995,16195
1023,1996,16232
1023,1997,16162
1023,1998,16151
1023,1999,15931
1023,2000,15875
1023,2001,15677
1023,2002,15367
1023,2003,15199
1023,2004,14930
1023,2005,14545
1023,2006,14431
1023,2007,14216
1023,2008,14114
1023,2009,13976
1023,2010,13849
1023,2011,13607
1023,2012,13561
1023,2013,13396
1023,2014,13317
1023,2015,13233
1023,2016,13049
1023,2017,12935
1023,2018,12841
1025,1969,27221
1025,1970,26547
1025,1971,25873
1025,1972,26280
1025,1973,26544
1025,1974,26907
1025,1975,27384
1025,1976,27845
1025,1977,28222
1025,1978,28357
1025,1979,27648
1025,1980,27773
1025,1981,28127
1025,1982,27946
1025,1983,27863
1025,1984,27636
1025,1985,27420
1025,1986,27362
1025,1987,27529
1025,1988,27272
1025,1989,27166
1025,1990,27289
1025,1991,27391
1025,1992,27522
1025,1993,27532
1025,1994,27646
1025,1995,27455
1025,1996,27503
1025,1997,27934
1025,1998,27756
1025,1999,27919
1025,2000,27819
1025,2001,27624
1025,2002,27267
1025,2003,27090
1025,2004,26958
1025,2005,26764
1025,2006,26755
1025,2007,26436
1025,2008,26283
1025,2009,26038
1025,2010,25765
1025,2011,25582
1025,2012,25154
1025,2013,25122
1025,2014,24865
1025,2015,24703
1025,2016,24349
1025,2017,24097
1025,2018,23920
1027,1969,12435
1027,1970,12683
1027,1971,12931
1027,1972,13247
1027,1973,12967
1027,1974,13145
1027,1975,13157
1027,1976,13381
1027,1977,13318
1027,1978,13686
1027,1979,13890
1027,1980,13738
1027,1981,13864
1027,1982,13765
1027,1983,13760
1027,1984,13667
1027,1985,13701
1027,1986,13505
1027,1987,13330
1027,1988,13267
1027,1989,13170
1027,1990,13284
1027,1991,13314
1027,1992,13425
1027,1993,13518
1027,1994,13553
1027,1995,13590
1027,1996,13734
1027,1997,13963
1027,1998,14118
1027,1999,14174
1027,2000,14263
1027,2001,14298
1027,2002,14257
1027,2003,14203
1027,2004,14121
1027,2005,14077
1027,2006,14053
1027,2007,14085
1027,2008,14161
1027,2009,14006
1027,2010,13897
1027,2011,13686
1027,2012,13432
1027,2013,13404
1027,2014,13440
1027,2015,13413
1027,2016,13393
1027,2017,13367
1027,2018,13275
1029,1969,10895
1029,1970,11032
1029,1971,11170
1029,1972,11382
1029,1973,11653
1029,1974,11838
1029,1975,11989
1029,1976,12065
1029,1977,12088
1029,1978,12222
1029,1979,12560
1029,1980,12648
1029,1981,12797
1029,1982,12875
1029,1983,12725
1029,1984,12630
1029,1985,12659
1029,1986,12556
1029,1987,12729
1029,1988,12744
1029,1989,12755
1029,1990,12724
1029,1991,12684
1029,1992,12850
1029,1993,13027
1029,1994,13030
1029,1995,13080
1029,1996,13254
1029,1997,13768
1029,1998,13921
1029,1999,14039
1029,2000,14172
1029,2001,14222
1029,2002,14416
1029,2003,14438
1029,2004,14339
1029,2005,14368
1029,2006,14538
1029,2007,14799
1029,2008,14874
1029,2009,14918
1029,2010,15004
1029,2011,14928
1029,2012,14889
1029,2013,14976
1029,2014,15025
1029,2015,14917
1029,2016,14853
1029,2017,14906
1029,2018,14987
1031,1969,33938
1031,1970,35172
1031,1971,36406
1031,1972,36176
1031,1973,35654
1031,1974,35518
1031,1975,36439
1031,1976,36953
1031,1977,37348
1031,1978,37440
1031,1979,37847
1031,1980,38781
1031,1981,39694
1031,1982,39837
1031,1983,40250
1031,1984,40234
1031,1985,40386
1031,1986,40632
1031,1987,40392
1031,1988,40703
1031,1989,40409
1031,1990,40293
1031,1991,40577
1031,1992,41469
1031,1993,41910
1031,1994,42666
1031,1995,43174
1031,1996,43128
1031,1997,43201
1031,1998,43509
1031,1999,43667
1031,2000,43580
1031,2001,43716
1031,2002,43930
1031,2003,44315
1031,2004,45053
1031,2005,45604
1031,2006,46228
1031,2007,47458
1031,2008,48516
1031,2009,49440
1031,2010,50205
1031,2011,50435
1031,2012,51136
1031,2013,50677
1031,2014,50655
1031,2015,50952
1031,2016,51145
1031,2017,51777
1031,2018,51909
1033,1969,49180
1033,1970,49781
1033,1971,50382
1033,1972,50728
1033,1973,51285
1033,1974,50781
1033,1975,52074
1033,1976,52042
1033,1977,53123
1033,1978,53312
1033,1979,54093
1033,1980,54586
1033,1981,54723
1033,1982,54073
1033,1983,53506
1033,1984,52990
1033,1985,52860
1033,1986,52486
1033,1987,51908
1033,1988,51501
1033,1989,51380
1033,1990,51876
1033,1991,52557
1033,1992,52827
1033,1993,53367
1033,1994,53454
1033,1995,53702
1033,1996,54163
1033,1997,54899
1033,1998,54928
1033,1999,54715
1033,2000,54997
1033,2001,54793
1033,2002,54536
1033,2003,54279
1033,2004,54380
1033,2005,54359
1033,2006,54413
1033,2007,54486
1033,2008,54473
1033,2009,54426
1033,2010,54525
1033,2011,54535
1033,2012,54572
1033,2013,54533
1033,2014,54468
1033,2015,54370
1033,2016,54367
1033,2017,54509
1033,2018,54762
1035,1969,15541
1035,1970,15660
1035,1971,15779
1035,1972,15786
1035,1973,15686
1035,1974,15513
1035,1975,15794
1035,1976,15514
1035,1977,15434
1035,1978,15811
1035,1979,15929
1035,1980,15831
1035,1981,15629
1035,1982,15526
1035,1983,15309
1035,1984,15141
1035,1985,15029
1035,1986,15007
1035,1987,14772
1035,1988,14441
1035,1989,14222
1035,1990,14042
1035,1991,14331
1035,1992,14233
1035,1993,14255
1035,1994,14321
1035,1995,14322
1035,1996,14458
1035,1997,14361
1035,1998,14242
1035,1999,14158
1035,2000,14035
1035,2001,13940
1035,2002,13793
1035,2003,13585
1035,2004,13430
1035,2005,13421
1035,2006,13603
1035,2007,13441
1035,2008,13388
1035,2009,13274
1035,2010,13234
1035,2011,13192
1035,2012,13044
1035,2013,12911
1035,2014,12679
1035,2015,12680
1035,2016,12501
1035,2017,12435
1035,2018,12277
1037,1969,10628
1037,1970,10669
1037,1971,10710
1037,1972,10844
1037,1973,11394
1037,1974,11471
1037,1975,11466
1037,1976,11235
1037,1977,11513
1037,1978,11650
1037,1979,11628
1037,1980,11388
1037,1981,11448
1037,1982,11332
1037,1983,11257
1037,1984,11238
1037,1985,11033
1037,1986,11130
1037,1987,11184
1037,1988,11070
1037,1989,11073
1037,1990,11071
1037,1991,11170
1037,1992,11177
1037,1993,11444
1037,1994,11794
1037,1995,11952
1037,1996,11854
1037,1997,11941
1037,1998,12007
1037,1999,12135
1037,2000,11844
1037,2001,11848
1037,2002,11740
1037,2003,11732
1037,2004,11560
1037,2005,11467
1037,2006,11451
1037,2007,11439
1037,2008,11493
1037,2009,11410
1037,2010,11782
1037,2011,11487
1037,2012,11347
1037,2013,11256
1037,2014,11038
1037,2015,10938
1037,2016,10826
1037,2017,10757
1037,2018,10715
1039,1969,33736
1039,1970,34174
1039,1971,34612
1039,1972,34984
1039,1973,35349
1039,1974,36057
1039,1975,36192
1039,1976,36234
1039,1977,36266
1039,1978,36482
1039,1979,37078
1039,1980,36891
1039,1981,36937
1039,1982,36777
1039,1983,36861
1039,1984,36992
1039,1985,37151
1039,1986,36796
1039,1987,36740
1039,1988,36602
1039,1989,36527
1039,1990,36519
1039,1991,36620
1039,1992,36950
1039,1993,37218
1039,1994,37108
1039,1995,37489
1039,1996,37693
1039,1997,37759
1039,1998,37776
1039,1999,37843
1039,2000,37514
1039,2001,37069
1039,2002,36901
1039,2003,36860
1039,2004,36806
1039,2005,37204
1039,2006,37441
1039,2007,37631
1039,2008,37545
1039,2009,37648
1039,2010,37812
1039,2011,38019
1039,2012,37804
1039,2013,37812
1039,2014,37756
1039,2015,37551
1039,2016,37382
1039,2017,37078
1039,2018,36986
1041,1969,13085
1041,1970,13221
1041,1971,13357
1041,1972,13494
1041,1973,13942
1041,1974,14022
1041,1975,13841
1041,1976,13910
1041,1977,13926
1041,1978,13909
1041,1979,14081
1041,1980,14120
1041,1981,14143
1041,1982,13996
1041,1983,13944
1041,1984,13894
1041,1985,13902
1041,1986,13861
1041,1987,13863
1041,1988,13834
1041,1989,13782
1041,1990,13598
1041,1991,13552
1041,1992,13511
1041,1993,13556
1041,1994,13476
1041,1995,13585
1041,1996,13576
1041,1997,13690
1041,1998,13599
1041,1999,13584
1041,2000,13692
1041,2001,13724
1041,2002,13635
1041,2003,13652
1041,2004,13727
1041,2005,13699
1041,2006,13880
1041,2007,13956
1041,2008,13922
1041,2009,14024
1041,2010,13874
1041,2011,13899
1041,2012,13921
1041,2013,13854
1041,2014,13859
1041,2015,13857
1041,2016,13922
1041,2017,13861
1041,2018,13824
1043,1969,51314
1043,1970,52819
1043,1971,54324
1043,1972,55775
1043,1973,57229
1043,1974,57728
1043,1975,58084
1043,1976,59684
1043,1977,60381
1043,1978,61080
1043,1979,61468
1043,1980,61790
1043,1981,62040
1043,1982,62384
1043,1983,63085
1043,1984,64389
1043,1985,65040
1043,1986,65825
1043,1987,66388
1043,1988,66616
1043,1989,67041
1043,1990,67825
1043,1991,68740
1043,1992,69908
1043,1993,70889
1043,1994,72050
1043,1995,73037
1043,1996,74318
1043,1997,75147
1043,1998,76197
1043,1999,77065
1043,2000,77473
1043,2001,77415
1043,2002,77443
1043,2003,77657
1043,2004,78131
1043,2005,78692
1043,2006,79044
1043,2007,79576
1043,2008,80273
1043,2009,80351
1043,2010,80454
1043,2011,80401
1043,2012,80273
1043,2013,80688
1043,2014,81067
1043,2015,81764
1043,2016,82456
1043,2017,82836
1043,2018,83442
1045,1969,52050
1045,1970,53302
1045,1971,54554
1045,1972,49458
1045,1973,43865
1045,1974,44378
1045,1975,46071
1045,1976,44855
1045,1977,44651
1045,1978,46663
1045,1979,46381
1045,1980,48003
1045,1981,48623
1045,1982,48501
1045,1983,48730
1045,1984,48377
1045,1985,48454
1045,1986,49254
1045,1987,49590
1045,1988,50652
1045,1989,49988
1045,1990,49600
1045,1991,49835
1045,1992,49833
1045,1993,49710
1045,1994,50424
1045,1995,50303
1045,1996,49536
1045,1997,49184
1045,1998,48991
1045,1999,49118
1045,2000,49124
1045,2001,49254
1045,2002,49373
1045,2003,49215
1045,2004,49245
1045,2005,49050
1045,2006,49077
1045,2007,49488
1045,2008,49871
1045,2009,49854
1045,2010,50390
1045,2011,50112
1045,2012,50284
1045,2013,49772
1045,2014,49417
1045,2015,49349
1045,2016,49301
1045,2017,49254
1045,2018,48956
1047,1969,54913
1047,1970,55426
1047,1971,55939
1047,1972,57136
1047,1973,57293
1047,1974,58344
1047,1975,58398
1047,1976,58212
1047,1977,58178
1047,1978,54713
1047,1979,54453
1047,1980,53896
1047,1981,53762
1047,1982,53950
1047,1983,53449
1047,1984,53330
1047,1985,52885
1047,1986,52082
1047,1987,50763
1047,1988,49671
1047,1989,48929
1047,1990,48015
1047,1991,47857
1047,1992,47940
1047,1993,48002
1047,1994,47806
1047,1995,47706
1047,1996,47347
1047,1997,47104
1047,1998,46764
1047,1999,46722
1047,2000,46198
1047,2001,46132
1047,2002,45377
1047,2003,45170
1047,2004,44795
1047,2005,44434
1047,2006,44323
1047,2007,44194
1047,2008,44265
1047,2009,43759
1047,2010,43860
1047,2011,43256
1047,2012,42795
1047,2013,41983
1047,2014,41562
1047,2015,40948
1047,2016,40092
1047,2017,39235
1047,2018,38310
1049,1969,40978
1049,1970,42316
1049,1971,43654
1049,1972,44798
1049,1973,46722
1049,1974,47904
1049,1975,49984
1049,1976,51191
1049,1977,52023
1049,1978,53109
1049,1979,53490
1049,1980,53833
1049,1981,54267
1049,1982,53800
1049,1983,53903
1049,1984,54144
1049,1985,53921
1049,1986,53636
1049,1987,53929
1049,1988,54168
1049,1989,54455
1049,1990,54875
1049,1991,55909
1049,1992,56883
1049,1993,58000
1049,1994,59551
1049,1995,59779
1049,1996,60358
1049,1997,61144
1049,1998,62325
1049,1999,63593
1049,2000,64650
1049,2001,65678
1049,2002,65861
1049,2003,66530
1049,2004,67260
1049,2005,67794
1049,2006,68495
1049,2007,69450
1049,2008,70228
1049,2009,70864
1049,2010,71159
1049,2011,71352
1049,2012,70937
1049,2013,70911
1049,2014,70999
1049,2015,71112
1049,2016,71101
1049,2017,71404
1049,2018,71385
1051,1969,33534
1051,1970,33689
1051,1971,33844
1051,1972,35347
1051,1973,36522
1051,1974,37953
1051,1975,39662
1051,1976,39693
1051,1977,40499
1051,1978,41381
1051,1979,43035
1051,1980,43472
1051,1981,43731
1051,1982,44341
1051,1983,44508
1051,1984,44981
1051,1985,45570
1051,1986,46079
1051,1987,47561
1051,1988,48113
1051,1989,48634
1051,1990,49484
1051,1991,50732
1051,1992,52514
1051,1993,54245
1051,1994,55734
1051,1995,57402
1051,1996,58969
1051,1997,60809
1051,1998,62551
1051,1999,64668
1051,2000,66160
1051,2001,67459
1051,2002,68659
1051,2003,69935
1051,2004,71018
1051,2005,72978
1051,2006,75246
1051,2007,77124
1051,2008,77698
1051,2009,78632
1051,2010,79577
1051,2011,80009
1051,2012,80216
1051,2013,80569
1051,2014,80568
1051,2015,80924
1051,2016,81263
1051,2017,81416
1051,2018,81887
1053,1969,34733
1053,1970,34973
1053,1971,35213
1053,1972,36511
1053,1973,36921
1053,1974,37093
1053,1975,38349
1053,1976,37611
1053,1977,37509
1053,1978,37560
1053,1979,37924
1053,1980,38256
1053,1981,37563
1053,1982,37465
1053,1983,37406
1053,1984,37492
1053,1985,37343
1053,1986,37382
1053,1987,37126
1053,1988,36314
1053,1989,35738
1053,1990,35526
1053,1991,35786
1053,1992,36320
1053,1993,36680
1053,1994,37003
1053,1995,37126
1053,1996,37460
1053,1997,37879
1053,1998,38145
1053,1999,38336
1053,2000,38325
1053,2001,38197
1053,2002,38035
1053,2003,37796
1053,2004,37713
1053,2005,37601
1053,2006,37673
1053,2007,37839
1053,2008,37929
1053,2009,38249
1053,2010,38344
1053,2011,38201
1053,2012,38023
1053,2013,37763
1053,2014,37738
1053,2015,37665
1053,2016,37488
1053,2017,36999
1053,2018,36748
1055,1969,93673
1055,1970,94285
1055,1971,94897
1055,1972,95761
1055,1973,96076
1055,1974,96584
1055,1975,97940
1055,1976,98975
1055,1977,100162
1055,1978,101721
1055,1979,102932
1055,1980,103135
1055,1981,103139
1055,1982,102524
1055,1983,102707
1055,1984,102308
1055,1985,102287
1055,1986,101665
1055,1987,101311
1055,1988,100726
1055,1989,100327
1055,1990,99809
1055,1991,100365
1055,1992,100950
1055,1993,101310
1055,1994,102213
1055,1995,102342
1055,1996,103063
1055,1997,104129
1055,1998,104367
1055,1999,104002
1055,2000,103286
1055,2001,102976
1055,2002,102988
1055,2003,103025
1055,2004,103080
1055,2005,103174
1055,2006,103528
1055,2007,103893
1055,2008,104206
1055,2009,104239
1055,2010,104455
1055,2011,104358
1055,2012,104273
1055,2013,103883
1055,2014,103407
1055,2015,103003
1055,2016,102849
1055,2017,102937
1055,2018,102501
1057,1969,16331
1057,1970,16218
1057,1971,16105
1057,1972,16403
1057,1973,16542
1057,1974,17085
1057,1975,17355
1057,1976,17389
1057,1977,17479
1057,1978,17780
1057,1979,18317
1057,1980,18851
1057,1981,18975
1057,1982,19181
1057,1983,19000
1057,1984,19162
1057,1985,19149
1057,1986,18968
1057,1987,18612
1057,1988,18188
1057,1989,17978
1057,1990,18006
1057,1991,18168
1057,1992,18192
1057,1993,18166
1057,1994,18221
1057,1995,18232
1057,1996,18329
1057,1997,18416
1057,1998,18465
1057,1999,18496
1057,2000,18512
1057,2001,18384
1057,2002,18278
1057,2003,18178
1057,2004,18022
1057,2005,18030
1057,2006,17767
1057,2007,17523
1057,2008,17541
1057,2009,17310
1057,2010,17227
1057,2011,17047
1057,2012,16941
1057,2013,16819
1057,2014,16768
1057,2015,16693
1057,2016,16555
1057,2017,16474
1057,2018,16433
1059,1969,23506
1059,1970,24065
1059,1971,24624
1059,1972,25533
1059,1973,26022
1059,1974,26832
1059,1975,26828
1059,1976,27209
1059,1977,27746
1059,1978,27917
1059,1979,28819
1059,1980,28346
1059,1981,28190
1059,1982,28256
1059,1983,28359
1059,1984,28730
1059,1985,28698
1059,1986,28533
1059,1987,28360
1059,1988,28297
1059,1989,28003
1059,1990,27802
1059,1991,28126
1059,1992,28678
1059,1993,29121
1059,1994,29528
1059,1995,29949
1059,1996,30311
1059,1997,30676
1059,1998,30921
1059,1999,31163
1059,2000,31242
1059,2001,31190
1059,2002,30891
1059,2003,30874
1059,2004,30768
1059,2005,30968
1059,2006,31134
1059,2007,31004
1059,2008,31459
1059,2009,31589
1059,2010,31745
1059,2011,31771
1059,2012,31689
1059,2013,31552
1059,2014,31561
1059,2015,31541
1059,2016,31654
1059,2017,31590
1059,2018,31363
1061,1969,21754
1061,1970,21967
1061,1971,22180
1061,1972,22783
1061,1973,22691
1061,1974,22743
1061,1975,23187
1061,1976,23234
1061,1977,23399
1061,1978,23553
1061,1979,23908
1061,1980,24202
1061,1981,23902
1061,1982,23771
1061,1983,23697
1061,1984,23899
1061,1985,24026
1061,1986,23907
1061,1987,23811
1061,1988,23626
1061,1989,23433
1061,1990,23734
1061,1991,24183
1061,1992,24208
1061,1993,24489
1061,1994,24761
1061,1995,24975
1061,1996,25136
1061,1997,25293
1061,1998,25365
1061,1999,25585
1061,2000,25740
1061,2001,25565
1061,2002,25580
1061,2003,25702
1061,2004,25772
1061,2005,25988
1061,2006,26271
1061,2007,26322
1061,2008,26646
1061,2009,26653
1061,2010,26782
1061,2011,26759
1061,2012,26927
1061,2013,26682
1061,2014,26597
1061,2015,26636
1061,2016,26498
1061,2017,26410
1061,2018,26314
1063,1969,10854
1063,1970,10570
1063,1971,10286
