cty_fips,cal_yr,cty_unemp_rt,cty_pop,lag_unemp
18015,1997,2.5,19937,2.8
18017,1997,4.2,40153,5.6
18019,1997,3.4,93802,4.1
18021,1997,5.5,26216,6
18023,1997,3.3,33716,3.3
18025,1997,7.9,10323,9.5
18027,1997,3.4,29497,3.8
18029,1997,3.7,44506,5.2
18031,1997,2.4,24506,2.9
18033,1997,2.9,39133,3.5
18035,1997,3.9,120539,4.5
18037,1997,2.4,38704,2.8
18039,1997,3.3,175274,3.9
18041,1997,5.5,26045,6.5
18043,1997,3,70432,3.7
18045,1997,4.7,17904,4.9
18047,1997,3.8,21330,4.6
18049,1997,4.3,20081,4.1
18051,1997,5.6,31993,5.1
18053,1997,4.5,73964,5.7
18055,1997,7,32968,8
18057,1997,1.3,157245,1.6
18059,1997,2.3,52563,2.8
18061,1997,3.4,33003,4.1
18063,1997,1.7,93446,2
18065,1997,4.5,48964,5.1
18067,1997,3.4,84669,3.6
18069,1997,3.6,37648,3.8
18071,1997,4.1,40802,4
18073,1997,4.5,28669,5.6
18075,1997,4.9,21723,4.8
18077,1997,5,31278,5.3
18079,1997,2.9,26454,3.2
18081,1997,2.1,107088,2.4
18083,1997,4,40003,4.6
18085,1997,3.3,71875,3.3
18087,1997,3,33495,4
18089,1997,4.5,484848,5.6
18091,1997,3.9,109774,5
18093,1997,5.3,45575,7
18095,1997,3.7,133762,4.4
18097,1997,3.2,851337,3.6
18099,1997,3.2,44419,3.6
18101,1997,3.7,10547,5.8
18103,1997,5.1,34632,5.9
18105,1997,2.4,118316,2.7
18107,1997,2.9,37109,3
18109,1997,2.9,64128,3.3
18111,1997,4.3,14523,5.5
18113,1997,3.4,43814,3.7
18115,1997,3.5,5523,5.3
18117,1997,7.2,19028,9.4
18119,1997,4.4,20955,4.6
18121,1997,5,16730,5.1
18123,1997,7.3,19175,7.5
18125,1997,4.8,12744,5.3
18127,1997,2.9,143234,3.7
18129,1997,3.4,26938,3.6
18131,1997,6.8,13559,5.6
18133,1997,3.5,34455,3.6
18135,1997,8.9,27479,8.1
18137,1997,3.4,26131,4.5
18139,1997,2.9,18472,3.8
18141,1997,3.3,263125,3.9
18143,1997,5,22330,5
18145,1997,3.3,42866,3.7
18147,1997,4.5,20156,4.8
18149,1997,5.2,23615,5.8
18151,1997,3,31846,3.6
18153,1997,6.6,21565,8
18155,1997,5,8630,7
18157,1997,2.3,145016,2.7
18159,1997,3.1,16365,3.4
18161,1997,3.4,7320,4.6
18163,1997,4.2,171691,4
18165,1997,6.8,16861,7.4
18167,1997,5.8,107023,6.3
18169,1997,4.2,35088,4.1
18171,1997,3.2,8219,3.5
18173,1997,3.6,50518,3.7
18175,1997,5.4,26271,6.8
18177,1997,3.8,71923,4.6
18179,1997,2.4,27321,3.3
18181,1997,7.1,24911,6.4
18183,1997,2.5,29815,3
19001,1997,2.8,8310,3.2
19003,1997,5.6,4503,8.6
19005,1997,4.4,14487,4.7
19007,1997,4.4,13677,5.3
19009,1997,3.3,6916,3.3
19011,1997,3.3,24453,3.8
19013,1997,3.7,127275,4.3
19015,1997,2.6,26023,2.5
19017,1997,2.3,23292,2.7
19019,1997,3.9,21084,4.5
19021,1997,2.1,20427,2.4
19023,1997,4,15501,5
19025,1997,3,11377,3.5
19027,1997,3.1,21705,3.2
19029,1997,4.7,14886,5.1
19031,1997,2.9,18102,3.6
19033,1997,3.1,47091,3.8
19035,1997,2.9,13381,3.2
19037,1997,4.6,13272,5.3
19039,1997,3.9,8701,5.1
19041,1997,2.7,17662,2.5
19043,1997,4.5,18952,5.7
19045,1997,3.6,50635,4.5
19047,1997,3.2,16864,3.2
19049,1997,2.1,36862,2.2
19051,1997,3.7,8496,3.7
19053,1997,4.3,8416,5.5
19055,1997,4.8,18380,6.1
19057,1997,3.8,42620,4.6
19059,1997,3.4,16076,3
19061,1997,3.8,88996,5.4
19063,1997,4.2,11303,4.2
19065,1997,3.1,22261,3.8
19067,1997,4.7,17059,5
19069,1997,3.2,10921,3
19071,1997,2.6,7989,3.7
19073,1997,2.5,10402,3.1
19075,1997,2.6,12335,3.6
19077,1997,2.9,11321,3.2
19079,1997,3,16371,3
19081,1997,2.2,12043,2.9
19083,1997,3.9,18981,3.7
19085,1997,3.3,15498,3.7
19087,1997,2.6,20033,3.2
19089,1997,3.2,9966,3.9
19091,1997,2.2,10473,2.3
19093,1997,2.7,8024,2.5
19095,1997,2.4,15423,2.7
19097,1997,5,20155,6
19099,1997,2.6,36087,3.2
19101,1997,3.1,16628,3
19103,1997,2.4,106538,2.7
19105,1997,3.5,20587,4
19107,1997,4.4,11444,4.6
19109,1997,2.5,17552,3.1
19111,1997,5.2,38720,5.8
19113,1997,2.4,185450,2.7
19115,1997,4.5,12050,4.3
19117,1997,4.2,9395,5
19119,1997,2.2,11811,2.6
19121,1997,3.7,13585,3.7
19123,1997,2.7,22126,3.3
19125,1997,2.9,31317,3.2
19127,1997,3,39242,3.4
19129,1997,2.9,14145,3.1
19131,1997,2.3,10941,3.3
19133,1997,3.1,10121,3.5
19135,1997,4,8132,4.2
19137,1997,4.7,11889,5.8
19139,1997,4,41280,4.6
19141,1997,2.3,15498,2.3
19143,1997,2.8,7167,2.9
19145,1997,3,17374,3.8
19147,1997,2.5,10254,3
19149,1997,3.1,24691,3.7
19151,1997,2.3,8864,3
19153,1997,2.6,360985,2.7
19155,1997,3.3,85677,3.1
19157,1997,3.7,18989,4.8
19159,1997,2.9,5447,3.6
19161,1997,3.2,11882,3.7
19163,1997,3.1,157228,3.6
19165,1997,3.1,13353,3.5
19167,1997,2.6,31473,3
19169,1997,2.6,77833,2.7
19171,1997,3.2,17950,4.3
19173,1997,5.5,7016,6.5
19175,1997,3.7,12345,4.7
19177,1997,3.3,7736,3.7
19179,1997,6.1,35980,4.9
19181,1997,2,39510,2.2
19183,1997,2.8,20512,3.4
19185,1997,4.2,6910,4.8
19187,1997,3.4,39268,3.6
19189,1997,2.2,11876,2.4
19191,1997,3.7,21064,4.4
19193,1997,3.3,103728,3.5
19195,1997,2.9,7929,3.6
19197,1997,2.6,14560,3.1
20001,1997,5.4,14500,6.1
20003,1997,5.3,8047,5.4
20005,1997,6.6,16774,7.6
20007,1997,3.6,5450,3.8
20009,1997,3.2,28950,3.9
20011,1997,5.3,15529,5.7
20013,1997,5.9,10970,6.6
20015,1997,3.3,58038,3.7
20017,1997,4.3,3024,5.3
20019,1997,7,4434,6.1
20021,1997,6,22810,7.2
20023,1997,1.9,3181,2.1
20025,1997,2.4,2466,2.3
20027,1997,2.9,9005,3.1
20029,1997,3.5,10494,3.5
20031,1997,5.7,8841,6.2
20033,1997,2,2043,2.3
20035,1997,4.8,37097,4.5
20037,1997,5,37937,5
20039,1997,2.8,3629,3.1
20041,1997,4.2,19532,5
20043,1997,6.4,8006,6.4
20045,1997,4.2,95706,4.7
20047,1997,3.4,3558,3.3
20049,1997,4.3,3330,3.9
20051,1997,2.4,27673,3
20053,1997,2.5,6537,3.5
20055,1997,2.9,37841,3.7
20057,1997,2.9,30917,3.8
20059,1997,4.1,24156,4.6
20061,1997,6.9,27699,6.6
20063,1997,2.1,3150,1.8
20065,1997,3,3145,3.9
20067,1997,3.5,7925,3.3
20069,1997,2.5,5669,2.8
20071,1997,3,1629,2.8
20073,1997,4.8,7805,4.7
20075,1997,1.9,2526,2.3
20077,1997,2.8,6677,3.5
20079,1997,2.8,32980,3.7
20081,1997,2.5,4188,2.9
20083,1997,1.9,2124,2.3
20085,1997,5.6,12325,5.7
20087,1997,4.8,18001,4.7
20089,1997,2.4,3990,3.6
20091,1997,2.3,421504,2.8
20093,1997,2.4,4470,2.9
20095,1997,3.6,8549,4.3
20097,1997,2.1,3460,2.8
20099,1997,5.5,23192,6.2
20101,1997,4.8,2189,2.5
20103,1997,4.5,68076,5.1
20105,1997,3.2,3555,4.1
20107,1997,8.6,9146,8.1
20109,1997,2.5,3111,2.6
20111,1997,4,35513,4.2
20113,1997,2.7,28973,2.8
20115,1997,2.2,13579,2.7
20117,1997,3,11166,3.3
20119,1997,2,4527,2.3
20121,1997,3.8,26799,3.9
20123,1997,2.1,7027,2.8
20125,1997,5.4,36987,7.1
20127,1997,4.1,6184,3.2
20129,1997,2.1,3472,2.5
20131,1997,3.3,10597,3.1
20133,1997,4.3,17206,4.5
20135,1997,2.5,3518,2.5
20137,1997,2.1,6049,1.8
20139,1997,6.7,16546,6
20141,1997,2.5,4618,2.9
20143,1997,4.3,5991,3.6
20145,1997,2.4,7350,2.7
20147,1997,2.7,6141,3.6
20149,1997,3.6,17626,3.6
20151,1997,2.5,9769,3.4
20153,1997,3,3176,2.8
20155,1997,3.6,64041,3.8
20157,1997,2.5,6059,2.3
20159,1997,3.8,10916,4.4
20161,1997,4.1,64018,4.2
20163,1997,2.5,5769,3.3
20165,1997,3.4,3611,2.9
20167,1997,3.5,7626,3.9
20169,1997,3.6,53168,3.7
20171,1997,2.1,5137,2.8
20173,1997,3.4,439254,4.2
20175,1997,3.1,21694,4.5
20177,1997,4.9,168547,4.9
20179,1997,2,2863,2.7
20181,1997,2,6782,2.4
20183,1997,2.7,4621,3.2
20185,1997,2.6,4972,3.1
20187,1997,2.7,2439,2.4
20189,1997,2.4,5363,3.8
20191,1997,3.1,26041,4.2
20193,1997,2.6,8342,2.8
20195,1997,2.7,3442,2.7
20197,1997,4.7,6897,4.5
20199,1997,2.6,1804,2.2
20201,1997,3.4,6651,3.9
20203,1997,4,2664,2.8
20205,1997,4.1,10397,5.4
20207,1997,5.7,3942,6.5
20209,1997,7,157858,8
21001,1997,17.8,16895,8.6
21003,1997,7.3,16768,6.4
21005,1997,4.2,18092,4.6
21007,1997,9.9,8187,6.6
21009,1997,5.3,36914,6.5
21011,1997,6.7,10480,7
21013,1997,8.1,30592,7.9
21015,1997,3.4,76162,3.8
21017,1997,3.1,19238,3.4
21019,1997,7.2,50498,6.9
21021,1997,4,27178,4.2
21023,1997,6.1,8230,5.9
21025,1997,10.2,15945,11.2
21027,1997,6.6,17830,6.8
21029,1997,3.3,57279,3.7
21031,1997,5.8,12495,7.4
21033,1997,6.5,13229,9.6
21035,1997,5.2,33795,4.6
21037,1997,4,88581,4.3
21039,1997,7,5358,6.3
21041,1997,4.4,9835,4.6
21043,1997,11.6,26322,11.9
21045,1997,7.3,14873,6.7
21047,1997,4.8,73780,4.2
21049,1997,4.2,31895,4.1
21051,1997,9.1,23923,8.9
21053,1997,7.5,9365,10.3
21055,1997,7.8,9220,7.3
21057,1997,11.8,7061,15.8
21059,1997,5.8,90785,5.7
21061,1997,8.7,11231,9.8
21063,1997,14.3,6672,14.8
21065,1997,5.3,15233,5.6
21067,1997,2.5,251066,2.4
21069,1997,8.9,13213,5.3
21071,1997,8.9,42921,10.5
21073,1997,3.1,46669,3.7
21075,1997,9.2,7927,14.7
21077,1997,5.5,7120,5.5
21079,1997,3.6,13735,3.8
21081,1997,5.2,20501,5.7
21083,1997,7.4,36142,7.9
21085,1997,7.9,23288,7.1
21087,1997,8.6,11147,7.6
21089,1997,7.1,37242,6.4
21091,1997,6.8,8392,6.8
21093,1997,5.6,91405,5.4
21095,1997,12.8,34771,13.4
21097,1997,5.8,17315,5
21099,1997,6.4,16669,6.3
21101,1997,5.9,44747,6.9
21103,1997,3.6,14667,4.2
21105,1997,5.6,5349,7.1
21107,1997,6.1,46644,7.1
21109,1997,5.5,13184,6.3
21111,1997,4.5,686321,4.5
21113,1997,2.1,36967,2.4
21115,1997,7.7,23775,9.2
21117,1997,3.8,148946,4.1
21119,1997,8.2,17809,10.5
21121,1997,9.4,31176,11
21123,1997,4.3,13041,4
21125,1997,6.4,49957,6.6
21127,1997,11.4,15272,12.7
21129,1997,6.1,7934,6.4
21131,1997,7.7,12643,6.9
21133,1997,8.9,25960,11
21135,1997,15.1,13832,11.5
21137,1997,4.2,22407,4.7
21139,1997,6.9,9587,5.8
21141,1997,4.7,26314,5.1
21143,1997,8,7909,7.4
21145,1997,5.2,65612,4.2
21147,1997,9.7,16880,11.4
21149,1997,9.4,9674,8.1
21151,1997,3.1,66923,3.3
21153,1997,14.3,13446,14.6
21155,1997,7.1,17671,7.4
21157,1997,7,29752,5.9
21159,1997,10.6,12701,14.3
21161,1997,4.6,16947,4.9
21163,1997,4.6,25736,4.8
21165,1997,9.3,6010,8.8
21167,1997,3.9,20390,3.9
21169,1997,5.2,9865,6.2
21171,1997,6.8,11778,6.3
21173,1997,4.8,21236,5.3
21175,1997,9.2,13665,9.8
21177,1997,8.7,31805,8.3
21179,1997,6.2,35068,7.2
21181,1997,4.4,6852,5
21183,1997,8.4,22435,8.5
21185,1997,2,42679,2.5
21187,1997,3.8,10121,4.2
21189,1997,5.2,4965,5.3
21191,1997,6.9,13908,5
21193,1997,7.3,30324,9
21195,1997,7.8,71011,9.6
21197,1997,7,12562,6.7
21199,1997,5.8,55005,5.6
21201,1997,5.7,2199,4.7
21203,1997,6,16058,6.7
21205,1997,5.1,21824,5.8
21207,1997,13.9,16422,11.6
21209,1997,2.4,29359,2.8
21211,1997,2.6,30291,2.5
21213,1997,4.4,15900,6
21215,1997,4.4,9564,4.1
21217,1997,9.7,22890,5.7
21219,1997,4.7,11693,4.4
21221,1997,4.9,11980,4.4
21223,1997,4.4,7374,4.2
21225,1997,9.3,15986,7.4
21227,1997,5.4,89596,6.1
21229,1997,4.5,10717,5.6
21231,1997,8.2,19155,8.6
21233,1997,7,14082,7.3
21235,1997,7.3,35308,8.8
21237,1997,7.7,6883,6.7
21239,1997,2.2,22540,2.2
22001,1997,5.8,58218,7.3
22003,1997,7.2,24605,7.8
22005,1997,5.2,70505,6.1
22007,1997,5.8,22986,6.7
22009,1997,7.7,41071,8.7
22011,1997,6.9,32147,7.3
22013,1997,18.4,15946,10.7
22015,1997,5.9,96659,6
22017,1997,6.5,252025,6.5
22019,1997,5.9,181411,5.7
22021,1997,9.4,10421,9.9
22023,1997,4.9,9665,5.5
22025,1997,9.6,11031,10.7
22027,1997,9.1,17005,9.2
22029,1997,12,20496,12.1
22031,1997,9,25301,9.1
22033,1997,4.8,408960,4.9
22035,1997,14.4,9434,15.9
22037,1997,6.1,20921,7.1
22039,1997,5.7,34949,6.3
22041,1997,10,21579,9.7
22043,1997,8.9,18219,9.9
22045,1997,5,72024,5.8
22047,1997,7.8,32468,8.7
22049,1997,7.6,15525,6.2
22051,1997,5.1,459207,6
22053,1997,6.7,31736,7.3
22055,1997,3.8,186421,4.2
22057,1997,3.1,88650,4
22059,1997,6.2,13912,5.6
22061,1997,3.4,42789,3
22063,1997,5.8,84364,7
22065,1997,11.9,13676,12.1
22067,1997,12.7,31598,11
22069,1997,7.2,38239,7.4
22071,1997,7.2,488061,8.8
22073,1997,6.1,147692,5.9
22075,1997,5.5,26430,6.4
22077,1997,8.1,23148,8.1
22079,1997,5.9,125767,6.3
22081,1997,22.4,9798,12.5
22083,1997,10.1,20950,9.8
22085,1997,5.8,23413,6.8
22087,1997,6.4,68204,7.8
22089,1997,5.5,47023,7.5
22091,1997,6.7,10312,7.1
22093,1997,7.8,20952,10.3
22095,1997,7.7,42222,10.5
22097,1997,7.7,85312,7.7
22099,1997,6.1,47234,6.2
22101,1997,5.8,54915,7.1
22103,1997,4.6,181426,5.3
22105,1997,7.7,96515,8.7
22107,1997,8,6789,8.7
22109,1997,3.5,102689,4.4
22111,1997,5.5,22242,6.2
22113,1997,5.1,52665,5.3
22115,1997,6.4,52416,6.7
22117,1997,7.5,43621,7.8
22119,1997,8.5,42065,9.2
22121,1997,5.4,21290,6
22123,1997,14.1,12350,13.9
22125,1997,6.9,14053,7.1
22127,1997,5.9,17354,6.5
23001,1997,5.5,102518,5.9
23003,1997,8.8,76332,9.2
23005,1997,2.7,257765,3
23007,1997,7.4,29414,6.5
23009,1997,5.5,50814,5.9
23011,1997,5.5,116743,5.7
23013,1997,4,38647,3.6
23015,1997,3.8,32622,4
23017,1997,6.4,53896,6.3
23019,1997,5.5,144910,5.4
23021,1997,7.8,17653,7.6
23023,1997,3.8,34675,4.1
23025,1997,8.6,50866,8.2
23027,1997,5.7,35228,6
23029,1997,10.4,34964,9.5
23031,1997,3.6,177727,3.9
24001,1997,9.7,75310,9
24003,1997,3.8,472356,4.1
24005,1997,5.1,741043,5.3
24009,1997,3.6,68641,4.1
24011,1997,5.1,29552,6
24013,1997,3.8,144538,4.2
24015,1997,7.7,80952,10.1
24017,1997,3.9,113563,3.6
24019,1997,10.4,30816,10.9
24021,1997,3.7,183285,3.5
24023,1997,13.5,29773,10.9
24025,1997,5,211366,5.4
24027,1997,2.8,228386,3.1
24029,1997,7,19002,8.2
24031,1997,2.5,835432,2.7
24033,1997,4.9,780666,4.9
24035,1997,4,38461,4.6
24037,1997,4.3,83165,4.7
24039,1997,9.5,24745,10.2
24041,1997,4.2,32919,4.1
24043,1997,4.8,129890,5.3
24045,1997,6.1,82334,6.1
24047,1997,10.7,43791,9.9
24510,1997,9.4,677342,8.5
25001,1997,5.7,210380,6
25003,1997,4.7,136602,5.1
25005,1997,6.1,523544,7.2
25007,1997,4.8,14089,5.2
25009,1997,4.1,705491,4.5
25011,1997,3.7,71404,3.9
25013,1997,4.6,453772,5.1
25015,1997,2.8,150903,3.3
25017,1997,2.9,1442633,3.3
25019,1997,2.2,8215,2.3
25021,1997,3,643464,3.5
25023,1997,4.3,458883,5
25025,1997,4.2,677311,4.7
25027,1997,3.9,729367,4.4
26001,1997,8.1,11233,8.7
26003,1997,6.4,9898,7.2
26005,1997,3,101237,3.6
26007,1997,7.6,31088,9
26009,1997,5.5,21423,6.8
26011,1997,8.2,16780,9.2
26013,1997,7.2,8488,9.1
26015,1997,3.3,55492,3.7
26017,1997,4.6,111040,5.1
26019,1997,6.2,14662,7
26021,1997,4.9,162407,5.7
26023,1997,3.6,44978,5
26025,1997,4.1,136834,4.6
26027,1997,4.6,50449,5.1
26029,1997,5.4,24758,6.5
26031,1997,10.2,24803,10.8
26033,1997,7.9,38290,8.2
26035,1997,7.8,29608,8.6
26037,1997,2.6,62892,3.4
26039,1997,6.6,13762,7.1
26041,1997,7.1,38594,7.9
26043,1997,5.7,27603,5.6
26045,1997,2.5,101474,3.2
26047,1997,7.7,29871,9.2
26049,1997,5.3,432978,6
26051,1997,7.5,24936,7.6
26053,1997,9.1,17848,11.1
26055,1997,3.9,73765,4.6
26057,1997,5.5,40265,6.5
26059,1997,3.7,45716,4.4
26061,1997,5.5,36370,6.5
26063,1997,4.9,35911,6.1
26065,1997,3,283529,3.7
26067,1997,4.9,61723,5.9
26069,1997,7.8,26325,8.1
26071,1997,6.9,13256,8.1
26073,1997,3.3,60927,3.7
26075,1997,4.3,155331,4.9
26077,1997,3.1,235090,3.4
26079,1997,6.3,15881,7.7
26081,1997,3.1,555383,3.8
26083,1997,9.8,2118,11.8
26085,1997,8.6,10189,10.7
26087,1997,4.9,85209,5.4
26089,1997,3.9,19787,4.5
26091,1997,3.7,96953,4.3
26093,1997,2.9,143075,3.4
26095,1997,8.7,6803,7.6
26097,1997,9.8,11610,10.2
26099,1997,3.8,776506,4.4
26101,1997,7.8,23611,10.1
26103,1997,5.8,63407,6.1
26105,1997,7.1,27895,8.6
26107,1997,4.5,38892,5.1
26109,1997,5.5,25132,5.7
26111,1997,3.1,81648,3.8
26113,1997,6.2,13693,6.6
26115,1997,3.6,141725,3.9
26117,1997,7,59209,8.2
26119,1997,11.3,10073,12.4
26121,1997,4.7,167077,5.8
26123,1997,7.8,45805,9.4
26125,1997,3.1,1176377,3.5
26127,1997,7.6,25784,10.3
26129,1997,7.8,21121,9.3
26131,1997,12.4,8253,16.2
26133,1997,6.3,22675,6.5
26135,1997,8.3,9282,9.7
26137,1997,4.4,21926,5.1
26139,1997,2.7,223915,3
26141,1997,11.5,14367,13.2
26143,1997,8.1,24435,9.2
26145,1997,4.4,211406,4.9
26147,1997,5.6,158559,5.8
26149,1997,3.5,61572,4.5
26151,1997,5.8,43485,6.8
26153,1997,10.2,8754,11.3
26155,1997,5.1,71784,6.4
26157,1997,5,58000,6.3
26159,1997,5.3,75335,6.3
26161,1997,2,308398,2.2
26163,1997,5.2,2100674,5.8
26165,1997,8.5,29634,8.7
27001,1997,8.4,14403,9.7
27003,1997,2.6,282976,3.2
27005,1997,7.4,29250,8
27007,1997,6.2,38683,7.2
27009,1997,4.3,32807,5.1
27011,1997,3.8,5871,4.5
27013,1997,2.7,55036,3.4
27015,1997,4.6,27282,4.5
27017,1997,6.2,30819,7.2
27019,1997,2.1,63939,2.4
27021,1997,7.4,25566,9.1
27023,1997,4.4,13240,4.9
27025,1997,4,38020,4.9
27027,1997,2.9,51131,4.2
27029,1997,13,8606,15.1
27031,1997,4.7,4935,5.5
27033,1997,4.7,12357,7.2
27035,1997,5.9,52339,6.8
27037,1997,2,335640,2.6
27039,1997,4.3,17047,5.6
27041,1997,3.8,31677,4.6
27043,1997,4.3,16469,5.1
27045,1997,3.8,20970,5.1
27047,1997,3.5,32505,4.4
27049,1997,3.2,43337,4.3
27051,1997,5.1,6310,5.8
27053,1997,2.4,1089694,3
27055,1997,3,19397,3.9
27057,1997,6.6,17286,8.3
27059,1997,4.1,29321,5
27061,1997,8.6,43474,9.6
27063,1997,3.5,11637,5
27065,1997,7.7,14143,9.5
27067,1997,3.5,41366,4.2
27069,1997,6.1,5460,7
27071,1997,7.1,14842,7.9
27073,1997,3.6,8352,3.5
27075,1997,5.1,10932,5.7
27077,1997,4.5,4477,5
27079,1997,4.1,24900,4.9
27081,1997,4.5,6705,5.1
27083,1997,3.2,25241,3.6
27085,1997,3.2,34116,3.8
27087,1997,9.7,5177,9.5
27089,1997,11.2,10599,11.9
27091,1997,3.6,22258,5
27093,1997,5.4,21996,6.7
27095,1997,7.5,21118,9
27097,1997,7.4,31103,8.6
27099,1997,2.7,37993,3.4
27101,1997,5,9336,5.8
27103,1997,2.4,29861,3
27105,1997,3.9,20889,3.7
27107,1997,7.6,7626,6
27109,1997,2.2,117279,3
27111,1997,5.1,55136,6
27113,1997,5.5,13734,6.4
27115,1997,7.6,24655,8.8
27117,1997,3.4,10140,3.6
27119,1997,5.6,32274,5.7
27121,1997,3.8,11204,4.8
27123,1997,2.7,502514,3.2
27125,1997,10.5,4427,12.3
27127,1997,3.2,17032,3.9
27129,1997,4.5,17284,5.6
27131,1997,3.3,54449,4.1
27133,1997,2.4,9978,2.8
27135,1997,5.4,16534,5.7
27137,1997,4.9,199649,5.7
27139,1997,2.5,77754,3.1
27141,1997,3.3,56866,4.1
27143,1997,4.7,15087,5.5
27145,1997,4.1,129427,4.9
27147,1997,3.1,32349,3.6
27149,1997,3,10256,3.5
27151,1997,4.1,11537,5.2
27153,1997,6.9,24117,7.8
27155,1997,4.5,4288,5.2
27157,1997,3.3,20955,4.6
27159,1997,5.8,13261,6.8
27161,1997,3.1,18738,4.3
27163,1997,2.1,188208,2.7
27165,1997,3.4,12061,4.1
27167,1997,2.5,7265,3.8
27169,1997,3.2,49816,3.9
27171,1997,3.4,83106,4.1
27173,1997,4.6,11496,5.5
28001,1997,8.9,35242,6.8
28003,1997,8,33808,9.9
28005,1997,4.1,13453,5
28007,1997,9.5,19420,10.6
28009,1997,5,8083,8.8
28011,1997,9.7,41359,9.3
28013,1997,6.4,15198,5.4
28015,1997,6.1,10578,5.6
28017,1997,9.8,19311,9.9
28019,1997,8.5,9531,9.2
28021,1997,9.8,11870,10.3
28023,1997,6.3,17746,6.9
28025,1997,11.1,21779,10.4
28027,1997,10.4,31251,9.8
28029,1997,7.8,28787,7.7
28031,1997,5.4,18414,6.3
28033,1997,3.1,93282,3.4
28035,1997,3.4,71941,4.3
28037,1997,6.2,8472,5
28039,1997,8.3,18150,9.4
28041,1997,7.9,12861,8.2
28043,1997,7,23077,6.5
28045,1997,4.5,39885,5.6
28047,1997,4.6,184219,4.8
28049,1997,4.1,251448,4
28051,1997,11.2,21564,11.7
28053,1997,10.8,11381,10.3
28055,1997,14.6,2102,18.2
28057,1997,6,22100,6.5
28059,1997,5.2,126961,5.5
28061,1997,6.4,17575,5.9
28063,1997,15.7,9499,15.3
28065,1997,8.5,14145,13.4
28067,1997,3.5,64672,3.5
28069,1997,8,10457,7.9
28071,1997,2.3,37161,2.7
28073,1997,2.5,35865,3.3
28075,1997,5.1,78202,5.3
28077,1997,5.6,13009,6.7
28079,1997,5.2,20280,5
28081,1997,4.7,73706,4.6
28083,1997,9.3,38659,9.2
28085,1997,5.5,32353,5.4
28087,1997,7.3,62226,6.5
28089,1997,3.5,70321,3.5
28091,1997,6,25628,6.6
28093,1997,6.4,33113,7.8
28095,1997,10.4,37853,11.1
28097,1997,7,12342,6.8
28099,1997,3.8,27858,3.6
28101,1997,4.3,21561,5.6
28103,1997,9.3,12416,9.4
28105,1997,2.8,42160,2.8
28107,1997,11.6,32882,17.1
28109,1997,4.6,45793,4.4
28111,1997,8,11812,8
28113,1997,5.3,38473,5.2
28115,1997,4.4,25427,5.3
28117,1997,6.9,25019,8.2
28119,1997,12.8,10205,16.8
28121,1997,2.4,107284,2.7
28123,1997,6.8,27668,5.7
28125,1997,14.7,6688,17.4
28127,1997,5.1,26604,7.4
28129,1997,4,15700,4.6
28131,1997,5.4,12832,6.5
28133,1997,13.7,35436,12.5
28135,1997,11.5,15078,12.4
28137,1997,5.3,24177,5.5
28139,1997,5.6,20765,6.8
28141,1997,8.9,18851,9.5
28143,1997,7.2,8939,7.5
28145,1997,4.2,23999,6.4
28147,1997,6.4,15088,5.7
28149,1997,5.4,49638,5.3
28151,1997,9.1,65077,10
28153,1997,7.5,20481,5.5
28155,1997,4.8,10263,6
28157,1997,10.6,9468,13.9
28159,1997,9.8,20023,7.8
28161,1997,6.9,12420,7.4
28163,1997,8.7,26580,9.6
29001,1997,2.4,24871,2.9
29003,1997,3.8,15948,5.3
29005,1997,2.5,6733,3
29007,1997,3.6,25233,4.6
29009,1997,5.4,33175,6.1
29011,1997,3.3,12198,4.1
29013,1997,6,16013,6.5
29015,1997,6.2,16271,6.7
29017,1997,7.5,11513,8.4
29019,1997,1.5,130981,1.7
29021,1997,5.4,84841,7.2
29023,1997,5.4,40771,6.3
29025,1997,8.8,8725,5.1
29027,1997,3.5,38600,3.9
29029,1997,6.2,34471,6.7
29031,1997,4,67098,4.7
29033,1997,4.6,10377,5.2
29035,1997,6.6,6002,9.2
29037,1997,3.4,76290,3.8
29039,1997,5.4,13269,6.1
29041,1997,6.3,8748,6.8
29043,1997,3.7,47801,3.9
29045,1997,6.9,7548,6
29047,1997,3,175421,3.1
29049,1997,4.3,18153,4.1
29051,1997,2.6,70093,2.7
29053,1997,4.5,16297,3.8
29055,1997,6.9,22069,9.4
29057,1997,4.7,7852,5.4
29059,1997,5,15059,6.8
29061,1997,5.4,7771,5.5
29063,1997,4.9,11218,4.9
29065,1997,5.5,14573,6.3
29067,1997,12.6,12747,12.7
29069,1997,6.6,33443,7.1
29071,1997,4.8,90710,5.1
29073,1997,4.9,15075,5.5
29075,1997,2.7,6849,3.1
29077,1997,3.3,234853,3.4
29079,1997,3.7,10522,3.6
29081,1997,3.6,8680,4.8
29083,1997,4.7,21464,6.4
29085,1997,6.7,8730,7.5
29087,1997,3.9,5533,4.8
29089,1997,3.9,10169,3.9
29091,1997,6.1,36393,6.9
29093,1997,8,10965,8.9
29095,1997,4.3,653593,4.7
29097,1997,3.7,101622,4.2
29099,1997,4.1,191512,4.5
29101,1997,2.5,46966,2.9
29103,1997,2.9,4399,3.9
29105,1997,6.2,31061,6.7
29107,1997,4.2,32492,4.4
29109,1997,6.2,33705,5.7
29111,1997,3.3,10247,4.1
29113,1997,4.4,35439,4.8
29115,1997,8.3,13965,9.7
29117,1997,3.2,14730,4.1
29119,1997,4.8,20701,5.2
