city_fips,st,place,p1980,p1990,p2000,p2010
4102000,Oregon,Amity city,1092,1175,1478,1614
4102200,Oregon,Annex CDP,,,,235
4102250,Oregon,Antelope city,39,34,59,46
4102800,Oregon,Arlington city,521,425,524,586
4103050,Oregon,Ashland city,14943,16234,19522,20078
4103150,Oregon,Astoria city,9998,10069,9813,9477
4103200,Oregon,Athena city,965,997,1221,1126
4103250,Oregon,Aumsville city,1432,1650,3003,3584
4103300,Oregon,Aurora city,523,567,655,918
4103650,Oregon,Baker City city,9471,9140,9860,9828
4103800,Oregon,Bandon city,2311,2215,2833,3066
4103850,Oregon,Banks city,489,563,1286,1777
4104000,Oregon,Barlow city,105,118,140,135
4104400,Oregon,Barview CDP,1462,1402,1872,1844
4104800,Oregon,Bay City city,986,1027,1149,1286
4104925,Oregon,Bayside Gardens CDP,,,,880
4105200,Oregon,Beaver CDP,,,145,122
4105250,Oregon,Beavercreek CDP,,,,4485
4105350,Oregon,Beaverton city,30582,53310,76129,89803
4105700,Oregon,Bellfountain CDP,,,,75
4105800,Oregon,Bend city,17263,20469,52029,76639
4105950,Oregon,Bethany CDP,,,,20646
4106400,Oregon,Biggs Junction CDP,,,50,22
4106650,Oregon,Black Butte Ranch CDP,,,,366
4106950,Oregon,Blodgett CDP,,,,58
4107200,Oregon,Boardman city,1261,1387,2855,3220
4107300,Oregon,Bonanza town,270,323,415,415
4108600,Oregon,Brogan CDP,,,,90
4108650,Oregon,Brookings city,3384,4400,5447,6336
4108750,Oregon,Brooks CDP,,,410,398
4109050,Oregon,Brownsville city,1261,1281,1449,1668
4109535,Oregon,Bull Mountain CDP,,,,9133
4109600,Oregon,Bunker Hill CDP,1555,1242,1462,1444
4109800,Oregon,Burns city,3579,2913,3064,2806
4110050,Oregon,Butte Falls town,428,252,439,423
4110100,Oregon,Butteville CDP,,,293,265
4110550,Oregon,Camp Sherman CDP,,,,233
4110750,Oregon,Canby city,7659,8983,12790,15829
4110850,Oregon,Cannon Beach city,1187,1221,1588,1690
4110950,Oregon,Canyon City town,639,648,669,703
4111000,Oregon,Canyonville city,1288,1219,1293,1884
4111050,Oregon,Cape Meares CDP,,,110,99
4111150,Oregon,Carlton city,1302,1289,1514,2007
4111600,Oregon,Cascade Locks city,838,930,1115,1144
4111700,Oregon,Cascadia CDP,,,,147
4111850,Oregon,Cave Junction city,1023,1126,1363,1883
4111900,Oregon,Cayuse CDP,,,59,68
4112050,Oregon,Cedar Hills CDP,9619,9294,8949,8300
4112150,Oregon,Cedar Mill CDP,,9697,12597,14546
4100179,Oregon,Centennial,22118,,,
4112400,Oregon,Central Point city,6357,7509,12493,17169
4112800,Oregon,Chenoweth CDP,2820,3246,3412,1855
4113050,Oregon,Chiloquin city,778,673,716,734
4113425,Oregon,City of The Dalles city,10820,11060,12156,
4113450,Oregon,Clackamas CDP,,2578,5177,
4113750,Oregon,Clatskanie city,1648,1629,1528,1737
4114200,Oregon,Cloverdale CDP,,,242,250
4114400,Oregon,Coburg city,699,763,969,1035
4114750,Oregon,Columbia City city,678,1003,1571,1946
4115000,Oregon,Condon city,783,635,759,682
4115250,Oregon,Coos Bay city,14424,15076,15374,15967
4115350,Oregon,Coquille city,4481,4121,4184,3866
4115550,Oregon,Cornelius city,4462,6148,9652,11869
4115800,Oregon,Corvallis city,40960,44757,49322,54462
4115950,Oregon,Cottage Grove city,7148,7402,8445,9686
4116250,Oregon,Cove city,451,507,594,552
4116350,Oregon,Crabtree CDP,,,,391
4116450,Oregon,Crane CDP,,,,129
4116650,Oregon,Crawfordsville CDP,,,,332
4116950,Oregon,Creswell city,1770,2431,3579,5031
4100243,Oregon,Cully,10569,,,
4117300,Oregon,Culver city,514,570,802,1357
4117700,Oregon,Dallas city,8530,9422,12459,14583
4117800,Oregon,Damascus city,,,,10539
4118150,Oregon,Days Creek CDP,,,,272
4118250,Oregon,Dayton city,1409,1526,2119,2534
4118300,Oregon,Dayville town,199,144,138,149
4118450,Oregon,Deer Island CDP,,,,294
4118850,Oregon,Depoe Bay city,723,870,1174,1398
4119020,Oregon,Deschutes River Woods CDP,,2373,4631,5077
4119100,Oregon,Detroit city,367,331,262,202
4119600,Oregon,Dillard CDP,,,,478
4120100,Oregon,Donald city,267,316,608,979
4120500,Oregon,Drain city,1148,1011,1021,1151
4120900,Oregon,Dufur city,560,527,588,604
4121050,Oregon,Dundee city,1223,1663,2598,3162
4121150,Oregon,Dunes City city,1124,1081,1241,1303
4121250,Oregon,Durham city,707,748,1382,1351
4121450,Oregon,Eagle Crest CDP,,,,1696
4121550,Oregon,Eagle Point city,2764,3008,4797,8469
4100320,Oregon,Eastside,1601,,,
4122200,Oregon,Echo city,624,499,650,699
4122550,Oregon,Elgin city,1701,1586,1654,1711
4122800,Oregon,Elkton city,155,172,147,195
4123500,Oregon,Enterprise city,2003,1905,1895,1940
4123550,Oregon,Eola CDP,,,49,45
4100353,Oregon,Errol Heights,10487,,,
4123800,Oregon,Estacada city,1419,2016,2371,2695
4123850,Oregon,Eugene city,105624,112669,137893,156185
4124100,Oregon,Fair Oaks CDP,,,,278
4124250,Oregon,Fairview city,1749,2391,7561,8920
4124550,Oregon,Falls City city,804,818,966,947
4126050,Oregon,Florence city,4411,5162,7263,8466
4126165,Oregon,Foots Creek CDP,,,,799
4126200,Oregon,Forest Grove city,11499,13559,17708,21083
4126400,Oregon,Fort Hill CDP,,,,129
4126650,Oregon,Fossil city,535,399,469,473
4126750,Oregon,Four Corners CDP,11331,12156,13922,15947
4127350,Oregon,Fruitdale CDP,,,,1177
4127825,Oregon,Garden Home-Whitford CDP,6926,6652,6931,6674
4127850,Oregon,Gardiner CDP,,,,248
4128000,Oregon,Garibaldi city,999,877,899,779
4128100,Oregon,Gaston city,471,563,600,637
4128200,Oregon,Gates city,455,499,471,471
4128450,Oregon,Gearhart city,967,1027,995,1462
4128650,Oregon,Gervais city,799,992,2009,2464
4129000,Oregon,Gladstone city,9500,10152,11438,11497
4129100,Oregon,Glasgow CDP,,,,763
4129350,Oregon,Glendale city,712,707,855,874
4129750,Oregon,Glide CDP,,,1690,1795
4129900,Oregon,Gold Beach city,1515,1546,1897,2253
4129950,Oregon,Gold Hill city,904,964,1073,1220
4130165,Oregon,Gopher Flats CDP,,,401,379
4130250,Oregon,Government Camp CDP,,,,193
4130300,Oregon,Grand Ronde CDP,,,271,1661
4130500,Oregon,Granite city,17,8,24,38
4130550,Oregon,Grants Pass city,15032,17488,23003,34533
4100458,Oregon,Grants Pass Southwest (U),,,,
4130650,Oregon,Grass Valley city,164,160,171,164
4130750,Oregon,Green CDP,3897,5076,6174,7515
4131050,Oregon,Greenhorn city,0,0,0,0
4131250,Oregon,Gresham city,33005,68235,90205,105594
4131600,Oregon,Haines city,341,405,426,416
4131650,Oregon,Halfway city,380,311,337,288
4131750,Oregon,Halsey city,693,667,724,904
4131850,Oregon,Hammond town,516,589,,
4132050,Oregon,Happy Valley city,1499,1519,4519,13903
4132075,Oregon,Harbeck-Fruitdale CDP,4733,3982,3780,
4132100,Oregon,Harbor CDP,2856,2143,2622,2391
4132400,Oregon,Harper CDP,,,,109
4132550,Oregon,Harrisburg city,1881,1939,2795,3567
4132850,Oregon,Hayesville CDP,9213,14318,18222,19936
4133000,Oregon,Hazelwood CDP,25541,11480,,
4133100,Oregon,Hebo CDP,,,231,232
4133250,Oregon,Helix city,155,150,183,184
4133550,Oregon,Heppner city,1498,1412,1395,1291
4133700,Oregon,Hermiston city,9408,10040,13154,16745
4134100,Oregon,Hillsboro city,27664,37520,70186,91611
4134250,Oregon,Hines city,1632,1452,1623,1563
4134650,Oregon,Holley CDP,,,,378
4134900,Oregon,Hood River city,4329,4632,5831,7167
4135450,Oregon,Hubbard city,1640,1881,2483,3173
4135700,Oregon,Huntington city,539,522,515,440
4135800,Oregon,Idanha city,319,289,232,134
4135850,Oregon,Idaville CDP,,,,337
4136050,Oregon,Imbler city,292,299,284,306
4136150,Oregon,Independence city,4024,4425,6035,8590
4136400,Oregon,Ione city,345,255,321,329
4136500,Oregon,Irrigon city,700,737,1702,1826
4136750,Oregon,Island City city,477,696,916,989
4137000,Oregon,Jacksonville city,2030,1896,2235,2785
4137202,Oregon,Jeffers Gardens CDP,,,,368
4137250,Oregon,Jefferson city,1702,1805,2487,3098
4137400,Oregon,Jennings Lodge CDP,,6530,7036,7315
4137550,Oregon,John Day city,2012,1836,1821,1744
4137650,Oregon,Johnson City city,378,586,634,566
4137850,Oregon,Jordan Valley city,473,364,239,181
4137900,Oregon,Joseph city,999,1073,1054,1081
4138000,Oregon,Junction City city,3320,3670,4721,5392
4138150,Oregon,Juntura CDP,,,,57
4138500,Oregon,Keizer city,18592,21884,32203,36478
4138900,Oregon,Kerby CDP,,,,595
4139150,Oregon,King City city,1853,2060,1949,3111
4139350,Oregon,Kings Valley CDP,,,,65
4139566,Oregon,Kirkpatrick CDP,,,172,179
4139700,Oregon,Klamath Falls city,16661,17737,19462,20840
4140350,Oregon,La Grande city,11354,11766,12327,13082
4141050,Oregon,La Pine city,,,5799,1653
4140050,Oregon,Labish Village CDP,,,376,412
4140150,Oregon,Lacomb CDP,,,,546
4140300,Oregon,Lafayette city,1215,1292,2586,3742
4140550,Oregon,Lake Oswego city,22868,30576,35278,36619
4140650,Oregon,Lakeside city,1453,1437,1371,1699
4140700,Oregon,Lakeview town,2770,2526,2474,2294
4140950,Oregon,Langlois CDP,,,,177
4141650,Oregon,Lebanon city,10413,10950,12950,15518
4142200,Oregon,Lexington town,307,286,263,238
4142550,Oregon,Lincoln Beach CDP,,1507,2078,2045
4142600,Oregon,Lincoln City city,5469,5892,7437,7930
4143400,Oregon,Lonerock city,26,11,24,21
4143550,Oregon,Long Creek city,252,249,228,197
4143650,Oregon,Lookingglass CDP,,,,855
4143900,Oregon,Lostine city,250,231,263,213
4144050,Oregon,Lowell city,661,785,857,1045
4144300,Oregon,Lyons city,877,938,1008,1161
4145250,Oregon,Madras city,2235,3443,5078,6046
4145400,Oregon,Malin city,539,725,638,805
4145700,Oregon,Manzanita city,443,513,564,598
4145900,Oregon,Marion CDP,,,274,313
4146500,Oregon,Maupin city,495,456,411,418
4146730,Oregon,Maywood Park city,1083,781,777,752
4145000,Oregon,McMinnville city,14080,17894,26499,32187
4100685,Oregon,Mcnulty,1805,,,
4147000,Oregon,Medford city,39603,46951,63154,74907
4100722,Oregon,Medford West (U),,,,
4147300,Oregon,Mehama CDP,,,283,292
4147350,Oregon,Melrose CDP,,,,735
4147650,Oregon,Merlin CDP,,,,1615
4147700,Oregon,Merrill city,809,837,897,844
4147750,Oregon,Metolius city,451,450,635,710
4147800,Oregon,Metzger CDP,5544,3149,3354,3765
4148150,Oregon,Mill City city,1565,1555,1537,1855
4148300,Oregon,Millersburg city,562,715,651,1329
4148600,Oregon,Milton-Freewater city,5086,5533,6470,7050
4148650,Oregon,Milwaukie city,17931,18692,20490,20291
4149000,Oregon,Mission CDP,,664,1019,1037
4149150,Oregon,Mitchell city,183,163,170,130
4149450,Oregon,Molalla city,2992,3651,5647,8108
4149550,Oregon,Monmouth city,5594,6288,7741,9534
4149600,Oregon,Monroe city,412,448,607,617
4149750,Oregon,Monument city,192,162,151,128
4150000,Oregon,Moro city,336,292,337,324
4150050,Oregon,Mosier city,340,244,410,433
4150150,Oregon,Mount Angel city,2876,2778,3121,3286
4150200,Oregon,Mount Hood CDP,,,,286
4150235,Oregon,Mount Hood Village CDP,,2234,3306,4864
4150250,Oregon,Mount Vernon city,569,538,595,527
4150450,Oregon,Mulino CDP,,,,2103
4150950,Oregon,Myrtle Creek city,3365,3063,3419,3439
4151050,Oregon,Myrtle Point city,2859,2712,2451,2514
4151450,Oregon,Neahkahnie CDP,,,,192
4151700,Oregon,Nehalem city,258,232,203,271
4151950,Oregon,Nesika Beach CDP,,,,463
4152000,Oregon,Neskowin CDP,,,169,134
4152050,Oregon,Netarts CDP,,,744,748
4152275,Oregon,New Hope CDP,,,,1515
4152400,Oregon,New Pine Creek CDP,,,,120
4152100,Oregon,Newberg city,10394,13086,18064,22068
4152450,Oregon,Newport city,7519,8437,9532,9989
4152900,Oregon,North Albany CDP,4499,4325,,
4153000,Oregon,North Bend city,9779,9614,9544,9695
4153150,Oregon,North Plains city,715,972,1605,1947
4153300,Oregon,North Powder city,430,448,489,439
4153525,Oregon,North Springfield CDP,6140,5451,,
4153750,Oregon,Nyssa city,2862,2629,3163,3267
4154350,Oregon,O'Brien CDP,,,,504
4153900,Oregon,Oak Grove CDP,11640,12576,12808,16629
4153988,Oregon,Oak Hills CDP,,6450,9050,11333
4154000,Oregon,Oakland city,886,844,954,927
4154100,Oregon,Oakridge city,3729,3063,3148,3205
4154325,Oregon,Oatfield CDP,,15348,15750,13415
4154450,Oregon,Oceanside CDP,,,326,361
4154550,Oregon,Odell CDP,,,1849,2255
4154900,Oregon,Ontario city,8814,9392,10985,11366
4155200,Oregon,Oregon City city,14673,14698,25754,31859
4156150,Oregon,Pacific City CDP,,,1027,1035
4156250,Oregon,Paisley city,343,350,247,243
4156500,Oregon,Parkdale CDP,,,266,311
4100882,Oregon,Parkrose,21108,,,
4157150,Oregon,Pendleton city,14521,15126,16354,16612
4157300,Oregon,Peoria CDP,,,,94
4157450,Oregon,Philomath city,2673,2983,3838,4584
4157500,Oregon,Phoenix city,2309,3239,4060,4538
4157650,Oregon,Pilot Rock city,1630,1478,1532,1502
4157850,Oregon,Pine Grove CDP,,,162,148
4157875,Oregon,Pine Hollow CDP,,,424,494
4158050,Oregon,Pistol River CDP,,,,84
4158550,Oregon,Plush CDP,,,,57
4159250,Oregon,Port Orford city,1061,1025,1153,1133
4159000,Oregon,Portland city,366383,437319,529121,583776
4159510,Oregon,Powellhurst-Centennial CDP,20132,28756,,
4159600,Oregon,Powers city,819,682,734,689
4159650,Oregon,Prairie City city,1106,1117,1080,909
4159750,Oregon,Prescott city,73,63,72,55
4159850,Oregon,Prineville city,5276,5355,7356,9253
4160070,Oregon,Pronghorn CDP,,,,34
4160100,Oregon,Prospect CDP,,,,455
4160850,Oregon,Rainier city,1655,1674,1687,1895
4160900,Oregon,Raleigh Hills CDP,6517,6066,5865,5896
4161200,Oregon,Redmond city,6452,7163,13481,26215
4161250,Oregon,Redwood CDP,3171,3702,5844,2627
4161300,Oregon,Reedsport city,4984,4796,4378,4154
4161700,Oregon,Richland city,181,161,147,156
4161800,Oregon,Rickreall CDP,,,57,77
4161850,Oregon,Riddle city,1265,1143,1014,1185
4162300,Oregon,River Road CDP,10370,9443,,
4162250,Oregon,Rivergrove city,314,294,324,289
4162412,Oregon,Riverside CDP,,,189,199
4162900,Oregon,Rockaway Beach city,906,970,1267,1312
4163010,Oregon,Rockcreek CDP,,8282,9404,9316
4163450,Oregon,Rogue River city,1308,1759,1847,2131
4163800,Oregon,Rose Lodge CDP,,1257,1708,1894
4163650,Oregon,Roseburg city,16644,17032,20017,21181
4163660,Oregon,Roseburg North CDP,,6831,5473,5912
4163950,Oregon,Rowena CDP,,,148,187
4164150,Oregon,Ruch CDP,,,,840
4164200,Oregon,Rufus city,352,295,268,249
4164900,Oregon,Salem city,89233,107786,136924,154637
4165250,Oregon,Sandy city,2905,4152,5385,9570
4165400,Oregon,Santa Clara CDP,14288,12834,,
4165500,Oregon,Scappoose city,3213,3529,4976,6592
4165650,Oregon,Scio city,579,623,695,838
4165800,Oregon,Scotts Mills city,249,283,312,357
4165950,Oregon,Seaside city,5193,5359,5900,6457
4166150,Oregon,Selma CDP,,,,695
4166200,Oregon,Seneca city,285,191,223,199
4166385,Oregon,Seventh Mountain CDP,,,,187
4166550,Oregon,Shady Cove city,1097,1351,2307,2904
4166700,Oregon,Shaniko city,30,26,26,36
4166900,Oregon,Shedd CDP,,,,204
4167050,Oregon,Sheridan city,2249,3979,3570,6127
4167100,Oregon,Sherwood city,2386,3093,11791,18194
4167500,Oregon,Siletz city,1001,926,1133,1212
4167600,Oregon,Silver Lake CDP,,,,149
4167650,Oregon,Silverton city,5168,5635,7414,9222
4167950,Oregon,Sisters city,696,679,959,2038
4168550,Oregon,Sodaville city,171,192,290,308
4168875,Oregon,South Lebanon CDP,1309,1203,1155,1005
4101075,Oregon,South Medford,2898,,,
4169450,Oregon,Spray town,155,149,140,160
4169600,Oregon,Springfield city,41621,44683,52864,59403
4164600,Oregon,St. Helens city,7064,7535,10019,12883
4164850,Oregon,St. Paul city,312,322,354,421
4169800,Oregon,Stafford CDP,,,,1577
4169900,Oregon,Stanfield city,1568,1568,1979,2043
4170200,Oregon,Stayton city,4396,5011,6816,7644
4170700,Oregon,Sublimity city,1077,1491,2148,2681
4170850,Oregon,Summerville town,132,111,117,135
4170870,Oregon,Summit CDP,,,,82
4171000,Oregon,Sumpter city,133,119,171,204
4171100,Oregon,Sunnyside CDP,,4423,6791,
4171250,Oregon,Sunriver CDP,1095,,,1393
4171650,Oregon,Sutherlin city,4560,5020,6669,7810
4171950,Oregon,Sweet Home city,6921,6850,8016,8925
4172400,Oregon,Takilma CDP,,,,378
4172500,Oregon,Talent city,2577,3274,5589,6066
4172600,Oregon,Tangent city,478,556,933,1164
4172800,Oregon,Terrebonne CDP,,1143,1469,1257
4172820,Oregon,Tetherow CDP,,,,45
4172950,Oregon,The Dalles city,,,,13620
4173225,Oregon,Three Rivers CDP,,1268,2445,3014
4173650,Oregon,Tigard city,14286,29344,41223,48035
4173700,Oregon,Tillamook city,3981,4001,4352,4935
4174000,Oregon,Toledo city,3151,3174,3472,3465
4174400,Oregon,Trail CDP,,,,702
4174650,Oregon,Tri-City CDP,3439,3585,3519,3931
4174850,Oregon,Troutdale city,5908,7852,13777,15962
4174950,Oregon,Tualatin city,7348,15013,22791,26054
4175050,Oregon,Tumalo CDP,,,,488
4175150,Oregon,Turner city,1116,1281,1199,1854
4175185,Oregon,Tutuilla CDP,,,460,487
4175500,Oregon,Tygh Valley CDP,,,224,206
4175550,Oregon,Ukiah city,249,250,255,186
4175600,Oregon,Umapine CDP,,,,315
4175650,Oregon,Umatilla city,3199,3046,4978,6906
4175850,Oregon,Union city,2062,1847,1926,2121
4176250,Oregon,Unity city,115,87,131,71
4176600,Oregon,Vale city,1558,1491,1976,1874
4177050,Oregon,Veneta city,2449,2519,2755,4561
4177250,Oregon,Vernonia city,1785,1808,2228,2151
4178000,Oregon,Waldport city,1274,1595,2050,2033
4178150,Oregon,Wallowa city,847,748,869,808
4178160,Oregon,Wallowa Lake CDP,,,,62
4178300,Oregon,Wamic CDP,,,36,85
4178600,Oregon,Warm Springs CDP,,2287,2431,2945
4178800,Oregon,Warren CDP,,,,1787
4178900,Oregon,Warrenton city,2493,2681,4096,4989
4178950,Oregon,Wasco city,415,374,381,410
4179050,Oregon,Waterloo town,221,191,239,229
4180025,Oregon,West Haven-Sylvan CDP,,6009,7147,8001
4180150,Oregon,West Linn city,12956,16367,22261,25109
4180750,Oregon,West Scio CDP,,,,120
4180900,Oregon,West Slope CDP,5364,7959,6442,6554
4179950,Oregon,Westfir city,312,278,276,253
4180350,Oregon,Weston city,719,606,717,667
4180400,Oregon,Westport CDP,,,,321
4181300,Oregon,Wheeler city,319,335,391,414
4181450,Oregon,White City CDP,5445,5891,5466,7975
4101228,Oregon,Wilkes-Rockwood,23216,,,
4182350,Oregon,Willamina city,1749,1717,1844,2025
4182450,Oregon,Williams CDP,,,,1072
4182800,Oregon,Wilsonville city,2920,7106,13991,19509
4182850,Oregon,Wimer CDP,,,,678
4183050,Oregon,Winchester Bay CDP,,,488,382
4183400,Oregon,Winston city,3359,3773,4613,5379
4183950,Oregon,Wood Village city,2253,2814,2860,3878
4183750,Oregon,Woodburn city,11196,13404,20100,24080
4184200,Oregon,Yachats city,482,533,617,690
4184250,Oregon,Yamhill city,690,867,794,1024
4184600,Oregon,Yoncalla city,805,919,1052,1047
4200100,Pennsylvania,Aaronsburg CDP (Centre County),,,485,613
4200104,Pennsylvania,Aaronsburg CDP (Washington County),,,,259
4200116,Pennsylvania,Abbottstown borough,689,539,905,1011
4200023,Pennsylvania,Abington (U),,,,
4200025,Pennsylvania,Abington Township,59084,,,
4200244,Pennsylvania,Ackermanville CDP,,,,610
4200332,Pennsylvania,Adamsburg borough,236,257,221,172
4200364,Pennsylvania,Adamstown borough,1119,1108,1203,1789
4200372,Pennsylvania,Adamsville CDP,,,117,67
4200396,Pennsylvania,Addison borough,259,212,214,207
4200540,Pennsylvania,Akron borough,3471,3869,4046,3876
4200572,Pennsylvania,Alba borough,222,170,186,157
4200628,Pennsylvania,Albion borough,1818,1575,1607,1516
4200652,Pennsylvania,Albrightsville CDP,,,,202
4200660,Pennsylvania,Alburtis borough,1428,1415,2117,2361
4200676,Pennsylvania,Aldan borough,4671,4549,4313,4152
4200756,Pennsylvania,Alexandria borough,435,411,401,346
4200764,Pennsylvania,Alfarata CDP,,,,149
4200820,Pennsylvania,Aliquippa city,17094,13374,11734,9438
4200924,Pennsylvania,Alleghenyville CDP,,,,1134
4200988,Pennsylvania,Allenport borough,735,595,549,537
4200980,Pennsylvania,Allenport CDP,,,,648
4201004,Pennsylvania,Allensville CDP,,,,503
4202000,Pennsylvania,Allentown city,103758,105090,106632,118032
4202016,Pennsylvania,Allenwood CDP,,,,321
4202040,Pennsylvania,Allison CDP,,,,625
4202056,Pennsylvania,Allison Park CDP,,,,21552
4202072,Pennsylvania,Allport CDP,,,,264
4202088,Pennsylvania,Almedia CDP,1191,1116,1056,1078
4202128,Pennsylvania,Alsace Manor CDP,,,,478
4202144,Pennsylvania,Altamont CDP,,,2689,602
4202184,Pennsylvania,Altoona city,57078,51881,49523,46320
4202264,Pennsylvania,Ambler borough,6628,6609,6426,6417
4202288,Pennsylvania,Ambridge borough,9575,8133,7769,7050
4202349,Pennsylvania,Amity Gardens CDP,,2714,3370,3402
4202416,Pennsylvania,Ancient Oaks CDP,,2663,3161,6661
4202608,Pennsylvania,Annville CDP,4493,4294,4518,4767
4202720,Pennsylvania,Apollo borough,2212,1895,1765,1647
4202752,Pennsylvania,Applewold borough,395,388,356,310
4202826,Pennsylvania,Arcadia University CDP,,,,595
4202832,Pennsylvania,Archbald borough,6295,6291,6220,6984
4202896,Pennsylvania,Ardmore CDP,,12646,12616,12455
4202928,Pennsylvania,Arendtsville borough,600,693,848,952
4202968,Pennsylvania,Aristes CDP,,,230,311
4203008,Pennsylvania,Arlington Heights CDP,1198,4768,5132,6333
4203032,Pennsylvania,Armagh borough,133,104,131,122
4203088,Pennsylvania,Arnold city,6853,6113,5667,5157
4203096,Pennsylvania,Arnold City CDP,,,,498
4203104,Pennsylvania,Arnot CDP,,,,332
4203120,Pennsylvania,Arona borough,446,397,407,370
4203264,Pennsylvania,Ashland borough,4235,3859,3283,2817
4203272,Pennsylvania,Ashley borough,3512,3291,2866,2790
4203296,Pennsylvania,Ashville borough,383,306,279,227
4203312,Pennsylvania,Aspers CDP,,,,350
4203320,Pennsylvania,Aspinwall borough,3284,2880,2960,2801
4200360,Pennsylvania,Aston Township,14530,,,
4203384,Pennsylvania,Atglen borough,669,825,1217,1406
4203392,Pennsylvania,Athens borough,3622,3468,3415,3367
4203424,Pennsylvania,Atkinson Mills CDP,,,,174
4203440,Pennsylvania,Atlantic CDP,,,43,77
4203464,Pennsylvania,Atlas CDP,1162,,,809
4203472,Pennsylvania,Atlasburg CDP,,,,401
4203480,Pennsylvania,Atwood borough,107,128,112,107
4203488,Pennsylvania,Auburn borough,999,913,839,741
4203544,Pennsylvania,Audubon CDP,,6328,6549,8433
4203576,Pennsylvania,Austin borough,740,569,623,562
4203608,Pennsylvania,Avalon borough,6240,5784,5294,4705
4203616,Pennsylvania,Avella CDP,,,,804
4203632,Pennsylvania,Avis borough,1718,1506,1492,1484
4203640,Pennsylvania,Avoca borough,3536,2897,2851,2661
4203648,Pennsylvania,Avon CDP,1359,,2856,1667
4203672,Pennsylvania,Avon Heights CDP,,2714,,
4203656,Pennsylvania,Avondale borough,891,954,1108,1265
4203676,Pennsylvania,Avonia CDP,1365,1336,1331,1205
4203688,Pennsylvania,Avonmore borough,1234,1089,820,1011
4203714,Pennsylvania,Back Mountain CDP,,,26690,
4203736,Pennsylvania,Baden borough,5318,5074,4377,4135
4203768,Pennsylvania,Baidland CDP,,1620,1576,1563
4203792,Pennsylvania,Baileyville CDP,,,,201
4203800,Pennsylvania,Bainbridge CDP,,,,1355
4203816,Pennsylvania,Bairdford CDP,,,,698
4203864,Pennsylvania,Bakerstown CDP,,,,1761
4200479,Pennsylvania,Bala Cynwyd (U),,,,
4203928,Pennsylvania,Baldwin borough,24598,21923,19999,19767
4200487,Pennsylvania,Baldwin Township,2680,,,
4203984,Pennsylvania,Bally borough,1051,973,1062,1090
4204032,Pennsylvania,Bangor borough,5006,5383,5319,5273
4204136,Pennsylvania,Barkeyville borough,266,274,237,207
4204200,Pennsylvania,Barnesboro borough,2741,2530,,
4204344,Pennsylvania,Barrville CDP,,,,160
4204432,Pennsylvania,Bath borough,1953,2358,2678,2693
4204488,Pennsylvania,Baumstown CDP,,,,422
4204568,Pennsylvania,Beallsville borough,588,530,511,466
4204599,Pennsylvania,Bear Creek Village borough,,,284,257
4204608,Pennsylvania,Bear Lake borough,249,193,193,164
4204616,Pennsylvania,Bear Rocks CDP,,,,1048
4204688,Pennsylvania,Beaver borough,5441,5028,4775,4531
4204792,Pennsylvania,Beaver Falls city,12525,10687,9920,8987
4204816,Pennsylvania,Beaver Meadows borough,1078,985,968,869
4204824,Pennsylvania,Beaver Springs CDP,,,634,674
4204768,Pennsylvania,Beaverdale CDP,,,,1035
4204780,Pennsylvania,Beaverdale-Lloydell CDP,1187,1278,1230,
4204848,Pennsylvania,Beavertown borough,853,877,870,965
4204896,Pennsylvania,Bechtelsville borough,832,884,931,942
4204944,Pennsylvania,Bedford borough,3326,3137,3141,2841
4204984,Pennsylvania,Beech Creek borough,760,716,717,701
4205028,Pennsylvania,Beech Mountain Lakes CDP,,,,2022
4205152,Pennsylvania,Belfast CDP,,1102,1301,1257
4205216,Pennsylvania,Bell Acres borough,1307,1436,1382,1388
4205288,Pennsylvania,Belle Vernon borough,1489,1213,1211,1093
4205256,Pennsylvania,Bellefonte borough,6300,6358,6395,6187
4205304,Pennsylvania,Belleville CDP,1689,1589,1386,1827
4205312,Pennsylvania,Bellevue borough,10128,9126,8770,8370
4205384,Pennsylvania,Bellwood borough,2114,1976,2016,1828
4205400,Pennsylvania,Belmont CDP,3442,3184,2846,2784
4205504,Pennsylvania,Ben Avon borough,2314,2096,1917,1781
4205520,Pennsylvania,Ben Avon Heights borough,398,373,392,371
4205536,Pennsylvania,Bendersville borough,533,560,576,641
4205548,Pennsylvania,Bendersville Station-Aspers CDP,,,324,
4200740,Pennsylvania,Bensalem Township,52399,,,
4205648,Pennsylvania,Benson borough,308,277,194,191
4205672,Pennsylvania,Bentleyville borough,2525,2673,2502,2581
4205680,Pennsylvania,Benton borough,981,958,955,824
4205776,Pennsylvania,Berlin borough,1999,2064,2192,2104
4205848,Pennsylvania,Bernville borough,798,789,865,955
4205856,Pennsylvania,Berrysburg borough,447,376,354,368
4205888,Pennsylvania,Berwick borough,11850,10976,10774,10477
4205904,Pennsylvania,Berwyn CDP,,,,3631
4205936,Pennsylvania,Bessemer borough,1293,1196,1172,1111
4205976,Pennsylvania,Bethany borough,282,238,292,246
4206000,Pennsylvania,Bethel CDP,,,,499
4206064,Pennsylvania,Bethel Park municipality,34755,33823,33556,32313
4206088,Pennsylvania,Bethlehem city,70419,71428,71329,74982
4206171,Pennsylvania,Beurys Lake CDP,,,133,124
4206236,Pennsylvania,Big Bass Lake CDP,,,,1270
4206240,Pennsylvania,Big Beaver borough,2815,2298,2186,1970
4206344,Pennsylvania,Big Run borough,822,699,686,624
