name,st,pop_2010,pop_2000,pop_1990,pop_1980,pop_1970,pop_1960,pop_1950,pop_1940,pop_1930,pop_1920,pop_1910,pop_1900
Waterboro,Maine,7693,6214,4510,2943,1208,1059,1071,947,914,942,997,1169
Waterford,Maine,1553,1455,1299,951,760,834,828,836,743,765,934,917
Waterville,Maine,15722,15605,17173,17779,18192,18695,18287,16688,15454,13351,11458,9477
Wayne,Maine,1189,1112,1029,680,577,498,459,463,464,458,595,707
Webster,Maine,85,82,95,82,56,79,92,89,90,87,103,124
Weld,Maine,419,402,430,435,360,348,361,422,493,521,574,738
Wellington,Maine,260,258,270,287,232,231,252,261,350,459,393,413
Wells,Maine,9589,9400,7778,8211,4448,3528,2321,2144,2047,1943,1908,2007
Wesley,Maine,98,114,146,140,110,145,149,157,170,146,172,198
West Bath,Maine,1877,1798,1716,1309,836,766,578,353,277,313,230,291
West Central Franklin,Maine,0,0,0,0,2,0,0,0,0,0,0,0
West Forks,Maine,60,47,63,72,74,93,108,117,119,120,138,160
West Gardiner,Maine,3474,2902,2513,2113,1435,1144,946,867,627,553,629,693
West Paris,Maine,1812,1722,1514,1390,1171,1050,0,0,0,0,0,0
Westbrook,Maine,17494,16142,16121,14976,14444,13820,12284,11087,10807,9453,8281,7283
Westfield,Maine,549,559,589,647,517,569,557,735,776,798,689,259
Westmanland,Maine,62,71,72,53,52,46,77,105,87,101,104,100
Weston,Maine,228,203,207,155,162,202,248,328,323,433,390,367
Westport Island,Maine,718,745,663,420,228,133,146,111,108,165,284,330
Whitefield,Maine,2300,2273,1931,1606,1131,1068,1030,962,908,862,1056,1156
Whiting,Maine,487,430,407,335,269,339,354,358,327,374,368,399
Whitney,Maine,5,0,0,0,0,0,0,0,0,0,0,0
Whitneyville,Maine,220,262,241,264,155,229,227,262,229,210,258,424
Willimantic,Maine,150,135,170,164,126,137,189,188,173,196,271,419
Wilton,Maine,4116,4123,4242,4382,3802,3274,3455,3228,3266,2505,2143,1647
Windham,Maine,17001,14904,13020,11282,6593,4498,3434,2381,2076,1932,1954,1929
Windsor,Maine,2575,2204,1895,1702,1097,878,740,695,565,599,706,782
Winn,Maine,407,420,479,503,516,526,497,585,560,638,655,688
Winslow,Maine,7794,7743,7997,8057,7299,5891,4413,4153,3917,3280,2709,2277
Winter Harbor,Maine,516,988,1157,1120,1028,756,568,518,517,503,590,571
Winterport,Maine,3757,3602,3175,2675,1963,2088,1694,1572,1437,1433,1582,1623
Winterville,Maine,224,196,217,235,164,215,373,462,408,353,267,124
Winthrop,Maine,6092,6232,5968,5889,4335,3537,3026,2508,2334,1902,2114,2088
Wiscasset,Maine,3732,3603,3339,2832,2244,1800,1584,1231,1186,1192,1287,1273
Woodland,Maine,1213,1403,1402,1369,1218,1372,1292,1298,1308,1120,1161,1096
Woodstock,Maine,1277,1307,1194,1087,1005,930,971,913,848,765,808,816
Woodville,Maine,248,286,215,226,62,49,91,133,115,100,125,160
Woolwich,Maine,3072,2810,2570,2156,1710,1417,1344,1144,671,875,868,880
Wyman,Maine,88,70,65,7,0,0,0,0,0,0,0,0
Yarmouth,Maine,8349,8360,7862,6585,4854,3517,2669,2214,2125,2216,2358,2274
York,Maine,12529,12854,9818,8465,5690,4663,3256,3283,2532,2727,2802,2668
Addison,Michigan,605,627,632,655,595,575,488,465,452,416,474,470
Adrian,Michigan,21133,21574,22097,21276,20382,20347,18393,14230,13064,11878,10763,9654
Ahmeek,Michigan,146,157,148,210,238,265,360,475,624,892,766,0
Akron,Michigan,402,461,421,538,525,503,431,413,441,505,0,0
Alanson,Michigan,738,785,677,508,362,290,319,330,287,332,473,0
Albion,Michigan,8616,9144,10066,11059,12112,12749,10406,8345,8324,8354,5833,4519
Algonac,Michigan,4110,4613,4551,4412,3684,3190,2639,1931,1736,1303,1204,1216
Allegan,Michigan,4998,4838,4547,4576,4516,4822,4801,4526,3941,3637,3419,2667
Allen,Michigan,191,225,201,266,385,325,0,0,0,0,0,0
Allen Park,Michigan,28210,29376,31092,34196,40747,37494,12329,3487,944,0,0,0
Alma,Michigan,9383,9275,9034,9652,9611,8978,8341,7202,6734,7542,2757,2047
Almont,Michigan,2674,2803,2354,1857,1634,1279,1035,924,844,789,675,718
Alpena,Michigan,10483,11304,11354,12214,13805,14682,13135,12808,12166,11101,12706,11802
Alpha,Michigan,145,198,219,229,282,317,378,497,560,818,0,0
Ann Arbor,Michigan,113934,114024,109592,107969,100035,67340,48251,29815,26944,19516,14817,14509
Applegate,Michigan,248,287,297,257,301,252,244,231,207,177,155,0
Armada,Michigan,1730,1573,1548,1392,1352,1111,961,865,840,711,748,863
Ashley,Michigan,563,526,518,570,521,448,449,466,419,596,513,617
Athens,Michigan,1024,1111,990,960,996,966,768,658,622,553,631,583
Auburn,Michigan,2087,2011,1855,1921,1919,1497,869,0,0,0,0,0
Auburn Hills,Michigan,21412,19837,17076,0,0,0,0,0,0,0,0,0
Au Gres,Michigan,889,1028,838,768,564,584,442,317,203,199,252,0
Augusta,Michigan,885,899,927,913,1025,972,898,785,711,651,494,541
Bad Axe,Michigan,3129,3462,3484,3184,2999,2998,2973,2624,2332,2140,1559,1241
Baldwin,Michigan,1208,1107,821,674,612,835,835,612,518,471,502,343
Bancroft,Michigan,545,616,599,618,724,636,615,581,439,529,543,528
Bangor,Michigan,1885,1933,1922,2001,2050,2109,1694,1409,1274,1243,1158,1021
Baraga,Michigan,2053,1285,1231,1055,1116,991,942,1110,1045,942,1071,1185
Baroda,Michigan,873,858,657,627,504,488,344,302,291,223,248,0
Barryton,Michigan,355,381,393,422,368,418,445,342,331,364,411,0
Barton Hills,Michigan,294,335,320,357,0,0,0,0,0,0,0,0
Battle Creek,Michigan,52347,53364,53540,35724,38931,44169,48666,43453,43573,36164,25267,18563
Bay City,Michigan,34932,36817,38936,41593,49449,53604,52523,47956,47355,47554,45166,27628
Bear Lake,Michigan,286,318,339,388,376,323,364,327,325,323,504,448
Beaverton,Michigan,1071,1106,1150,1025,954,926,794,641,528,549,418,0
Belding,Michigan,5757,5877,5969,5634,5121,4887,4436,4089,4140,3911,4119,3282
Bellaire,Michigan,1086,1164,1104,1063,897,689,693,652,517,624,1050,1157
Belleville,Michigan,3991,3997,3270,3366,2406,1921,1722,1286,758,626,486,0
Bellevue,Michigan,1282,1365,1401,1289,1297,1277,1168,1011,1029,1035,930,1074
Benton Harbor,Michigan,10038,11182,12818,14707,16481,19136,18769,16668,15434,12233,9185,6562
Benzonia,Michigan,497,519,449,466,412,407,407,340,623,543,563,484
Berkley,Michigan,14970,15531,16960,18637,21879,23275,17931,6406,5571,0,0,0
Berrien Springs,Michigan,1800,1862,1927,2042,1951,1953,1761,1510,1413,918,880,808
Bessemer,Michigan,1905,2148,2272,2553,2805,3304,3509,4080,4035,5482,4583,3911
Beulah,Michigan,342,363,421,454,461,436,458,378,0,0,0,0
Beverly Hills,Michigan,10267,10437,10610,11598,13598,8633,0,0,0,0,0,0
Big Rapids,Michigan,10601,10849,12603,14361,11995,8686,6736,4987,4671,4558,4519,4686
Bingham Farms,Michigan,1111,1030,1001,529,566,394,0,0,0,0,0,0
Birch Run,Michigan,1555,1653,992,1196,932,844,0,0,0,0,0,0
Birmingham,Michigan,20103,19291,19997,21689,26170,25525,15467,11196,9539,3694,1607,1170
Blissfield,Michigan,3340,3223,3172,3107,2753,2653,2365,2144,2103,1906,1474,1268
Bloomfield Hills,Michigan,3869,3940,4288,3985,3672,2378,1468,1281,1127,0,0,0
Bloomingdale,Michigan,454,528,503,537,496,471,465,553,386,486,501,379
Boyne City,Michigan,3735,3503,3478,3348,2969,2797,3028,2904,2650,4284,5218,912
Boyne Falls,Michigan,294,370,369,378,347,260,236,213,199,241,325,431
Breckenridge,Michigan,1328,1339,1301,1495,1257,1131,985,868,685,698,595,0
Breedsville,Michigan,199,235,213,244,209,245,239,184,167,140,219,236
Bridgman,Michigan,2291,2428,2140,2235,1621,1454,977,774,848,0,0,0
Brighton,Michigan,7444,6701,5686,4268,2457,2282,1861,1353,1287,800,767,781
Britton,Michigan,586,699,694,693,697,622,517,409,368,383,370,345
Bronson,Michigan,2349,2421,2342,2271,2390,2267,2106,1871,1651,1257,1020,1176
Brooklyn,Michigan,1206,1176,1027,1110,1112,986,862,749,733,611,662,494
Brown City,Michigan,1325,1334,1244,1163,1142,993,878,838,785,828,690,603
Buchanan,Michigan,4456,4681,4992,5142,4645,5341,5224,4056,3922,3187,1831,1708
Buckley,Michigan,697,550,402,357,244,247,194,217,236,352,464,0
Burlington,Michigan,261,405,294,367,314,366,329,207,198,194,237,334
Burr Oak,Michigan,828,797,882,853,873,867,814,706,680,589,752,744
Burton,Michigan,29999,30308,27617,29976,0,0,0,0,0,0,0,0
Byron,Michigan,581,595,573,689,655,542,439,469,387,376,427,432
Cadillac,Michigan,10355,10000,10104,10199,9990,10112,10425,9855,9570,9750,8375,5997
Caledonia,Michigan,1511,1102,885,722,716,739,619,467,469,432,422,427
Calumet,Michigan,726,879,818,1013,1007,1139,1256,1460,1557,2390,4211,4668
Camden,Michigan,512,550,482,420,405,434,380,385,316,398,392,376
Capac,Michigan,1890,1775,1583,1377,1279,1235,1104,920,837,791,761,547
Carleton,Michigan,2345,2562,2770,2786,1503,1379,1039,864,837,498,0,0
Carney,Michigan,192,225,197,0,0,0,0,0,0,0,0,0
Caro,Michigan,4229,4145,4054,4317,3701,3534,3464,3070,2554,2704,2272,2006
Carson City,Michigan,1093,1190,1158,1229,1217,1201,1168,1112,972,973,808,906
Carsonville,Michigan,527,502,583,622,621,502,487,433,444,536,401,400
Caseville,Michigan,777,888,857,851,607,659,482,451,412,385,442,507
Casnovia,Michigan,319,315,376,348,403,371,312,289,254,333,308,277
Caspian,Michigan,906,997,1031,1038,1165,1493,1608,1797,1888,1912,0,0
Cass City,Michigan,2428,2643,2276,2258,1974,1945,1762,1362,1201,1228,1126,1113
Cassopolis,Michigan,1774,1740,1822,1933,2108,2027,1527,1488,1448,1385,1358,1330
Cedar Springs,Michigan,3509,3112,2600,2615,1807,1768,1378,1101,1104,1020,947,950
Cement City,Michigan,438,452,493,539,531,471,0,0,0,0,0,0
Center Line,Michigan,8257,8531,9026,9293,10379,10164,7659,3198,2604,0,0,0
Central Lake,Michigan,952,990,954,895,741,692,692,659,607,676,813,1307
Centreville,Michigan,1425,1579,1516,1202,1044,971,879,812,820,701,613,645
Charlevoix,Michigan,2513,2994,3116,3296,3519,2751,2695,2299,2247,2218,2420,2079
Charlotte,Michigan,9074,8389,8083,8251,8244,7657,6606,5544,5307,5126,4886,4092
Chatham,Michigan,220,231,268,315,246,0,0,0,0,0,0,0
Cheboygan,Michigan,4867,5295,4999,5106,5553,5859,5687,5673,4923,5642,6859,6489
Chelsea,Michigan,4944,4398,3772,3816,3858,3355,2580,2246,2268,2079,1764,1635
Chesaning,Michigan,2394,2548,2567,2656,2876,2770,2264,1807,1594,1387,1363,1244
Clare,Michigan,3118,3173,3021,3300,2639,2442,2440,1844,1491,1462,1350,1326
Clarksville,Michigan,394,317,360,348,346,371,339,309,284,0,0,0
Clawson,Michigan,11825,12732,13874,15103,17617,14795,5196,4006,3377,0,0,0
Clayton,Michigan,344,326,384,396,505,470,467,375,372,306,372,370
Clifford,Michigan,324,324,354,406,472,389,330,321,293,327,308,339
Climax,Michigan,767,791,677,619,594,587,524,460,441,395,425,398
Clinton,Michigan,2336,2293,2475,2342,1677,1481,1344,1126,1026,961,1011,1038
Clio,Michigan,2646,2483,2629,2669,2357,2212,1963,1711,1548,1256,810,640
Coldwater,Michigan,10945,12697,9607,9461,9155,8880,8594,7343,6735,6114,5945,6216
Coleman,Michigan,1243,1296,1237,1429,1295,1264,1024,722,667,769,909,1014
Coloma,Michigan,1483,1595,1679,1833,1814,1473,1041,960,826,663,701,687
Colon,Michigan,1173,1227,1224,1190,1172,1055,1000,896,781,745,853,0
Columbiaville,Michigan,787,815,934,953,935,878,789,664,477,656,369,457
Concord,Michigan,1050,1101,944,900,983,990,730,618,603,535,543,534
Constantine,Michigan,2076,2095,2032,1680,1733,1710,1514,1384,1259,1277,1244,1226
Coopersville,Michigan,4275,3910,3421,2889,2129,1584,1371,1083,1004,914,814,660
Copemish,Michigan,194,232,222,287,237,232,255,241,266,284,490,429
Copper City,Michigan,190,205,198,244,252,293,336,479,587,0,0,0
Corunna,Michigan,3497,3381,3091,3206,2829,2764,2358,2017,1936,1571,1384,1510
Croswell,Michigan,2447,2467,2174,2073,1954,1817,1775,1381,1470,1678,1380,606
Crystal Falls,Michigan,1469,1791,1922,1965,2000,2203,2316,2641,2995,3394,3775,3231
Custer,Michigan,284,318,312,341,320,365,260,237,281,269,277,269
Daggett,Michigan,258,270,260,274,366,296,341,283,291,321,228,0
Dansville,Michigan,563,429,437,479,486,453,433,351,315,299,349,374
Davison,Michigan,5173,5536,5693,6087,5259,3761,1745,1397,1298,811,673,751
Dearborn,Michigan,98153,97775,89286,90660,104199,112007,94994,63584,50358,2470,911,844
Dearborn Heights,Michigan,57774,58264,60838,67706,80069,0,0,0,0,0,0,0
Decatur,Michigan,1819,1838,1760,1915,1764,1827,1664,1599,1582,1270,1286,1356
Deckerville,Michigan,830,944,1015,887,817,798,719,647,523,782,628,398
Deerfield,Michigan,898,1005,922,957,834,866,725,569,512,442,443,440
De Tour Village,Michigan,325,421,407,466,494,669,611,595,616,612,721,880
Detroit,Michigan,713777,951270,1027974,1203368,1514063,1670144,1849568,1623452,1568662,993678,465766,285704
DeWitt,Michigan,4507,4702,3964,3165,1829,1238,824,651,476,0,0,0
Dexter,Michigan,4067,2338,1497,1524,1729,1702,1307,1087,894,587,726,900
Dimondale,Michigan,1234,1342,1247,1008,970,866,774,604,545,300,341,0
Douglas,Michigan,1232,1214,1040,948,813,602,447,421,368,305,485,444
Dowagiac,Michigan,5879,6147,6409,6307,6583,7208,6542,5007,5550,5440,5088,4151
Dryden,Michigan,951,815,628,650,654,531,476,411,383,359,371,328
Dundee,Michigan,3957,3522,2664,2575,2472,2377,1975,1699,1364,1108,1070,1118
Durand,Michigan,3446,3933,4283,4206,3678,3312,3194,3127,3081,2672,2315,2134
Eagle,Michigan,123,130,120,155,175,141,145,147,123,100,133,142
East Grand Rapids,Michigan,10694,10764,10807,10914,12565,10924,6403,4899,4024,1310,800,466
East Jordan,Michigan,2351,2507,2240,2185,2041,1919,1779,1725,1523,2428,2516,1205
Eastlake,Michigan,512,441,473,514,512,436,376,412,392,675,0,0
East Lansing,Michigan,48579,46525,50677,51392,47540,30198,20325,5839,4389,1889,802,0
Eastpointe,Michigan,32442,34077,35283,38280,45920,45756,21461,8584,5955,0,0,0
East Tawas,Michigan,2808,2951,2887,2584,2372,2462,2040,1670,1455,1398,1452,1736
Eaton Rapids,Michigan,5214,5330,4695,4510,4494,4052,3509,3060,2822,2379,2094,2103
Eau Claire,Michigan,625,656,494,573,527,562,480,328,324,293,307,281
Ecorse,Michigan,9512,11229,12180,14447,17515,17328,17948,13209,12716,4394,1063,0
Edmore,Michigan,1201,1244,1126,1176,1149,1234,971,825,897,772,752,642
Edwardsburg,Michigan,1259,1147,1142,1135,1107,902,616,482,388,392,0,0
Elberta,Michigan,372,457,478,556,542,552,850,617,609,588,681,639
Elk Rapids,Michigan,1642,1700,1626,1504,1249,1015,889,690,615,684,1673,0
Elkton,Michigan,808,863,958,953,973,1014,854,539,538,500,553,471
Ellsworth,Michigan,349,483,418,436,362,386,369,347,0,0,0,0
Elsie,Michigan,966,1055,957,1022,988,933,911,773,664,680,592,576
Emmett,Michigan,269,251,297,285,297,283,230,229,199,175,292,265
Empire,Michigan,375,378,355,340,409,448,251,266,302,298,578,609
Escanaba,Michigan,12616,13140,13659,14355,15368,15391,15170,14830,14524,13103,13194,9549
Essexville,Michigan,3478,3766,4088,4378,4990,4590,3167,2390,1864,1538,1477,1639
Estral Beach,Michigan,418,486,430,463,419,254,188,78,0,0,0,0
Evart,Michigan,1903,1738,1744,1945,1707,1775,1578,1335,1301,1326,1386,1360
Fairgrove,Michigan,563,627,592,691,629,609,570,481,437,452,437,0
Farmington,Michigan,10372,10423,10132,11022,10329,6881,2325,1510,1243,853,564,530
Farmington Hills,Michigan,79740,82111,74652,58056,0,0,0,0,0,0,0,0
Farwell,Michigan,871,855,851,804,777,737,694,538,422,449,522,535
Fennville,Michigan,1398,1459,1023,934,811,705,639,643,622,547,533,454
Fenton,Michigan,11756,10582,8444,8098,8284,6142,4226,3377,3171,2507,2331,2408
Ferndale,Michigan,19900,22105,25084,26227,30850,31347,29675,22523,20855,2640,0,0
Ferrysburg,Michigan,2892,3040,2919,2440,2196,2590,1454,0,0,0,0,0
Fife Lake,Michigan,443,466,394,402,274,218,347,303,227,215,340,456
Flat Rock,Michigan,9878,8488,7290,6853,5643,4696,1931,1467,1231,0,0,0
Flint,Michigan,102434,124943,140761,159611,193317,196940,163413,151543,156492,91599,38550,13103
Flushing,Michigan,8389,8348,8542,8624,7190,3761,2226,1806,1723,1169,938,900
Forestville,Michigan,136,127,153,159,110,121,124,156,74,140,234,282
Fountain,Michigan,193,175,165,195,156,194,247,235,223,222,0,0
Fowler,Michigan,1208,1136,912,1021,1020,854,675,579,561,472,476,426
Fowlerville,Michigan,2886,2972,2648,2289,1978,1674,1466,1118,1141,1057,905,946
Frankenmuth,Michigan,4944,4838,4408,3753,2834,1728,1208,1100,925,733,693,0
Frankfort,Michigan,1286,1513,1546,1603,1660,1690,1605,1642,1468,1244,1555,1465
Franklin,Michigan,3150,2937,2626,2864,3311,2262,0,0,0,0,0,0
Fraser,Michigan,14480,15297,13899,14560,11868,7027,1379,747,600,247,220,252
Freeport,Michigan,483,444,458,479,501,495,452,405,388,398,460,0
Free Soil,Michigan,144,177,148,212,186,209,208,236,239,210,0,0
Fremont,Michigan,4081,4224,3875,3672,3465,3384,3056,2520,2157,2180,2009,1331
Fruitport,Michigan,1093,1124,1090,1143,1409,1037,638,458,379,321,330,311
Gaastra,Michigan,347,339,376,404,479,582,575,773,755,911,0,0
Gagetown,Michigan,388,389,337,428,408,376,401,354,368,440,358,329
Gaines,Michigan,380,366,427,440,408,387,352,268,250,260,238,240
Galesburg,Michigan,2009,1988,1863,1822,1355,1410,1200,1040,936,692,656,689
Galien,Michigan,549,593,596,692,691,750,610,567,488,460,405,440
Garden,Michigan,221,240,268,296,336,380,399,462,371,395,497,465
Garden City,Michigan,27692,30047,31846,35640,41864,38017,9012,4096,2081,0,0,0
Gaylord,Michigan,3645,3681,3256,3011,3012,2568,2271,2055,1627,1701,1538,1561
Gibraltar,Michigan,4656,4264,4297,4458,3842,2196,0,0,0,0,0,0
Gladstone,Michigan,4973,5032,4565,4533,5237,5267,4831,4972,5170,4953,4211,3380
Gladwin,Michigan,2933,3001,2682,2479,2071,2226,1878,1600,1248,1225,988,775
Gobles,Michigan,829,815,769,816,801,816,622,616,519,491,537,505
Goodrich,Michigan,1860,1353,916,795,774,701,0,0,0,0,0,0
Grand Beach,Michigan,272,221,146,227,165,86,105,0,0,0,0,0
Grand Blanc,Michigan,8276,8242,7760,6848,5132,1565,998,1012,917,0,0,0
Grand Haven,Michigan,10412,11168,11951,11763,11844,11066,9536,8799,8345,7205,5856,4743
Grand Ledge,Michigan,7786,7813,7579,6920,6032,5165,4506,3899,3572,3043,2893,2161
Grand Rapids,Michigan,188040,197800,189126,181843,197649,177313,176515,164292,168592,137634,112571,87565
Grandville,Michigan,15378,16263,15624,12412,10764,7975,2022,1566,1346,799,680,457
Grant,Michigan,894,881,764,683,772,732,646,552,483,473,428,214
Grass Lake,Michigan,1173,1082,903,962,1061,1037,878,810,804,744,760,648
Grayling,Michigan,1884,1952,1944,1792,2143,2015,2066,2124,1973,2450,1775,0
Greenville,Michigan,8481,7935,8101,8019,7493,7440,6668,5321,4730,4304,4045,3381
Grosse Pointe,Michigan,5421,5670,5681,5901,6637,6631,6283,6179,5173,2084,830,343
Grosse Pointe Farms,Michigan,9479,9764,10092,10551,11701,12172,9410,7217,3533,1649,862,817
Grosse Pointe Park,Michigan,11555,12443,12857,13562,15641,15457,13075,12646,11174,1355,290,0
Grosse Pointe Woods,Michigan,16135,17080,17715,18886,21878,18580,10381,2805,961,0,0,0
Hamtramck,Michigan,22423,22976,18372,21300,26783,34137,43355,49839,56268,48615,3559,0
Hancock,Michigan,4634,4323,4547,5122,4820,5022,5223,5554,5795,7527,8981,4050
Hanover,Michigan,441,424,481,490,513,449,377,402,375,350,364,378
Harbor Beach,Michigan,1703,1837,2089,2000,2134,2282,2349,2186,1892,1927,1556,1149
Harbor Springs,Michigan,1194,1567,1540,1567,1662,1433,1626,1423,1429,1600,1805,1643
Harper Woods,Michigan,14236,14254,14903,16361,20186,19995,9148,858,0,0,0,0
Harrietta,Michigan,143,169,157,139,132,119,112,208,149,226,336,419
Harrison,Michigan,2114,2108,1835,1700,1460,1072,884,727,458,399,543,647
Harrisville,Michigan,493,514,470,559,541,487,485,437,438,460,444,403
Hart,Michigan,2126,1950,1942,1888,2139,1990,2172,1922,1690,1590,1555,1134
Hartford,Michigan,2688,2476,2341,2493,2508,2305,1838,1694,1484,1361,1268,1077
Hastings,Michigan,7350,7095,6549,6418,6501,6375,6096,5175,5227,5132,4383,3172
Hazel Park,Michigan,16422,18963,20051,20914,23784,25631,17770,0,0,0,0,0
Hersey,Michigan,350,374,354,364,276,246,239,202,279,284,310,327
Hesperia,Michigan,954,954,846,876,877,822,760,535,467,439,462,474
Highland Park,Michigan,11776,16746,20121,27909,35444,38063,46393,50810,52959,46499,4120,427
Hillman,Michigan,701,685,643,373,366,455,442,363,289,400,411,253
Hillsdale,Michigan,8305,8233,8170,7432,7728,7629,7297,6381,5896,5476,5001,4151
Holland,Michigan,33051,35048,30745,26281,26479,24777,15858,14616,14346,12183,10490,7790
Holly,Michigan,6086,6135,5595,4874,4355,3269,2663,2343,2252,1888,1537,1419
Homer,Michigan,1668,1851,1758,1791,1617,1629,1301,1145,1108,1076,1008,1097
Honor,Michigan,328,299,292,281,282,278,269,284,254,239,0,0
Hopkins,Michigan,610,592,546,536,566,556,531,455,384,0,0,0
Houghton,Michigan,7708,7010,7498,7512,6067,3393,3829,3693,3757,4406,5113,3359
Howard City,Michigan,1808,1585,1351,1118,1060,1004,791,839,872,913,1046,1398
Howell,Michigan,9489,9232,8184,6976,5224,4861,4353,3748,3615,2951,2338,2518
Hubbardston,Michigan,395,394,404,421,403,381,335,391,344,368,450,450
Hudson,Michigan,2307,2499,2580,2545,2618,2546,2773,2426,2361,2464,2178,2403
Hudsonville,Michigan,7116,7160,6170,4844,3523,2649,1101,837,643,0,0,0
Huntington Woods,Michigan,6238,6151,6419,6937,8536,8746,4949,1705,655,0,0,0
Imlay City,Michigan,3597,3869,2921,2495,1980,1968,1654,1446,1495,1211,1174,1122
Inkster,Michigan,25369,30115,30772,35190,38595,39097,16728,7044,4440,0,0,0
Ionia,Michigan,11394,10569,5935,5920,6361,6754,6412,6392,6562,6935,5030,5209
Iron Mountain,Michigan,7624,8154,8525,8341,8702,9299,9679,11080,11652,8251,9216,9242
Iron River,Michigan,3029,1929,2095,2426,2684,3754,4048,4416,4665,4295,2450,1482
Ironwood,Michigan,5387,6293,6849,7741,8711,10265,11466,13369,14299,15739,12821,9705
Ishpeming,Michigan,6470,6686,7200,7538,8245,8857,8962,9491,9238,10500,12448,13255
Ithaca,Michigan,2910,3098,3009,2950,2749,2611,2377,2000,1780,1929,1876,2020
Jackson,Michigan,33534,36316,37446,39739,45484,50720,51088,49656,55187,48374,31433,25180
Jonesville,Michigan,2258,2337,2283,2172,2081,1896,1594,1302,1316,1274,1396,1307
Kalamazoo,Michigan,74262,77145,80277,79722,85555,82089,57704,54097,54786,48487,39437,24404
Kaleva,Michigan,470,509,484,445,377,348,346,0,0,0,0,0
Kalkaska,Michigan,2020,2226,1952,1654,1475,1321,1250,1132,861,866,1415,1304
Keego Harbor,Michigan,2970,2769,2932,3083,3092,2761,0,0,0,0,0,0
Kent City,Michigan,1057,1061,899,860,686,617,506,440,484,428,467,0
Kentwood,Michigan,48707,45255,37826,30438,20310,0,0,0,0,0,0,0
Kinde,Michigan,448,534,473,600,618,624,571,503,412,420,300,0
Kingsford,Michigan,5133,5549,5480,5290,5276,5084,5038,5771,5526,0,0,0
Kingsley,Michigan,1480,1469,738,664,632,586,425,385,302,350,497,419
Kingston,Michigan,440,450,439,417,464,456,371,314,331,321,302,286
Laingsburg,Michigan,1283,1223,1148,1145,1159,1057,942,896,767,693,703,690
Lake Angelus,Michigan,290,326,328,397,573,231,123,139,27,0,0,0
Lake Ann,Michigan,268,276,217,235,172,106,99,37,31,67,171,241
Lake City,Michigan,836,923,858,843,704,718,719,693,610,582,740,816
Lake Isabella,Michigan,1681,1243,0,0,0,0,0,0,0,0,0,0
Lake Linden,Michigan,1007,1081,1203,1181,1214,1314,1462,1631,1714,2182,2325,2597
Lake Odessa,Michigan,2018,2272,2256,2171,1924,1806,1596,1417,1220,1246,1222,1037
Lake Orion,Michigan,2973,2715,3057,2907,2921,2698,2385,1933,1369,929,717,756
Lakeview,Michigan,1007,1112,1108,1139,1118,1126,975,824,850,886,954,935
Lakewood Club,Michigan,1291,1006,659,695,590,0,0,0,0,0,0,0
L'Anse,Michigan,2011,2107,2151,2500,2538,2397,2376,2564,2421,1013,708,620
Lansing,Michigan,114297,119128,127321,130414,131403,107807,92129,78753,78397,57327,31229,16485
Lapeer,Michigan,8841,9072,7759,6198,6314,6160,6143,5365,5008,4723,3946,3297
Lathrup Village,Michigan,4075,4236,4329,4639,4676,3556,0,0,0,0,0,0
Laurium,Michigan,1977,2126,2268,2678,2868,3058,3211,3929,4916,6696,8537,5643
Lawrence,Michigan,996,1059,915,903,790,773,679,679,570,664,663,598
Lawton,Michigan,1900,1859,1685,1558,1358,1402,1206,1134,1154,1073,1042,942
Lennon,Michigan,511,517,534,600,0,0,0,0,0,0,0,0
Leonard,Michigan,403,332,357,423,378,359,391,276,280,264,313,335
Le Roy,Michigan,256,267,251,293,248,267,243,274,270,642,331,375
Leslie,Michigan,1851,2044,1872,2110,1894,1807,1543,1281,1105,1089,1032,1114
Lexington,Michigan,1178,1104,779,765,834,722,594,326,380,378,519,619
Lincoln,Michigan,337,364,337,361,371,441,409,295,250,178,122,0
Lincoln Park,Michigan,38144,40008,41832,45105,52984,53933,29310,15236,12336,0,0,0
Linden,Michigan,3991,2861,2415,2174,1546,1146,933,782,717,579,550,543
Litchfield,Michigan,1369,1458,1317,1353,1167,993,882,717,634,716,660,645
Livonia,Michigan,96942,100545,100850,104814,110109,66702,17534,8728,0,0,0,0
Lowell,Michigan,3783,4013,3983,3707,3068,2545,2191,1944,1919,1730,1761,1736
Ludington,Michigan,8076,8357,8507,8937,9021,9421,9506,8701,8898,8810,9132,7166
Luna Pier,Michigan,1436,1483,1507,1443,1418,0,0,0,0,0,0,0
Luther,Michigan,318,339,343,414,320,325,314,343,337,396,626,837
Lyons,Michigan,789,726,824,708,758,687,683,596,592,574,611,656
McBain,Michigan,656,584,692,519,520,551,506,489,463,547,546,709
McBride,Michigan,205,232,236,252,272,265,223,186,204,220,236,289
Mackinac Island,Michigan,492,523,469,479,517,942,572,508,566,493,714,665
Mackinaw City,Michigan,806,859,875,820,810,934,970,922,875,679,697,564
Madison Heights,Michigan,29694,31101,32196,35375,38599,33343,0,0,0,0,0,0
Mancelona,Michigan,1390,1408,1370,1432,1255,1141,1000,1173,1143,1214,1200,1226
Manchester,Michigan,2091,2160,1753,1686,1650,1568,1388,1100,1037,1024,1047,1209
Manistee,Michigan,6226,6586,6734,7665,7723,8324,8642,8694,8078,9694,12381,14260
Manistique,Michigan,3097,3583,3456,3962,4324,4875,5086,5399,5198,6380,4722,4126
