id,town,cz,rucc,pop_2010,cal_yr,treated,treatment_year,treated_match,match_distance,post,rel_yr,rel_yr_m3,rel_yr_m2,rel_yr_m1,rel_yr_0,rel_yr_1,rel_yr_2,rel_yr_3,rel_yr_4,rel_yr_5,cz_yr,weights
1025,"Clear Lake, IA",304,5,7777,2003,0,2004,"Mason City, IA",9.2,0,-1,0,0,1,0,0,0,0,0,0,123,0.143
1025,"Clear Lake, IA",304,5,7777,2004,0,2004,"Mason City, IA",9.2,1,0,0,0,0,1,0,0,0,0,0,124,0.143
1025,"Clear Lake, IA",304,5,7777,2005,0,2004,"Mason City, IA",9.2,1,1,0,0,0,0,1,0,0,0,0,125,0.143
1025,"Clear Lake, IA",304,5,7777,2006,0,2004,"Mason City, IA",9.2,1,2,0,0,0,0,0,1,0,0,0,126,0.143
1025,"Clear Lake, IA",304,5,7777,2007,0,2004,"Mason City, IA",9.2,1,3,0,0,0,0,0,0,1,0,0,127,0.143
1025,"Clear Lake, IA",304,5,7777,2008,0,2004,"Mason City, IA",9.2,1,4,0,0,0,0,0,0,0,1,0,128,0.143
1025,"Clear Lake, IA",304,5,7777,2009,0,2004,"Mason City, IA",9.2,1,5,0,0,0,0,0,0,0,0,1,129,0.143
1026,"Colfax, IA",455,6,2093,2006,1,2009,"Colfax, IA",0,0,-3,1,0,0,0,0,0,0,0,0,223,1
1026,"Colfax, IA",455,6,2093,2007,1,2009,"Colfax, IA",0,0,-2,0,1,0,0,0,0,0,0,0,224,1
1026,"Colfax, IA",455,6,2093,2008,1,2009,"Colfax, IA",0,0,-1,0,0,1,0,0,0,0,0,0,225,1
1026,"Colfax, IA",455,6,2093,2009,1,2009,"Colfax, IA",0,1,0,0,0,0,1,0,0,0,0,0,226,1
1026,"Colfax, IA",455,6,2093,2010,1,2009,"Colfax, IA",0,1,1,0,0,0,0,1,0,0,0,0,227,1
1026,"Colfax, IA",455,6,2093,2011,1,2009,"Colfax, IA",0,1,2,0,0,0,0,0,1,0,0,0,228,1
1026,"Colfax, IA",455,6,2093,2012,1,2009,"Colfax, IA",0,1,3,0,0,0,0,0,0,1,0,0,229,1
1026,"Colfax, IA",455,6,2093,2013,1,2009,"Colfax, IA",0,1,4,0,0,0,0,0,0,0,1,0,230,1
1026,"Colfax, IA",455,6,2093,2014,1,2009,"Colfax, IA",0,1,5,0,0,0,0,0,0,0,0,1,231,1
1027,"Coon Rapids, IA",621,7,1305,2009,0,2012,"Jefferson, IA",18.6,0,-3,1,0,0,0,0,0,0,0,0,417,0.25
1027,"Coon Rapids, IA",621,7,1305,2010,0,2012,"Jefferson, IA",18.6,0,-2,0,1,0,0,0,0,0,0,0,418,0.25
1027,"Coon Rapids, IA",621,7,1305,2011,0,2012,"Jefferson, IA",18.6,0,-1,0,0,1,0,0,0,0,0,0,419,0.25
1027,"Coon Rapids, IA",621,7,1305,2012,0,2012,"Jefferson, IA",18.6,1,0,0,0,0,1,0,0,0,0,0,420,0.25
1027,"Coon Rapids, IA",621,7,1305,2013,0,2012,"Jefferson, IA",18.6,1,1,0,0,0,0,1,0,0,0,0,421,0.25
1027,"Coon Rapids, IA",621,7,1305,2014,0,2012,"Jefferson, IA",18.6,1,2,0,0,0,0,0,1,0,0,0,422,0.25
1027,"Coon Rapids, IA",621,7,1305,2015,0,2012,"Jefferson, IA",18.6,1,3,0,0,0,0,0,0,1,0,0,423,0.25
1027,"Coon Rapids, IA",621,7,1305,2016,0,2012,"Jefferson, IA",18.6,1,4,0,0,0,0,0,0,0,1,0,424,0.25
1027,"Coon Rapids, IA",621,7,1305,2017,0,2012,"Jefferson, IA",18.6,1,5,0,0,0,0,0,0,0,0,1,425,0.25
1028,"Corning, IA",509,9,1635,1987,1,1990,"Corning, IA",0,0,-3,1,0,0,0,0,0,0,0,0,311,1
1028,"Corning, IA",509,9,1635,1988,1,1990,"Corning, IA",0,0,-2,0,1,0,0,0,0,0,0,0,312,1
1028,"Corning, IA",509,9,1635,1989,1,1990,"Corning, IA",0,0,-1,0,0,1,0,0,0,0,0,0,313,1
1028,"Corning, IA",509,9,1635,1990,1,1990,"Corning, IA",0,1,0,0,0,0,1,0,0,0,0,0,314,1
1028,"Corning, IA",509,9,1635,1991,1,1990,"Corning, IA",0,1,1,0,0,0,0,1,0,0,0,0,315,1
1028,"Corning, IA",509,9,1635,1992,1,1990,"Corning, IA",0,1,2,0,0,0,0,0,1,0,0,0,316,1
1028,"Corning, IA",509,9,1635,1993,1,1990,"Corning, IA",0,1,3,0,0,0,0,0,0,1,0,0,317,1
1028,"Corning, IA",509,9,1635,1994,1,1990,"Corning, IA",0,1,4,0,0,0,0,0,0,0,1,0,318,1
1028,"Corning, IA",509,9,1635,1995,1,1990,"Corning, IA",0,1,5,0,0,0,0,0,0,0,0,1,319,1
1029,"Corydon, IA",526,9,1585,2009,0,2012,"Chariton, IA",17.8,0,-3,1,0,0,0,0,0,0,0,0,345,0.5
1029,"Corydon, IA",526,9,1585,2010,0,2012,"Chariton, IA",17.8,0,-2,0,1,0,0,0,0,0,0,0,346,0.5
1029,"Corydon, IA",526,9,1585,2011,0,2012,"Chariton, IA",17.8,0,-1,0,0,1,0,0,0,0,0,0,347,0.5
1029,"Corydon, IA",526,9,1585,2012,0,2012,"Chariton, IA",17.8,1,0,0,0,0,1,0,0,0,0,0,348,0.5
1029,"Corydon, IA",526,9,1585,2013,0,2012,"Chariton, IA",17.8,1,1,0,0,0,0,1,0,0,0,0,349,0.5
1029,"Corydon, IA",526,9,1585,2014,0,2012,"Chariton, IA",17.8,1,2,0,0,0,0,0,1,0,0,0,350,0.5
1029,"Corydon, IA",526,9,1585,2015,0,2012,"Chariton, IA",17.8,1,3,0,0,0,0,0,0,1,0,0,351,0.5
1029,"Corydon, IA",526,9,1585,2016,0,2012,"Chariton, IA",17.8,1,4,0,0,0,0,0,0,0,1,0,352,0.5
1029,"Corydon, IA",526,9,1585,2017,0,2012,"Chariton, IA",17.8,1,5,0,0,0,0,0,0,0,0,1,353,0.5
1030,"Cresco, IA",507,6,3868,1990,0,1993,"New Hampton, IA",23.9,0,-3,1,0,0,0,0,0,0,0,0,289,1
1030,"Cresco, IA",507,6,3868,1991,0,1993,"New Hampton, IA",23.9,0,-2,0,1,0,0,0,0,0,0,0,290,1
1030,"Cresco, IA",507,6,3868,1992,0,1993,"New Hampton, IA",23.9,0,-1,0,0,1,0,0,0,0,0,0,291,1
1030,"Cresco, IA",507,6,3868,1993,0,1993,"New Hampton, IA",23.9,1,0,0,0,0,1,0,0,0,0,0,292,1
1030,"Cresco, IA",507,6,3868,1994,0,1993,"New Hampton, IA",23.9,1,1,0,0,0,0,1,0,0,0,0,293,1
1030,"Cresco, IA",507,6,3868,1995,0,1993,"New Hampton, IA",23.9,1,2,0,0,0,0,0,1,0,0,0,294,1
1030,"Cresco, IA",507,6,3868,1996,0,1993,"New Hampton, IA",23.9,1,3,0,0,0,0,0,0,1,0,0,295,1
1030,"Cresco, IA",507,6,3868,1997,0,1993,"New Hampton, IA",23.9,1,4,0,0,0,0,0,0,0,1,0,296,1
1030,"Cresco, IA",507,6,3868,1998,0,1993,"New Hampton, IA",23.9,1,5,0,0,0,0,0,0,0,0,1,297,1
1031,"Decorah, IA",507,7,8127,2003,0,2006,"West Union, IA",23.7,0,-3,1,0,0,0,0,0,0,0,0,302,0.167
1031,"Decorah, IA",507,7,8127,2004,0,2006,"West Union, IA",23.7,0,-2,0,1,0,0,0,0,0,0,0,303,0.167
1031,"Decorah, IA",507,7,8127,2005,0,2006,"West Union, IA",23.7,0,-1,0,0,1,0,0,0,0,0,0,304,0.167
1031,"Decorah, IA",507,7,8127,2006,0,2006,"West Union, IA",23.7,1,0,0,0,0,1,0,0,0,0,0,305,0.167
1031,"Decorah, IA",507,7,8127,2007,0,2006,"West Union, IA",23.7,1,1,0,0,0,0,1,0,0,0,0,306,0.167
1031,"Decorah, IA",507,7,8127,2008,0,2006,"West Union, IA",23.7,1,2,0,0,0,0,0,1,0,0,0,307,0.167
1031,"Decorah, IA",507,7,8127,2009,0,2006,"West Union, IA",23.7,1,3,0,0,0,0,0,0,1,0,0,308,0.167
1031,"Decorah, IA",507,7,8127,2010,0,2006,"West Union, IA",23.7,1,4,0,0,0,0,0,0,0,1,0,309,0.167
1031,"Decorah, IA",507,7,8127,2011,0,2006,"West Union, IA",23.7,1,5,0,0,0,0,0,0,0,0,1,310,0.167
1032,"Denison, IA",564,7,8298,2006,0,2009,"Manning, IA",16.7,0,-3,1,0,0,0,0,0,0,0,0,382,0.167
1032,"Denison, IA",564,7,8298,2007,0,2009,"Manning, IA",16.7,0,-2,0,1,0,0,0,0,0,0,0,383,0.167
1032,"Denison, IA",564,7,8298,2008,0,2009,"Manning, IA",16.7,0,-1,0,0,1,0,0,0,0,0,0,384,0.167
1032,"Denison, IA",564,7,8298,2009,0,2009,"Manning, IA",16.7,1,0,0,0,0,1,0,0,0,0,0,385,0.167
1032,"Denison, IA",564,7,8298,2010,0,2009,"Manning, IA",16.7,1,1,0,0,0,0,1,0,0,0,0,386,0.167
1032,"Denison, IA",564,7,8298,2011,0,2009,"Manning, IA",16.7,1,2,0,0,0,0,0,1,0,0,0,387,0.167
1032,"Denison, IA",564,7,8298,2012,0,2009,"Manning, IA",16.7,1,3,0,0,0,0,0,0,1,0,0,388,0.167
1032,"Denison, IA",564,7,8298,2013,0,2009,"Manning, IA",16.7,1,4,0,0,0,0,0,0,0,1,0,389,0.167
1032,"Denison, IA",564,7,8298,2014,0,2009,"Manning, IA",16.7,1,5,0,0,0,0,0,0,0,0,1,390,0.167
1033,"Dubuque, IA",344,3,57637,1982,1,1985,"Dubuque, IA",0,0,-3,1,0,0,0,0,0,0,0,0,130,1
1033,"Dubuque, IA",344,3,57637,1983,1,1985,"Dubuque, IA",0,0,-2,0,1,0,0,0,0,0,0,0,131,1
1033,"Dubuque, IA",344,3,57637,1984,1,1985,"Dubuque, IA",0,0,-1,0,0,1,0,0,0,0,0,0,132,1
1033,"Dubuque, IA",344,3,57637,1985,1,1985,"Dubuque, IA",0,1,0,0,0,0,1,0,0,0,0,0,133,1
1033,"Dubuque, IA",344,3,57637,1986,1,1985,"Dubuque, IA",0,1,1,0,0,0,0,1,0,0,0,0,134,1
1033,"Dubuque, IA",344,3,57637,1987,1,1985,"Dubuque, IA",0,1,2,0,0,0,0,0,1,0,0,0,135,1
1033,"Dubuque, IA",344,3,57637,1988,1,1985,"Dubuque, IA",0,1,3,0,0,0,0,0,0,1,0,0,136,1
1033,"Dubuque, IA",344,3,57637,1989,1,1985,"Dubuque, IA",0,1,4,0,0,0,0,0,0,0,1,0,137,1
1033,"Dubuque, IA",344,3,57637,1990,1,1985,"Dubuque, IA",0,1,5,0,0,0,0,0,0,0,0,1,138,1
1034,"Dyersville, IA",344,3,4058,1982,0,1985,"Dubuque, IA",23.3,0,-3,1,0,0,0,0,0,0,0,0,130,0.333
1034,"Dyersville, IA",344,3,4058,1983,0,1985,"Dubuque, IA",23.3,0,-2,0,1,0,0,0,0,0,0,0,131,0.333
1034,"Dyersville, IA",344,3,4058,1984,0,1985,"Dubuque, IA",23.3,0,-1,0,0,1,0,0,0,0,0,0,132,0.333
1034,"Dyersville, IA",344,3,4058,1985,0,1985,"Dubuque, IA",23.3,1,0,0,0,0,1,0,0,0,0,0,133,0.333
1034,"Dyersville, IA",344,3,4058,1986,0,1985,"Dubuque, IA",23.3,1,1,0,0,0,0,1,0,0,0,0,134,0.333
1034,"Dyersville, IA",344,3,4058,1987,0,1985,"Dubuque, IA",23.3,1,2,0,0,0,0,0,1,0,0,0,135,0.333
1034,"Dyersville, IA",344,3,4058,1988,0,1985,"Dubuque, IA",23.3,1,3,0,0,0,0,0,0,1,0,0,136,0.333
1034,"Dyersville, IA",344,3,4058,1989,0,1985,"Dubuque, IA",23.3,1,4,0,0,0,0,0,0,0,1,0,137,0.333
1034,"Dyersville, IA",344,3,4058,1990,0,1985,"Dubuque, IA",23.3,1,5,0,0,0,0,0,0,0,0,1,138,0.333
1035,"Eagle Grove, IA",401,7,3583,1988,0,1991,"Webster City, IA",14.1,0,-3,1,0,0,0,0,0,0,0,0,178,0.25
1035,"Eagle Grove, IA",401,7,3583,1989,0,1991,"Webster City, IA",14.1,0,-2,0,1,0,0,0,0,0,0,0,179,0.25
1035,"Eagle Grove, IA",401,7,3583,1990,0,1991,"Webster City, IA",14.1,0,-1,0,0,1,0,0,0,0,0,0,180,0.25
1035,"Eagle Grove, IA",401,7,3583,1991,0,1991,"Webster City, IA",14.1,1,0,0,0,0,1,0,0,0,0,0,181,0.25
1035,"Eagle Grove, IA",401,7,3583,1992,0,1991,"Webster City, IA",14.1,1,1,0,0,0,0,1,0,0,0,0,182,0.25
1035,"Eagle Grove, IA",401,7,3583,1993,0,1991,"Webster City, IA",14.1,1,2,0,0,0,0,0,1,0,0,0,183,0.25
1035,"Eagle Grove, IA",401,7,3583,1994,0,1991,"Webster City, IA",14.1,1,3,0,0,0,0,0,0,1,0,0,184,0.25
1035,"Eagle Grove, IA",401,7,3583,1995,0,1991,"Webster City, IA",14.1,1,4,0,0,0,0,0,0,0,1,0,185,0.25
1035,"Eagle Grove, IA",401,7,3583,1996,0,1991,"Webster City, IA",14.1,1,5,0,0,0,0,0,0,0,0,1,186,0.25
1036,"Eldon, IA",393,5,927,2003,0,2006,"Ottumwa, IA",12,0,-3,1,0,0,0,0,0,0,0,0,163,1
1036,"Eldon, IA",393,5,927,2004,0,2006,"Ottumwa, IA",12,0,-2,0,1,0,0,0,0,0,0,0,164,1
1036,"Eldon, IA",393,5,927,2005,0,2006,"Ottumwa, IA",12,0,-1,0,0,1,0,0,0,0,0,0,165,1
1036,"Eldon, IA",393,5,927,2006,0,2006,"Ottumwa, IA",12,1,0,0,0,0,1,0,0,0,0,0,166,1
1036,"Eldon, IA",393,5,927,2007,0,2006,"Ottumwa, IA",12,1,1,0,0,0,0,1,0,0,0,0,167,1
1036,"Eldon, IA",393,5,927,2008,0,2006,"Ottumwa, IA",12,1,2,0,0,0,0,0,1,0,0,0,168,1
1036,"Eldon, IA",393,5,927,2009,0,2006,"Ottumwa, IA",12,1,3,0,0,0,0,0,0,1,0,0,169,1
1036,"Eldon, IA",393,5,927,2010,0,2006,"Ottumwa, IA",12,1,4,0,0,0,0,0,0,0,1,0,170,1
1036,"Eldon, IA",393,5,927,2011,0,2006,"Ottumwa, IA",12,1,5,0,0,0,0,0,0,0,0,1,171,1
1037,"Eldora, IA",561,6,2732,1987,0,1990,"Iowa Falls, IA",13.9,0,-3,1,0,0,0,0,0,0,0,0,354,0.5
1037,"Eldora, IA",561,6,2732,1988,0,1990,"Iowa Falls, IA",13.9,0,-2,0,1,0,0,0,0,0,0,0,355,0.5
1037,"Eldora, IA",561,6,2732,1989,0,1990,"Iowa Falls, IA",13.9,0,-1,0,0,1,0,0,0,0,0,0,356,0.5
1037,"Eldora, IA",561,6,2732,1990,0,1990,"Iowa Falls, IA",13.9,1,0,0,0,0,1,0,0,0,0,0,357,0.5
1037,"Eldora, IA",561,6,2732,1991,0,1990,"Iowa Falls, IA",13.9,1,1,0,0,0,0,1,0,0,0,0,358,0.5
1037,"Eldora, IA",561,6,2732,1992,0,1990,"Iowa Falls, IA",13.9,1,2,0,0,0,0,0,1,0,0,0,359,0.5
1037,"Eldora, IA",561,6,2732,1993,0,1990,"Iowa Falls, IA",13.9,1,3,0,0,0,0,0,0,1,0,0,360,0.5
1037,"Eldora, IA",561,6,2732,1994,0,1990,"Iowa Falls, IA",13.9,1,4,0,0,0,0,0,0,0,1,0,361,0.5
1037,"Eldora, IA",561,6,2732,1995,0,1990,"Iowa Falls, IA",13.9,1,5,0,0,0,0,0,0,0,0,1,362,0.5
1038,"Elkader, IA",470,8,1273,1988,1,1991,"Elkader, IA",0,0,-3,1,0,0,0,0,0,0,0,0,232,1
1038,"Elkader, IA",470,8,1273,1989,1,1991,"Elkader, IA",0,0,-2,0,1,0,0,0,0,0,0,0,233,1
1038,"Elkader, IA",470,8,1273,1990,1,1991,"Elkader, IA",0,0,-1,0,0,1,0,0,0,0,0,0,234,1
1038,"Elkader, IA",470,8,1273,1991,1,1991,"Elkader, IA",0,1,0,0,0,0,1,0,0,0,0,0,235,1
1038,"Elkader, IA",470,8,1273,1992,1,1991,"Elkader, IA",0,1,1,0,0,0,0,1,0,0,0,0,236,1
1038,"Elkader, IA",470,8,1273,1993,1,1991,"Elkader, IA",0,1,2,0,0,0,0,0,1,0,0,0,237,1
1038,"Elkader, IA",470,8,1273,1994,1,1991,"Elkader, IA",0,1,3,0,0,0,0,0,0,1,0,0,238,1
1038,"Elkader, IA",470,8,1273,1995,1,1991,"Elkader, IA",0,1,4,0,0,0,0,0,0,0,1,0,239,1
1038,"Elkader, IA",470,8,1273,1996,1,1991,"Elkader, IA",0,1,5,0,0,0,0,0,0,0,0,1,240,1
1039,"Emmetsburg, IA",518,7,3904,1984,0,1987,"Spencer, IA",23.7,0,-3,1,0,0,0,0,0,0,0,0,327,0.111
1039,"Emmetsburg, IA",518,7,3904,1985,0,1987,"Spencer, IA",23.7,0,-2,0,1,0,0,0,0,0,0,0,328,0.111
1039,"Emmetsburg, IA",518,7,3904,1986,0,1987,"Spencer, IA",23.7,0,-1,0,0,1,0,0,0,0,0,0,329,0.111
1039,"Emmetsburg, IA",518,7,3904,1987,0,1987,"Spencer, IA",23.7,1,0,0,0,0,1,0,0,0,0,0,330,0.111
1039,"Emmetsburg, IA",518,7,3904,1988,0,1987,"Spencer, IA",23.7,1,1,0,0,0,0,1,0,0,0,0,331,0.111
1039,"Emmetsburg, IA",518,7,3904,1989,0,1987,"Spencer, IA",23.7,1,2,0,0,0,0,0,1,0,0,0,332,0.111
1039,"Emmetsburg, IA",518,7,3904,1990,0,1987,"Spencer, IA",23.7,1,3,0,0,0,0,0,0,1,0,0,333,0.111
1039,"Emmetsburg, IA",518,7,3904,1991,0,1987,"Spencer, IA",23.7,1,4,0,0,0,0,0,0,0,1,0,334,0.111
1039,"Emmetsburg, IA",518,7,3904,1992,0,1987,"Spencer, IA",23.7,1,5,0,0,0,0,0,0,0,0,1,335,0.111
1040,"Estherville, IA",518,7,6360,1984,0,1987,"Spencer, IA",23.8,0,-3,1,0,0,0,0,0,0,0,0,327,0.111
1040,"Estherville, IA",518,7,6360,1985,0,1987,"Spencer, IA",23.8,0,-2,0,1,0,0,0,0,0,0,0,328,0.111
1040,"Estherville, IA",518,7,6360,1986,0,1987,"Spencer, IA",23.8,0,-1,0,0,1,0,0,0,0,0,0,329,0.111
1040,"Estherville, IA",518,7,6360,1987,0,1987,"Spencer, IA",23.8,1,0,0,0,0,1,0,0,0,0,0,330,0.111
1040,"Estherville, IA",518,7,6360,1988,0,1987,"Spencer, IA",23.8,1,1,0,0,0,0,1,0,0,0,0,331,0.111
1040,"Estherville, IA",518,7,6360,1989,0,1987,"Spencer, IA",23.8,1,2,0,0,0,0,0,1,0,0,0,332,0.111
1040,"Estherville, IA",518,7,6360,1990,0,1987,"Spencer, IA",23.8,1,3,0,0,0,0,0,0,1,0,0,333,0.111
1040,"Estherville, IA",518,7,6360,1991,0,1987,"Spencer, IA",23.8,1,4,0,0,0,0,0,0,0,1,0,334,0.111
1040,"Estherville, IA",518,7,6360,1992,0,1987,"Spencer, IA",23.8,1,5,0,0,0,0,0,0,0,0,1,335,0.111
1041,"Exira, IA",597,8,840,2006,0,2009,"Manning, IA",24,0,-3,1,0,0,0,0,0,0,0,0,405,0.167
1041,"Exira, IA",597,8,840,2007,0,2009,"Manning, IA",24,0,-2,0,1,0,0,0,0,0,0,0,406,0.167
1041,"Exira, IA",597,8,840,2008,0,2009,"Manning, IA",24,0,-1,0,0,1,0,0,0,0,0,0,407,0.167
1041,"Exira, IA",597,8,840,2009,0,2009,"Manning, IA",24,1,0,0,0,0,1,0,0,0,0,0,408,0.167
1041,"Exira, IA",597,8,840,2010,0,2009,"Manning, IA",24,1,1,0,0,0,0,1,0,0,0,0,409,0.167
1041,"Exira, IA",597,8,840,2011,0,2009,"Manning, IA",24,1,2,0,0,0,0,0,1,0,0,0,410,0.167
1041,"Exira, IA",597,8,840,2012,0,2009,"Manning, IA",24,1,3,0,0,0,0,0,0,1,0,0,411,0.167
1041,"Exira, IA",597,8,840,2013,0,2009,"Manning, IA",24,1,4,0,0,0,0,0,0,0,1,0,412,0.167
1041,"Exira, IA",597,8,840,2014,0,2009,"Manning, IA",24,1,5,0,0,0,0,0,0,0,0,1,413,0.167
1042,"Fairfield, IA",478,7,9464,1999,0,2002,"Mount Pleasant, IA",21.6,0,-3,1,0,0,0,0,0,0,0,0,263,0.2
1042,"Fairfield, IA",478,7,9464,2000,0,2002,"Mount Pleasant, IA",21.6,0,-2,0,1,0,0,0,0,0,0,0,264,0.2
1042,"Fairfield, IA",478,7,9464,2001,0,2002,"Mount Pleasant, IA",21.6,0,-1,0,0,1,0,0,0,0,0,0,265,0.2
1042,"Fairfield, IA",478,7,9464,2002,0,2002,"Mount Pleasant, IA",21.6,1,0,0,0,0,1,0,0,0,0,0,266,0.2
1042,"Fairfield, IA",478,7,9464,2003,0,2002,"Mount Pleasant, IA",21.6,1,1,0,0,0,0,1,0,0,0,0,267,0.2
1042,"Fairfield, IA",478,7,9464,2004,0,2002,"Mount Pleasant, IA",21.6,1,2,0,0,0,0,0,1,0,0,0,268,0.2
1042,"Fairfield, IA",478,7,9464,2005,0,2002,"Mount Pleasant, IA",21.6,1,3,0,0,0,0,0,0,1,0,0,269,0.2
1042,"Fairfield, IA",478,7,9464,2006,0,2002,"Mount Pleasant, IA",21.6,1,4,0,0,0,0,0,0,0,1,0,270,0.2
1042,"Fairfield, IA",478,7,9464,2007,0,2002,"Mount Pleasant, IA",21.6,1,5,0,0,0,0,0,0,0,0,1,271,0.2
1043,"Fayette, IA",230,6,1338,2003,0,2006,"West Union, IA",8.1,0,-3,1,0,0,0,0,0,0,0,0,103,0.167
1043,"Fayette, IA",230,6,1338,2004,0,2006,"West Union, IA",8.1,0,-2,0,1,0,0,0,0,0,0,0,104,0.167
1043,"Fayette, IA",230,6,1338,2005,0,2006,"West Union, IA",8.1,0,-1,0,0,1,0,0,0,0,0,0,105,0.167
1043,"Fayette, IA",230,6,1338,2006,0,2006,"West Union, IA",8.1,1,0,0,0,0,1,0,0,0,0,0,106,0.167
1043,"Fayette, IA",230,6,1338,2007,0,2006,"West Union, IA",8.1,1,1,0,0,0,0,1,0,0,0,0,107,0.167
1043,"Fayette, IA",230,6,1338,2008,0,2006,"West Union, IA",8.1,1,2,0,0,0,0,0,1,0,0,0,108,0.167
1043,"Fayette, IA",230,6,1338,2009,0,2006,"West Union, IA",8.1,1,3,0,0,0,0,0,0,1,0,0,109,0.167
1043,"Fayette, IA",230,6,1338,2010,0,2006,"West Union, IA",8.1,1,4,0,0,0,0,0,0,0,1,0,110,0.167
1043,"Fayette, IA",230,6,1338,2011,0,2006,"West Union, IA",8.1,1,5,0,0,0,0,0,0,0,0,1,111,0.167
1044,"Forest City, IA",304,7,4151,2001,0,2004,"Mason City, IA",23.4,0,-3,1,0,0,0,0,0,0,0,0,121,0.143
1044,"Forest City, IA",304,7,4151,2002,0,2004,"Mason City, IA",23.4,0,-2,0,1,0,0,0,0,0,0,0,122,0.143
1044,"Forest City, IA",304,7,4151,2003,0,2004,"Mason City, IA",23.4,0,-1,0,0,1,0,0,0,0,0,0,123,0.143
1044,"Forest City, IA",304,7,4151,2004,0,2004,"Mason City, IA",23.4,1,0,0,0,0,1,0,0,0,0,0,124,0.143
1044,"Forest City, IA",304,7,4151,2005,0,2004,"Mason City, IA",23.4,1,1,0,0,0,0,1,0,0,0,0,125,0.143
1044,"Forest City, IA",304,7,4151,2006,0,2004,"Mason City, IA",23.4,1,2,0,0,0,0,0,1,0,0,0,126,0.143
1044,"Forest City, IA",304,7,4151,2007,0,2004,"Mason City, IA",23.4,1,3,0,0,0,0,0,0,1,0,0,127,0.143
1044,"Forest City, IA",304,7,4151,2008,0,2004,"Mason City, IA",23.4,1,4,0,0,0,0,0,0,0,1,0,128,0.143
1044,"Forest City, IA",304,7,4151,2009,0,2004,"Mason City, IA",23.4,1,5,0,0,0,0,0,0,0,0,1,129,0.143
1045,"Fort Dodge, IA",401,5,25206,1988,0,1991,"Webster City, IA",18.9,0,-3,1,0,0,0,0,0,0,0,0,178,0.25
1045,"Fort Dodge, IA",401,5,25206,1989,0,1991,"Webster City, IA",18.9,0,-2,0,1,0,0,0,0,0,0,0,179,0.25
1045,"Fort Dodge, IA",401,5,25206,1990,0,1991,"Webster City, IA",18.9,0,-1,0,0,1,0,0,0,0,0,0,180,0.25
1045,"Fort Dodge, IA",401,5,25206,1991,0,1991,"Webster City, IA",18.9,1,0,0,0,0,1,0,0,0,0,0,181,0.25
1045,"Fort Dodge, IA",401,5,25206,1992,0,1991,"Webster City, IA",18.9,1,1,0,0,0,0,1,0,0,0,0,182,0.25
1045,"Fort Dodge, IA",401,5,25206,1993,0,1991,"Webster City, IA",18.9,1,2,0,0,0,0,0,1,0,0,0,183,0.25
1045,"Fort Dodge, IA",401,5,25206,1994,0,1991,"Webster City, IA",18.9,1,3,0,0,0,0,0,0,1,0,0,184,0.25
1045,"Fort Dodge, IA",401,5,25206,1995,0,1991,"Webster City, IA",18.9,1,4,0,0,0,0,0,0,0,1,0,185,0.25
1045,"Fort Dodge, IA",401,5,25206,1996,0,1991,"Webster City, IA",18.9,1,5,0,0,0,0,0,0,0,0,1,186,0.25
1046,"Fort Madison, IA",192,5,11051,2006,1,2009,"Fort Madison, IA",0,0,-3,1,0,0,0,0,0,0,0,0,76,1
1046,"Fort Madison, IA",192,5,11051,2007,1,2009,"Fort Madison, IA",0,0,-2,0,1,0,0,0,0,0,0,0,77,1
1046,"Fort Madison, IA",192,5,11051,2008,1,2009,"Fort Madison, IA",0,0,-1,0,0,1,0,0,0,0,0,0,78,1
1046,"Fort Madison, IA",192,5,11051,2009,1,2009,"Fort Madison, IA",0,1,0,0,0,0,1,0,0,0,0,0,79,1
1046,"Fort Madison, IA",192,5,11051,2010,1,2009,"Fort Madison, IA",0,1,1,0,0,0,0,1,0,0,0,0,80,1
1046,"Fort Madison, IA",192,5,11051,2011,1,2009,"Fort Madison, IA",0,1,2,0,0,0,0,0,1,0,0,0,81,1
1046,"Fort Madison, IA",192,5,11051,2012,1,2009,"Fort Madison, IA",0,1,3,0,0,0,0,0,0,1,0,0,82,1
1046,"Fort Madison, IA",192,5,11051,2013,1,2009,"Fort Madison, IA",0,1,4,0,0,0,0,0,0,0,1,0,83,1
1046,"Fort Madison, IA",192,5,11051,2014,1,2009,"Fort Madison, IA",0,1,5,0,0,0,0,0,0,0,0,1,84,1
1047,"Garner, IA",304,7,3129,2001,0,2004,"Mason City, IA",20.6,0,-3,1,0,0,0,0,0,0,0,0,121,0.143
1047,"Garner, IA",304,7,3129,2002,0,2004,"Mason City, IA",20.6,0,-2,0,1,0,0,0,0,0,0,0,122,0.143
1047,"Garner, IA",304,7,3129,2003,0,2004,"Mason City, IA",20.6,0,-1,0,0,1,0,0,0,0,0,0,123,0.143
1047,"Garner, IA",304,7,3129,2004,0,2004,"Mason City, IA",20.6,1,0,0,0,0,1,0,0,0,0,0,124,0.143
1047,"Garner, IA",304,7,3129,2005,0,2004,"Mason City, IA",20.6,1,1,0,0,0,0,1,0,0,0,0,125,0.143
1047,"Garner, IA",304,7,3129,2006,0,2004,"Mason City, IA",20.6,1,2,0,0,0,0,0,1,0,0,0,126,0.143
1047,"Garner, IA",304,7,3129,2007,0,2004,"Mason City, IA",20.6,1,3,0,0,0,0,0,0,1,0,0,127,0.143
