id,town,cz,rucc,pop_2010,cal_yr,jobs,jobs_lead,treated,treatment_year,treated_match,match_distance,post,rel_yr,rel_yr_m3,rel_yr_m2,rel_yr_m1,rel_yr_0,rel_yr_1,rel_yr_2,rel_yr_3,rel_yr_4,rel_yr_5,cz_yr,weights
1001,"Adrian, MI",513,4,21133,2007,3496,2950,0,2010,Blissfield,10.1,0,-3,1,0,0,0,0,0,0,0,0,502,0.111
1001,"Adrian, MI",513,4,21133,2008,2950,2964,0,2010,Blissfield,10.1,0,-2,0,1,0,0,0,0,0,0,0,503,0.111
1001,"Adrian, MI",513,4,21133,2009,2964,2987,0,2010,Blissfield,10.1,0,-1,0,0,1,0,0,0,0,0,0,504,0.111
1001,"Adrian, MI",513,4,21133,2010,2987,2665,0,2010,Blissfield,10.1,1,0,0,0,0,1,0,0,0,0,0,505,0.111
1001,"Adrian, MI",513,4,21133,2011,2665,3020,0,2010,Blissfield,10.1,1,1,0,0,0,0,1,0,0,0,0,506,0.111
1001,"Adrian, MI",513,4,21133,2012,3020,2956,0,2010,Blissfield,10.1,1,2,0,0,0,0,0,1,0,0,0,507,0.111
1001,"Adrian, MI",513,4,21133,2013,2956,3076,0,2010,Blissfield,10.1,1,3,0,0,0,0,0,0,1,0,0,508,0.111
1001,"Adrian, MI",513,4,21133,2014,3076,2518,0,2010,Blissfield,10.1,1,4,0,0,0,0,0,0,0,1,0,509,0.111
1001,"Adrian, MI",513,4,21133,2015,2518,2711,0,2010,Blissfield,10.1,1,5,0,0,0,0,0,0,0,0,1,510,0.111
1002,"Albion, MI",284,3,8616,2000,1054,1049,0,2003,Portland,43.8,0,-3,1,0,0,0,0,0,0,0,0,265,0.2
1002,"Albion, MI",284,3,8616,2001,1049,1053,0,2003,Portland,43.8,0,-2,0,1,0,0,0,0,0,0,0,266,0.2
1002,"Albion, MI",284,3,8616,2002,1053,1106,0,2003,Portland,43.8,0,-1,0,0,1,0,0,0,0,0,0,267,0.2
1002,"Albion, MI",284,3,8616,2003,1106,1036,0,2003,Portland,43.8,1,0,0,0,0,1,0,0,0,0,0,268,0.2
1002,"Albion, MI",284,3,8616,2004,1036,1049,0,2003,Portland,43.8,1,1,0,0,0,0,1,0,0,0,0,269,0.2
1002,"Albion, MI",284,3,8616,2005,1049,1105,0,2003,Portland,43.8,1,2,0,0,0,0,0,1,0,0,0,270,0.2
1002,"Albion, MI",284,3,8616,2006,1105,1105,0,2003,Portland,43.8,1,3,0,0,0,0,0,0,1,0,0,271,0.2
1002,"Albion, MI",284,3,8616,2007,1105,1184,0,2003,Portland,43.8,1,4,0,0,0,0,0,0,0,1,0,272,0.2
1002,"Albion, MI",284,3,8616,2008,1184,1195,0,2003,Portland,43.8,1,5,0,0,0,0,0,0,0,0,1,273,0.2
1003,"Allegan, MI",249,4,4998,2009,1275,1232,0,2012,Otsego,9.1,0,-3,1,0,0,0,0,0,0,0,0,232,0.333
1003,"Allegan, MI",249,4,4998,2010,1232,1214,0,2012,Otsego,9.1,0,-2,0,1,0,0,0,0,0,0,0,233,0.333
1003,"Allegan, MI",249,4,4998,2011,1214,1318,0,2012,Otsego,9.1,0,-1,0,0,1,0,0,0,0,0,0,234,0.333
1003,"Allegan, MI",249,4,4998,2012,1318,1308,0,2012,Otsego,9.1,1,0,0,0,0,1,0,0,0,0,0,235,0.333
1003,"Allegan, MI",249,4,4998,2013,1308,1390,0,2012,Otsego,9.1,1,1,0,0,0,0,1,0,0,0,0,236,0.333
1003,"Allegan, MI",249,4,4998,2014,1390,1292,0,2012,Otsego,9.1,1,2,0,0,0,0,0,1,0,0,0,237,0.333
1003,"Allegan, MI",249,4,4998,2015,1292,1101,0,2012,Otsego,9.1,1,3,0,0,0,0,0,0,1,0,0,238,0.333
1003,"Allegan, MI",249,4,4998,2016,1101,1057,0,2012,Otsego,9.1,1,4,0,0,0,0,0,0,0,1,0,239,0.333
1003,"Allegan, MI",249,4,4998,2017,1057,1033,0,2012,Otsego,9.1,1,5,0,0,0,0,0,0,0,0,1,240,0.333
1004,"Alma, MI",352,6,9383,2006,1044,1423,0,2009,Owosso,36.1,0,-3,1,0,0,0,0,0,0,0,0,319,0.111
1004,"Alma, MI",352,6,9383,2007,1423,1324,0,2009,Owosso,36.1,0,-2,0,1,0,0,0,0,0,0,0,320,0.111
1004,"Alma, MI",352,6,9383,2008,1324,1337,0,2009,Owosso,36.1,0,-1,0,0,1,0,0,0,0,0,0,321,0.111
1004,"Alma, MI",352,6,9383,2009,1337,1281,0,2009,Owosso,36.1,1,0,0,0,0,1,0,0,0,0,0,322,0.111
1004,"Alma, MI",352,6,9383,2010,1281,1295,0,2009,Owosso,36.1,1,1,0,0,0,0,1,0,0,0,0,323,0.111
1004,"Alma, MI",352,6,9383,2011,1295,1428,0,2009,Owosso,36.1,1,2,0,0,0,0,0,1,0,0,0,324,0.111
1004,"Alma, MI",352,6,9383,2012,1428,1416,0,2009,Owosso,36.1,1,3,0,0,0,0,0,0,1,0,0,325,0.111
1004,"Alma, MI",352,6,9383,2013,1416,1377,0,2009,Owosso,36.1,1,4,0,0,0,0,0,0,0,1,0,326,0.111
1004,"Alma, MI",352,6,9383,2014,1377,1159,0,2009,Owosso,36.1,1,5,0,0,0,0,0,0,0,0,1,327,0.111
1005,"Ames, IA",15,3,58965,2006,4907,5798,1,2009,Ames,0,0,-3,1,0,0,0,0,0,0,0,0,28,1
1005,"Ames, IA",15,3,58965,2007,5798,5967,1,2009,Ames,0,0,-2,0,1,0,0,0,0,0,0,0,29,1
1005,"Ames, IA",15,3,58965,2008,5967,5563,1,2009,Ames,0,0,-1,0,0,1,0,0,0,0,0,0,30,1
1005,"Ames, IA",15,3,58965,2009,5563,5613,1,2009,Ames,0,1,0,0,0,0,1,0,0,0,0,0,31,1
1005,"Ames, IA",15,3,58965,2010,5613,5363,1,2009,Ames,0,1,1,0,0,0,0,1,0,0,0,0,32,1
1005,"Ames, IA",15,3,58965,2011,5363,5208,1,2009,Ames,0,1,2,0,0,0,0,0,1,0,0,0,33,1
1005,"Ames, IA",15,3,58965,2012,5208,5550,1,2009,Ames,0,1,3,0,0,0,0,0,0,1,0,0,34,1
1005,"Ames, IA",15,3,58965,2013,5550,5755,1,2009,Ames,0,1,4,0,0,0,0,0,0,0,1,0,35,1
1005,"Ames, IA",15,3,58965,2014,5755,5637,1,2009,Ames,0,1,5,0,0,0,0,0,0,0,0,1,36,1
1006,"Antigo, WI",263,6,8234,1999,1137,1266,0,2002,Wausau,26.3,0,-3,1,0,0,0,0,0,0,0,0,241,0.25
1006,"Antigo, WI",263,6,8234,2000,1266,1272,0,2002,Wausau,26.3,0,-2,0,1,0,0,0,0,0,0,0,242,0.25
1006,"Antigo, WI",263,6,8234,2001,1272,1138,0,2002,Wausau,26.3,0,-1,0,0,1,0,0,0,0,0,0,243,0.25
1006,"Antigo, WI",263,6,8234,2002,1138,1337,0,2002,Wausau,26.3,1,0,0,0,0,1,0,0,0,0,0,244,0.25
1006,"Antigo, WI",263,6,8234,2003,1337,1306,0,2002,Wausau,26.3,1,1,0,0,0,0,1,0,0,0,0,245,0.25
1006,"Antigo, WI",263,6,8234,2004,1306,1347,0,2002,Wausau,26.3,1,2,0,0,0,0,0,1,0,0,0,246,0.25
1006,"Antigo, WI",263,6,8234,2005,1347,1457,0,2002,Wausau,26.3,1,3,0,0,0,0,0,0,1,0,0,247,0.25
1006,"Antigo, WI",263,6,8234,2006,1457,1440,0,2002,Wausau,26.3,1,4,0,0,0,0,0,0,0,1,0,248,0.25
1006,"Antigo, WI",263,6,8234,2007,1440,1410,0,2002,Wausau,26.3,1,5,0,0,0,0,0,0,0,0,1,249,0.25
1007,"Antwerp, OH",432,6,1736,2001,89,85,0,2004,Van Wert,23,0,-3,1,0,0,0,0,0,0,0,0,434,0.1
1007,"Antwerp, OH",432,6,1736,2002,85,359,0,2004,Van Wert,23,0,-2,0,1,0,0,0,0,0,0,0,435,0.1
1007,"Antwerp, OH",432,6,1736,2003,359,362,0,2004,Van Wert,23,0,-1,0,0,1,0,0,0,0,0,0,436,0.1
1007,"Antwerp, OH",432,6,1736,2004,362,286,0,2004,Van Wert,23,1,0,0,0,0,1,0,0,0,0,0,437,0.1
1007,"Antwerp, OH",432,6,1736,2005,286,333,0,2004,Van Wert,23,1,1,0,0,0,0,1,0,0,0,0,438,0.1
1007,"Antwerp, OH",432,6,1736,2006,333,326,0,2004,Van Wert,23,1,2,0,0,0,0,0,1,0,0,0,439,0.1
1007,"Antwerp, OH",432,6,1736,2007,326,332,0,2004,Van Wert,23,1,3,0,0,0,0,0,0,1,0,0,440,0.1
1007,"Antwerp, OH",432,6,1736,2008,332,335,0,2004,Van Wert,23,1,4,0,0,0,0,0,0,0,1,0,441,0.1
1007,"Antwerp, OH",432,6,1736,2009,335,338,0,2004,Van Wert,23,1,5,0,0,0,0,0,0,0,0,1,442,0.1
1008,"Appleton, WI",233,3,72623,2008,13703,14648,0,2011,Omro,22.7,0,-3,1,0,0,0,0,0,0,0,0,214,0.167
1008,"Appleton, WI",233,3,72623,2009,14648,14239,0,2011,Omro,22.7,0,-2,0,1,0,0,0,0,0,0,0,215,0.167
1008,"Appleton, WI",233,3,72623,2010,14239,13983,0,2011,Omro,22.7,0,-1,0,0,1,0,0,0,0,0,0,216,0.167
1008,"Appleton, WI",233,3,72623,2011,13983,14133,0,2011,Omro,22.7,1,0,0,0,0,1,0,0,0,0,0,217,0.167
1008,"Appleton, WI",233,3,72623,2012,14133,16463,0,2011,Omro,22.7,1,1,0,0,0,0,1,0,0,0,0,218,0.167
1008,"Appleton, WI",233,3,72623,2013,16463,16375,0,2011,Omro,22.7,1,2,0,0,0,0,0,1,0,0,0,219,0.167
1008,"Appleton, WI",233,3,72623,2014,16375,17242,0,2011,Omro,22.7,1,3,0,0,0,0,0,0,1,0,0,220,0.167
1008,"Appleton, WI",233,3,72623,2015,17242,17905,0,2011,Omro,22.7,1,4,0,0,0,0,0,0,0,1,0,221,0.167
1008,"Appleton, WI",233,3,72623,2016,17905,17982,0,2011,Omro,22.7,1,5,0,0,0,0,0,0,0,0,1,222,0.167
1009,"Arcanum, OH",38,6,2129,2001,260,259,0,2004,Troy,18.9,0,-3,1,0,0,0,0,0,0,0,0,44,0.333
1009,"Arcanum, OH",38,6,2129,2002,259,308,0,2004,Troy,18.9,0,-2,0,1,0,0,0,0,0,0,0,45,0.333
1009,"Arcanum, OH",38,6,2129,2003,308,297,0,2004,Troy,18.9,0,-1,0,0,1,0,0,0,0,0,0,46,0.333
1009,"Arcanum, OH",38,6,2129,2004,297,258,0,2004,Troy,18.9,1,0,0,0,0,1,0,0,0,0,0,47,0.333
1009,"Arcanum, OH",38,6,2129,2005,258,263,0,2004,Troy,18.9,1,1,0,0,0,0,1,0,0,0,0,48,0.333
1009,"Arcanum, OH",38,6,2129,2006,263,291,0,2004,Troy,18.9,1,2,0,0,0,0,0,1,0,0,0,49,0.333
1009,"Arcanum, OH",38,6,2129,2007,291,316,0,2004,Troy,18.9,1,3,0,0,0,0,0,0,1,0,0,50,0.333
1009,"Arcanum, OH",38,6,2129,2008,316,265,0,2004,Troy,18.9,1,4,0,0,0,0,0,0,0,1,0,51,0.333
1009,"Arcanum, OH",38,6,2129,2009,265,268,0,2004,Troy,18.9,1,5,0,0,0,0,0,0,0,0,1,52,0.333
1010,"Archbold, OH",432,2,4346,2007,830,786,0,2010,Blissfield,31.4,0,-3,1,0,0,0,0,0,0,0,0,440,0.111
1010,"Archbold, OH",432,2,4346,2008,786,558,0,2010,Blissfield,31.4,0,-2,0,1,0,0,0,0,0,0,0,441,0.111
1010,"Archbold, OH",432,2,4346,2009,558,717,0,2010,Blissfield,31.4,0,-1,0,0,1,0,0,0,0,0,0,442,0.111
1010,"Archbold, OH",432,2,4346,2010,717,638,0,2010,Blissfield,31.4,1,0,0,0,0,1,0,0,0,0,0,443,0.111
1010,"Archbold, OH",432,2,4346,2011,638,933,0,2010,Blissfield,31.4,1,1,0,0,0,0,1,0,0,0,0,444,0.111
1010,"Archbold, OH",432,2,4346,2012,933,932,0,2010,Blissfield,31.4,1,2,0,0,0,0,0,1,0,0,0,445,0.111
1010,"Archbold, OH",432,2,4346,2013,932,923,0,2010,Blissfield,31.4,1,3,0,0,0,0,0,0,1,0,0,446,0.111
1010,"Archbold, OH",432,2,4346,2014,923,876,0,2010,Blissfield,31.4,1,4,0,0,0,0,0,0,0,1,0,447,0.111
1010,"Archbold, OH",432,2,4346,2015,876,890,0,2010,Blissfield,31.4,1,5,0,0,0,0,0,0,0,0,1,448,0.111
1011,"Ashtabula, OH",170,4,19124,2006,1905,1721,0,2009,Painesville,25.7,0,-3,1,0,0,0,0,0,0,0,0,164,0.2
1011,"Ashtabula, OH",170,4,19124,2007,1721,1707,0,2009,Painesville,25.7,0,-2,0,1,0,0,0,0,0,0,0,165,0.2
1011,"Ashtabula, OH",170,4,19124,2008,1707,1722,0,2009,Painesville,25.7,0,-1,0,0,1,0,0,0,0,0,0,166,0.2
1011,"Ashtabula, OH",170,4,19124,2009,1722,1699,0,2009,Painesville,25.7,1,0,0,0,0,1,0,0,0,0,0,167,0.2
1011,"Ashtabula, OH",170,4,19124,2010,1699,1638,0,2009,Painesville,25.7,1,1,0,0,0,0,1,0,0,0,0,168,0.2
1011,"Ashtabula, OH",170,4,19124,2011,1638,1668,0,2009,Painesville,25.7,1,2,0,0,0,0,0,1,0,0,0,169,0.2
1011,"Ashtabula, OH",170,4,19124,2012,1668,1491,0,2009,Painesville,25.7,1,3,0,0,0,0,0,0,1,0,0,170,0.2
1011,"Ashtabula, OH",170,4,19124,2013,1491,1371,0,2009,Painesville,25.7,1,4,0,0,0,0,0,0,0,1,0,171,0.2
1011,"Ashtabula, OH",170,4,19124,2014,1371,1341,0,2009,Painesville,25.7,1,5,0,0,0,0,0,0,0,0,1,172,0.2
1012,"Audubon, IA",597,8,2176,2006,607,594,0,2009,Manning,14.7,0,-3,1,0,0,0,0,0,0,0,0,556,0.167
1012,"Audubon, IA",597,8,2176,2007,594,509,0,2009,Manning,14.7,0,-2,0,1,0,0,0,0,0,0,0,557,0.167
1012,"Audubon, IA",597,8,2176,2008,509,540,0,2009,Manning,14.7,0,-1,0,0,1,0,0,0,0,0,0,558,0.167
1012,"Audubon, IA",597,8,2176,2009,540,520,0,2009,Manning,14.7,1,0,0,0,0,1,0,0,0,0,0,559,0.167
1012,"Audubon, IA",597,8,2176,2010,520,606,0,2009,Manning,14.7,1,1,0,0,0,0,1,0,0,0,0,560,0.167
1012,"Audubon, IA",597,8,2176,2011,606,613,0,2009,Manning,14.7,1,2,0,0,0,0,0,1,0,0,0,561,0.167
1012,"Audubon, IA",597,8,2176,2012,613,620,0,2009,Manning,14.7,1,3,0,0,0,0,0,0,1,0,0,562,0.167
1012,"Audubon, IA",597,8,2176,2013,620,600,0,2009,Manning,14.7,1,4,0,0,0,0,0,0,0,1,0,563,0.167
1012,"Audubon, IA",597,8,2176,2014,600,495,0,2009,Manning,14.7,1,5,0,0,0,0,0,0,0,0,1,564,0.167
1013,"Barnesville, OH",222,3,4193,2001,562,550,0,2004,Cambridge,22.1,0,-3,1,0,0,0,0,0,0,0,0,189,0.25
1013,"Barnesville, OH",222,3,4193,2002,550,748,0,2004,Cambridge,22.1,0,-2,0,1,0,0,0,0,0,0,0,190,0.25
1013,"Barnesville, OH",222,3,4193,2003,748,806,0,2004,Cambridge,22.1,0,-1,0,0,1,0,0,0,0,0,0,191,0.25
1013,"Barnesville, OH",222,3,4193,2004,806,745,0,2004,Cambridge,22.1,1,0,0,0,0,1,0,0,0,0,0,192,0.25
1013,"Barnesville, OH",222,3,4193,2005,745,1047,0,2004,Cambridge,22.1,1,1,0,0,0,0,1,0,0,0,0,193,0.25
1013,"Barnesville, OH",222,3,4193,2006,1047,1079,0,2004,Cambridge,22.1,1,2,0,0,0,0,0,1,0,0,0,194,0.25
1013,"Barnesville, OH",222,3,4193,2007,1079,993,0,2004,Cambridge,22.1,1,3,0,0,0,0,0,0,1,0,0,195,0.25
1013,"Barnesville, OH",222,3,4193,2008,993,968,0,2004,Cambridge,22.1,1,4,0,0,0,0,0,0,0,1,0,196,0.25
1013,"Barnesville, OH",222,3,4193,2009,968,917,0,2004,Cambridge,22.1,1,5,0,0,0,0,0,0,0,0,1,197,0.25
1014,"Batavia, OH",89,1,1509,2006,824,816,0,2009,Lebanon,24.6,0,-3,1,0,0,0,0,0,0,0,0,108,0.25
1014,"Batavia, OH",89,1,1509,2007,816,888,0,2009,Lebanon,24.6,0,-2,0,1,0,0,0,0,0,0,0,109,0.25
1014,"Batavia, OH",89,1,1509,2008,888,850,0,2009,Lebanon,24.6,0,-1,0,0,1,0,0,0,0,0,0,110,0.25
1014,"Batavia, OH",89,1,1509,2009,850,835,0,2009,Lebanon,24.6,1,0,0,0,0,1,0,0,0,0,0,111,0.25
1014,"Batavia, OH",89,1,1509,2010,835,812,0,2009,Lebanon,24.6,1,1,0,0,0,0,1,0,0,0,0,112,0.25
1014,"Batavia, OH",89,1,1509,2011,812,799,0,2009,Lebanon,24.6,1,2,0,0,0,0,0,1,0,0,0,113,0.25
1014,"Batavia, OH",89,1,1509,2012,799,743,0,2009,Lebanon,24.6,1,3,0,0,0,0,0,0,1,0,0,114,0.25
1014,"Batavia, OH",89,1,1509,2013,743,783,0,2009,Lebanon,24.6,1,4,0,0,0,0,0,0,0,1,0,115,0.25
1014,"Batavia, OH",89,1,1509,2014,783,794,0,2009,Lebanon,24.6,1,5,0,0,0,0,0,0,0,0,1,116,0.25
1015,"Battle Creek, MI",284,3,52347,2009,3902,5462,0,2012,Otsego,27.9,0,-3,1,0,0,0,0,0,0,0,0,274,0.333
1015,"Battle Creek, MI",284,3,52347,2010,5462,6007,0,2012,Otsego,27.9,0,-2,0,1,0,0,0,0,0,0,0,275,0.333
1015,"Battle Creek, MI",284,3,52347,2011,6007,6219,0,2012,Otsego,27.9,0,-1,0,0,1,0,0,0,0,0,0,276,0.333
1015,"Battle Creek, MI",284,3,52347,2012,6219,6715,0,2012,Otsego,27.9,1,0,0,0,0,1,0,0,0,0,0,277,0.333
1015,"Battle Creek, MI",284,3,52347,2013,6715,6650,0,2012,Otsego,27.9,1,1,0,0,0,0,1,0,0,0,0,278,0.333
1015,"Battle Creek, MI",284,3,52347,2014,6650,6767,0,2012,Otsego,27.9,1,2,0,0,0,0,0,1,0,0,0,279,0.333
1015,"Battle Creek, MI",284,3,52347,2015,6767,6492,0,2012,Otsego,27.9,1,3,0,0,0,0,0,0,1,0,0,280,0.333
1015,"Battle Creek, MI",284,3,52347,2016,6492,3813,0,2012,Otsego,27.9,1,4,0,0,0,0,0,0,0,1,0,281,0.333
1015,"Battle Creek, MI",284,3,52347,2017,3813,3548,0,2012,Otsego,27.9,1,5,0,0,0,0,0,0,0,0,1,282,0.333
1016,"Belding, MI",249,4,5757,2000,511,419,0,2003,Portland,22.8,0,-3,1,0,0,0,0,0,0,0,0,223,0.2
1016,"Belding, MI",249,4,5757,2001,419,399,0,2003,Portland,22.8,0,-2,0,1,0,0,0,0,0,0,0,224,0.2
1016,"Belding, MI",249,4,5757,2002,399,521,0,2003,Portland,22.8,0,-1,0,0,1,0,0,0,0,0,0,225,0.2
1016,"Belding, MI",249,4,5757,2003,521,556,0,2003,Portland,22.8,1,0,0,0,0,1,0,0,0,0,0,226,0.2
1016,"Belding, MI",249,4,5757,2004,556,482,0,2003,Portland,22.8,1,1,0,0,0,0,1,0,0,0,0,227,0.2
1016,"Belding, MI",249,4,5757,2005,482,450,0,2003,Portland,22.8,1,2,0,0,0,0,0,1,0,0,0,228,0.2
1016,"Belding, MI",249,4,5757,2006,450,448,0,2003,Portland,22.8,1,3,0,0,0,0,0,0,1,0,0,229,0.2
1016,"Belding, MI",249,4,5757,2007,448,426,0,2003,Portland,22.8,1,4,0,0,0,0,0,0,0,1,0,230,0.2
1016,"Belding, MI",249,4,5757,2008,426,395,0,2003,Portland,22.8,1,5,0,0,0,0,0,0,0,0,1,231,0.2
1017,"Bellville, OH",391,3,1918,2006,282,375,0,2009,Mount Vernon,15.8,0,-3,1,0,0,0,0,0,0,0,0,352,0.2
1017,"Bellville, OH",391,3,1918,2007,375,309,0,2009,Mount Vernon,15.8,0,-2,0,1,0,0,0,0,0,0,0,353,0.2
1017,"Bellville, OH",391,3,1918,2008,309,336,0,2009,Mount Vernon,15.8,0,-1,0,0,1,0,0,0,0,0,0,354,0.2
1017,"Bellville, OH",391,3,1918,2009,336,346,0,2009,Mount Vernon,15.8,1,0,0,0,0,1,0,0,0,0,0,355,0.2
1017,"Bellville, OH",391,3,1918,2010,346,329,0,2009,Mount Vernon,15.8,1,1,0,0,0,0,1,0,0,0,0,356,0.2
1017,"Bellville, OH",391,3,1918,2011,329,329,0,2009,Mount Vernon,15.8,1,2,0,0,0,0,0,1,0,0,0,357,0.2
1017,"Bellville, OH",391,3,1918,2012,329,329,0,2009,Mount Vernon,15.8,1,3,0,0,0,0,0,0,1,0,0,358,0.2
1017,"Bellville, OH",391,3,1918,2013,329,315,0,2009,Mount Vernon,15.8,1,4,0,0,0,0,0,0,0,1,0,359,0.2
1017,"Bellville, OH",391,3,1918,2014,315,345,0,2009,Mount Vernon,15.8,1,5,0,0,0,0,0,0,0,0,1,360,0.2
1018,"Benton Harbor, MI",408,3,10038,2001,1015,1112,0,2004,Niles,22.3,0,-3,1,0,0,0,0,0,0,0,0,416,0.143
1018,"Benton Harbor, MI",408,3,10038,2002,1112,1643,0,2004,Niles,22.3,0,-2,0,1,0,0,0,0,0,0,0,417,0.143
1018,"Benton Harbor, MI",408,3,10038,2003,1643,1848,0,2004,Niles,22.3,0,-1,0,0,1,0,0,0,0,0,0,418,0.143
1018,"Benton Harbor, MI",408,3,10038,2004,1848,1812,0,2004,Niles,22.3,1,0,0,0,0,1,0,0,0,0,0,419,0.143
1018,"Benton Harbor, MI",408,3,10038,2005,1812,1759,0,2004,Niles,22.3,1,1,0,0,0,0,1,0,0,0,0,420,0.143
1018,"Benton Harbor, MI",408,3,10038,2006,1759,1532,0,2004,Niles,22.3,1,2,0,0,0,0,0,1,0,0,0,421,0.143
1018,"Benton Harbor, MI",408,3,10038,2007,1532,1460,0,2004,Niles,22.3,1,3,0,0,0,0,0,0,1,0,0,422,0.143
1018,"Benton Harbor, MI",408,3,10038,2008,1460,1415,0,2004,Niles,22.3,1,4,0,0,0,0,0,0,0,1,0,423,0.143
1018,"Benton Harbor, MI",408,3,10038,2009,1415,1278,0,2004,Niles,22.3,1,5,0,0,0,0,0,0,0,0,1,424,0.143
1019,"Berrien Springs, MI",408,3,1800,2001,360,364,0,2004,Niles,9.1,0,-3,1,0,0,0,0,0,0,0,0,416,0.143
1019,"Berrien Springs, MI",408,3,1800,2002,364,475,0,2004,Niles,9.1,0,-2,0,1,0,0,0,0,0,0,0,417,0.143
1019,"Berrien Springs, MI",408,3,1800,2003,475,453,0,2004,Niles,9.1,0,-1,0,0,1,0,0,0,0,0,0,418,0.143
1019,"Berrien Springs, MI",408,3,1800,2004,453,452,0,2004,Niles,9.1,1,0,0,0,0,1,0,0,0,0,0,419,0.143
1019,"Berrien Springs, MI",408,3,1800,2005,452,454,0,2004,Niles,9.1,1,1,0,0,0,0,1,0,0,0,0,420,0.143
1019,"Berrien Springs, MI",408,3,1800,2006,454,426,0,2004,Niles,9.1,1,2,0,0,0,0,0,1,0,0,0,421,0.143
1019,"Berrien Springs, MI",408,3,1800,2007,426,401,0,2004,Niles,9.1,1,3,0,0,0,0,0,0,1,0,0,422,0.143
1019,"Berrien Springs, MI",408,3,1800,2008,401,388,0,2004,Niles,9.1,1,4,0,0,0,0,0,0,0,1,0,423,0.143
1019,"Berrien Springs, MI",408,3,1800,2009,388,409,0,2004,Niles,9.1,1,5,0,0,0,0,0,0,0,0,1,424,0.143
1020,"Bethel, OH",89,1,2711,2006,606,543,0,2009,Lebanon,33.1,0,-3,1,0,0,0,0,0,0,0,0,108,0.25
1020,"Bethel, OH",89,1,2711,2007,543,529,0,2009,Lebanon,33.1,0,-2,0,1,0,0,0,0,0,0,0,109,0.25
1020,"Bethel, OH",89,1,2711,2008,529,480,0,2009,Lebanon,33.1,0,-1,0,0,1,0,0,0,0,0,0,110,0.25
1020,"Bethel, OH",89,1,2711,2009,480,436,0,2009,Lebanon,33.1,1,0,0,0,0,1,0,0,0,0,0,111,0.25
1020,"Bethel, OH",89,1,2711,2010,436,399,0,2009,Lebanon,33.1,1,1,0,0,0,0,1,0,0,0,0,112,0.25
1020,"Bethel, OH",89,1,2711,2011,399,405,0,2009,Lebanon,33.1,1,2,0,0,0,0,0,1,0,0,0,113,0.25
1020,"Bethel, OH",89,1,2711,2012,405,402,0,2009,Lebanon,33.1,1,3,0,0,0,0,0,0,1,0,0,114,0.25
1020,"Bethel, OH",89,1,2711,2013,402,428,0,2009,Lebanon,33.1,1,4,0,0,0,0,0,0,0,1,0,115,0.25
1020,"Bethel, OH",89,1,2711,2014,428,429,0,2009,Lebanon,33.1,1,5,0,0,0,0,0,0,0,0,1,116,0.25
1021,"Bethesda, OH",222,3,1256,2001,32,34,0,2004,Cambridge,27.5,0,-3,1,0,0,0,0,0,0,0,0,189,0.25
1021,"Bethesda, OH",222,3,1256,2002,34,100,0,2004,Cambridge,27.5,0,-2,0,1,0,0,0,0,0,0,0,190,0.25
1021,"Bethesda, OH",222,3,1256,2003,100,93,0,2004,Cambridge,27.5,0,-1,0,0,1,0,0,0,0,0,0,191,0.25
1021,"Bethesda, OH",222,3,1256,2004,93,98,0,2004,Cambridge,27.5,1,0,0,0,0,1,0,0,0,0,0,192,0.25
1021,"Bethesda, OH",222,3,1256,2005,98,117,0,2004,Cambridge,27.5,1,1,0,0,0,0,1,0,0,0,0,193,0.25
1021,"Bethesda, OH",222,3,1256,2006,117,127,0,2004,Cambridge,27.5,1,2,0,0,0,0,0,1,0,0,0,194,0.25
1021,"Bethesda, OH",222,3,1256,2007,127,131,0,2004,Cambridge,27.5,1,3,0,0,0,0,0,0,1,0,0,195,0.25
1021,"Bethesda, OH",222,3,1256,2008,131,124,0,2004,Cambridge,27.5,1,4,0,0,0,0,0,0,0,1,0,196,0.25
1021,"Bethesda, OH",222,3,1256,2009,124,119,0,2004,Cambridge,27.5,1,5,0,0,0,0,0,0,0,0,1,197,0.25
1022,"Blissfield, MI",513,4,3340,2007,248,247,1,2010,Blissfield,0,0,-3,1,0,0,0,0,0,0,0,0,502,1
1022,"Blissfield, MI",513,4,3340,2008,247,252,1,2010,Blissfield,0,0,-2,0,1,0,0,0,0,0,0,0,503,1
1022,"Blissfield, MI",513,4,3340,2009,252,253,1,2010,Blissfield,0,0,-1,0,0,1,0,0,0,0,0,0,504,1
1022,"Blissfield, MI",513,4,3340,2010,253,216,1,2010,Blissfield,0,1,0,0,0,0,1,0,0,0,0,0,505,1
1022,"Blissfield, MI",513,4,3340,2011,216,258,1,2010,Blissfield,0,1,1,0,0,0,0,1,0,0,0,0,506,1
1022,"Blissfield, MI",513,4,3340,2012,258,257,1,2010,Blissfield,0,1,2,0,0,0,0,0,1,0,0,0,507,1
1022,"Blissfield, MI",513,4,3340,2013,257,260,1,2010,Blissfield,0,1,3,0,0,0,0,0,0,1,0,0,508,1
1022,"Blissfield, MI",513,4,3340,2014,260,264,1,2010,Blissfield,0,1,4,0,0,0,0,0,0,0,1,0,509,1
1022,"Blissfield, MI",513,4,3340,2015,264,255,1,2010,Blissfield,0,1,5,0,0,0,0,0,0,0,0,1,510,1
1023,"Boone, IA",15,6,12661,2006,1457,1523,0,2009,Ames,14,0,-3,1,0,0,0,0,0,0,0,0,28,0.333
