id,town,cz,rucc,pop_2010,cal_yr,jobs,ests,jobs_lead,ests_lead,treated,treatment_year,treated_match,match_distance,post,rel_yr,rel_yr_m3,rel_yr_m2,rel_yr_m1,rel_yr_0,rel_yr_1,rel_yr_2,rel_yr_3,rel_yr_4,rel_yr_5,cz_yr,weights
1001,"Adrian, MI",513,4,21133,2007,579,78,435,80,0,2010,Blissfield,10.1,0,-3,1,0,0,0,0,0,0,0,0,502,0.111
1001,"Adrian, MI",513,4,21133,2008,435,80,407,75,0,2010,Blissfield,10.1,0,-2,0,1,0,0,0,0,0,0,0,503,0.111
1001,"Adrian, MI",513,4,21133,2009,407,75,392,70,0,2010,Blissfield,10.1,0,-1,0,0,1,0,0,0,0,0,0,504,0.111
1001,"Adrian, MI",513,4,21133,2010,392,70,297,46,0,2010,Blissfield,10.1,1,0,0,0,0,1,0,0,0,0,0,505,0.111
1001,"Adrian, MI",513,4,21133,2011,297,46,437,67,0,2010,Blissfield,10.1,1,1,0,0,0,0,1,0,0,0,0,506,0.111
1001,"Adrian, MI",513,4,21133,2012,437,67,665,66,0,2010,Blissfield,10.1,1,2,0,0,0,0,0,1,0,0,0,507,0.111
1001,"Adrian, MI",513,4,21133,2013,665,66,444,76,0,2010,Blissfield,10.1,1,3,0,0,0,0,0,0,1,0,0,508,0.111
1001,"Adrian, MI",513,4,21133,2014,444,76,437,79,0,2010,Blissfield,10.1,1,4,0,0,0,0,0,0,0,1,0,509,0.111
1001,"Adrian, MI",513,4,21133,2015,437,79,545,79,0,2010,Blissfield,10.1,1,5,0,0,0,0,0,0,0,0,1,510,0.111
1002,"Albion, MI",284,3,8616,2000,300,54,240,55,0,2003,Portland,43.8,0,-3,1,0,0,0,0,0,0,0,0,265,0.2
1002,"Albion, MI",284,3,8616,2001,240,55,258,60,0,2003,Portland,43.8,0,-2,0,1,0,0,0,0,0,0,0,266,0.2
1002,"Albion, MI",284,3,8616,2002,258,60,224,55,0,2003,Portland,43.8,0,-1,0,0,1,0,0,0,0,0,0,267,0.2
