city_fips,year,name,st,cty_fips,cbsa_fips,cz,rucc,pop_2010,msp,msp_yr,msp_accr,msp_affl,cty_seat,buffer_0,buffer_1,buffer_2,buffer_3,buffer_4,buffer_5
3961322,1997,Payne,Ohio,39125,0,432,6,1194,0,0,0,0,0,241,189,83,2,1,1
3961322,1998,Payne,Ohio,39125,0,432,6,1194,0,0,0,0,0,24,410,80,0,1,4
3961322,1999,Payne,Ohio,39125,0,432,6,1194,0,0,0,0,0,24,421,80,0,0,4
3961322,2000,Payne,Ohio,39125,0,432,6,1194,0,0,0,0,0,24,421,80,0,0,4
3961322,2001,Payne,Ohio,39125,0,432,6,1194,0,0,0,0,0,24,296,80,0,0,7
3961322,2002,Payne,Ohio,39125,0,432,6,1194,0,0,0,0,0,20,327,80,1,0,1
3961322,2003,Payne,Ohio,39125,0,432,6,1194,0,0,0,0,0,325,131,81,1,0,1
3961322,2004,Payne,Ohio,39125,0,432,6,1194,0,0,0,0,0,165,251,82,2,0,5
3961322,2005,Payne,Ohio,39125,0,432,6,1194,0,0,0,0,0,170,268,82,2,0,16
3961322,2006,Payne,Ohio,39125,0,432,6,1194,0,0,0,0,0,147,281,82,0,0,23
3961322,2007,Payne,Ohio,39125,0,432,6,1194,0,0,0,0,0,191,266,82,2,0,19
3961322,2008,Payne,Ohio,39125,0,432,6,1194,0,0,0,0,0,340,232,81,3,0,23
3961322,2009,Payne,Ohio,39125,0,432,6,1194,0,0,0,0,0,200,232,82,3,0,28
3961322,2010,Payne,Ohio,39125,0,432,6,1194,0,0,0,0,0,177,236,81,0,0,28
