Year#,Real Property Class,County Name,Municipality,Re Class Name2,Land Par
2003,Residential,ADAMS,01201 ADAMS (C),Residential,763
2003,Residential,ADAMS,01291 WISCONSIN DELLS (C),Residential,17
2003,Residential,ASHLAND,02201 ASHLAND (C),Residential,3311
2003,Residential,ASHLAND,02251 MELLEN (C),Residential,638
2003,Residential,BARRON,03206 BARRON (C),Residential,1008
2003,Residential,BARRON,03211 CHETEK (C),Residential,999
2003,Residential,BARRON,03212 CUMBERLAND (C),Residential,1111
2003,Residential,BARRON,03276 RICE LAKE (C),Residential,2887
2003,Residential,BAYFIELD,04206 BAYFIELD (C),Residential,545
2003,Residential,BAYFIELD,04291 WASHBURN (C),Residential,1142
2003,Residential,BROWN,05216 DE PERE (C),Residential,6658
2003,Residential,BROWN,05231 GREEN BAY (C),Residential,29268
2003,Residential,BUFFALO,06201 ALMA (C),Residential,443
2003,Residential,BUFFALO,06206 BUFFALO CITY (C),Residential,764
2003,Residential,BUFFALO,06226 FOUNTAIN CITY (C),Residential,411
2003,Residential,BUFFALO,06251 MONDOVI (C),Residential,1139
2003,Residential,CALUMET,08201 APPLETON (C),Residential,3219
2003,Residential,CALUMET,08206 BRILLION (C),Residential,1182
2003,Residential,CALUMET,08211 CHILTON (C),Residential,1326
2003,Residential,CALUMET,08241 KIEL (C),Residential,84
2003,Residential,CALUMET,08251 MENASHA (C),Residential,617
2003,Residential,CALUMET,08261 NEW HOLSTEIN (C),Residential,1213
2003,Residential,CHIPPEWA,09206 BLOOMER (C),Residential,1485
2003,Residential,CHIPPEWA,09211 CHIPPEWA FALLS (C),Residential,4231
2003,Residential,CHIPPEWA,09213 CORNELL (C),Residential,619
2003,Residential,CHIPPEWA,09221 EAU CLAIRE (C),Residential,716
2003,Residential,CHIPPEWA,09281 STANLEY (C),Residential,809
2003,Residential,CLARK,10201 ABBOTSFORD (C),Residential,556
2003,Residential,CLARK,10211 COLBY (C),Residential,493
2003,Residential,CLARK,10231 GREENWOOD (C),Residential,508
2003,Residential,CLARK,10246 LOYAL (C),Residential,488
2003,Residential,CLARK,10261 NEILLSVILLE (C),Residential,1095
2003,Residential,CLARK,10265 OWEN (C),Residential,444
2003,Residential,CLARK,10281 STANLEY (C),Residential,0
2003,Residential,CLARK,10286 THORP (C),Residential,680
2003,Residential,COLUMBIA,11211 COLUMBUS (C),Residential,1578
2003,Residential,COLUMBIA,11246 LODI (C),Residential,924
2003,Residential,COLUMBIA,11271 PORTAGE (C),Residential,2944
2003,Residential,COLUMBIA,11291 WISCONSIN DELLS (C),Residential,1003
2003,Residential,CRAWFORD,12271 PRAIRIE DU CHIEN (C),Residential,2123
2003,Residential,DANE,13221 EDGERTON (C),Residential,8
2003,Residential,DANE,13225 FITCHBURG (C),Residential,5004
2003,Residential,DANE,13251 MADISON (C),Residential,56296
2003,Residential,DANE,13255 MIDDLETON (C),Residential,4751
2003,Residential,DANE,13258 MONONA (C),Residential,2554
2003,Residential,DANE,13281 STOUGHTON (C),Residential,3693
2003,Residential,DANE,13282 SUN PRAIRIE (C),Residential,7368
2003,Residential,DANE,13286 VERONA (C),Residential,2738
2003,Residential,DODGE,14206 BEAVER DAM (C),Residential,4818
2003,Residential,DODGE,14211 COLUMBUS (C),Residential,0
2003,Residential,DODGE,14226 FOX LAKE (C),Residential,648
2003,Residential,DODGE,14230 HARTFORD (C),Residential,0
2003,Residential,DODGE,14236 HORICON (C),Residential,1377
2003,Residential,DODGE,14241 JUNEAU (C),Residential,667
2003,Residential,DODGE,14251 MAYVILLE (C),Residential,1732
2003,Residential,DODGE,14291 WATERTOWN (C),Residential,2537
2003,Residential,DODGE,14292 WAUPUN (C),Residential,1537
2003,Residential,DOOR,15281 STURGEON BAY (C),Residential,3888
2003,Residential,DOUGLAS,16281 SUPERIOR (C),Residential,9762
2003,Residential,DUNN,17251 MENOMONIE (C),Residential,3191
2003,Residential,EAU CLAIRE,18201 ALTOONA (C),Residential,2089
2003,Residential,EAU CLAIRE,18202 AUGUSTA (C),Residential,651
2003,Residential,EAU CLAIRE,18221 EAU CLAIRE (C),Residential,18583
2003,Residential,FOND DU LAC,20226 FOND DU LAC (C),Residential,12472
2003,Residential,FOND DU LAC,20276 RIPON (C),Residential,2363
2003,Residential,FOND DU LAC,20292 WAUPUN (C),Residential,1222
2003,Residential,FOREST,21211 CRANDON (C),Residential,1159
2003,Residential,GRANT,22206 BOSCOBEL (C),Residential,1118
2003,Residential,GRANT,22211 CUBA CITY (C),Residential,712
2003,Residential,GRANT,22226 FENNIMORE (C),Residential,894
2003,Residential,GRANT,22246 LANCASTER (C),Residential,1429
2003,Residential,GRANT,22271 PLATTEVILLE (C),Residential,2508
2003,Residential,GREEN,23206 BRODHEAD (C),Residential,1159
2003,Residential,GREEN,23251 MONROE (C),Residential,3578
2003,Residential,GREEN LAKE,24206 BERLIN (C),Residential,2039
2003,Residential,GREEN LAKE,24231 GREEN LAKE (C),Residential,705
2003,Residential,GREEN LAKE,24251 MARKESAN (C),Residential,538
2003,Residential,GREEN LAKE,24271 PRINCETON (C),Residential,626
2003,Residential,IOWA,25216 DODGEVILLE (C),Residential,1609
2003,Residential,IOWA,25251 MINERAL POINT (C),Residential,1088
2003,Residential,IRON,26236 HURLEY (C),Residential,902
2003,Residential,IRON,26251 MONTREAL (C),Residential,565
2003,Residential,JACKSON,27206 BLACK RIVER FALLS (C),Residential,1438
2003,Residential,JEFFERSON,28226 FORT ATKINSON (C),Residential,3755
2003,Residential,JEFFERSON,28241 JEFFERSON (C),Residential,2098
2003,Residential,JEFFERSON,28246 LAKE MILLS (C),Residential,1698
2003,Residential,JEFFERSON,28290 WATERLOO (C),Residential,1053
2003,Residential,JEFFERSON,28291 WATERTOWN (C),Residential,3980
2003,Residential,JEFFERSON,28292 WHITEWATER (C),Residential,126
2003,Residential,JUNEAU,29221 ELROY (C),Residential,603
2003,Residential,JUNEAU,29251 MAUSTON (C),Residential,1337
2003,Residential,JUNEAU,29261 NEW LISBON (C),Residential,509
2003,Residential,KENOSHA,30241 KENOSHA (C),Residential,25891
2003,Residential,KEWAUNEE,31201 ALGOMA (C),Residential,1398
2003,Residential,KEWAUNEE,31241 KEWAUNEE (C),Residential,1181
2003,Residential,LA CROSSE,32246 LA CROSSE (C),Residential,13372
2003,Residential,LA CROSSE,32265 ONALASKA (C),Residential,4955
2003,Residential,LAFAYETTE,33211 CUBA CITY (C),Residential,100
2003,Residential,LAFAYETTE,33216 DARLINGTON (C),Residential,908
2003,Residential,LAFAYETTE,33281 SHULLSBURG (C),Residential,604
2003,Residential,LANGLADE,34201 ANTIGO (C),Residential,3221
2003,Residential,LINCOLN,35251 MERRILL (C),Residential,3377
2003,Residential,LINCOLN,35286 TOMAHAWK (C),Residential,1522
2003,Residential,MANITOWOC,36241 KIEL (C),Residential,1149
2003,Residential,MANITOWOC,36251 MANITOWOC (C),Residential,11614
2003,Residential,MANITOWOC,36286 TWO RIVERS (C),Residential,4663
2003,Residential,MARATHON,37201 ABBOTSFORD (C),Residential,191
2003,Residential,MARATHON,37211 COLBY (C),Residential,213
2003,Residential,MARATHON,37250 MARSHFIELD (C),Residential,185
2003,Residential,MARATHON,37251 MOSINEE (C),Residential,1620
2003,Residential,MARATHON,37281 SCHOFIELD (C),Residential,796
2003,Residential,MARATHON,37291 WAUSAU (C),Residential,12887
2003,Residential,MARINETTE,38251 MARINETTE (C),Residential,4277
2003,Residential,MARINETTE,38261 NIAGARA (C),Residential,1031
2003,Residential,MARINETTE,38271 PESHTIGO (C),Residential,1232
2003,Residential,MARQUETTE,39251 MONTELLO (C),Residential,863
2003,Residential,MILWAUKEE,40211 CUDAHY (C),Residential,5232
2003,Residential,MILWAUKEE,40226 FRANKLIN (C),Residential,10086
2003,Residential,MILWAUKEE,40231 GLENDALE (C),Residential,4633
2003,Residential,MILWAUKEE,40236 GREENFIELD (C),Residential,10820
2003,Residential,MILWAUKEE,40251 MILWAUKEE (C),Residential,135098
2003,Residential,MILWAUKEE,40265 OAK CREEK (C),Residential,8353
2003,Residential,MILWAUKEE,40281 SAINT FRANCIS (C),Residential,2453
2003,Residential,MILWAUKEE,40282 SOUTH MILWAUKEE (C),Residential,6035
2003,Residential,MILWAUKEE,40291 WAUWATOSA (C),Residential,14750
2003,Residential,MILWAUKEE,40292 WEST ALLIS (C),Residential,17583
2003,Residential,MONROE,41281 SPARTA (C),Residential,2598
2003,Residential,MONROE,41286 TOMAH (C),Residential,2735
2003,Residential,OCONTO,42231 GILLETT (C),Residential,575
2003,Residential,OCONTO,42265 OCONTO (C),Residential,1904
2003,Residential,OCONTO,42266 OCONTO FALLS (C),Residential,1093
2003,Residential,ONEIDA,43276 RHINELANDER (C),Residential,2876
2003,Residential,OUTAGAMIE,44201 APPLETON (C),Residential,19025
2003,Residential,OUTAGAMIE,44241 KAUKAUNA (C),Residential,5127
2003,Residential,OUTAGAMIE,44261 NEW LONDON (C),Residential,540
2003,Residential,OUTAGAMIE,44281 SEYMOUR (C),Residential,1161
2003,Residential,OZAUKEE,45211 CEDARBURG (C),Residential,3545
2003,Residential,OZAUKEE,45255 MEQUON (C),Residential,8361
2003,Residential,OZAUKEE,45271 PORT WASHINGTON (C),Residential,3237
2003,Residential,PEPIN,46216 DURAND (C),Residential,752
2003,Residential,PIERCE,47271 PRESCOTT (C),Residential,1342
2003,Residential,PIERCE,47276 RIVER FALLS (C),Residential,2184
2003,Residential,POLK,48201 AMERY (C),Residential,1034
2003,Residential,POLK,48281 SAINT CROIX FALLS (C),Residential,1105
2003,Residential,PORTAGE,49281 STEVENS POINT (C),Residential,6817
2003,Residential,PRICE,50271 PARK FALLS (C),Residential,1125
2003,Residential,PRICE,50272 PHILLIPS (C),Residential,807
2003,Residential,RACINE,51206 BURLINGTON (C),Residential,2774
2003,Residential,RACINE,51276 RACINE (C),Residential,23872
2011,Residential,WAUKESHA,67216 DELAFIELD (C),Residential,2485
2012,Residential,ROCK,53206 BELOIT (C),Residential,12024
2012,Residential,WAUKESHA,67265 OCONOMOWOC (C),Residential,5382
2014,Residential,ROCK,53210 BRODHEAD (C),Residential,89
2012,Residential,LA CROSSE,32246 LA CROSSE (C),Residential,13615
2011,Residential,MONROE,41281 SPARTA (C),Residential,2800
2013,Residential,MANITOWOC,36251 MANITOWOC (C),Residential,11856
2003,Residential,ADAMS,01022 NEW HAVEN (T),Residential,305
2003,Residential,ASHLAND,02016 MARENGO (T),Residential,205
2003,Residential,BARRON,03018 CUMBERLAND (T),Residential,420
2003,Residential,BROWN,05022 HUMBOLDT (T),Residential,494
2003,Residential,BUFFALO,06002 ALMA (T),Residential,92
2003,Residential,BUFFALO,06022 MILTON (T),Residential,275
2003,Residential,BURNETT,07006 DANIELS (T),Residential,535
2003,Residential,CHIPPEWA,09026 GOETZ (T),Residential,179
2003,Residential,CLARK,10002 BEAVER (T),Residential,157
2003,Residential,CLARK,10020 HENDREN (T),Residential,177
2003,Residential,CLARK,10040 MENTOR (T),Residential,330
2003,Residential,CLARK,10056 WARNER (T),Residential,144
2003,Residential,DANE,13004 BERRY (T),Residential,463
2003,Residential,DANE,13022 DANE (T),Residential,247
2003,Residential,DANE,13058 SUN PRAIRIE (T),Residential,856
2003,Residential,DODGE,14036 PORTLAND (T),Residential,361
2003,Residential,DODGE,14038 RUBICON (T),Residential,715
2003,Residential,DOUGLAS,16028 SUMMIT (T),Residential,849
2003,Residential,FOND DU LAC,20008 BYRON (T),Residential,538
2003,Residential,GRANT,22004 BLOOMINGTON (T),Residential,53
2003,Residential,GRANT,22024 HICKORY GROVE (T),Residential,50
2003,Residential,GRANT,22040 MOUNT IDA (T),Residential,96
2003,Residential,GREEN,23018 JORDAN (T),Residential,146
2003,Residential,GREEN LAKE,24004 BROOKLYN (T),Residential,1303
2003,Residential,IOWA,25006 CLYDE (T),Residential,137
2003,Residential,IOWA,25024 RIDGEWAY (T),Residential,239
2003,Residential,JUNEAU,29014 KILDARE (T),Residential,521
2003,Residential,KENOSHA,30010 RANDALL (T),Residential,1744
2003,Residential,LAFAYETTE,33016 GRATIOT (T),Residential,106
2003,Residential,LAFAYETTE,33034 WILLOW SPRINGS (T),Residential,186
2003,Residential,LANGLADE,34012 LANGLADE (T),Residential,566
2003,Residential,LANGLADE,34032 VILAS (T),Residential,152
2003,Residential,LINCOLN,35028 SOMO (T),Residential,199
2003,Residential,MANITOWOC,36018 MANITOWOC (T),Residential,547
2003,Residential,MARATHON,37018 EASTON (T),Residential,335
2003,Residential,MARATHON,37042 HOLTON (T),Residential,245
2003,Residential,MARINETTE,38012 GOODMAN (T),Residential,929
2003,Residential,MARQUETTE,39002 BUFFALO (T),Residential,479
2003,Residential,MARQUETTE,39004 CRYSTAL LAKE (T),Residential,744
2003,Residential,MARQUETTE,39006 DOUGLAS (T),Residential,391
2003,Residential,MARQUETTE,39008 HARRIS (T),Residential,533
2003,Residential,MARQUETTE,39010 MECAN (T),Residential,890
2003,Residential,MARQUETTE,39012 MONTELLO (T),Residential,1099
2003,Residential,MARQUETTE,39014 MOUNDVILLE (T),Residential,241
2003,Residential,MARQUETTE,39016 NESHKORO (T),Residential,598
2003,Residential,MARQUETTE,39018 NEWTON (T),Residential,396
2003,Residential,MARQUETTE,39020 OXFORD (T),Residential,716
2003,Residential,MARQUETTE,39022 PACKWAUKEE (T),Residential,1445
2003,Residential,MARQUETTE,39024 SHIELDS (T),Residential,380
2003,Residential,MARQUETTE,39026 SPRINGFIELD (T),Residential,922
2003,Residential,MARQUETTE,39028 WESTFIELD (T),Residential,688
2003,Residential,MONROE,41002 ADRIAN (T),Residential,272
2003,Residential,MONROE,41004 ANGELO (T),Residential,504
2003,Residential,MONROE,41006 BYRON (T),Residential,534
2003,Residential,MONROE,41008 CLIFTON (T),Residential,179
2003,Residential,MONROE,41010 GLENDALE (T),Residential,140
2012,Residential,BAYFIELD,04022 HUGHES (T),Residential,450
2013,Residential,CALUMET,08010 HARRISON (T),Residential,1639
2015,Residential,CRAWFORD,12016 SCOTT (T),Residential,220
2003,Residential,CHIPPEWA,09002 ANSON (T),Residential,978
2003,Residential,DUNN,17042 WESTON (T),Residential,227
2003,Residential,FLORENCE,19002 AURORA (T),Residential,796
2003,Residential,IOWA,25028 WYOMING (T),Residential,351
2003,Residential,JEFFERSON,28024 PALMYRA (T),Residential,530
2003,Residential,JUNEAU,29004 CLEARFIELD (T),Residential,582
2003,Residential,MARATHON,37020 EAU PLEINE (T),Residential,236
2003,Residential,MANITOWOC,36004 CENTERVILLE (T),Residential,308
2003,Residential,MANITOWOC,36036 TWO RIVERS (T),Residential,996
2003,Residential,MARATHON,37072 RINGLE (T),Residential,595
2003,Residential,CHIPPEWA,09014 COLBURN (T),Residential,389
2003,Residential,DODGE,14028 LEROY (T),Residential,282
2003,Residential,DUNN,17040 TIFFANY (T),Residential,172
2003,Residential,FLORENCE,19008 FERN (T),Residential,513
2003,Residential,IRON,26016 PENCE (T),Residential,246
2003,Residential,JACKSON,27020 GARDEN VALLEY (T),Residential,93
2003,Residential,MARINETTE,38030 SILVER CLIFF (T),Residential,1509
2003,Residential,BAYFIELD,04036 ORIENTA (T),Residential,247
2003,Residential,CHIPPEWA,09004 ARTHUR (T),Residential,229
2003,Residential,CHIPPEWA,09018 DELMAR (T),Residential,201
2003,Residential,CHIPPEWA,09016 COOKS VALLEY (T),Residential,194
2003,Residential,DANE,13010 BLUE MOUNDS (T),Residential,245
2003,Residential,DANE,13006 BLACK EARTH (T),Residential,162
2003,Residential,DODGE,14006 BURNETT (T),Residential,340
2003,Residential,DOUGLAS,16018 LAKESIDE (T),Residential,420
2003,Residential,DOUGLAS,16016 HIGHLAND (T),Residential,460
2003,Residential,GREEN,23002 ADAMS (T),Residential,120
2003,Residential,MANITOWOC,36006 COOPERSTOWN (T),Residential,503
2003,Residential,MARINETTE,38032 STEPHENSON (T),Residential,5395
2003,Residential,BAYFIELD,04050 WASHBURN (T),Residential,236
2003,Residential,BUFFALO,06026 MONDOVI (T),Residential,163
2003,Residential,BURNETT,07018 MEENON (T),Residential,1237
2003,Residential,DODGE,14008 CALAMUS (T),Residential,241
2003,Residential,DUNN,17038 TAINTER (T),Residential,1354
2003,Residential,FLORENCE,19010 FLORENCE (T),Residential,2485
2003,Residential,FLORENCE,19012 HOMESTEAD (T),Residential,455
2003,Residential,FOND DU LAC,20026 MARSHFIELD (T),Residential,419
2003,Residential,GREEN,23008 CADIZ (T),Residential,273
2003,Residential,LA CROSSE,32006 BURNS (T),Residential,304
2003,Residential,MARATHON,37024 EMMET (T),Residential,271
2003,Residential,MARINETTE,38034 WAGNER (T),Residential,728
2003,Residential,MONROE,41012 GRANT (T),Residential,220
2003,Residential,MONROE,41014 GREENFIELD (T),Residential,276
2003,Residential,MONROE,41016 JEFFERSON (T),Residential,98
2003,Residential,MONROE,41018 LA FAYETTE (T),Residential,86
2003,Residential,MONROE,41020 LA GRANGE (T),Residential,830
2003,Residential,MONROE,41022 LEON (T),Residential,346
2003,Residential,MONROE,41024 LINCOLN (T),Residential,941
2003,Residential,MONROE,41026 LITTLE FALLS (T),Residential,585
2003,Residential,MONROE,41028 NEW LYME (T),Residential,65
2003,Residential,MONROE,41030 OAKDALE (T),Residential,261
2003,Residential,MONROE,41032 PORTLAND (T),Residential,142
2003,Residential,MONROE,41034 RIDGEVILLE (T),Residential,89
2003,Residential,MONROE,41036 SCOTT (T),Residential,60
2003,Residential,MONROE,41038 SHELDON (T),Residential,108
2003,Residential,MONROE,41040 SPARTA (T),Residential,1171
2003,Residential,MONROE,41042 TOMAH (T),Residential,522
2003,Residential,MONROE,41044 WELLINGTON (T),Residential,111
2003,Residential,MONROE,41046 WELLS (T),Residential,187
2003,Residential,MONROE,41048 WILTON (T),Residential,130
2003,Residential,OCONTO,42002 ABRAMS (T),Residential,949
2003,Residential,OCONTO,42006 BAGLEY (T),Residential,307
2003,Residential,OCONTO,42008 BRAZEAU (T),Residential,1865
2003,Residential,OCONTO,42010 BREED (T),Residential,845
2003,Residential,OCONTO,42012 CHASE (T),Residential,895
2003,Residential,OCONTO,42014 DOTY (T),Residential,823
2003,Residential,OCONTO,42016 GILLETT (T),Residential,420
2003,Residential,OCONTO,42018 HOW (T),Residential,235
2003,Residential,OCONTO,42019 LAKEWOOD (T),Residential,2018
2003,Residential,OCONTO,42020 LENA (T),Residential,243
2003,Residential,OCONTO,42022 LITTLE RIVER (T),Residential,448
2003,Residential,OCONTO,42024 LITTLE SUAMICO (T),Residential,1983
2003,Residential,OCONTO,42026 MAPLE VALLEY (T),Residential,327
2003,Residential,OCONTO,42028 MORGAN (T),Residential,363
2003,Residential,OCONTO,42029 MOUNTAIN (T),Residential,1581
2003,Residential,OCONTO,42030 OCONTO (T),Residential,690
2003,Residential,OCONTO,42032 OCONTO FALLS (T),Residential,585
2003,Residential,OCONTO,42034 PENSAUKEE (T),Residential,779
2003,Residential,OCONTO,42036 RIVERVIEW (T),Residential,2139
2003,Residential,OCONTO,42038 SPRUCE (T),Residential,648
2003,Residential,OCONTO,42040 STILES (T),Residential,812
2003,Residential,OCONTO,42042 TOWNSEND (T),Residential,2206
2003,Residential,OCONTO,42044 UNDERHILL (T),Residential,775
2003,Residential,ONEIDA,43002 CASSIAN (T),Residential,1438
2003,Residential,ONEIDA,43004 CRESCENT (T),Residential,1339
2003,Residential,ONEIDA,43006 ENTERPRISE (T),Residential,488
2003,Residential,ONEIDA,43008 HAZELHURST (T),Residential,1612
2003,Residential,ONEIDA,43010 LAKE TOMAHAWK (T),Residential,1514
2003,Residential,ONEIDA,43012 LITTLE RICE (T),Residential,542
2003,Residential,ONEIDA,43014 LYNNE (T),Residential,340
2003,Residential,ONEIDA,43016 MINOCQUA (T),Residential,6872
2003,Residential,ONEIDA,43018 MONICO (T),Residential,392
2003,Residential,ONEIDA,43020 NEWBOLD (T),Residential,2920
2003,Residential,ONEIDA,43022 NOKOMIS (T),Residential,1508
2003,Residential,ONEIDA,43024 PELICAN (T),Residential,2025
2003,Residential,ONEIDA,43026 PIEHL (T),Residential,99
2003,Residential,ONEIDA,43028 PINE LAKE (T),Residential,1828
2003,Residential,ONEIDA,43030 SCHOEPKE (T),Residential,610
2003,Residential,ONEIDA,43032 STELLA (T),Residential,457
2003,Residential,ONEIDA,43034 SUGAR CAMP (T),Residential,1863
2003,Residential,ONEIDA,43036 THREE LAKES (T),Residential,4180
2003,Residential,ONEIDA,43038 WOODBORO (T),Residential,899
2003,Residential,ONEIDA,43040 WOODRUFF (T),Residential,1896
2003,Residential,OUTAGAMIE,44002 BLACK CREEK (T),Residential,452
2003,Residential,OUTAGAMIE,44004 BOVINA (T),Residential,447
2003,Residential,OUTAGAMIE,44006 BUCHANAN (T),Residential,2158
2003,Residential,OUTAGAMIE,44008 CENTER (T),Residential,1219
2003,Residential,OUTAGAMIE,44010 CICERO (T),Residential,291
2003,Residential,OUTAGAMIE,44012 DALE (T),Residential,1125
2003,Residential,OUTAGAMIE,44014 DEER CREEK (T),Residential,212
2003,Residential,OUTAGAMIE,44016 ELLINGTON (T),Residential,932
2003,Residential,OUTAGAMIE,44018 FREEDOM (T),Residential,1959
2003,Residential,OUTAGAMIE,44020 GRAND CHUTE (T),Residential,5393
2003,Residential,OUTAGAMIE,44022 GREENVILLE (T),Residential,2699
2003,Residential,OUTAGAMIE,44024 HORTONIA (T),Residential,414
2003,Residential,OUTAGAMIE,44026 KAUKAUNA (T),Residential,426
2003,Residential,OUTAGAMIE,44028 LIBERTY (T),Residential,319
2003,Residential,OUTAGAMIE,44030 MAINE (T),Residential,353
2003,Residential,OUTAGAMIE,44032 MAPLE CREEK (T),Residential,197
2003,Residential,OUTAGAMIE,44034 ONEIDA (T),Residential,994
2003,Residential,OUTAGAMIE,44036 OSBORN (T),Residential,348
2003,Residential,OUTAGAMIE,44038 SEYMOUR (T),Residential,361
2003,Residential,OUTAGAMIE,44040 VANDENBROEK (T),Residential,528
2003,Residential,OZAUKEE,45002 BELGIUM (T),Residential,693
2003,Residential,OZAUKEE,45004 CEDARBURG (T),Residential,2202
2003,Residential,OZAUKEE,45006 FREDONIA (T),Residential,767
2003,Residential,OZAUKEE,45008 GRAFTON (T),Residential,1546
2003,Residential,OZAUKEE,45012 PORT WASHINGTON (T),Residential,579
2003,Residential,OZAUKEE,45014 SAUKVILLE (T),Residential,672
2003,Residential,PEPIN,46002 ALBANY (T),Residential,171
2003,Residential,PEPIN,46004 DURAND (T),Residential,267
2003,Residential,PEPIN,46006 FRANKFORT (T),Residential,139
2003,Residential,PEPIN,46008 LIMA (T),Residential,179
2003,Residential,PEPIN,46010 PEPIN (T),Residential,484
2003,Residential,PEPIN,46012 STOCKHOLM (T),Residential,98
2003,Residential,PEPIN,46014 WATERVILLE (T),Residential,268
2003,Residential,PEPIN,46016 WAUBEEK (T),Residential,185
2003,Residential,PIERCE,47002 CLIFTON (T),Residential,774
2003,Residential,PIERCE,47004 DIAMOND BLUFF (T),Residential,251
2003,Residential,PIERCE,47008 EL PASO (T),Residential,228
2003,Residential,PIERCE,47006 ELLSWORTH (T),Residential,298
2003,Residential,PIERCE,47010 GILMAN (T),Residential,282
2003,Residential,PIERCE,47012 HARTLAND (T),Residential,269
2003,Residential,PIERCE,47014 ISABELLE (T),Residential,108
2003,Residential,PIERCE,47016 MAIDEN ROCK (T),Residential,281
2003,Residential,PIERCE,47018 MARTELL (T),Residential,397
2003,Residential,PIERCE,47020 OAK GROVE (T),Residential,815
2003,Residential,PIERCE,47022 RIVER FALLS (T),Residential,831
2003,Residential,PIERCE,47024 ROCK ELM (T),Residential,156
2003,Residential,PIERCE,47026 SALEM (T),Residential,136
2003,Residential,PIERCE,47028 SPRING LAKE (T),Residential,163
2003,Residential,PIERCE,47030 TRENTON (T),Residential,781
2003,Residential,PIERCE,47032 TRIMBELLE (T),Residential,589
2003,Residential,PIERCE,47034 UNION (T),Residential,142
2003,Residential,POLK,48002 ALDEN (T),Residential,1595
2003,Residential,POLK,48004 APPLE RIVER (T),Residential,801
2003,Residential,POLK,48006 BALSAM LAKE (T),Residential,1241
2003,Residential,POLK,48008 BEAVER (T),Residential,560
2003,Residential,POLK,48010 BLACK BROOK (T),Residential,545
2003,Residential,POLK,48012 BONE LAKE (T),Residential,466
2003,Residential,POLK,48014 CLAM FALLS (T),Residential,334
2003,Residential,POLK,48016 CLAYTON (T),Residential,421
2003,Residential,POLK,48018 CLEAR LAKE (T),Residential,300
2003,Residential,POLK,48020 EUREKA (T),Residential,768
2003,Residential,POLK,48022 FARMINGTON (T),Residential,606
2003,Residential,POLK,48024 GARFIELD (T),Residential,844
2003,Residential,POLK,48026 GEORGETOWN (T),Residential,1375
2003,Residential,POLK,48028 JOHNSTOWN (T),Residential,507
2003,Residential,POLK,48030 LAKETOWN (T),Residential,601
2003,Residential,POLK,48032 LINCOLN (T),Residential,1298
2003,Residential,POLK,48034 LORAIN (T),Residential,211
2003,Residential,RICHLAND,52276 RICHLAND CENTER (C),Residential,1776
2003,Residential,ROCK,53206 BELOIT (C),Residential,11879
2003,Residential,ROCK,53210 BRODHEAD (C),Residential,0
2003,Residential,ROCK,53221 EDGERTON (C),Residential,1710
2003,Residential,ROCK,53222 EVANSVILLE (C),Residential,1406
2003,Residential,ROCK,53241 JANESVILLE (C),Residential,20345
2003,Residential,ROCK,53257 MILTON (C),Residential,1756
2003,Residential,RUSK,54246 LADYSMITH (C),Residential,1536
2003,Residential,ST CROIX,55231 GLENWOOD CITY (C),Residential,500
2003,Residential,ST CROIX,55236 HUDSON (C),Residential,3890
2003,Residential,ST CROIX,55261 NEW RICHMOND (C),Residential,2648
2003,Residential,ST CROIX,55276 RIVER FALLS (C),Residential,793
2003,Residential,SAUK,56206 BARABOO (C),Residential,3576
2003,Residential,SAUK,56276 REEDSBURG (C),Residential,2522
2003,Residential,SAUK,56291 WISCONSIN DELLS (C),Residential,43
2003,Residential,SAWYER,57236 HAYWARD (C),Residential,835
2003,Residential,SHAWANO,58252 MARION (C),Residential,5
2003,Residential,SHAWANO,58281 SHAWANO (C),Residential,2976
2003,Residential,SHEBOYGAN,59271 PLYMOUTH (C),Residential,2509
2003,Residential,SHEBOYGAN,59281 SHEBOYGAN (C),Residential,15178
2003,Residential,SHEBOYGAN,59282 SHEBOYGAN FALLS (C),Residential,2332
2003,Residential,TAYLOR,60251 MEDFORD (C),Residential,1618
2003,Residential,TREMPEALEAU,61201 ARCADIA (C),Residential,863
2003,Residential,TREMPEALEAU,61206 BLAIR (C),Residential,444
2003,Residential,TREMPEALEAU,61231 GALESVILLE (C),Residential,570
2003,Residential,TREMPEALEAU,61241 INDEPENDENCE (C),Residential,584
2003,Residential,TREMPEALEAU,61265 OSSEO (C),Residential,678
2003,Residential,TREMPEALEAU,61291 WHITEHALL (C),Residential,575
2003,Residential,VERNON,62236 HILLSBORO (C),Residential,534
2003,Residential,VERNON,62286 VIROQUA (C),Residential,1497
2003,Residential,VERNON,62291 WESTBY (C),Residential,691
2003,Residential,VILAS,63221 EAGLE RIVER (C),Residential,691
2003,Residential,WALWORTH,64206 BURLINGTON (C),Residential,0
2003,Residential,WALWORTH,64216 DELAVAN (C),Residential,2242
2003,Residential,WALWORTH,64221 ELKHORN (C),Residential,2366
2003,Residential,WALWORTH,64246 LAKE GENEVA (C),Residential,2983
2003,Residential,WALWORTH,64291 WHITEWATER (C),Residential,1967
2003,Residential,WASHBURN,65282 SHELL LAKE (C),Residential,926
2003,Residential,WASHBURN,65281 SPOONER (C),Residential,1068
2003,Residential,WASHINGTON,66236 HARTFORD (C),Residential,3796
2003,Residential,WASHINGTON,66251 MILWAUKEE (C),Residential,0
2003,Residential,WASHINGTON,66291 WEST BEND (C),Residential,9051
