Year#,Real Property Class,County Name,Municipality,Re Class Name2,Land Par
2003,Residential,DOOR,15018 LIBERTY GROVE (T),Residential,3319
2003,Residential,DOOR,15022 SEVASTOPOL (T),Residential,2441
2003,Residential,EAU CLAIRE,18014 LUDINGTON (T),Residential,362
2003,Residential,FOND DU LAC,20016 EMPIRE (T),Residential,1135
2003,Residential,GRANT,22030 LIMA (T),Residential,154
2003,Residential,GRANT,22064 WOODMAN (T),Residential,84
2003,Residential,GREEN,23020 MONROE (T),Residential,375
2003,Residential,GREEN LAKE,24006 GREEN LAKE (T),Residential,1173
2003,Residential,IRON,26004 CAREY (T),Residential,218
2003,Residential,JEFFERSON,28002 AZTALAN (T),Residential,523
2003,Residential,JUNEAU,29018 LEMONWEIR (T),Residential,806
2003,Residential,KEWAUNEE,31020 WEST KEWAUNEE (T),Residential,471
2003,Residential,KEWAUNEE,31018 RED RIVER (T),Residential,692
2003,Residential,KEWAUNEE,31002 AHNAPEE (T),Residential,361
2003,Residential,LA CROSSE,32012 GREENFIELD (T),Residential,515
2003,Residential,LA CROSSE,32018 MEDARY (T),Residential,561
2003,Residential,LAFAYETTE,33012 ELK GROVE (T),Residential,57
2003,Residential,LAFAYETTE,33024 NEW DIGGINGS (T),Residential,202
2003,Residential,LAFAYETTE,33008 BLANCHARD (T),Residential,104
2003,Residential,LAFAYETTE,33018 KENDALL (T),Residential,60
2003,Residential,LANGLADE,34020 PECK (T),Residential,175
2003,Residential,LANGLADE,34004 AINSWORTH (T),Residential,666
2003,Residential,LINCOLN,35014 MERRILL (T),Residential,1457
2003,Residential,MARINETTE,38014 GROVER (T),Residential,592
2003,Residential,ADAMS,01024 PRESTON (T),Residential,1745
2003,Residential,ADAMS,01028 RICHFIELD (T),Residential,150
2003,Residential,ADAMS,01026 QUINCY (T),Residential,2311
2003,Residential,ASHLAND,02024 SHANAGOLDEN (T),Residential,203
2003,Residential,BURNETT,07010 GRANTSBURG (T),Residential,603
2003,Residential,CHIPPEWA,09034 LAFAYETTE (T),Residential,2542
2003,Residential,CLARK,10048 SHERMAN (T),Residential,203
2003,Residential,CLARK,10044 RESEBURG (T),Residential,138
2003,Residential,COLUMBIA,11002 ARLINGTON (T),Residential,235
2003,Residential,COLUMBIA,11006 COLUMBUS (T),Residential,140
2003,Residential,COLUMBIA,11018 LEEDS (T),Residential,215
2003,Residential,DANE,13028 DUNN (T),Residential,2114
2003,Residential,DANE,13066 WESTPORT (T),Residential,1624
2003,Residential,DOOR,15004 BRUSSELS (T),Residential,324
2003,Residential,DOOR,15016 JACKSONPORT (T),Residential,1070
2003,Residential,DUNN,17002 COLFAX (T),Residential,351
2003,Residential,DUNN,17004 DUNN (T),Residential,638
2003,Residential,DUNN,17022 PERU (T),Residential,75
2003,Residential,JACKSON,27012 CITY POINT (T),Residential,268
2003,Residential,JEFFERSON,28018 LAKE MILLS (T),Residential,869
2003,Residential,LANGLADE,34016 NORWOOD (T),Residential,376
2003,Residential,MARATHON,37048 KNOWLTON (T),Residential,979
2003,Residential,MARATHON,37058 MOSINEE (T),Residential,853
2003,Residential,MARINETTE,38016 LAKE (T),Residential,913
2003,Residential,ADAMS,01004 BIG FLATS (T),Residential,1498
2003,Residential,ASHLAND,02014 LA POINTE (T),Residential,1230
2003,Residential,BARRON,03012 CHETEK (T),Residential,1579
2003,Residential,BAYFIELD,04024 IRON RIVER (T),Residential,1194
2003,Residential,BAYFIELD,04046 RUSSELL (T),Residential,178
2003,Residential,BAYFIELD,04048 TRIPP (T),Residential,149
2003,Residential,CALUMET,08006 CHARLESTOWN (T),Residential,294
2003,Residential,CLARK,10022 HEWETT (T),Residential,257
2003,Residential,CLARK,10018 GREEN GROVE (T),Residential,156
2003,Residential,COLUMBIA,11030 OTSEGO (T),Residential,246
2003,Residential,CRAWFORD,12006 EASTMAN (T),Residential,239
2003,Residential,CRAWFORD,12020 UTICA (T),Residential,99
2003,Residential,DANE,13056 SPRINGFIELD (T),Residential,840
2003,Residential,DANE,13050 ROXBURY (T),Residential,607
2003,Residential,DODGE,14048 WILLIAMSTOWN (T),Residential,213
2003,Residential,DUNN,17032 SHERMAN (T),Residential,304
2003,Residential,FOND DU LAC,20040 TAYCHEEDAH (T),Residential,1831
2003,Residential,FOREST,21026 ROSS (T),Residential,266
2003,Residential,GREEN,23030 WASHINGTON (T),Residential,234
2003,Residential,GREEN,23028 SYLVESTER (T),Residential,294
2003,Residential,JACKSON,27028 KNAPP (T),Residential,174
2003,Residential,KENOSHA,30006 PARIS (T),Residential,461
2003,Residential,LINCOLN,35024 SCOTT (T),Residential,551
2003,Residential,LINCOLN,35020 RUSSELL (T),Residential,405
2003,Residential,LINCOLN,35026 SKANAWAN (T),Residential,276
2003,Residential,MANITOWOC,36030 ROCKLAND (T),Residential,351
2003,Residential,MARATHON,37012 CASSEL (T),Residential,204
2003,Residential,MARATHON,37082 WESTON (T),Residential,272
2003,Residential,MARINETTE,38022 PEMBINE (T),Residential,1257
2003,Residential,MARINETTE,38026 PORTERFIELD (T),Residential,1102
2003,Residential,MARINETTE,38006 BEAVER (T),Residential,789
2003,Residential,ADAMS,01016 LINCOLN (T),Residential,305
2003,Residential,BARRON,03044 STANLEY (T),Residential,1113
2003,Residential,BUFFALO,06016 GLENCOE (T),Residential,80
2003,Residential,BURNETT,07038 WEBB LAKE (T),Residential,1526
2003,Residential,CALUMET,08010 HARRISON (T),Residential,3426
2003,Residential,CALUMET,08008 CHILTON (T),Residential,310
2003,Residential,CHIPPEWA,09040 SIGEL (T),Residential,293
2003,Residential,CLARK,10038 MEAD (T),Residential,212
2003,Residential,COLUMBIA,11008 COURTLAND (T),Residential,95
2003,Residential,COLUMBIA,11034 RANDOLPH (T),Residential,168
2003,Residential,COLUMBIA,11032 PACIFIC (T),Residential,1314
2003,Residential,DANE,13054 SPRINGDALE (T),Residential,733
2003,Residential,DODGE,14016 EMMET (T),Residential,389
2003,Residential,DODGE,14014 ELBA (T),Residential,320
2003,Residential,DOUGLAS,16008 CLOVERLAND (T),Residential,116
2003,Residential,DUNN,17014 LUCAS (T),Residential,232
2003,Residential,DUNN,17026 ROCK CREEK (T),Residential,384
2003,Residential,EAU CLAIRE,18004 BRUNSWICK (T),Residential,579
2003,Residential,EAU CLAIRE,18022 UNION (T),Residential,1172
2003,Residential,EAU CLAIRE,18002 BRIDGE CREEK (T),Residential,703
2003,Residential,FOND DU LAC,20006 AUBURN (T),Residential,942
2003,Residential,FOND DU LAC,20038 SPRINGVALE (T),Residential,216
2003,Residential,FOND DU LAC,20036 ROSENDALE (T),Residential,248
2003,Residential,GRANT,22034 MARION (T),Residential,88
2003,Residential,GRANT,22054 SMELSER (T),Residential,230
2003,Residential,GRANT,22044 NORTH LANCASTER (T),Residential,92
2003,Residential,IOWA,25020 MOSCOW (T),Residential,137
2003,Residential,JUNEAU,29026 MARION (T),Residential,339
2003,Residential,KENOSHA,30002 BRIGHTON (T),Residential,575
2003,Residential,KEWAUNEE,31010 LINCOLN (T),Residential,342
2003,Residential,LANGLADE,34010 EVERGREEN (T),Residential,379
2003,Residential,MANITOWOC,36014 KOSSUTH (T),Residential,866
2003,Residential,BARRON,03030 MAPLE PLAIN (T),Residential,781
2003,Residential,BAYFIELD,04026 KELLY (T),Residential,173
2003,Residential,BAYFIELD,04028 KEYSTONE (T),Residential,177
2003,Residential,BAYFIELD,04022 HUGHES (T),Residential,434
2003,Residential,BROWN,05028 NEW DENMARK (T),Residential,541
2003,Residential,BUFFALO,06014 GILMANTON (T),Residential,171
2003,Residential,BURNETT,07004 BLAINE (T),Residential,310
2003,Residential,DOUGLAS,16024 PARKLAND (T),Residential,1012
2003,Residential,EAU CLAIRE,18006 CLEAR CREEK (T),Residential,257
2003,Residential,EAU CLAIRE,18008 DRAMMEN (T),Residential,241
2003,Residential,FOND DU LAC,20034 RIPON (T),Residential,569
2003,Residential,GRANT,22022 HAZEL GREEN (T),Residential,171
2003,Residential,GRANT,22052 POTOSI (T),Residential,215
2003,Residential,GRANT,22042 MUSCODA (T),Residential,478
2003,Residential,GREEN LAKE,24018 SAINT MARIE (T),Residential,132
2003,Residential,IRON,26008 KIMBALL (T),Residential,293
2003,Residential,JEFFERSON,28012 IXONIA (T),Residential,1070
2003,Residential,JEFFERSON,28014 JEFFERSON (T),Residential,746
2003,Residential,LAFAYETTE,33026 SEYMOUR (T),Residential,42
2003,Residential,LANGLADE,34008 ELCHO (T),Residential,1761
2003,Residential,LINCOLN,35008 HARDING (T),Residential,334
2003,Residential,LINCOLN,35022 SCHLEY (T),Residential,488
2003,Residential,MANITOWOC,36032 SCHLESWIG (T),Residential,970
2003,Residential,MARATHON,37004 BERLIN (T),Residential,316
2003,Residential,MARATHON,37062 PLOVER (T),Residential,224
2003,Residential,MARINETTE,38010 DUNBAR (T),Residential,1010
2003,Residential,ADAMS,01002 ADAMS (T),Residential,1179
2003,Residential,BARRON,03010 CEDAR LAKE (T),Residential,2306
2003,Residential,BARRON,03048 TURTLE LAKE (T),Residential,235
2003,Residential,BROWN,05012 GLENMORE (T),Residential,292
2003,Residential,BROWN,05014 GREEN BAY (T),Residential,1006
2003,Residential,CHIPPEWA,09038 SAMPSON (T),Residential,852
2003,Residential,COLUMBIA,11010 DEKORRA (T),Residential,1595
2003,Residential,CRAWFORD,12012 MARIETTA (T),Residential,194
2003,Residential,DANE,13036 MEDINA (T),Residential,428
2003,Residential,DODGE,14046 WESTFORD (T),Residential,703
2003,Residential,DOUGLAS,16004 BENNETT (T),Residential,438
2003,Residential,DOUGLAS,16026 SOLON SPRINGS (T),Residential,992
2003,Residential,DUNN,17012 HAY RIVER (T),Residential,180
2003,Residential,DUNN,17010 GRANT (T),Residential,128
2003,Residential,FOND DU LAC,20004 ASHFORD (T),Residential,581
2003,Residential,FOREST,21012 CRANDON (T),Residential,538
2003,Residential,GRANT,22020 HARRISON (T),Residential,96
2003,Residential,GRANT,22056 SOUTH LANCASTER (T),Residential,177
2003,Residential,GREEN,23014 EXETER (T),Residential,564
2003,Residential,IOWA,25012 HIGHLAND (T),Residential,141
2003,Residential,JACKSON,27014 CLEVELAND (T),Residential,198
2003,Residential,JACKSON,27034 MELROSE (T),Residential,172
2003,Residential,JACKSON,27030 KOMENSKY (T),Residential,94
2003,Residential,KEWAUNEE,31012 LUXEMBURG (T),Residential,473
2003,Residential,LANGLADE,34024 PRICE (T),Residential,152
2003,Residential,LINCOLN,35004 BRADLEY (T),Residential,2605
2003,Residential,MARATHON,37002 BERGEN (T),Residential,355
2003,Residential,MARATHON,37066 RIB FALLS (T),Residential,311
2003,Residential,MARATHON,37084 WIEN (T),Residential,217
2003,Residential,MARINETTE,38008 BEECHER (T),Residential,1378
2003,Residential,MARINETTE,38024 PESHTIGO (T),Residential,2291
2003,Residential,ADAMS,01018 MONROE (T),Residential,898
2003,Residential,ADAMS,01012 JACKSON (T),Residential,1682
2003,Residential,BARRON,03016 CRYSTAL LAKE (T),Residential,454
2003,Residential,BAYFIELD,04040 PILSEN (T),Residential,118
2003,Residential,BROWN,05030 PITTSFIELD (T),Residential,955
2003,Residential,CLARK,10036 MAYVILLE (T),Residential,240
2003,Residential,CLARK,10050 SHERWOOD (T),Residential,161
2003,Residential,COLUMBIA,11028 NEWPORT (T),Residential,445
2003,Residential,COLUMBIA,11026 MARCELLON (T),Residential,343
2003,Residential,DANE,13020 CROSS PLAINS (T),Residential,532
2003,Residential,DANE,13052 RUTLAND (T),Residential,723
2010,Residential,PIERCE,47276 RIVER FALLS (C),Residential,2589
2010,Residential,POLK,48201 AMERY (C),Residential,1132
2010,Residential,POLK,48281 SAINT CROIX FALLS (C),Residential,1149
2010,Residential,PORTAGE,49281 STEVENS POINT (C),Residential,7283
2010,Residential,PRICE,50271 PARK FALLS (C),Residential,1121
2010,Residential,PRICE,50272 PHILLIPS (C),Residential,789
2010,Residential,RACINE,51206 BURLINGTON (C),Residential,3078
2010,Residential,RACINE,51276 RACINE (C),Residential,24077
2010,Residential,RICHLAND,52276 RICHLAND CENTER (C),Residential,1766
2010,Residential,ROCK,53206 BELOIT (C),Residential,12088
2010,Residential,ROCK,53210 BRODHEAD (C),Residential,86
2010,Residential,ROCK,53221 EDGERTON (C),Residential,1952
2010,Residential,ROCK,53222 EVANSVILLE (C),Residential,1827
2010,Residential,ROCK,53241 JANESVILLE (C),Residential,22326
2010,Residential,ROCK,53257 MILTON (C),Residential,1918
2010,Residential,RUSK,54246 LADYSMITH (C),Residential,1401
2010,Residential,ST CROIX,55231 GLENWOOD CITY (C),Residential,499
2010,Residential,ST CROIX,55236 HUDSON (C),Residential,4957
2010,Residential,ST CROIX,55261 NEW RICHMOND (C),Residential,3517
2010,Residential,ST CROIX,55276 RIVER FALLS (C),Residential,1297
2010,Residential,SAUK,56206 BARABOO (C),Residential,3889
2010,Residential,SAUK,56276 REEDSBURG (C),Residential,2921
2010,Residential,SAUK,56291 WISCONSIN DELLS (C),Residential,54
2010,Residential,SAWYER,57236 HAYWARD (C),Residential,931
2010,Residential,SHAWANO,58252 MARION (C),Residential,6
2010,Residential,SHAWANO,58281 SHAWANO (C),Residential,3146
2010,Residential,SHEBOYGAN,59271 PLYMOUTH (C),Residential,2778
2010,Residential,SHEBOYGAN,59281 SHEBOYGAN (C),Residential,15530
2010,Residential,SHEBOYGAN,59282 SHEBOYGAN FALLS (C),Residential,2741
2010,Residential,TAYLOR,60251 MEDFORD (C),Residential,1672
2010,Residential,TREMPEALEAU,61201 ARCADIA (C),Residential,875
2010,Residential,TREMPEALEAU,61206 BLAIR (C),Residential,443
2010,Residential,TREMPEALEAU,61231 GALESVILLE (C),Residential,614
2010,Residential,TREMPEALEAU,61241 INDEPENDENCE (C),Residential,585
2010,Residential,TREMPEALEAU,61265 OSSEO (C),Residential,708
2010,Residential,TREMPEALEAU,61291 WHITEHALL (C),Residential,589
2010,Residential,VERNON,62236 HILLSBORO (C),Residential,555
2010,Residential,VERNON,62286 VIROQUA (C),Residential,1564
2010,Residential,VERNON,62291 WESTBY (C),Residential,729
2010,Residential,VILAS,63221 EAGLE RIVER (C),Residential,767
2010,Residential,WALWORTH,64206 BURLINGTON (C),Residential,0
2010,Residential,WALWORTH,64216 DELAVAN (C),Residential,2770
2010,Residential,WALWORTH,64221 ELKHORN (C),Residential,2881
2010,Residential,WALWORTH,64246 LAKE GENEVA (C),Residential,3524
2010,Residential,WALWORTH,64291 WHITEWATER (C),Residential,2236
2010,Residential,WASHBURN,65282 SHELL LAKE (C),Residential,966
2010,Residential,WASHBURN,65281 SPOONER (C),Residential,1061
2010,Residential,WASHINGTON,66236 HARTFORD (C),Residential,5242
2010,Residential,WASHINGTON,66251 MILWAUKEE (C),Residential,0
2010,Residential,WASHINGTON,66291 WEST BEND (C),Residential,10394
2010,Residential,WAUKESHA,67206 BROOKFIELD (C),Residential,14010
2010,Residential,WAUKESHA,67216 DELAFIELD (C),Residential,2490
2010,Residential,WAUKESHA,67250 MILWAUKEE (C),Residential,0
2010,Residential,WAUKESHA,67251 MUSKEGO (C),Residential,8691
2010,Residential,WAUKESHA,67261 NEW BERLIN (C),Residential,14127
2010,Residential,WAUKESHA,67265 OCONOMOWOC (C),Residential,5379
2010,Residential,WAUKESHA,67270 PEWAUKEE (C),Residential,5511
2010,Residential,WAUKESHA,67291 WAUKESHA (C),Residential,19617
2010,Residential,WAUPACA,68211 CLINTONVILLE (C),Residential,1733
2010,Residential,WAUPACA,68251 MANAWA (C),Residential,494
2010,Residential,WAUPACA,68252 MARION (C),Residential,645
2010,Residential,WAUPACA,68261 NEW LONDON (C),Residential,1761
2010,Residential,WAUPACA,68291 WAUPACA (C),Residential,1900
2010,Residential,WAUPACA,68292 WEYAUWEGA (C),Residential,662
2010,Residential,WAUSHARA,69206 BERLIN (C),Residential,48
2010,Residential,WAUSHARA,69291 WAUTOMA (C),Residential,712
2010,Residential,WINNEBAGO,70201 APPLETON (C),Residential,72
2010,Residential,WINNEBAGO,70251 MENASHA (C),Residential,4859
2010,Residential,WINNEBAGO,70261 NEENAH (C),Residential,8942
2010,Residential,WINNEBAGO,70265 OMRO (C),Residential,1455
2010,Residential,WINNEBAGO,70266 OSHKOSH (C),Residential,18828
2010,Residential,WOOD,71251 MARSHFIELD (C),Residential,6339
2010,Residential,WOOD,71261 NEKOOSA (C),Residential,1155
2010,Residential,WOOD,71271 PITTSVILLE (C),Residential,409
2010,Residential,WOOD,71291 WISCONSIN RAPIDS (C),Residential,7156
2011,Residential,ADAMS,01291 WISCONSIN DELLS (C),Residential,84
2011,Residential,BARRON,03206 BARRON (C),Residential,1057
2011,Residential,BUFFALO,06226 FOUNTAIN CITY (C),Residential,427
2011,Residential,CLARK,10231 GREENWOOD (C),Residential,510
2011,Residential,DANE,13225 FITCHBURG (C),Residential,6730
2011,Residential,DODGE,14236 HORICON (C),Residential,1376
2011,Residential,EAU CLAIRE,18202 AUGUSTA (C),Residential,660
2011,Residential,LANGLADE,34201 ANTIGO (C),Residential,3213
2011,Residential,MANITOWOC,36241 KIEL (C),Residential,1282
2011,Residential,MARATHON,37281 SCHOFIELD (C),Residential,800
2011,Residential,MILWAUKEE,40226 FRANKLIN (C),Residential,11775
2011,Residential,PEPIN,46216 DURAND (C),Residential,762
2011,Residential,PIERCE,47271 PRESCOTT (C),Residential,1467
2011,Residential,PIERCE,47276 RIVER FALLS (C),Residential,2583
2011,Residential,POLK,48201 AMERY (C),Residential,1132
2011,Residential,POLK,48281 SAINT CROIX FALLS (C),Residential,1131
2011,Residential,PORTAGE,49281 STEVENS POINT (C),Residential,7298
2011,Residential,PRICE,50271 PARK FALLS (C),Residential,1120
2011,Residential,PRICE,50272 PHILLIPS (C),Residential,785
2011,Residential,RACINE,51206 BURLINGTON (C),Residential,3079
2011,Residential,RACINE,51276 RACINE (C),Residential,24044
2011,Residential,RICHLAND,52276 RICHLAND CENTER (C),Residential,1759
2011,Residential,ROCK,53206 BELOIT (C),Residential,12060
2011,Residential,ROCK,53210 BRODHEAD (C),Residential,89
2011,Residential,ROCK,53221 EDGERTON (C),Residential,1968
2011,Residential,ROCK,53222 EVANSVILLE (C),Residential,1816
2011,Residential,ROCK,53241 JANESVILLE (C),Residential,22280
2011,Residential,ROCK,53257 MILTON (C),Residential,1918
2011,Residential,RUSK,54246 LADYSMITH (C),Residential,1402
2011,Residential,ST CROIX,55231 GLENWOOD CITY (C),Residential,493
2011,Residential,ST CROIX,55236 HUDSON (C),Residential,4987
2011,Residential,ST CROIX,55261 NEW RICHMOND (C),Residential,3516
2011,Residential,ST CROIX,55276 RIVER FALLS (C),Residential,1297
2011,Residential,SAUK,56206 BARABOO (C),Residential,3888
2011,Residential,SAUK,56276 REEDSBURG (C),Residential,2889
2011,Residential,SAUK,56291 WISCONSIN DELLS (C),Residential,54
2011,Residential,SAWYER,57236 HAYWARD (C),Residential,929
2011,Residential,SHAWANO,58252 MARION (C),Residential,8
2011,Residential,SHAWANO,58281 SHAWANO (C),Residential,3134
2011,Residential,SHEBOYGAN,59271 PLYMOUTH (C),Residential,2743
2011,Residential,SHEBOYGAN,59281 SHEBOYGAN (C),Residential,15525
2011,Residential,SHEBOYGAN,59282 SHEBOYGAN FALLS (C),Residential,2761
2011,Residential,TAYLOR,60251 MEDFORD (C),Residential,1673
2011,Residential,TREMPEALEAU,61201 ARCADIA (C),Residential,871
2011,Residential,TREMPEALEAU,61206 BLAIR (C),Residential,443
2011,Residential,TREMPEALEAU,61231 GALESVILLE (C),Residential,609
2011,Residential,TREMPEALEAU,61241 INDEPENDENCE (C),Residential,586
2011,Residential,TREMPEALEAU,61265 OSSEO (C),Residential,711
2011,Residential,TREMPEALEAU,61291 WHITEHALL (C),Residential,590
2011,Residential,VERNON,62236 HILLSBORO (C),Residential,555
2011,Residential,VERNON,62286 VIROQUA (C),Residential,1556
2011,Residential,VERNON,62291 WESTBY (C),Residential,731
2011,Residential,VILAS,63221 EAGLE RIVER (C),Residential,768
2011,Residential,WALWORTH,64206 BURLINGTON (C),Residential,
2011,Residential,WALWORTH,64216 DELAVAN (C),Residential,2778
2011,Residential,WALWORTH,64221 ELKHORN (C),Residential,2880
2011,Residential,WALWORTH,64246 LAKE GENEVA (C),Residential,3527
2011,Residential,WALWORTH,64291 WHITEWATER (C),Residential,2234
2011,Residential,WASHBURN,65282 SHELL LAKE (C),Residential,959
2011,Residential,WASHBURN,65281 SPOONER (C),Residential,1055
2011,Residential,WASHINGTON,66236 HARTFORD (C),Residential,5228
2011,Residential,WASHINGTON,66251 MILWAUKEE (C),Residential,0
2011,Residential,WASHINGTON,66291 WEST BEND (C),Residential,10391
2011,Residential,WAUKESHA,67206 BROOKFIELD (C),Residential,14019
2011,Residential,WAUKESHA,67250 MILWAUKEE (C),Residential,0
2011,Residential,WAUKESHA,67251 MUSKEGO (C),Residential,8698
2011,Residential,WAUKESHA,67261 NEW BERLIN (C),Residential,14139
2011,Residential,WAUKESHA,67265 OCONOMOWOC (C),Residential,5382
2011,Residential,WAUKESHA,67270 PEWAUKEE (C),Residential,5516
2011,Residential,WAUKESHA,67291 WAUKESHA (C),Residential,19592
2011,Residential,WAUPACA,68211 CLINTONVILLE (C),Residential,1732
2011,Residential,WAUPACA,68251 MANAWA (C),Residential,494
2011,Residential,WAUPACA,68252 MARION (C),Residential,620
2011,Residential,WAUPACA,68261 NEW LONDON (C),Residential,1759
2011,Residential,WAUPACA,68291 WAUPACA (C),Residential,1906
2011,Residential,WAUPACA,68292 WEYAUWEGA (C),Residential,661
2011,Residential,WAUSHARA,69206 BERLIN (C),Residential,48
2011,Residential,WAUSHARA,69291 WAUTOMA (C),Residential,714
2011,Residential,WINNEBAGO,70201 APPLETON (C),Residential,72
2011,Residential,WINNEBAGO,70251 MENASHA (C),Residential,4857
2011,Residential,WINNEBAGO,70261 NEENAH (C),Residential,8938
2011,Residential,WINNEBAGO,70265 OMRO (C),Residential,1451
2011,Residential,WINNEBAGO,70266 OSHKOSH (C),Residential,18843
2011,Residential,WOOD,71251 MARSHFIELD (C),Residential,6330
2011,Residential,WOOD,71261 NEKOOSA (C),Residential,1154
2011,Residential,WOOD,71271 PITTSVILLE (C),Residential,411
2011,Residential,WOOD,71291 WISCONSIN RAPIDS (C),Residential,7167
2012,Residential,ASHLAND,02201 ASHLAND (C),Residential,3381
2012,Residential,BROWN,05231 GREEN BAY (C),Residential,30371
2012,Residential,CALUMET,08261 NEW HOLSTEIN (C),Residential,1230
2012,Residential,CLARK,10286 THORP (C),Residential,726
2012,Residential,GRANT,22211 CUBA CITY (C),Residential,731
2012,Residential,JUNEAU,29251 MAUSTON (C),Residential,1340
2012,Residential,KEWAUNEE,31241 KEWAUNEE (C),Residential,1208
2012,Residential,LINCOLN,35251 MERRILL (C),Residential,3403
2012,Residential,ONEIDA,43276 RHINELANDER (C),Residential,2968
2012,Residential,OZAUKEE,45255 MEQUON (C),Residential,8860
2012,Residential,PEPIN,46216 DURAND (C),Residential,761
2012,Residential,PIERCE,47271 PRESCOTT (C),Residential,1466
2012,Residential,PIERCE,47276 RIVER FALLS (C),Residential,2580
2012,Residential,POLK,48201 AMERY (C),Residential,1128
2012,Residential,POLK,48281 SAINT CROIX FALLS (C),Residential,1131
2012,Residential,PORTAGE,49281 STEVENS POINT (C),Residential,7293
2012,Residential,PRICE,50271 PARK FALLS (C),Residential,1123
2012,Residential,PRICE,50272 PHILLIPS (C),Residential,785
2012,Residential,RACINE,51206 BURLINGTON (C),Residential,3104
2012,Residential,RACINE,51276 RACINE (C),Residential,24033
2012,Residential,RICHLAND,52276 RICHLAND CENTER (C),Residential,1759
2012,Residential,ROCK,53210 BRODHEAD (C),Residential,89
2012,Residential,ROCK,53221 EDGERTON (C),Residential,1973
2012,Residential,ROCK,53222 EVANSVILLE (C),Residential,1820
2012,Residential,ROCK,53241 JANESVILLE (C),Residential,22283
2012,Residential,ROCK,53257 MILTON (C),Residential,1918
2012,Residential,RUSK,54246 LADYSMITH (C),Residential,1426
2012,Residential,ST CROIX,55231 GLENWOOD CITY (C),Residential,449
2012,Residential,ST CROIX,55236 HUDSON (C),Residential,4991
2012,Residential,ST CROIX,55261 NEW RICHMOND (C),Residential,3491
2012,Residential,ST CROIX,55276 RIVER FALLS (C),Residential,1298
2012,Residential,SAUK,56206 BARABOO (C),Residential,3788
2012,Residential,SAUK,56276 REEDSBURG (C),Residential,2848
2012,Residential,SAUK,56291 WISCONSIN DELLS (C),Residential,51
2012,Residential,SAWYER,57236 HAYWARD (C),Residential,928
2012,Residential,SHAWANO,58252 MARION (C),Residential,8
2012,Residential,SHAWANO,58281 SHAWANO (C),Residential,3133
2012,Residential,SHEBOYGAN,59271 PLYMOUTH (C),Residential,2743
2012,Residential,SHEBOYGAN,59281 SHEBOYGAN (C),Residential,15528
2012,Residential,SHEBOYGAN,59282 SHEBOYGAN FALLS (C),Residential,2759
2012,Residential,TAYLOR,60251 MEDFORD (C),Residential,1680
2012,Residential,TREMPEALEAU,61201 ARCADIA (C),Residential,871
2012,Residential,TREMPEALEAU,61206 BLAIR (C),Residential,443
2012,Residential,TREMPEALEAU,61231 GALESVILLE (C),Residential,606
2012,Residential,TREMPEALEAU,61241 INDEPENDENCE (C),Residential,586
2012,Residential,TREMPEALEAU,61265 OSSEO (C),Residential,710
2012,Residential,TREMPEALEAU,61291 WHITEHALL (C),Residential,590
2012,Residential,VERNON,62236 HILLSBORO (C),Residential,554
2012,Residential,VERNON,62286 VIROQUA (C),Residential,1558
2012,Residential,VERNON,62291 WESTBY (C),Residential,732
2012,Residential,VILAS,63221 EAGLE RIVER (C),Residential,768
2012,Residential,WALWORTH,64206 BURLINGTON (C),Residential,0
2012,Residential,WALWORTH,64216 DELAVAN (C),Residential,2775
2012,Residential,WALWORTH,64221 ELKHORN (C),Residential,2882
2012,Residential,WALWORTH,64246 LAKE GENEVA (C),Residential,3891
2012,Residential,WALWORTH,64291 WHITEWATER (C),Residential,2232
2012,Residential,WASHBURN,65282 SHELL LAKE (C),Residential,957
2012,Residential,WASHBURN,65281 SPOONER (C),Residential,1057
2012,Residential,WASHINGTON,66236 HARTFORD (C),Residential,5228
2012,Residential,WASHINGTON,66251 MILWAUKEE (C),Residential,0
2012,Residential,WASHINGTON,66291 WEST BEND (C),Residential,10426
2012,Residential,WAUKESHA,67206 BROOKFIELD (C),Residential,14032
2012,Residential,WAUKESHA,67216 DELAFIELD (C),Residential,2484
2012,Residential,WAUKESHA,67250 MILWAUKEE (C),Residential,0
2012,Residential,WAUKESHA,67251 MUSKEGO (C),Residential,8702
2012,Residential,WAUKESHA,67261 NEW BERLIN (C),Residential,14147
2012,Residential,WAUKESHA,67270 PEWAUKEE (C),Residential,5540
2012,Residential,WAUKESHA,67291 WAUKESHA (C),Residential,19590
2012,Residential,WAUPACA,68211 CLINTONVILLE (C),Residential,1728
2012,Residential,WAUPACA,68251 MANAWA (C),Residential,495
2012,Residential,WAUPACA,68252 MARION (C),Residential,620
2012,Residential,WAUPACA,68261 NEW LONDON (C),Residential,1754
2012,Residential,WAUPACA,68291 WAUPACA (C),Residential,1903
2012,Residential,WAUPACA,68292 WEYAUWEGA (C),Residential,659
2012,Residential,WAUSHARA,69206 BERLIN (C),Residential,48
2012,Residential,WAUSHARA,69291 WAUTOMA (C),Residential,714
2012,Residential,WINNEBAGO,70201 APPLETON (C),Residential,72
2012,Residential,WINNEBAGO,70251 MENASHA (C),Residential,4853
2012,Residential,WINNEBAGO,70261 NEENAH (C),Residential,8942
2012,Residential,WINNEBAGO,70265 OMRO (C),Residential,1444
2012,Residential,WINNEBAGO,70266 OSHKOSH (C),Residential,18834
2012,Residential,WOOD,71251 MARSHFIELD (C),Residential,6325
2012,Residential,WOOD,71261 NEKOOSA (C),Residential,1152
