Year#,Real Property Class,County Name,Municipality,Re Class Name2,Acres
2010,Residential,PORTAGE,49026 NEW HOPE (T),Residential,1031
2010,Residential,PORTAGE,49028 PINE GROVE (T),Residential,833
2010,Residential,PORTAGE,49030 PLOVER (T),Residential,1242
2010,Residential,PORTAGE,49032 SHARON (T),Residential,2229
2010,Residential,PORTAGE,49034 STOCKTON (T),Residential,4274
2010,Residential,PRICE,50002 CATAWBA (T),Residential,335
2010,Residential,PRICE,50004 EISENSTEIN (T),Residential,1618
2010,Residential,PRICE,50006 ELK (T),Residential,1437
2010,Residential,PRICE,50008 EMERY (T),Residential,306
2010,Residential,PRICE,50010 FIFIELD (T),Residential,2918
2010,Residential,PRICE,50012 FLAMBEAU (T),Residential,1593
2010,Residential,PRICE,50014 GEORGETOWN (T),Residential,252
2010,Residential,PRICE,50016 HACKETT (T),Residential,263
2010,Residential,PRICE,50018 HARMONY (T),Residential,390
2010,Residential,PRICE,50020 HILL (T),Residential,536
2010,Residential,PRICE,50022 KENNAN (T),Residential,335
2010,Residential,PRICE,50024 KNOX (T),Residential,461
2010,Residential,PRICE,50026 LAKE (T),Residential,2223
2010,Residential,PRICE,50028 OGEMA (T),Residential,868
2010,Residential,PRICE,50030 PRENTICE (T),Residential,1162
2010,Residential,PRICE,50032 SPIRIT (T),Residential,524
2010,Residential,PRICE,50034 WORCESTER (T),Residential,2338
2010,Residential,RACINE,51002 BURLINGTON (T),Residential,2959
2010,Residential,RACINE,51006 DOVER (T),Residential,2095
2010,Residential,RACINE,51010 NORWAY (T),Residential,3366
2010,Residential,RACINE,51012 RAYMOND (T),Residential,3821
2010,Residential,RACINE,51016 WATERFORD (T),Residential,2355
2010,Residential,RACINE,51018 YORKVILLE (T),Residential,3062
2010,Residential,RICHLAND,52002 AKAN (T),Residential,158
2010,Residential,RICHLAND,52004 BLOOM (T),Residential,176
2010,Residential,RICHLAND,52006 BUENA VISTA (T),Residential,1398
2010,Residential,RICHLAND,52008 DAYTON (T),Residential,387
2010,Residential,RICHLAND,52010 EAGLE (T),Residential,203
2010,Residential,RICHLAND,52012 FOREST (T),Residential,96
2010,Residential,RICHLAND,52014 HENRIETTA (T),Residential,274
2010,Residential,RICHLAND,52016 ITHACA (T),Residential,328
2010,Residential,RICHLAND,52018 MARSHALL (T),Residential,430
2010,Residential,RICHLAND,52020 ORION (T),Residential,316
2010,Residential,RICHLAND,52022 RICHLAND (T),Residential,774
2010,Residential,RICHLAND,52024 RICHWOOD (T),Residential,274
2010,Residential,RICHLAND,52026 ROCKBRIDGE (T),Residential,485
2010,Residential,RICHLAND,52028 SYLVAN (T),Residential,297
2010,Residential,RICHLAND,52030 WESTFORD (T),Residential,356
2010,Residential,RICHLAND,52032 WILLOW (T),Residential,256
2010,Residential,ROCK,53002 AVON (T),Residential,171
2010,Residential,ROCK,53004 BELOIT (T),Residential,2721
2010,Residential,ROCK,53006 BRADFORD (T),Residential,710
2010,Residential,ROCK,53008 CENTER (T),Residential,348
2010,Residential,ROCK,53010 CLINTON (T),Residential,255
2010,Residential,ROCK,53012 FULTON (T),Residential,2420
2010,Residential,ROCK,53014 HARMONY (T),Residential,1305
2010,Residential,ROCK,53016 JANESVILLE (T),Residential,3748
2010,Residential,ROCK,53018 JOHNSTOWN (T),Residential,949
2010,Residential,ROCK,53020 LA PRAIRIE (T),Residential,438
2010,Residential,ROCK,53022 LIMA (T),Residential,1287
2010,Residential,ROCK,53024 MAGNOLIA (T),Residential,153
2010,Residential,ROCK,53026 MILTON (T),Residential,1949
2010,Residential,ROCK,53028 NEWARK (T),Residential,2087
2010,Residential,ROCK,53030 PLYMOUTH (T),Residential,1191
2010,Residential,ROCK,53032 PORTER (T),Residential,1003
2010,Residential,ROCK,53034 ROCK (T),Residential,1689
2010,Residential,ROCK,53036 SPRING VALLEY (T),Residential,182
2010,Residential,ROCK,53038 TURTLE (T),Residential,1557
2010,Residential,ROCK,53040 UNION (T),Residential,1432
2010,Residential,RUSK,54002 ATLANTA (T),Residential,943
2010,Residential,RUSK,54004 BIG BEND (T),Residential,1202
2010,Residential,RUSK,54006 BIG FALLS (T),Residential,241
2010,Residential,RUSK,54008 CEDAR RAPIDS (T),Residential,43
2010,Residential,RUSK,54010 DEWEY (T),Residential,963
2010,Residential,RUSK,54012 FLAMBEAU (T),Residential,872
2010,Residential,RUSK,54014 GRANT (T),Residential,1105
2010,Residential,RUSK,54016 GROW (T),Residential,219
2010,Residential,RUSK,54018 HAWKINS (T),Residential,201
2010,Residential,RUSK,54020 HUBBARD (T),Residential,386
2010,Residential,RUSK,54022 LAWRENCE (T),Residential,176
2010,Residential,RUSK,54024 MARSHALL (T),Residential,246
2010,Residential,RUSK,54026 MURRY (T),Residential,395
2010,Residential,RUSK,54028 RICHLAND (T),Residential,453
2010,Residential,RUSK,54030 RUSK (T),Residential,1310
2010,Residential,RUSK,54032 SOUTH FORK (T),Residential,211
2010,Residential,RUSK,54034 STRICKLAND (T),Residential,345
2010,Residential,RUSK,54036 STUBBS (T),Residential,793
2010,Residential,RUSK,54038 THORNAPPLE (T),Residential,973
2010,Residential,RUSK,54040 TRUE (T),Residential,158
2010,Residential,RUSK,54042 WASHINGTON (T),Residential,1175
2010,Residential,RUSK,54044 WILKINSON (T),Residential,110
2010,Residential,RUSK,54046 WILLARD (T),Residential,699
2010,Residential,RUSK,54048 WILSON (T),Residential,226
2010,Residential,ST CROIX,55002 BALDWIN (T),Residential,886
2010,Residential,ST CROIX,55004 CADY (T),Residential,310
2010,Residential,ST CROIX,55006 CYLON (T),Residential,779
2010,Residential,ST CROIX,55008 EAU GALLE (T),Residential,1162
2010,Residential,ST CROIX,55010 EMERALD (T),Residential,721
2010,Residential,ST CROIX,55012 ERIN PRAIRIE (T),Residential,823
2010,Residential,ST CROIX,55014 FOREST (T),Residential,400
2010,Residential,ST CROIX,55016 GLENWOOD (T),Residential,635
2010,Residential,ST CROIX,55018 HAMMOND (T),Residential,1907
2010,Residential,ST CROIX,55020 HUDSON (T),Residential,7947
2010,Residential,ST CROIX,55022 KINNICKINNIC (T),Residential,2726
2010,Residential,ST CROIX,55024 PLEASANT VALLEY (T),Residential,647
2010,Residential,ST CROIX,55026 RICHMOND (T),Residential,3304
2010,Residential,ST CROIX,55028 RUSH RIVER (T),Residential,500
2010,Residential,ST CROIX,55030 SAINT JOSEPH (T),Residential,6520
2010,Residential,ST CROIX,55032 SOMERSET (T),Residential,6982
2010,Residential,ST CROIX,55034 SPRINGFIELD (T),Residential,812
2010,Residential,ST CROIX,55036 STANTON (T),Residential,752
2010,Residential,ST CROIX,55038 STAR PRAIRIE (T),Residential,4183
2010,Residential,ST CROIX,55040 TROY (T),Residential,5531
2010,Residential,ST CROIX,55042 WARREN (T),Residential,2444
2010,Residential,SAUK,56002 BARABOO (T),Residential,1466
2010,Residential,SAUK,56004 BEAR CREEK (T),Residential,585
2010,Residential,SAUK,56006 DELLONA (T),Residential,2286
2010,Residential,SAUK,56008 DELTON (T),Residential,2036
2010,Residential,SAUK,56010 EXCELSIOR (T),Residential,1570
2010,Residential,SAUK,56012 FAIRFIELD (T),Residential,1421
2010,Residential,SAUK,56014 FRANKLIN (T),Residential,436
2010,Residential,SAUK,56016 FREEDOM (T),Residential,1190
2010,Residential,SAUK,56018 GREENFIELD (T),Residential,1752
2010,Residential,SAUK,56020 HONEY CREEK (T),Residential,368
2010,Residential,SAUK,56022 IRONTON (T),Residential,313
2010,Residential,SAUK,56024 LA VALLE (T),Residential,1018
2010,Residential,SAUK,56026 MERRIMAC (T),Residential,604
2010,Residential,SAUK,56028 PRAIRIE DU SAC (T),Residential,673
2010,Residential,SAUK,56030 REEDSBURG (T),Residential,716
2010,Residential,SAUK,56032 SPRING GREEN (T),Residential,1021
2010,Residential,SAUK,56034 SUMPTER (T),Residential,180
2010,Residential,SAUK,56036 TROY (T),Residential,689
2010,Residential,SAUK,56038 WASHINGTON (T),Residential,435
2010,Residential,SAUK,56040 WESTFIELD (T),Residential,283
2010,Residential,SAUK,56042 WINFIELD (T),Residential,1289
2010,Residential,SAUK,56044 WOODLAND (T),Residential,471
2010,Residential,SAWYER,57002 BASS LAKE (T),Residential,4607
2010,Residential,SAWYER,57004 COUDERAY (T),Residential,266
2010,Residential,SAWYER,57006 DRAPER (T),Residential,1126
2010,Residential,SAWYER,57008 EDGEWATER (T),Residential,1402
2010,Residential,SAWYER,57010 HAYWARD (T),Residential,4987
2010,Residential,SAWYER,57012 HUNTER (T),Residential,1512
2010,Residential,SAWYER,57014 LENROOT (T),Residential,3223
2010,Residential,SAWYER,57016 MEADOWBROOK (T),Residential,254
2010,Residential,SAWYER,57018 METEOR (T),Residential,359
2010,Residential,SAWYER,57020 OJIBWA (T),Residential,1727
2010,Residential,SAWYER,57022 RADISSON (T),Residential,773
2010,Residential,SAWYER,57024 ROUND LAKE (T),Residential,3822
2010,Residential,SAWYER,57026 SAND LAKE (T),Residential,2759
2010,Residential,SAWYER,57028 SPIDER LAKE (T),Residential,2873
2010,Residential,SAWYER,57030 WEIRGOR (T),Residential,720
2010,Residential,SAWYER,57032 WINTER (T),Residential,4519
2010,Residential,SHAWANO,58002 ALMON (T),Residential,561
2010,Residential,SHAWANO,58004 ANGELICA (T),Residential,1265
2010,Residential,SHAWANO,58006 ANIWA (T),Residential,467
2010,Residential,SHAWANO,58008 BARTELME (T),Residential,104
2010,Residential,SHAWANO,58010 BELLE PLAINE (T),Residential,1466
2010,Residential,SHAWANO,58012 BIRNAMWOOD (T),Residential,639
2010,Residential,SHAWANO,58014 FAIRBANKS (T),Residential,762
2010,Residential,SHAWANO,58016 GERMANIA (T),Residential,429
2010,Residential,SHAWANO,58018 GRANT (T),Residential,659
2010,Residential,SHAWANO,58020 GREEN VALLEY (T),Residential,862
2010,Residential,SHAWANO,58022 HARTLAND (T),Residential,616
2010,Residential,SHAWANO,58024 HERMAN (T),Residential,414
2010,Residential,SHAWANO,58026 HUTCHINS (T),Residential,699
2010,Residential,SHAWANO,58028 LESSOR (T),Residential,1533
2010,Residential,SHAWANO,58030 MAPLE GROVE (T),Residential,551
2010,Residential,SHAWANO,58032 MORRIS (T),Residential,508
2010,Residential,SHAWANO,58034 NAVARINO (T),Residential,525
2010,Residential,SHAWANO,58036 PELLA (T),Residential,971
2010,Residential,SHAWANO,58038 RED SPRINGS (T),Residential,722
2010,Residential,SHAWANO,58040 RICHMOND (T),Residential,1337
2010,Residential,SHAWANO,58042 SENECA (T),Residential,473
2010,Residential,SHAWANO,58044 WASHINGTON (T),Residential,1530
2010,Residential,SHAWANO,58046 WAUKECHON (T),Residential,712
2010,Residential,SHAWANO,58048 WESCOTT (T),Residential,1668
2010,Residential,SHAWANO,58050 WITTENBERG (T),Residential,762
2010,Residential,SHEBOYGAN,59002 GREENBUSH (T),Residential,2114
2010,Residential,SHEBOYGAN,59004 HERMAN (T),Residential,1829
2010,Residential,SHEBOYGAN,59006 HOLLAND (T),Residential,2442
2010,Residential,SHEBOYGAN,59008 LIMA (T),Residential,1863
2010,Residential,SHEBOYGAN,59010 LYNDON (T),Residential,1889
2010,Residential,SHEBOYGAN,59012 MITCHELL (T),Residential,1500
2010,Residential,SHEBOYGAN,59014 MOSEL (T),Residential,612
2010,Residential,SHEBOYGAN,59016 PLYMOUTH (T),Residential,3863
2010,Residential,SHEBOYGAN,59018 RHINE (T),Residential,3817
2010,Residential,SHEBOYGAN,59020 RUSSELL (T),Residential,284
2010,Residential,SHEBOYGAN,59022 SCOTT (T),Residential,1816
2010,Residential,SHEBOYGAN,59024 SHEBOYGAN (T),Residential,2700
2010,Residential,SHEBOYGAN,59026 SHEBOYGAN FALLS (T),Residential,1246
2010,Residential,SHEBOYGAN,59028 SHERMAN (T),Residential,1243
2010,Residential,SHEBOYGAN,59030 WILSON (T),Residential,1767
2010,Residential,TAYLOR,60002 AURORA (T),Residential,240
2010,Residential,TAYLOR,60004 BROWNING (T),Residential,610
2010,Residential,TAYLOR,60006 CHELSEA (T),Residential,748
2010,Residential,TAYLOR,60008 CLEVELAND (T),Residential,300
2010,Residential,TAYLOR,60010 DEER CREEK (T),Residential,489
2010,Residential,TAYLOR,60012 FORD (T),Residential,206
2010,Residential,TAYLOR,60014 GOODRICH (T),Residential,461
2010,Residential,TAYLOR,60016 GREENWOOD (T),Residential,332
2010,Residential,TAYLOR,60018 GROVER (T),Residential,502
2010,Residential,TAYLOR,60020 HAMMEL (T),Residential,646
2010,Residential,TAYLOR,60022 HOLWAY (T),Residential,491
2010,Residential,TAYLOR,60024 JUMP RIVER (T),Residential,208
2010,Residential,TAYLOR,60026 LITTLE BLACK (T),Residential,764
2010,Residential,TAYLOR,60028 MAPLEHURST (T),Residential,237
2010,Residential,TAYLOR,60030 MCKINLEY (T),Residential,357
2010,Residential,TAYLOR,60032 MEDFORD (T),Residential,2217
2010,Residential,TAYLOR,60034 MOLITOR (T),Residential,407
2010,Residential,TAYLOR,60036 PERSHING (T),Residential,144
2010,Residential,TAYLOR,60038 RIB LAKE (T),Residential,747
2010,Residential,TAYLOR,60040 ROOSEVELT (T),Residential,285
2010,Residential,TAYLOR,60042 TAFT (T),Residential,223
2010,Residential,TAYLOR,60044 WESTBORO (T),Residential,518
2010,Residential,TREMPEALEAU,61002 ALBION (T),Residential,456
2010,Residential,TREMPEALEAU,61004 ARCADIA (T),Residential,1192
2010,Residential,TREMPEALEAU,61006 BURNSIDE (T),Residential,251
2010,Residential,TREMPEALEAU,61008 CALEDONIA (T),Residential,916
2010,Residential,TREMPEALEAU,61010 CHIMNEY ROCK (T),Residential,237
2010,Residential,TREMPEALEAU,61012 DODGE (T),Residential,217
2010,Residential,TREMPEALEAU,61014 ETTRICK (T),Residential,1580
2010,Residential,TREMPEALEAU,61016 GALE (T),Residential,1688
2010,Residential,TREMPEALEAU,61018 HALE (T),Residential,657
2010,Residential,TREMPEALEAU,61020 LINCOLN (T),Residential,253
2010,Residential,TREMPEALEAU,61022 PIGEON (T),Residential,308
2010,Residential,TREMPEALEAU,61024 PRESTON (T),Residential,591
2010,Residential,TREMPEALEAU,61026 SUMNER (T),Residential,740
2010,Residential,TREMPEALEAU,61028 TREMPEALEAU (T),Residential,1248
2010,Residential,TREMPEALEAU,61030 UNITY (T),Residential,687
2010,Residential,VERNON,62002 BERGEN (T),Residential,1692
2010,Residential,VERNON,62004 CHRISTIANA (T),Residential,664
2010,Residential,VERNON,62006 CLINTON (T),Residential,179
2010,Residential,VERNON,62008 COON (T),Residential,480
2010,Residential,VERNON,62010 FOREST (T),Residential,199
2010,Residential,VERNON,62012 FRANKLIN (T),Residential,529
2010,Residential,VERNON,62014 GENOA (T),Residential,460
2010,Residential,VERNON,62016 GREENWOOD (T),Residential,368
2010,Residential,VERNON,62018 HAMBURG (T),Residential,1014
2010,Residential,VERNON,62020 HARMONY (T),Residential,451
2010,Residential,VERNON,62022 HILLSBORO (T),Residential,423
2010,Residential,VERNON,62024 JEFFERSON (T),Residential,459
2010,Residential,VERNON,62026 KICKAPOO (T),Residential,887
2010,Residential,VERNON,62028 LIBERTY (T),Residential,706
2010,Residential,VERNON,62030 STARK (T),Residential,260
2010,Residential,VERNON,62032 STERLING (T),Residential,398
2010,Residential,VERNON,62034 UNION (T),Residential,397
2010,Residential,VERNON,62036 VIROQUA (T),Residential,1366
2010,Residential,VERNON,62038 WEBSTER (T),Residential,581
2010,Residential,VERNON,62040 WHEATLAND (T),Residential,1564
2010,Residential,VERNON,62042 WHITESTOWN (T),Residential,206
2010,Residential,VILAS,63002 ARBOR VITAE (T),Residential,3089
2010,Residential,VILAS,63004 BOULDER JUNCTION (T),Residential,8142
2010,Residential,VILAS,63006 CLOVERLAND (T),Residential,54
2010,Residential,VILAS,63008 CONOVER (T),Residential,3636
2010,Residential,VILAS,63010 LAC DU FLAMBEAU (T),Residential,12648
2010,Residential,VILAS,63012 LAND O LAKES (T),Residential,6679
2010,Residential,VILAS,63014 LINCOLN (T),Residential,4392
2010,Residential,VILAS,63016 MANITOWISH WATERS (T),Residential,3317
2010,Residential,VILAS,63018 PHELPS (T),Residential,2630
2010,Residential,VILAS,63020 PLUM LAKE (T),Residential,2541
2010,Residential,VILAS,63022 PRESQUE ISLE (T),Residential,19119
2010,Residential,VILAS,63024 SAINT GERMAIN (T),Residential,7132
2010,Residential,VILAS,63026 WASHINGTON (T),Residential,4171
2010,Residential,VILAS,63028 WINCHESTER (T),Residential,6625
2010,Residential,WALWORTH,64002 BLOOMFIELD (T),Residential,2870
2010,Residential,WALWORTH,64004 DARIEN (T),Residential,1664
2010,Residential,WALWORTH,64006 DELAVAN (T),Residential,2026
2010,Residential,WALWORTH,64008 EAST TROY (T),Residential,1545
2010,Residential,WALWORTH,64010 GENEVA (T),Residential,4067
2010,Residential,WALWORTH,64012 LA FAYETTE (T),Residential,1554
2010,Residential,WALWORTH,64014 LA GRANGE (T),Residential,3243
2010,Residential,WALWORTH,64016 LINN (T),Residential,3009
2010,Residential,WALWORTH,64018 LYONS (T),Residential,3132
2010,Residential,WALWORTH,64020 RICHMOND (T),Residential,2023
2010,Residential,WALWORTH,64022 SHARON (T),Residential,830
2010,Residential,WALWORTH,64024 SPRING PRAIRIE (T),Residential,3378
2010,Residential,WALWORTH,64026 SUGAR CREEK (T),Residential,2268
2010,Residential,WALWORTH,64028 TROY (T),Residential,3081
2010,Residential,WALWORTH,64030 WALWORTH (T),Residential,1651
2010,Residential,WALWORTH,64032 WHITEWATER (T),Residential,1540
2010,Residential,WASHBURN,65002 BARRONETT (T),Residential,558
2010,Residential,WASHBURN,65004 BASHAW (T),Residential,2087
2010,Residential,WASHBURN,65006 BASS LAKE (T),Residential,2043
2010,Residential,WASHBURN,65008 BEAVER BROOK (T),Residential,1040
2010,Residential,WASHBURN,65010 BIRCHWOOD (T),Residential,1810
2010,Residential,WASHBURN,65012 BROOKLYN (T),Residential,744
2010,Residential,WASHBURN,65014 CASEY (T),Residential,1860
2010,Residential,WASHBURN,65016 CHICOG (T),Residential,2439
2010,Residential,WASHBURN,65018 CRYSTAL (T),Residential,650
2010,Residential,WASHBURN,65020 EVERGREEN (T),Residential,2678
2010,Residential,WASHBURN,65022 FROG CREEK (T),Residential,153
2010,Residential,WASHBURN,65024 GULL LAKE (T),Residential,554
2010,Residential,WASHBURN,65026 LONG LAKE (T),Residential,981
2010,Residential,WASHBURN,65028 MADGE (T),Residential,1597
2010,Residential,WASHBURN,65030 MINONG (T),Residential,4546
2010,Residential,WASHBURN,65032 SARONA (T),Residential,1159
2010,Residential,WASHBURN,65034 SPOONER (T),Residential,1766
2010,Residential,WASHBURN,65036 SPRINGBROOK (T),Residential,798
2010,Residential,WASHBURN,65038 STINNETT (T),Residential,211
2010,Residential,WASHBURN,65040 STONE LAKE (T),Residential,593
2010,Residential,WASHBURN,65042 TREGO (T),Residential,1874
2010,Residential,WASHINGTON,66002 ADDISON (T),Residential,2129
2010,Residential,WASHINGTON,66004 BARTON (T),Residential,2934
2010,Residential,WASHINGTON,66006 ERIN (T),Residential,7407
2010,Residential,WASHINGTON,66008 FARMINGTON (T),Residential,4509
2010,Residential,WASHINGTON,66010 GERMANTOWN (T),Residential,237
2010,Residential,WASHINGTON,66012 HARTFORD (T),Residential,1563
2010,Residential,WASHINGTON,66014 JACKSON (T),Residential,3331
2010,Residential,WASHINGTON,66016 KEWASKUM (T),Residential,1688
2010,Residential,WASHINGTON,66018 POLK (T),Residential,4802
2010,Residential,WASHINGTON,66022 TRENTON (T),Residential,4568
2010,Residential,WASHINGTON,66024 WAYNE (T),Residential,1678
2010,Residential,WASHINGTON,66026 WEST BEND (T),Residential,2976
2010,Residential,WAUKESHA,67002 BROOKFIELD (T),Residential,277
2010,Residential,WAUKESHA,67004 DELAFIELD (T),Residential,5057
2010,Residential,WAUKESHA,67006 EAGLE (T),Residential,4188
2010,Residential,WAUKESHA,67008 GENESEE (T),Residential,7683
2010,Residential,WAUKESHA,67010 LISBON (T),Residential,3620
2010,Residential,WAUKESHA,67014 MERTON (T),Residential,4388
2010,Residential,WAUKESHA,67016 MUKWONAGO (T),Residential,6014
2010,Residential,WAUKESHA,67022 OCONOMOWOC (T),Residential,2146
2010,Residential,WAUKESHA,67024 OTTAWA (T),Residential,4722
2010,Residential,WAUKESHA,67028 SUMMIT (T),Residential,3329
2010,Residential,WAUKESHA,67030 VERNON (T),Residential,5860
2010,Residential,WAUKESHA,67032 WAUKESHA (T),Residential,5089
2010,Residential,WAUPACA,68002 BEAR CREEK (T),Residential,623
2010,Residential,WAUPACA,68004 CALEDONIA (T),Residential,2500
2010,Residential,WAUPACA,68006 DAYTON (T),Residential,4123
2010,Residential,WAUPACA,68008 DUPONT (T),Residential,468
2010,Residential,WAUPACA,68010 FARMINGTON (T),Residential,1889
2010,Residential,WAUPACA,68012 FREMONT (T),Residential,617
2010,Residential,WAUPACA,68014 HARRISON (T),Residential,811
2010,Residential,WAUPACA,68016 HELVETIA (T),Residential,1433
2010,Residential,WAUPACA,68018 IOLA (T),Residential,2415
2010,Residential,WAUPACA,68020 LARRABEE (T),Residential,999
2010,Residential,WAUPACA,68022 LEBANON (T),Residential,1744
2010,Residential,WAUPACA,68024 LIND (T),Residential,1462
2010,Residential,WAUPACA,68026 LITTLE WOLF (T),Residential,1259
2010,Residential,WAUPACA,68028 MATTESON (T),Residential,781
2010,Residential,WAUPACA,68030 MUKWA (T),Residential,2887
2010,Residential,WAUPACA,68032 ROYALTON (T),Residential,1597
2010,Residential,WAUPACA,68034 SAINT LAWRENCE (T),Residential,1468
2010,Residential,WAUPACA,68036 SCANDINAVIA (T),Residential,1937
2010,Residential,WAUPACA,68038 UNION (T),Residential,619
2010,Residential,WAUPACA,68040 WAUPACA (T),Residential,1233
2010,Residential,WAUPACA,68042 WEYAUWEGA (T),Residential,707
2010,Residential,WAUPACA,68044 WYOMING (T),Residential,368
2010,Residential,WAUSHARA,69002 AURORA (T),Residential,1129
2010,Residential,WAUSHARA,69004 BLOOMFIELD (T),Residential,1392
2010,Residential,WAUSHARA,69006 COLOMA (T),Residential,2475
2010,Residential,WAUSHARA,69008 DAKOTA (T),Residential,2127
2010,Residential,WAUSHARA,69010 DEERFIELD (T),Residential,3232
2010,Residential,WAUSHARA,69012 HANCOCK (T),Residential,1094
2010,Residential,WAUSHARA,69014 LEON (T),Residential,3382
2010,Residential,WAUSHARA,69016 MARION (T),Residential,3837
2010,Residential,WAUSHARA,69018 MOUNT MORRIS (T),Residential,2535
2010,Residential,WAUSHARA,69020 OASIS (T),Residential,520
2010,Residential,WAUSHARA,69022 PLAINFIELD (T),Residential,1070
2010,Residential,WAUSHARA,69024 POY SIPPI (T),Residential,595
2010,Residential,WAUSHARA,69026 RICHFORD (T),Residential,1739
2010,Residential,WAUSHARA,69028 ROSE (T),Residential,2164
2010,Residential,WAUSHARA,69030 SAXEVILLE (T),Residential,3020
2010,Residential,WAUSHARA,69032 SPRINGWATER (T),Residential,2835
2010,Residential,WAUSHARA,69034 WARREN (T),Residential,868
2010,Residential,WAUSHARA,69036 WAUTOMA (T),Residential,2747
2010,Residential,WINNEBAGO,70002 ALGOMA (T),Residential,1770
2010,Residential,WINNEBAGO,70004 BLACK WOLF (T),Residential,1820
2010,Residential,WINNEBAGO,70006 CLAYTON (T),Residential,3131
2010,Residential,WINNEBAGO,70008 MENASHA (T),Residential,2308
2010,Residential,WINNEBAGO,70010 NEENAH (T),Residential,1037
2010,Residential,WINNEBAGO,70012 NEKIMI (T),Residential,1168
2010,Residential,WINNEBAGO,70014 NEPEUSKUN (T),Residential,774
2010,Residential,WINNEBAGO,70016 OMRO (T),Residential,1753
2010,Residential,WINNEBAGO,70018 OSHKOSH (T),Residential,1087
2010,Residential,WINNEBAGO,70020 POYGAN (T),Residential,1148
2010,Residential,WINNEBAGO,70022 RUSHFORD (T),Residential,1109
2010,Residential,WINNEBAGO,70024 UTICA (T),Residential,1347
2010,Residential,WINNEBAGO,70026 VINLAND (T),Residential,1591
2010,Residential,WINNEBAGO,70028 WINCHESTER (T),Residential,1507
2010,Residential,WINNEBAGO,70030 WINNECONNE (T),Residential,1738
2010,Residential,WINNEBAGO,70032 WOLF RIVER (T),Residential,962
2010,Residential,WOOD,71002 ARPIN (T),Residential,989
2010,Residential,WOOD,71004 AUBURNDALE (T),Residential,613
2010,Residential,WOOD,71006 CAMERON (T),Residential,559
2010,Residential,WOOD,71008 CARY (T),Residential,545
2010,Residential,WOOD,71010 CRANMOOR (T),Residential,90
2010,Residential,WOOD,71012 DEXTER (T),Residential,417
2010,Residential,WOOD,71014 GRAND RAPIDS (T),Residential,2978
2010,Residential,WOOD,71016 HANSEN (T),Residential,751
2010,Residential,WOOD,71018 HILES (T),Residential,177
2010,Residential,WOOD,71020 LINCOLN (T),Residential,1470
2010,Residential,WOOD,71022 MARSHFIELD (T),Residential,780
2010,Residential,WOOD,71024 MILLADORE (T),Residential,457
2010,Residential,WOOD,71026 PORT EDWARDS (T),Residential,2135
2010,Residential,WOOD,71028 REMINGTON (T),Residential,515
2010,Residential,WOOD,71030 RICHFIELD (T),Residential,2531
2010,Residential,WOOD,71032 ROCK (T),Residential,743
2010,Residential,WOOD,71034 RUDOLPH (T),Residential,1194
2010,Residential,WOOD,71036 SARATOGA (T),Residential,6122
2010,Residential,WOOD,71038 SENECA (T),Residential,1638
2010,Residential,WOOD,71040 SHERRY (T),Residential,549
2010,Residential,WOOD,71042 SIGEL (T),Residential,852
2010,Residential,WOOD,71044 WOOD (T),Residential,686
2010,Residential,MENOMINEE,72001 MENOMINEE (T),Residential,1620
2011,Residential,ASHLAND,02020 PEEKSVILLE (T),Residential,238
2011,Residential,BAYFIELD,04014 CLOVER (T),Residential,1806
2011,Residential,BURNETT,07008 DEWEY (T),Residential,677
2011,Residential,BURNETT,07032 SWISS (T),Residential,4059
2011,Residential,CALUMET,08018 WOODVILLE (T),Residential,474
2011,Residential,CHIPPEWA,09035 LAKE HOLCOMBE (T),Residential,888
2011,Residential,CLARK,10010 EATON (T),Residential,344
2011,Residential,CLARK,10038 MEAD (T),Residential,501
2011,Residential,COLUMBIA,11010 DEKORRA (T),Residential,2403
2011,Residential,COLUMBIA,11024 LOWVILLE (T),Residential,715
2011,Residential,DANE,13012 BRISTOL (T),Residential,1594
2011,Residential,DANE,13058 SUN PRAIRIE (T),Residential,1510
2011,Residential,DODGE,14002 ASHIPPUN (T),Residential,2120
2011,Residential,DODGE,14036 PORTLAND (T),Residential,865
2011,Residential,DOOR,15016 JACKSONPORT (T),Residential,1898
2011,Residential,DOUGLAS,16012 GORDON (T),Residential,1786
2011,Residential,DUNN,17002 COLFAX (T),Residential,1452
2011,Residential,DUNN,17036 STANTON (T),Residential,625
2011,Residential,FLORENCE,19008 FERN (T),Residential,999
2011,Residential,FOND DU LAC,20002 ALTO (T),Residential,921
2011,Residential,FOND DU LAC,20010 CALUMET (T),Residential,756
2011,Residential,FOND DU LAC,20016 EMPIRE (T),Residential,1892
2011,Residential,FOREST,21016 HILES (T),Residential,1546
2011,Residential,GRANT,22010 CASTLE ROCK (T),Residential,86
2011,Residential,GRANT,22024 HICKORY GROVE (T),Residential,97
2011,Residential,GREEN,23018 JORDAN (T),Residential,452
2011,Residential,IOWA,25006 CLYDE (T),Residential,200
2011,Residential,IRON,26008 KIMBALL (T),Residential,784
2011,Residential,JACKSON,27018 FRANKLIN (T),Residential,278
2011,Residential,JEFFERSON,28016 KOSHKONONG (T),Residential,2875
2011,Residential,JEFFERSON,28030 WATERLOO (T),Residential,854
2011,Residential,JUNEAU,29010 FOUNTAIN (T),Residential,657
2011,Residential,JUNEAU,29018 LEMONWEIR (T),Residential,2994
2011,Residential,LAFAYETTE,33006 BENTON (T),Residential,236
