Year#,Real Property Class,County Name,Municipality,Re Class Name2,Acres
2003,Residential,ADAMS,01201 ADAMS (C),Residential,231
2003,Residential,ADAMS,01291 WISCONSIN DELLS (C),Residential,3
2003,Residential,ASHLAND,02201 ASHLAND (C),Residential,1283
2003,Residential,ASHLAND,02251 MELLEN (C),Residential,187
2003,Residential,BARRON,03206 BARRON (C),Residential,153
2003,Residential,BARRON,03211 CHETEK (C),Residential,233
2003,Residential,BARRON,03212 CUMBERLAND (C),Residential,351
2003,Residential,BARRON,03276 RICE LAKE (C),Residential,1892
2003,Residential,BAYFIELD,04206 BAYFIELD (C),Residential,0
2003,Residential,BAYFIELD,04291 WASHBURN (C),Residential,32
2003,Residential,BROWN,05216 DE PERE (C),Residential,1972
2003,Residential,BROWN,05231 GREEN BAY (C),Residential,8321
2003,Residential,BUFFALO,06201 ALMA (C),Residential,193
2003,Residential,BUFFALO,06206 BUFFALO CITY (C),Residential,43
2003,Residential,BUFFALO,06226 FOUNTAIN CITY (C),Residential,189
2003,Residential,BUFFALO,06251 MONDOVI (C),Residential,180
2003,Residential,CALUMET,08201 APPLETON (C),Residential,0
2003,Residential,CALUMET,08206 BRILLION (C),Residential,464
2003,Residential,CALUMET,08211 CHILTON (C),Residential,587
2003,Residential,CALUMET,08241 KIEL (C),Residential,21
2003,Residential,CALUMET,08251 MENASHA (C),Residential,319
2003,Residential,CALUMET,08261 NEW HOLSTEIN (C),Residential,92
2003,Residential,CHIPPEWA,09206 BLOOMER (C),Residential,176
2003,Residential,CHIPPEWA,09211 CHIPPEWA FALLS (C),Residential,422
2003,Residential,CHIPPEWA,09213 CORNELL (C),Residential,540
2003,Residential,CHIPPEWA,09221 EAU CLAIRE (C),Residential,0
2003,Residential,CHIPPEWA,09281 STANLEY (C),Residential,353
2003,Residential,CLARK,10201 ABBOTSFORD (C),Residential,33
2003,Residential,CLARK,10211 COLBY (C),Residential,49
2003,Residential,CLARK,10231 GREENWOOD (C),Residential,67
2003,Residential,CLARK,10246 LOYAL (C),Residential,58
2003,Residential,CLARK,10261 NEILLSVILLE (C),Residential,120
2003,Residential,CLARK,10265 OWEN (C),Residential,69
2003,Residential,CLARK,10281 STANLEY (C),Residential,0
2003,Residential,CLARK,10286 THORP (C),Residential,2
2003,Residential,COLUMBIA,11211 COLUMBUS (C),Residential,90
2003,Residential,COLUMBIA,11246 LODI (C),Residential,69
2003,Residential,COLUMBIA,11271 PORTAGE (C),Residential,1399
2003,Residential,COLUMBIA,11291 WISCONSIN DELLS (C),Residential,133
2003,Residential,CRAWFORD,12271 PRAIRIE DU CHIEN (C),Residential,0
2003,Residential,DANE,13221 EDGERTON (C),Residential,11
2003,Residential,DANE,13225 FITCHBURG (C),Residential,602
2003,Residential,DANE,13251 MADISON (C),Residential,12604
2003,Residential,DANE,13255 MIDDLETON (C),Residential,0
2003,Residential,DANE,13258 MONONA (C),Residential,0
2003,Residential,DANE,13281 STOUGHTON (C),Residential,1040
2011,Residential,WAUKESHA,67216 DELAFIELD (C),Residential,2358
2012,Residential,ROCK,53206 BELOIT (C),Residential,3035
2012,Residential,WAUKESHA,67265 OCONOMOWOC (C),Residential,697
2014,Residential,ROCK,53210 BRODHEAD (C),Residential,30
2012,Residential,LA CROSSE,32246 LA CROSSE (C),Residential,841
2011,Residential,MONROE,41281 SPARTA (C),Residential,935
2013,Residential,MANITOWOC,36251 MANITOWOC (C),Residential,3244
2003,Residential,ADAMS,01022 NEW HAVEN (T),Residential,498
2003,Residential,ASHLAND,02016 MARENGO (T),Residential,496
2003,Residential,BARRON,03018 CUMBERLAND (T),Residential,722
2003,Residential,BROWN,05022 HUMBOLDT (T),Residential,1324
2003,Residential,BUFFALO,06002 ALMA (T),Residential,131
2003,Residential,BUFFALO,06022 MILTON (T),Residential,191
2003,Residential,BURNETT,07006 DANIELS (T),Residential,1334
2003,Residential,CHIPPEWA,09026 GOETZ (T),Residential,489
2003,Residential,CLARK,10002 BEAVER (T),Residential,341
2003,Residential,CLARK,10020 HENDREN (T),Residential,379
2003,Residential,CLARK,10040 MENTOR (T),Residential,498
2003,Residential,CLARK,10056 WARNER (T),Residential,326
2003,Residential,DANE,13004 BERRY (T),Residential,2108
2003,Residential,DANE,13022 DANE (T),Residential,849
2003,Residential,DANE,13058 SUN PRAIRIE (T),Residential,1628
2003,Residential,DODGE,14036 PORTLAND (T),Residential,666
2003,Residential,DODGE,14038 RUBICON (T),Residential,2477
2003,Residential,DOUGLAS,16028 SUMMIT (T),Residential,1829
2003,Residential,FOND DU LAC,20008 BYRON (T),Residential,1141
2003,Residential,GRANT,22004 BLOOMINGTON (T),Residential,127
2003,Residential,GRANT,22024 HICKORY GROVE (T),Residential,76
2003,Residential,GRANT,22040 MOUNT IDA (T),Residential,118
2003,Residential,GREEN,23018 JORDAN (T),Residential,341
2003,Residential,GREEN LAKE,24004 BROOKLYN (T),Residential,1437
2003,Residential,IOWA,25006 CLYDE (T),Residential,190
2003,Residential,IOWA,25024 RIDGEWAY (T),Residential,506
2003,Residential,JUNEAU,29014 KILDARE (T),Residential,2294
2003,Residential,KENOSHA,30010 RANDALL (T),Residential,2290
2003,Residential,LAFAYETTE,33016 GRATIOT (T),Residential,192
2003,Residential,LAFAYETTE,33034 WILLOW SPRINGS (T),Residential,421
2003,Residential,LANGLADE,34012 LANGLADE (T),Residential,934
2003,Residential,LANGLADE,34032 VILAS (T),Residential,233
2003,Residential,LINCOLN,35028 SOMO (T),Residential,599
2003,Residential,MANITOWOC,36018 MANITOWOC (T),Residential,1345
2003,Residential,MARATHON,37018 EASTON (T),Residential,873
2003,Residential,MARATHON,37042 HOLTON (T),Residential,540
2003,Residential,MARINETTE,38012 GOODMAN (T),Residential,1858
2003,Residential,MARQUETTE,39002 BUFFALO (T),Residential,2211
2003,Residential,MARQUETTE,39004 CRYSTAL LAKE (T),Residential,2209
2003,Residential,MARQUETTE,39006 DOUGLAS (T),Residential,1223
2003,Residential,MARQUETTE,39008 HARRIS (T),Residential,1748
2003,Residential,MARQUETTE,39010 MECAN (T),Residential,1620
2003,Residential,MARQUETTE,39012 MONTELLO (T),Residential,2349
2003,Residential,MARQUETTE,39014 MOUNDVILLE (T),Residential,603
2003,Residential,MARQUETTE,39016 NESHKORO (T),Residential,1522
2003,Residential,MARQUETTE,39018 NEWTON (T),Residential,1348
2003,Residential,MARQUETTE,39020 OXFORD (T),Residential,1977
2003,Residential,MARQUETTE,39022 PACKWAUKEE (T),Residential,2042
2003,Residential,MARQUETTE,39024 SHIELDS (T),Residential,946
2003,Residential,MARQUETTE,39026 SPRINGFIELD (T),Residential,3239
2003,Residential,MARQUETTE,39028 WESTFIELD (T),Residential,2065
2003,Residential,MONROE,41002 ADRIAN (T),Residential,533
2003,Residential,MONROE,41004 ANGELO (T),Residential,922
2003,Residential,MONROE,41006 BYRON (T),Residential,1026
2003,Residential,MONROE,41008 CLIFTON (T),Residential,282
2003,Residential,MONROE,41010 GLENDALE (T),Residential,362
2004,Residential,CHIPPEWA,09221 EAU CLAIRE (C),Residential,0
2004,Residential,EAU CLAIRE,18221 EAU CLAIRE (C),Residential,0
2004,Residential,GREEN LAKE,24251 MARKESAN (C),Residential,46
2004,Residential,CHIPPEWA,09211 CHIPPEWA FALLS (C),Residential,437
2004,Residential,CLARK,10231 GREENWOOD (C),Residential,71
2004,Residential,DODGE,14236 HORICON (C),Residential,134
2004,Residential,CHIPPEWA,09213 CORNELL (C),Residential,542
2004,Residential,KEWAUNEE,31201 ALGOMA (C),Residential,88
2004,Residential,MARATHON,37281 SCHOFIELD (C),Residential,73
2004,Residential,EAU CLAIRE,18202 AUGUSTA (C),Residential,50
2004,Residential,JUNEAU,29251 MAUSTON (C),Residential,108
2004,Residential,GREEN LAKE,24231 GREEN LAKE (C),Residential,58
2004,Residential,JUNEAU,29221 ELROY (C),Residential,35
2004,Residential,MANITOWOC,36241 KIEL (C),Residential,345
2004,Residential,CLARK,10246 LOYAL (C),Residential,60
2004,Residential,CLARK,10261 NEILLSVILLE (C),Residential,120
2004,Residential,LINCOLN,35286 TOMAHAWK (C),Residential,861
2004,Residential,CHIPPEWA,09281 STANLEY (C),Residential,367
2004,Residential,CRAWFORD,12271 PRAIRIE DU CHIEN (C),Residential,81
2004,Residential,LAFAYETTE,33211 CUBA CITY (C),Residential,6
2004,Residential,LA CROSSE,32246 LA CROSSE (C),Residential,673
2004,Residential,CLARK,10265 OWEN (C),Residential,69
2004,Residential,FOREST,21211 CRANDON (C),Residential,450
2004,Residential,GREEN,23206 BRODHEAD (C),Residential,358
2004,Residential,GREEN,23251 MONROE (C),Residential,20
2004,Residential,KEWAUNEE,31241 KEWAUNEE (C),Residential,173
2004,Residential,GREEN LAKE,24271 PRINCETON (C),Residential,79
2004,Residential,LA CROSSE,32265 ONALASKA (C),Residential,1940
2004,Residential,LINCOLN,35251 MERRILL (C),Residential,15392
2005,Residential,DODGE,14236 HORICON (C),Residential,135
2005,Residential,CHIPPEWA,09213 CORNELL (C),Residential,523
2005,Residential,EAU CLAIRE,18221 EAU CLAIRE (C),Residential,0
2005,Residential,GREEN,23206 BRODHEAD (C),Residential,359
2005,Residential,CLARK,10231 GREENWOOD (C),Residential,71
2005,Residential,JUNEAU,29221 ELROY (C),Residential,38
2005,Residential,BAYFIELD,04201 ASHLAND (C),Residential,0
2005,Residential,CHIPPEWA,09221 EAU CLAIRE (C),Residential,0
2005,Residential,GREEN LAKE,24231 GREEN LAKE (C),Residential,83
2005,Residential,CLARK,10246 LOYAL (C),Residential,63
2005,Residential,EAU CLAIRE,18202 AUGUSTA (C),Residential,52
2005,Residential,JUNEAU,29251 MAUSTON (C),Residential,109
2005,Residential,MANITOWOC,36241 KIEL (C),Residential,353
2005,Residential,CHIPPEWA,09211 CHIPPEWA FALLS (C),Residential,437
2005,Residential,CHIPPEWA,09281 STANLEY (C),Residential,370
2003,Residential,DANE,13282 SUN PRAIRIE (C),Residential,1924
2003,Residential,DANE,13286 VERONA (C),Residential,0
2003,Residential,DODGE,14206 BEAVER DAM (C),Residential,1253
2003,Residential,DODGE,14211 COLUMBUS (C),Residential,0
2003,Residential,DODGE,14226 FOX LAKE (C),Residential,80
2003,Residential,DODGE,14230 HARTFORD (C),Residential,0
2003,Residential,DODGE,14236 HORICON (C),Residential,117
2003,Residential,DODGE,14241 JUNEAU (C),Residential,129
2003,Residential,DODGE,14251 MAYVILLE (C),Residential,149
2003,Residential,DODGE,14291 WATERTOWN (C),Residential,996
2003,Residential,DODGE,14292 WAUPUN (C),Residential,77
2003,Residential,DOOR,15281 STURGEON BAY (C),Residential,1386
2003,Residential,DOUGLAS,16281 SUPERIOR (C),Residential,0
2003,Residential,DUNN,17251 MENOMONIE (C),Residential,494
2003,Residential,EAU CLAIRE,18201 ALTOONA (C),Residential,249
2003,Residential,EAU CLAIRE,18202 AUGUSTA (C),Residential,45
2003,Residential,EAU CLAIRE,18221 EAU CLAIRE (C),Residential,0
2003,Residential,FOND DU LAC,20226 FOND DU LAC (C),Residential,2330
2003,Residential,FOND DU LAC,20276 RIPON (C),Residential,1086
2003,Residential,FOND DU LAC,20292 WAUPUN (C),Residential,85
2003,Residential,FOREST,21211 CRANDON (C),Residential,447
2003,Residential,GRANT,22206 BOSCOBEL (C),Residential,27
2003,Residential,GRANT,22211 CUBA CITY (C),Residential,9
2003,Residential,GRANT,22226 FENNIMORE (C),Residential,29
2003,Residential,GRANT,22246 LANCASTER (C),Residential,36
2003,Residential,GRANT,22271 PLATTEVILLE (C),Residential,23
2003,Residential,GREEN,23206 BRODHEAD (C),Residential,0
2003,Residential,GREEN,23251 MONROE (C),Residential,20
2003,Residential,GREEN LAKE,24206 BERLIN (C),Residential,676
2003,Residential,GREEN LAKE,24231 GREEN LAKE (C),Residential,56
2003,Residential,GREEN LAKE,24251 MARKESAN (C),Residential,42
2003,Residential,GREEN LAKE,24271 PRINCETON (C),Residential,88
2003,Residential,IOWA,25216 DODGEVILLE (C),Residential,62
2003,Residential,IOWA,25251 MINERAL POINT (C),Residential,176
2003,Residential,IRON,26236 HURLEY (C),Residential,106
2003,Residential,IRON,26251 MONTREAL (C),Residential,158
2003,Residential,JACKSON,27206 BLACK RIVER FALLS (C),Residential,83
2003,Residential,JEFFERSON,28226 FORT ATKINSON (C),Residential,1041
2003,Residential,JEFFERSON,28241 JEFFERSON (C),Residential,288
2003,Residential,JEFFERSON,28246 LAKE MILLS (C),Residential,200
2003,Residential,JEFFERSON,28290 WATERLOO (C),Residential,228
2003,Residential,JEFFERSON,28291 WATERTOWN (C),Residential,1299
2003,Residential,JEFFERSON,28292 WHITEWATER (C),Residential,39
2003,Residential,JUNEAU,29221 ELROY (C),Residential,35
2003,Residential,JUNEAU,29251 MAUSTON (C),Residential,113
2003,Residential,JUNEAU,29261 NEW LISBON (C),Residential,123
2003,Residential,KENOSHA,30241 KENOSHA (C),Residential,4678
2003,Residential,KEWAUNEE,31201 ALGOMA (C),Residential,84
2003,Residential,KEWAUNEE,31241 KEWAUNEE (C),Residential,176
2003,Residential,LA CROSSE,32246 LA CROSSE (C),Residential,0
2003,Residential,LA CROSSE,32265 ONALASKA (C),Residential,1936
2003,Residential,LAFAYETTE,33211 CUBA CITY (C),Residential,6
2003,Residential,LAFAYETTE,33216 DARLINGTON (C),Residential,48
2003,Residential,LAFAYETTE,33281 SHULLSBURG (C),Residential,87
2003,Residential,LANGLADE,34201 ANTIGO (C),Residential,0
2003,Residential,LINCOLN,35251 MERRILL (C),Residential,259
2003,Residential,LINCOLN,35286 TOMAHAWK (C),Residential,841
2003,Residential,MANITOWOC,36241 KIEL (C),Residential,146
2003,Residential,MANITOWOC,36251 MANITOWOC (C),Residential,0
2003,Residential,MANITOWOC,36286 TWO RIVERS (C),Residential,0
2003,Residential,MARATHON,37201 ABBOTSFORD (C),Residential,29
2003,Residential,MARATHON,37211 COLBY (C),Residential,45
2003,Residential,MARATHON,37250 MARSHFIELD (C),Residential,220
2003,Residential,MARATHON,37251 MOSINEE (C),Residential,329
2003,Residential,MARATHON,37281 SCHOFIELD (C),Residential,73
2003,Residential,MARATHON,37291 WAUSAU (C),Residential,4121
2003,Residential,MARINETTE,38251 MARINETTE (C),Residential,250
2003,Residential,MARINETTE,38261 NIAGARA (C),Residential,541
2003,Residential,MARINETTE,38271 PESHTIGO (C),Residential,503
2003,Residential,MARQUETTE,39251 MONTELLO (C),Residential,508
2003,Residential,MILWAUKEE,40211 CUDAHY (C),Residential,859
2003,Residential,MILWAUKEE,40226 FRANKLIN (C),Residential,5755
2003,Residential,MILWAUKEE,40231 GLENDALE (C),Residential,0
2003,Residential,MILWAUKEE,40236 GREENFIELD (C),Residential,3916
2003,Residential,MILWAUKEE,40251 MILWAUKEE (C),Residential,0
2003,Residential,MILWAUKEE,40265 OAK CREEK (C),Residential,2894
2003,Residential,MILWAUKEE,40281 SAINT FRANCIS (C),Residential,0
2003,Residential,MILWAUKEE,40282 SOUTH MILWAUKEE (C),Residential,0
2003,Residential,MILWAUKEE,40291 WAUWATOSA (C),Residential,0
2003,Residential,MILWAUKEE,40292 WEST ALLIS (C),Residential,0
2003,Residential,MONROE,41281 SPARTA (C),Residential,979
2003,Residential,MONROE,41286 TOMAH (C),Residential,473
2003,Residential,OCONTO,42231 GILLETT (C),Residential,128
2003,Residential,OCONTO,42265 OCONTO (C),Residential,725
2003,Residential,OCONTO,42266 OCONTO FALLS (C),Residential,139
2003,Residential,ONEIDA,43276 RHINELANDER (C),Residential,1081
2003,Residential,OUTAGAMIE,44201 APPLETON (C),Residential,0
2003,Residential,OUTAGAMIE,44241 KAUKAUNA (C),Residential,1345
2003,Residential,OUTAGAMIE,44261 NEW LONDON (C),Residential,72
2003,Residential,OUTAGAMIE,44281 SEYMOUR (C),Residential,408
2003,Residential,OZAUKEE,45211 CEDARBURG (C),Residential,1038
2003,Residential,OZAUKEE,45255 MEQUON (C),Residential,11772
2003,Residential,OZAUKEE,45271 PORT WASHINGTON (C),Residential,59
2003,Residential,PEPIN,46216 DURAND (C),Residential,44
2003,Residential,PIERCE,47271 PRESCOTT (C),Residential,22
2003,Residential,PIERCE,47276 RIVER FALLS (C),Residential,41
2003,Residential,POLK,48201 AMERY (C),Residential,95
2003,Residential,POLK,48281 SAINT CROIX FALLS (C),Residential,233
2003,Residential,PORTAGE,49281 STEVENS POINT (C),Residential,3317
2003,Residential,PRICE,50271 PARK FALLS (C),Residential,318
2003,Residential,PRICE,50272 PHILLIPS (C),Residential,254
2003,Residential,RACINE,51206 BURLINGTON (C),Residential,66
2003,Residential,RACINE,51276 RACINE (C),Residential,0
2003,Residential,MONROE,41012 GRANT (T),Residential,507
2003,Residential,MONROE,41014 GREENFIELD (T),Residential,507
2003,Residential,MONROE,41016 JEFFERSON (T),Residential,225
2003,Residential,MONROE,41018 LA FAYETTE (T),Residential,149
2003,Residential,MONROE,41020 LA GRANGE (T),Residential,1283
2003,Residential,MONROE,41022 LEON (T),Residential,748
2003,Residential,MONROE,41024 LINCOLN (T),Residential,540
2003,Residential,MONROE,41026 LITTLE FALLS (T),Residential,1545
2003,Residential,MONROE,41028 NEW LYME (T),Residential,143
2003,Residential,MONROE,41030 OAKDALE (T),Residential,473
2003,Residential,MONROE,41032 PORTLAND (T),Residential,253
2003,Residential,MONROE,41034 RIDGEVILLE (T),Residential,208
2003,Residential,MONROE,41036 SCOTT (T),Residential,136
2003,Residential,MONROE,41038 SHELDON (T),Residential,167
2003,Residential,MONROE,41040 SPARTA (T),Residential,2483
2003,Residential,MONROE,41042 TOMAH (T),Residential,1104
2003,Residential,MONROE,41044 WELLINGTON (T),Residential,359
2003,Residential,MONROE,41046 WELLS (T),Residential,363
2003,Residential,MONROE,41048 WILTON (T),Residential,333
2003,Residential,OCONTO,42002 ABRAMS (T),Residential,2159
2003,Residential,OCONTO,42006 BAGLEY (T),Residential,393
2003,Residential,OCONTO,42008 BRAZEAU (T),Residential,1960
2003,Residential,OCONTO,42010 BREED (T),Residential,1527
2003,Residential,OCONTO,42012 CHASE (T),Residential,2163
2003,Residential,OCONTO,42014 DOTY (T),Residential,1419
2003,Residential,OCONTO,42016 GILLETT (T),Residential,762
2003,Residential,OCONTO,42018 HOW (T),Residential,512
2003,Residential,OCONTO,42019 LAKEWOOD (T),Residential,6968
2003,Residential,OCONTO,42020 LENA (T),Residential,426
2003,Residential,OCONTO,42022 LITTLE RIVER (T),Residential,1043
2003,Residential,OCONTO,42024 LITTLE SUAMICO (T),Residential,4620
2003,Residential,OCONTO,42026 MAPLE VALLEY (T),Residential,483
2003,Residential,OCONTO,42028 MORGAN (T),Residential,996
2003,Residential,OCONTO,42029 MOUNTAIN (T),Residential,1864
2003,Residential,OCONTO,42030 OCONTO (T),Residential,1369
2003,Residential,OCONTO,42032 OCONTO FALLS (T),Residential,1303
2003,Residential,OCONTO,42034 PENSAUKEE (T),Residential,1627
2003,Residential,OCONTO,42036 RIVERVIEW (T),Residential,2565
2003,Residential,OCONTO,42038 SPRUCE (T),Residential,437
2003,Residential,OCONTO,42040 STILES (T),Residential,1931
2003,Residential,OCONTO,42042 TOWNSEND (T),Residential,2782
2003,Residential,OCONTO,42044 UNDERHILL (T),Residential,965
2003,Residential,ONEIDA,43002 CASSIAN (T),Residential,1834
2003,Residential,ONEIDA,43004 CRESCENT (T),Residential,3426
2003,Residential,ONEIDA,43006 ENTERPRISE (T),Residential,800
2003,Residential,ONEIDA,43008 HAZELHURST (T),Residential,2086
2003,Residential,ONEIDA,43010 LAKE TOMAHAWK (T),Residential,1188
2003,Residential,ONEIDA,43012 LITTLE RICE (T),Residential,940
2003,Residential,ONEIDA,43014 LYNNE (T),Residential,325
2003,Residential,ONEIDA,43016 MINOCQUA (T),Residential,6140
2003,Residential,ONEIDA,43018 MONICO (T),Residential,393
2003,Residential,ONEIDA,43020 NEWBOLD (T),Residential,5837
2003,Residential,ONEIDA,43022 NOKOMIS (T),Residential,1959
2003,Residential,ONEIDA,43024 PELICAN (T),Residential,3546
2003,Residential,ONEIDA,43026 PIEHL (T),Residential,165
2003,Residential,ONEIDA,43028 PINE LAKE (T),Residential,3125
2003,Residential,ONEIDA,43030 SCHOEPKE (T),Residential,411
2003,Residential,ONEIDA,43032 STELLA (T),Residential,1093
2003,Residential,ONEIDA,43034 SUGAR CAMP (T),Residential,4186
2003,Residential,ONEIDA,43036 THREE LAKES (T),Residential,605
2003,Residential,ONEIDA,43038 WOODBORO (T),Residential,1788
2003,Residential,ONEIDA,43040 WOODRUFF (T),Residential,200
2003,Residential,OUTAGAMIE,44002 BLACK CREEK (T),Residential,1043
2003,Residential,OUTAGAMIE,44004 BOVINA (T),Residential,840
2003,Residential,OUTAGAMIE,44006 BUCHANAN (T),Residential,1679
2003,Residential,OUTAGAMIE,44008 CENTER (T),Residential,2981
2003,Residential,OUTAGAMIE,44010 CICERO (T),Residential,738
2003,Residential,OUTAGAMIE,44012 DALE (T),Residential,2496
2003,Residential,OUTAGAMIE,44014 DEER CREEK (T),Residential,348
2003,Residential,OUTAGAMIE,44016 ELLINGTON (T),Residential,1880
2003,Residential,OUTAGAMIE,44018 FREEDOM (T),Residential,3284
2003,Residential,OUTAGAMIE,44020 GRAND CHUTE (T),Residential,3748
2003,Residential,OUTAGAMIE,44022 GREENVILLE (T),Residential,2810
2003,Residential,OUTAGAMIE,44024 HORTONIA (T),Residential,908
2003,Residential,OUTAGAMIE,44026 KAUKAUNA (T),Residential,776
2003,Residential,OUTAGAMIE,44028 LIBERTY (T),Residential,735
2003,Residential,OUTAGAMIE,44030 MAINE (T),Residential,1010
2003,Residential,OUTAGAMIE,44032 MAPLE CREEK (T),Residential,418
2003,Residential,OUTAGAMIE,44034 ONEIDA (T),Residential,2695
2003,Residential,OUTAGAMIE,44036 OSBORN (T),Residential,783
2003,Residential,OUTAGAMIE,44038 SEYMOUR (T),Residential,987
2003,Residential,OUTAGAMIE,44040 VANDENBROEK (T),Residential,972
2003,Residential,OZAUKEE,45002 BELGIUM (T),Residential,1340
2003,Residential,OZAUKEE,45004 CEDARBURG (T),Residential,6200
2003,Residential,OZAUKEE,45006 FREDONIA (T),Residential,2553
2003,Residential,OZAUKEE,45008 GRAFTON (T),Residential,4090
2003,Residential,OZAUKEE,45012 PORT WASHINGTON (T),Residential,1181
2003,Residential,OZAUKEE,45014 SAUKVILLE (T),Residential,4365
2003,Residential,PEPIN,46002 ALBANY (T),Residential,446
2003,Residential,PEPIN,46004 DURAND (T),Residential,374
2003,Residential,PEPIN,46006 FRANKFORT (T),Residential,306
2003,Residential,PEPIN,46008 LIMA (T),Residential,343
2003,Residential,PEPIN,46010 PEPIN (T),Residential,546
2003,Residential,PEPIN,46012 STOCKHOLM (T),Residential,341
2003,Residential,PEPIN,46014 WATERVILLE (T),Residential,277
2003,Residential,PEPIN,46016 WAUBEEK (T),Residential,282
2003,Residential,PIERCE,47002 CLIFTON (T),Residential,2768
2003,Residential,PIERCE,47004 DIAMOND BLUFF (T),Residential,314
2003,Residential,PIERCE,47008 EL PASO (T),Residential,683
2003,Residential,PIERCE,47006 ELLSWORTH (T),Residential,851
2003,Residential,PIERCE,47010 GILMAN (T),Residential,878
2003,Residential,PIERCE,47012 HARTLAND (T),Residential,902
2003,Residential,PIERCE,47014 ISABELLE (T),Residential,489
2003,Residential,PIERCE,47016 MAIDEN ROCK (T),Residential,870
2003,Residential,PIERCE,47018 MARTELL (T),Residential,1279
2003,Residential,PIERCE,47020 OAK GROVE (T),Residential,3234
2003,Residential,PIERCE,47022 RIVER FALLS (T),Residential,3127
2003,Residential,PIERCE,47024 ROCK ELM (T),Residential,260
2003,Residential,PIERCE,47026 SALEM (T),Residential,246
2003,Residential,PIERCE,47028 SPRING LAKE (T),Residential,437
2003,Residential,PIERCE,47030 TRENTON (T),Residential,1121
2003,Residential,PIERCE,47032 TRIMBELLE (T),Residential,1787
2003,Residential,PIERCE,47034 UNION (T),Residential,297
2003,Residential,POLK,48002 ALDEN (T),Residential,3594
2003,Residential,POLK,48004 APPLE RIVER (T),Residential,1473
2003,Residential,POLK,48006 BALSAM LAKE (T),Residential,1534
2003,Residential,POLK,48008 BEAVER (T),Residential,1028
2003,Residential,POLK,48010 BLACK BROOK (T),Residential,1708
2003,Residential,POLK,48012 BONE LAKE (T),Residential,876
2003,Residential,POLK,48014 CLAM FALLS (T),Residential,575
2003,Residential,POLK,48016 CLAYTON (T),Residential,1124
2003,Residential,POLK,48018 CLEAR LAKE (T),Residential,1200
2003,Residential,POLK,48020 EUREKA (T),Residential,2920
2003,Residential,POLK,48022 FARMINGTON (T),Residential,2455
2003,Residential,POLK,48024 GARFIELD (T),Residential,1607
2003,Residential,POLK,48026 GEORGETOWN (T),Residential,1518
2003,Residential,POLK,48028 JOHNSTOWN (T),Residential,987
2003,Residential,POLK,48030 LAKETOWN (T),Residential,1404
2003,Residential,POLK,48032 LINCOLN (T),Residential,2395
2003,Residential,POLK,48034 LORAIN (T),Residential,793
2012,Residential,DUNN,17034 SPRING BROOK (T),Residential,1698
2013,Residential,DUNN,17036 STANTON (T),Residential,624
2012,Residential,DUNN,17020 OTTER CREEK (T),Residential,812
2013,Residential,OCONTO,42028 MORGAN (T),Residential,1125
2014,Residential,DUNN,17018 NEW HAVEN (T),Residential,482
2007,Residential,DODGE,14008 CALAMUS (T),Residential,510
2007,Residential,DUNN,17042 WESTON (T),Residential,389
2007,Residential,MARATHON,37028 FRANZEN (T),Residential,527
2007,Residential,BURNETT,07020 OAKLAND (T),Residential,3711
2007,Residential,BURNETT,07042 WOOD RIVER (T),Residential,1408
2007,Residential,DUNN,17036 STANTON (T),Residential,659
2007,Residential,JUNEAU,29010 FOUNTAIN (T),Residential,660
2007,Residential,LAFAYETTE,33024 NEW DIGGINGS (T),Residential,273
2007,Residential,MARATHON,37020 EAU PLEINE (T),Residential,468
2007,Residential,MARATHON,37066 RIB FALLS (T),Residential,1018
2007,Residential,CLARK,10028 LEVIS (T),Residential,418
2007,Residential,CLARK,10030 LONGWOOD (T),Residential,375
2007,Residential,GRANT,22004 BLOOMINGTON (T),Residential,358
2007,Residential,JACKSON,27014 CLEVELAND (T),Residential,468
2007,Residential,MANITOWOC,36002 CATO (T),Residential,1606
2007,Residential,MARATHON,37022 ELDERON (T),Residential,503
2007,Residential,BAYFIELD,04036 ORIENTA (T),Residential,539
2007,Residential,COLUMBIA,11012 FORT WINNEBAGO (T),Residential,736
2007,Residential,DODGE,14004 BEAVER DAM (T),Residential,1739
2007,Residential,IOWA,25004 BRIGHAM (T),Residential,675
2007,Residential,JEFFERSON,28030 WATERLOO (T),Residential,866
2007,Residential,BAYFIELD,04050 WASHBURN (T),Residential,1204
2007,Residential,BURNETT,07022 ROOSEVELT (T),Residential,409
2007,Residential,DODGE,14006 BURNETT (T),Residential,718
2007,Residential,FOREST,21028 WABENO (T),Residential,1242
2007,Residential,JEFFERSON,28026 SULLIVAN (T),Residential,1463
2007,Residential,JEFFERSON,28028 SUMNER (T),Residential,769
2007,Residential,MARATHON,37018 EASTON (T),Residential,931
2007,Residential,MARATHON,37016 DAY (T),Residential,542
2007,Residential,CHIPPEWA,09010 BLOOMER (T),Residential,624
2007,Residential,DANE,13006 BLACK EARTH (T),Residential,604
2007,Residential,DUNN,17038 TAINTER (T),Residential,1555
2007,Residential,JUNEAU,29008 FINLEY (T),Residential,255
2007,Residential,LA CROSSE,32024 WASHINGTON (T),Residential,353
2007,Residential,BAYFIELD,04034 NAMAKAGON (T),Residential,1365
2007,Residential,CHIPPEWA,09008 BIRCH CREEK (T),Residential,400
2007,Residential,CHIPPEWA,09006 AUBURN (T),Residential,840
2007,Residential,FLORENCE,19010 FLORENCE (T),Residential,4571
